MiB Mem : 128530.7 total,   3695.0 free,  14537.5 used, 110298.2 buff/cache
MiB Mem : 128530.7 total,   2526.2 free,  15628.7 used, 110375.8 buff/cache
MiB Mem : 128530.7 total,   2526.2 free,  15628.7 used, 110375.8 buff/cache
MiB Mem : 128530.7 total,   2526.2 free,  15628.7 used, 110375.8 buff/cache
MiB Mem : 128530.7 total,   2480.3 free,  15674.6 used, 110375.8 buff/cache
MiB Mem : 128530.7 total,   2480.3 free,  15674.6 used, 110375.8 buff/cache
MiB Mem : 128530.7 total,   2480.3 free,  15674.6 used, 110375.8 buff/cache
MiB Mem : 128530.7 total,   2535.5 free,  15619.4 used, 110375.8 buff/cache
MiB Mem : 128530.7 total,   2535.5 free,  15619.4 used, 110375.8 buff/cache
MiB Mem : 128530.7 total,   2535.5 free,  15619.4 used, 110375.8 buff/cache
MiB Mem : 128530.7 total,   2434.2 free,  15720.2 used, 110376.4 buff/cache
MiB Mem : 128530.7 total,   2434.2 free,  15720.2 used, 110376.4 buff/cache
MiB Mem : 128530.7 total,   2434.2 free,  15720.2 used, 110376.4 buff/cache
MiB Mem : 128530.7 total,   2377.0 free,  15777.3 used, 110376.4 buff/cache
MiB Mem : 128530.7 total,   2377.0 free,  15777.3 used, 110376.4 buff/cache
MiB Mem : 128530.7 total,   2377.0 free,  15777.3 used, 110376.4 buff/cache
MiB Mem : 128530.7 total,   2430.1 free,  15724.2 used, 110376.4 buff/cache
MiB Mem : 128530.7 total,   2430.1 free,  15724.2 used, 110376.4 buff/cache
MiB Mem : 128530.7 total,   2430.1 free,  15724.2 used, 110376.4 buff/cache
MiB Mem : 128530.7 total,   2385.1 free,  15769.2 used, 110376.5 buff/cache
MiB Mem : 128530.7 total,   2385.1 free,  15769.2 used, 110376.5 buff/cache
MiB Mem : 128530.7 total,   2385.1 free,  15769.2 used, 110376.5 buff/cache
MiB Mem : 128530.7 total,   2459.8 free,  15694.4 used, 110376.5 buff/cache
MiB Mem : 128530.7 total,   2459.8 free,  15694.4 used, 110376.5 buff/cache
MiB Mem : 128530.7 total,   2459.8 free,  15694.4 used, 110376.5 buff/cache
MiB Mem : 128530.7 total,   2459.4 free,  15694.8 used, 110376.5 buff/cache
MiB Mem : 128530.7 total,   2459.4 free,  15694.8 used, 110376.5 buff/cache
MiB Mem : 128530.7 total,   2459.4 free,  15694.8 used, 110376.5 buff/cache
MiB Mem : 128530.7 total,   2369.2 free,  15784.5 used, 110377.1 buff/cache
MiB Mem : 128530.7 total,   2369.2 free,  15784.5 used, 110377.1 buff/cache
MiB Mem : 128530.7 total,   2369.2 free,  15784.5 used, 110377.1 buff/cache
MiB Mem : 128530.7 total,   2384.8 free,  15768.8 used, 110377.1 buff/cache
MiB Mem : 128530.7 total,   2384.8 free,  15768.8 used, 110377.1 buff/cache
MiB Mem : 128530.7 total,   2384.8 free,  15768.8 used, 110377.1 buff/cache
MiB Mem : 128530.7 total,   2421.1 free,  15732.0 used, 110377.7 buff/cache
MiB Mem : 128530.7 total,   2421.1 free,  15732.0 used, 110377.7 buff/cache
MiB Mem : 128530.7 total,   2421.1 free,  15732.0 used, 110377.7 buff/cache
MiB Mem : 128530.7 total,   2404.1 free,  15748.4 used, 110378.2 buff/cache
MiB Mem : 128530.7 total,   2404.1 free,  15748.4 used, 110378.2 buff/cache
MiB Mem : 128530.7 total,   2404.1 free,  15748.4 used, 110378.2 buff/cache
MiB Mem : 128530.7 total,   2387.8 free,  15764.7 used, 110378.3 buff/cache
MiB Mem : 128530.7 total,   2387.8 free,  15764.7 used, 110378.3 buff/cache
MiB Mem : 128530.7 total,   2387.8 free,  15764.7 used, 110378.3 buff/cache
MiB Mem : 128530.7 total,   2374.1 free,  15778.4 used, 110378.3 buff/cache
MiB Mem : 128530.7 total,   2374.1 free,  15778.4 used, 110378.3 buff/cache
MiB Mem : 128530.7 total,   2412.8 free,  15739.6 used, 110378.3 buff/cache
MiB Mem : 128530.7 total,   2412.8 free,  15739.6 used, 110378.3 buff/cache
MiB Mem : 128530.7 total,   2412.8 free,  15739.6 used, 110378.3 buff/cache
MiB Mem : 128530.7 total,   2363.2 free,  15789.1 used, 110378.4 buff/cache
MiB Mem : 128530.7 total,   2363.2 free,  15789.1 used, 110378.4 buff/cache
MiB Mem : 128530.7 total,   2363.2 free,  15789.1 used, 110378.4 buff/cache
MiB Mem : 128530.7 total,   2402.8 free,  15749.5 used, 110378.4 buff/cache
MiB Mem : 128530.7 total,   2402.8 free,  15749.5 used, 110378.4 buff/cache
MiB Mem : 128530.7 total,   2402.8 free,  15749.5 used, 110378.4 buff/cache
MiB Mem : 128530.7 total,   2381.4 free,  15770.4 used, 110378.9 buff/cache
MiB Mem : 128530.7 total,   2381.4 free,  15770.4 used, 110378.9 buff/cache
MiB Mem : 128530.7 total,   2381.4 free,  15770.4 used, 110378.9 buff/cache
MiB Mem : 128530.7 total,   2321.6 free,  15830.2 used, 110379.0 buff/cache
MiB Mem : 128530.7 total,   2321.6 free,  15830.2 used, 110379.0 buff/cache
MiB Mem : 128530.7 total,   2321.6 free,  15830.2 used, 110379.0 buff/cache
MiB Mem : 128530.7 total,   2397.8 free,  15753.9 used, 110379.0 buff/cache
MiB Mem : 128530.7 total,   2397.8 free,  15753.9 used, 110379.0 buff/cache
MiB Mem : 128530.7 total,   2397.8 free,  15753.9 used, 110379.0 buff/cache
MiB Mem : 128530.7 total,   2377.9 free,  15773.8 used, 110379.0 buff/cache
MiB Mem : 128530.7 total,   2377.9 free,  15773.8 used, 110379.0 buff/cache
MiB Mem : 128530.7 total,   2377.9 free,  15773.8 used, 110379.0 buff/cache
MiB Mem : 128530.7 total,   2370.0 free,  15781.6 used, 110379.1 buff/cache
MiB Mem : 128530.7 total,   2370.0 free,  15781.6 used, 110379.1 buff/cache
MiB Mem : 128530.7 total,   2370.0 free,  15781.6 used, 110379.1 buff/cache
MiB Mem : 128530.7 total,   2399.0 free,  15752.6 used, 110379.1 buff/cache
MiB Mem : 128530.7 total,   2399.0 free,  15752.6 used, 110379.1 buff/cache
MiB Mem : 128530.7 total,   2399.0 free,  15752.6 used, 110379.1 buff/cache
MiB Mem : 128530.7 total,   2341.7 free,  15809.8 used, 110379.1 buff/cache
MiB Mem : 128530.7 total,   2341.7 free,  15809.8 used, 110379.1 buff/cache
MiB Mem : 128530.7 total,   2341.7 free,  15809.8 used, 110379.1 buff/cache
MiB Mem : 128530.7 total,   2363.3 free,  15788.3 used, 110379.2 buff/cache
MiB Mem : 128530.7 total,   2363.3 free,  15788.3 used, 110379.2 buff/cache
MiB Mem : 128530.7 total,   2363.3 free,  15788.3 used, 110379.2 buff/cache
MiB Mem : 128530.7 total,   2321.7 free,  15829.4 used, 110379.7 buff/cache
MiB Mem : 128530.7 total,   2321.7 free,  15829.4 used, 110379.7 buff/cache
MiB Mem : 128530.7 total,   2321.7 free,  15829.4 used, 110379.7 buff/cache
MiB Mem : 128530.7 total,   2410.3 free,  15740.7 used, 110379.8 buff/cache
MiB Mem : 128530.7 total,   2410.3 free,  15740.7 used, 110379.8 buff/cache
MiB Mem : 128530.7 total,   2410.3 free,  15740.7 used, 110379.8 buff/cache
MiB Mem : 128530.7 total,   2393.7 free,  15757.3 used, 110379.8 buff/cache
MiB Mem : 128530.7 total,   2393.7 free,  15757.3 used, 110379.8 buff/cache
MiB Mem : 128530.7 total,   2393.7 free,  15757.3 used, 110379.8 buff/cache
MiB Mem : 128530.7 total,   2337.3 free,  15813.6 used, 110379.8 buff/cache
MiB Mem : 128530.7 total,   2337.3 free,  15813.6 used, 110379.8 buff/cache
MiB Mem : 128530.7 total,   2337.3 free,  15813.6 used, 110379.8 buff/cache
MiB Mem : 128530.7 total,   2304.0 free,  15846.9 used, 110379.8 buff/cache
MiB Mem : 128530.7 total,   2304.0 free,  15846.9 used, 110379.8 buff/cache
MiB Mem : 128530.7 total,   2304.0 free,  15846.9 used, 110379.8 buff/cache
MiB Mem : 128530.7 total,   2358.5 free,  15792.4 used, 110379.9 buff/cache
MiB Mem : 128530.7 total,   2358.5 free,  15792.4 used, 110379.9 buff/cache
MiB Mem : 128530.7 total,   2358.5 free,  15792.4 used, 110379.9 buff/cache
MiB Mem : 128530.7 total,   2355.3 free,  15795.5 used, 110379.9 buff/cache
MiB Mem : 128530.7 total,   2355.3 free,  15795.5 used, 110379.9 buff/cache
MiB Mem : 128530.7 total,   2355.3 free,  15795.5 used, 110379.9 buff/cache
MiB Mem : 128530.7 total,   2312.9 free,  15837.4 used, 110380.5 buff/cache
MiB Mem : 128530.7 total,   2312.9 free,  15837.4 used, 110380.5 buff/cache
MiB Mem : 128530.7 total,   2312.9 free,  15837.4 used, 110380.5 buff/cache
MiB Mem : 128530.7 total,   2303.6 free,  15846.6 used, 110380.5 buff/cache
MiB Mem : 128530.7 total,   2303.6 free,  15846.6 used, 110380.5 buff/cache
MiB Mem : 128530.7 total,   2303.6 free,  15846.6 used, 110380.5 buff/cache
MiB Mem : 128530.7 total,   2369.4 free,  15780.8 used, 110380.6 buff/cache
MiB Mem : 128530.7 total,   2369.4 free,  15780.8 used, 110380.6 buff/cache
MiB Mem : 128530.7 total,   2369.4 free,  15780.8 used, 110380.6 buff/cache
MiB Mem : 128530.7 total,   2332.3 free,  15817.8 used, 110380.6 buff/cache
MiB Mem : 128530.7 total,   2332.3 free,  15817.8 used, 110380.6 buff/cache
MiB Mem : 128530.7 total,   2332.3 free,  15817.8 used, 110380.6 buff/cache
MiB Mem : 128530.7 total,   2343.9 free,  15806.2 used, 110380.6 buff/cache
MiB Mem : 128530.7 total,   2343.9 free,  15806.2 used, 110380.6 buff/cache
MiB Mem : 128530.7 total,   2343.9 free,  15806.2 used, 110380.6 buff/cache
MiB Mem : 128530.7 total,   2333.6 free,  15816.4 used, 110380.6 buff/cache
MiB Mem : 128530.7 total,   2333.6 free,  15816.4 used, 110380.6 buff/cache
MiB Mem : 128530.7 total,   2333.6 free,  15816.4 used, 110380.6 buff/cache
MiB Mem : 128530.7 total,   2285.3 free,  15864.7 used, 110380.7 buff/cache
MiB Mem : 128530.7 total,   2285.3 free,  15864.7 used, 110380.7 buff/cache
MiB Mem : 128530.7 total,   2285.3 free,  15864.7 used, 110380.7 buff/cache
MiB Mem : 128530.7 total,   2286.6 free,  15863.3 used, 110380.8 buff/cache
MiB Mem : 128530.7 total,   2286.6 free,  15863.3 used, 110380.8 buff/cache
MiB Mem : 128530.7 total,   2286.6 free,  15863.3 used, 110380.8 buff/cache
MiB Mem : 128530.7 total,   2314.0 free,  15835.8 used, 110380.9 buff/cache
MiB Mem : 128530.7 total,   2314.0 free,  15835.8 used, 110380.9 buff/cache
MiB Mem : 128530.7 total,   2314.0 free,  15835.8 used, 110380.9 buff/cache
MiB Mem : 128530.7 total,   2277.3 free,  15872.6 used, 110380.9 buff/cache
MiB Mem : 128530.7 total,   2277.3 free,  15872.6 used, 110380.9 buff/cache
MiB Mem : 128530.7 total,   2277.3 free,  15872.6 used, 110380.9 buff/cache
MiB Mem : 128530.7 total,   2255.0 free,  15894.8 used, 110380.9 buff/cache
MiB Mem : 128530.7 total,   2255.0 free,  15894.8 used, 110380.9 buff/cache
MiB Mem : 128530.7 total,   2255.0 free,  15894.8 used, 110380.9 buff/cache
MiB Mem : 128530.7 total,   2266.2 free,  15883.6 used, 110381.0 buff/cache
MiB Mem : 128530.7 total,   2266.2 free,  15883.6 used, 110381.0 buff/cache
MiB Mem : 128530.7 total,   2266.2 free,  15883.6 used, 110381.0 buff/cache
MiB Mem : 128530.7 total,   2293.4 free,  15856.3 used, 110381.0 buff/cache
MiB Mem : 128530.7 total,   2293.4 free,  15856.3 used, 110381.0 buff/cache
MiB Mem : 128530.7 total,   2293.4 free,  15856.3 used, 110381.0 buff/cache
MiB Mem : 128530.7 total,   2236.4 free,  15913.3 used, 110381.0 buff/cache
MiB Mem : 128530.7 total,   2236.4 free,  15913.3 used, 110381.0 buff/cache
MiB Mem : 128530.7 total,   2236.4 free,  15913.3 used, 110381.0 buff/cache
MiB Mem : 128530.7 total,   2294.2 free,  15855.5 used, 110381.1 buff/cache
MiB Mem : 128530.7 total,   2294.2 free,  15855.5 used, 110381.1 buff/cache
MiB Mem : 128530.7 total,   2294.2 free,  15855.5 used, 110381.1 buff/cache
MiB Mem : 128530.7 total,   2311.6 free,  15838.0 used, 110381.1 buff/cache
MiB Mem : 128530.7 total,   2311.6 free,  15838.0 used, 110381.1 buff/cache
MiB Mem : 128530.7 total,   2311.6 free,  15838.0 used, 110381.1 buff/cache
MiB Mem : 128530.7 total,   2294.7 free,  15854.9 used, 110381.1 buff/cache
MiB Mem : 128530.7 total,   2294.7 free,  15854.9 used, 110381.1 buff/cache
MiB Mem : 128530.7 total,   2294.7 free,  15854.9 used, 110381.1 buff/cache
MiB Mem : 128530.7 total,   2315.6 free,  15833.9 used, 110381.1 buff/cache
MiB Mem : 128530.7 total,   2315.6 free,  15833.9 used, 110381.1 buff/cache
MiB Mem : 128530.7 total,   2324.6 free,  15824.7 used, 110381.4 buff/cache
MiB Mem : 128530.7 total,   2324.6 free,  15824.7 used, 110381.4 buff/cache
MiB Mem : 128530.7 total,   2324.6 free,  15824.7 used, 110381.4 buff/cache
MiB Mem : 128530.7 total,   2278.3 free,  15870.5 used, 110382.0 buff/cache
MiB Mem : 128530.7 total,   2278.3 free,  15870.5 used, 110382.0 buff/cache
MiB Mem : 128530.7 total,   2278.3 free,  15870.5 used, 110382.0 buff/cache
MiB Mem : 128530.7 total,   2249.3 free,  15899.4 used, 110382.0 buff/cache
MiB Mem : 128530.7 total,   2249.3 free,  15899.4 used, 110382.0 buff/cache
MiB Mem : 128530.7 total,   2249.3 free,  15899.4 used, 110382.0 buff/cache
MiB Mem : 128530.7 total,   2294.1 free,  15854.1 used, 110382.5 buff/cache
MiB Mem : 128530.7 total,   2294.1 free,  15854.1 used, 110382.5 buff/cache
MiB Mem : 128530.7 total,   2294.1 free,  15854.1 used, 110382.5 buff/cache
MiB Mem : 128530.7 total,   2283.9 free,  15854.4 used, 110392.5 buff/cache
MiB Mem : 128530.7 total,   2283.9 free,  15854.4 used, 110392.5 buff/cache
MiB Mem : 128530.7 total,   2283.9 free,  15854.4 used, 110392.5 buff/cache
MiB Mem : 128530.7 total,   2309.9 free,  15891.7 used, 110329.2 buff/cache
MiB Mem : 128530.7 total,   2309.9 free,  15891.7 used, 110329.2 buff/cache
MiB Mem : 128530.7 total,   2309.9 free,  15891.7 used, 110329.2 buff/cache
MiB Mem : 128530.7 total,   2310.5 free,  15891.0 used, 110329.2 buff/cache
MiB Mem : 128530.7 total,   2310.5 free,  15891.0 used, 110329.2 buff/cache
MiB Mem : 128530.7 total,   2310.5 free,  15891.0 used, 110329.2 buff/cache
MiB Mem : 128530.7 total,   2337.3 free,  15864.2 used, 110329.3 buff/cache
MiB Mem : 128530.7 total,   2337.3 free,  15864.2 used, 110329.3 buff/cache
MiB Mem : 128530.7 total,   2337.3 free,  15864.2 used, 110329.3 buff/cache
MiB Mem : 128530.7 total,   2321.1 free,  15879.8 used, 110329.8 buff/cache
MiB Mem : 128530.7 total,   2321.1 free,  15879.8 used, 110329.8 buff/cache
MiB Mem : 128530.7 total,   2321.1 free,  15879.8 used, 110329.8 buff/cache
MiB Mem : 128530.7 total,   2310.0 free,  15890.4 used, 110330.4 buff/cache
MiB Mem : 128530.7 total,   2310.0 free,  15890.4 used, 110330.4 buff/cache
MiB Mem : 128530.7 total,   2310.0 free,  15890.4 used, 110330.4 buff/cache
MiB Mem : 128530.7 total,   2276.9 free,  15922.6 used, 110331.2 buff/cache
MiB Mem : 128530.7 total,   2276.9 free,  15922.6 used, 110331.2 buff/cache
MiB Mem : 128530.7 total,   2276.9 free,  15922.6 used, 110331.2 buff/cache
MiB Mem : 128530.7 total,   2259.0 free,  15940.4 used, 110331.3 buff/cache
MiB Mem : 128530.7 total,   2259.0 free,  15940.4 used, 110331.3 buff/cache
MiB Mem : 128530.7 total,   2259.0 free,  15940.4 used, 110331.3 buff/cache
MiB Mem : 128530.7 total,   2270.4 free,  15928.5 used, 110331.8 buff/cache
MiB Mem : 128530.7 total,   2270.4 free,  15928.5 used, 110331.8 buff/cache
MiB Mem : 128530.7 total,   2270.4 free,  15928.5 used, 110331.8 buff/cache
MiB Mem : 128530.7 total,   2274.5 free,  15923.8 used, 110332.4 buff/cache
MiB Mem : 128530.7 total,   2274.5 free,  15923.8 used, 110332.4 buff/cache
MiB Mem : 128530.7 total,   2274.5 free,  15923.8 used, 110332.4 buff/cache
MiB Mem : 128530.7 total,   2264.0 free,  15933.4 used, 110333.3 buff/cache
MiB Mem : 128530.7 total,   2264.0 free,  15933.4 used, 110333.3 buff/cache
MiB Mem : 128530.7 total,   2264.0 free,  15933.4 used, 110333.3 buff/cache
MiB Mem : 128530.7 total,   2273.6 free,  15923.3 used, 110333.8 buff/cache
MiB Mem : 128530.7 total,   2273.6 free,  15923.3 used, 110333.8 buff/cache
MiB Mem : 128530.7 total,   2273.6 free,  15923.3 used, 110333.8 buff/cache
MiB Mem : 128530.7 total,   2269.5 free,  15927.4 used, 110333.9 buff/cache
MiB Mem : 128530.7 total,   2269.5 free,  15927.4 used, 110333.9 buff/cache
MiB Mem : 128530.7 total,   2269.5 free,  15927.4 used, 110333.9 buff/cache
MiB Mem : 128530.7 total,   2305.0 free,  15886.3 used, 110339.4 buff/cache
MiB Mem : 128530.7 total,   2305.0 free,  15886.3 used, 110339.4 buff/cache
MiB Mem : 128530.7 total,   2305.0 free,  15886.3 used, 110339.4 buff/cache
MiB Mem : 128530.7 total,   2224.1 free,  15967.2 used, 110339.4 buff/cache
MiB Mem : 128530.7 total,   2224.1 free,  15967.2 used, 110339.4 buff/cache
MiB Mem : 128530.7 total,   2224.1 free,  15967.2 used, 110339.4 buff/cache
MiB Mem : 128530.7 total,   2219.0 free,  15971.7 used, 110340.0 buff/cache
MiB Mem : 128530.7 total,   2219.0 free,  15971.7 used, 110340.0 buff/cache
MiB Mem : 128530.7 total,   2219.0 free,  15971.7 used, 110340.0 buff/cache
MiB Mem : 128530.7 total,   2224.1 free,  15965.6 used, 110341.0 buff/cache
MiB Mem : 128530.7 total,   2224.1 free,  15965.6 used, 110341.0 buff/cache
MiB Mem : 128530.7 total,   2224.1 free,  15965.6 used, 110341.0 buff/cache
MiB Mem : 128530.7 total,   2227.3 free,  15962.4 used, 110341.0 buff/cache
MiB Mem : 128530.7 total,   2227.3 free,  15962.4 used, 110341.0 buff/cache
MiB Mem : 128530.7 total,   2227.3 free,  15962.4 used, 110341.0 buff/cache
MiB Mem : 128530.7 total,   2234.6 free,  15955.0 used, 110341.1 buff/cache
MiB Mem : 128530.7 total,   2234.6 free,  15955.0 used, 110341.1 buff/cache
MiB Mem : 128530.7 total,   2234.6 free,  15955.0 used, 110341.1 buff/cache
MiB Mem : 128530.7 total,   2275.7 free,  15913.9 used, 110341.1 buff/cache
MiB Mem : 128530.7 total,   2275.7 free,  15913.9 used, 110341.1 buff/cache
MiB Mem : 128530.7 total,   2275.7 free,  15913.9 used, 110341.1 buff/cache
MiB Mem : 128530.7 total,   2224.9 free,  15962.5 used, 110343.4 buff/cache
MiB Mem : 128530.7 total,   2224.9 free,  15962.5 used, 110343.4 buff/cache
MiB Mem : 128530.7 total,   2224.9 free,  15962.5 used, 110343.4 buff/cache
MiB Mem : 128530.7 total,   2187.9 free,  15999.5 used, 110343.4 buff/cache
MiB Mem : 128530.7 total,   2187.9 free,  15999.5 used, 110343.4 buff/cache
MiB Mem : 128530.7 total,   2187.9 free,  15999.5 used, 110343.4 buff/cache
MiB Mem : 128530.7 total,   2241.9 free,  15945.4 used, 110343.4 buff/cache
MiB Mem : 128530.7 total,   2241.9 free,  15945.4 used, 110343.4 buff/cache
MiB Mem : 128530.7 total,   2241.9 free,  15945.4 used, 110343.4 buff/cache
MiB Mem : 128530.7 total,   2227.7 free,  15959.1 used, 110344.0 buff/cache
MiB Mem : 128530.7 total,   2227.7 free,  15959.1 used, 110344.0 buff/cache
MiB Mem : 128530.7 total,   2227.7 free,  15959.1 used, 110344.0 buff/cache
MiB Mem : 128530.7 total,   2172.3 free,  16014.4 used, 110344.0 buff/cache
MiB Mem : 128530.7 total,   2172.3 free,  16014.4 used, 110344.0 buff/cache
MiB Mem : 128530.7 total,   2172.3 free,  16014.4 used, 110344.0 buff/cache
MiB Mem : 128530.7 total,   2223.5 free,  15963.2 used, 110344.0 buff/cache
MiB Mem : 128530.7 total,   2223.5 free,  15963.2 used, 110344.0 buff/cache
MiB Mem : 128530.7 total,   2223.5 free,  15963.2 used, 110344.0 buff/cache
MiB Mem : 128530.7 total,   2213.2 free,  15973.5 used, 110344.1 buff/cache
MiB Mem : 128530.7 total,   2213.2 free,  15973.5 used, 110344.1 buff/cache
MiB Mem : 128530.7 total,   2213.2 free,  15973.5 used, 110344.1 buff/cache
MiB Mem : 128530.7 total,   2230.1 free,  15956.5 used, 110344.1 buff/cache
MiB Mem : 128530.7 total,   2230.1 free,  15956.5 used, 110344.1 buff/cache
MiB Mem : 128530.7 total,   2230.1 free,  15956.5 used, 110344.1 buff/cache
MiB Mem : 128530.7 total,   2268.2 free,  15917.9 used, 110344.7 buff/cache
MiB Mem : 128530.7 total,   2268.2 free,  15917.9 used, 110344.7 buff/cache
MiB Mem : 128530.7 total,   2268.2 free,  15917.9 used, 110344.7 buff/cache
MiB Mem : 128530.7 total,   2301.9 free,  15884.2 used, 110344.7 buff/cache
MiB Mem : 128530.7 total,   2301.9 free,  15884.2 used, 110344.7 buff/cache
MiB Mem : 128530.7 total,   2301.9 free,  15884.2 used, 110344.7 buff/cache
MiB Mem : 128530.7 total,   2236.7 free,  15949.2 used, 110344.8 buff/cache
MiB Mem : 128530.7 total,   2236.7 free,  15949.2 used, 110344.8 buff/cache
MiB Mem : 128530.7 total,   2236.7 free,  15949.2 used, 110344.8 buff/cache
MiB Mem : 128530.7 total,   2226.7 free,  15959.3 used, 110344.8 buff/cache
MiB Mem : 128530.7 total,   2226.7 free,  15959.3 used, 110344.8 buff/cache
MiB Mem : 128530.7 total,   2226.7 free,  15959.3 used, 110344.8 buff/cache
MiB Mem : 128530.7 total,   2284.1 free,  15901.8 used, 110344.8 buff/cache
MiB Mem : 128530.7 total,   2284.1 free,  15901.8 used, 110344.8 buff/cache
MiB Mem : 128530.7 total,   2284.1 free,  15901.8 used, 110344.8 buff/cache
MiB Mem : 128530.7 total,   2240.1 free,  15945.7 used, 110344.9 buff/cache
MiB Mem : 128530.7 total,   2240.1 free,  15945.7 used, 110344.9 buff/cache
MiB Mem : 128530.7 total,   2240.1 free,  15945.7 used, 110344.9 buff/cache
MiB Mem : 128530.7 total,   2210.2 free,  15974.6 used, 110345.9 buff/cache
MiB Mem : 128530.7 total,   2210.2 free,  15974.6 used, 110345.9 buff/cache
MiB Mem : 128530.7 total,   2210.2 free,  15974.6 used, 110345.9 buff/cache
MiB Mem : 128530.7 total,   2263.0 free,  15921.8 used, 110345.9 buff/cache
MiB Mem : 128530.7 total,   2263.0 free,  15921.8 used, 110345.9 buff/cache
MiB Mem : 128530.7 total,   2263.0 free,  15921.8 used, 110345.9 buff/cache
MiB Mem : 128530.7 total,   2263.3 free,  15921.5 used, 110346.0 buff/cache
MiB Mem : 128530.7 total,   2263.3 free,  15921.5 used, 110346.0 buff/cache
MiB Mem : 128530.7 total,   2263.3 free,  15921.5 used, 110346.0 buff/cache
MiB Mem : 128530.7 total,   2257.9 free,  15926.8 used, 110346.0 buff/cache
MiB Mem : 128530.7 total,   2257.9 free,  15926.8 used, 110346.0 buff/cache
MiB Mem : 128530.7 total,   2257.9 free,  15926.8 used, 110346.0 buff/cache
MiB Mem : 128530.7 total,   2214.3 free,  15970.4 used, 110346.0 buff/cache
MiB Mem : 128530.7 total,   2214.3 free,  15970.4 used, 110346.0 buff/cache
MiB Mem : 128530.7 total,   2214.3 free,  15970.4 used, 110346.0 buff/cache
MiB Mem : 128530.7 total,   2265.8 free,  15918.8 used, 110346.1 buff/cache
MiB Mem : 128530.7 total,   2265.8 free,  15918.8 used, 110346.1 buff/cache
MiB Mem : 128530.7 total,   2265.8 free,  15918.8 used, 110346.1 buff/cache
MiB Mem : 128530.7 total,   2232.2 free,  15952.4 used, 110346.1 buff/cache
MiB Mem : 128530.7 total,   2232.2 free,  15952.4 used, 110346.1 buff/cache
