Time;CPU Usage
27/12/2025 16:49;4,24%
27/12/2025 16:50;4,48%
27/12/2025 16:50;4,46%
27/12/2025 16:51;4,19%
27/12/2025 16:51;4,72%
27/12/2025 16:52;3,97%
27/12/2025 16:52;4,48%
27/12/2025 16:53;4,15%
27/12/2025 16:53;4,19%
27/12/2025 16:54;4,04%
27/12/2025 16:54;4,48%
27/12/2025 16:55;4,53%
27/12/2025 16:55;4,10%
27/12/2025 16:56;4,63%
27/12/2025 16:56;4,43%
27/12/2025 16:57;4,02%
27/12/2025 16:57;4,15%
27/12/2025 16:58;4,16%
27/12/2025 16:58;4,24%
27/12/2025 16:59;4,08%
27/12/2025 16:59;4,30%
27/12/2025 17:00;4,26%
27/12/2025 17:00;4,38%
27/12/2025 17:01;4,10%
27/12/2025 17:01;4,30%
27/12/2025 17:02;4,03%
27/12/2025 17:02;4,59%
27/12/2025 17:03;4,17%
27/12/2025 17:03;4,24%
27/12/2025 17:04;4,20%
27/12/2025 17:04;4,35%
27/12/2025 17:05;4,12%
27/12/2025 17:05;4,16%
27/12/2025 17:06;4,03%
27/12/2025 17:06;4,38%
27/12/2025 17:07;3,87%
27/12/2025 17:07;4,39%
27/12/2025 17:08;3,95%
27/12/2025 17:08;4,13%
27/12/2025 17:09;4,01%
27/12/2025 17:09;4,30%
27/12/2025 17:10;4,18%
27/12/2025 17:10;4,22%
27/12/2025 17:11;4,22%
27/12/2025 17:11;4,13%
27/12/2025 17:12;4,11%
27/12/2025 17:12;4,28%
27/12/2025 17:13;4,08%
27/12/2025 17:13;4,23%
27/12/2025 17:14;4,03%
27/12/2025 17:14;4,35%
27/12/2025 17:15;3,99%
27/12/2025 17:15;4,17%
27/12/2025 17:16;4,05%
27/12/2025 17:16;4,16%
27/12/2025 17:17;4,07%
27/12/2025 17:17;4,18%
27/12/2025 17:18;4,21%
27/12/2025 17:18;4,21%
27/12/2025 17:19;4,00%
27/12/2025 17:19;4,32%
27/12/2025 17:20;4,04%
27/12/2025 17:20;4,37%
27/12/2025 17:21;3,99%
27/12/2025 17:21;4,17%
27/12/2025 17:22;4,31%
27/12/2025 17:22;4,17%
27/12/2025 17:23;4,19%
27/12/2025 17:23;4,20%
27/12/2025 17:24;4,08%
27/12/2025 17:24;4,20%
27/12/2025 17:25;3,87%
27/12/2025 17:25;4,47%
27/12/2025 17:26;3,94%
27/12/2025 17:26;4,37%
27/12/2025 17:27;3,99%
;4,18%
