Time;GPU Utilization
27/12/2025 16:02;74,80%
27/12/2025 16:03;73%
27/12/2025 16:03;70,50%
27/12/2025 16:04;70,30%
27/12/2025 16:04;56,30%
27/12/2025 16:05;72,50%
27/12/2025 16:05;73,50%
27/12/2025 16:06;68,30%
27/12/2025 16:06;75%
27/12/2025 16:07;71,80%
27/12/2025 16:07;72,80%
27/12/2025 16:08;59,30%
27/12/2025 16:08;73,30%
27/12/2025 16:09;71%
27/12/2025 16:09;71,80%
27/12/2025 16:10;75,50%
27/12/2025 16:10;70%
27/12/2025 16:11;75,30%
27/12/2025 16:11;74,30%
27/12/2025 16:12;74,30%
27/12/2025 16:12;65,30%
27/12/2025 16:13;74,50%
27/12/2025 16:13;69%
27/12/2025 16:14;71%
27/12/2025 16:14;76%
27/12/2025 16:15;71,80%
27/12/2025 16:15;74%
27/12/2025 16:16;67%
27/12/2025 16:16;65,80%
27/12/2025 16:17;75,30%
27/12/2025 16:17;71,50%
27/12/2025 16:18;75,50%
27/12/2025 16:18;70,30%
27/12/2025 16:19;72,80%
27/12/2025 16:19;68%
27/12/2025 16:20;65,80%
27/12/2025 16:20;68,30%
27/12/2025 16:21;72%
27/12/2025 16:21;64,30%
27/12/2025 16:22;71,80%
27/12/2025 16:22;72,50%
27/12/2025 16:23;70,50%
27/12/2025 16:23;72,30%
27/12/2025 16:24;76%
27/12/2025 16:24;66,30%
27/12/2025 16:25;76,80%
27/12/2025 16:25;66,30%
27/12/2025 16:26;67,50%
27/12/2025 16:26;74%
27/12/2025 16:27;65%
27/12/2025 16:27;71,50%
27/12/2025 16:28;71%
27/12/2025 16:28;68,80%
27/12/2025 16:29;71,80%
27/12/2025 16:29;74,30%
27/12/2025 16:30;72,80%
27/12/2025 16:30;63,30%
27/12/2025 16:31;65,30%
27/12/2025 16:31;68,50%
27/12/2025 16:32;73%
27/12/2025 16:32;72,80%
27/12/2025 16:33;74,30%
27/12/2025 16:33;67,80%
27/12/2025 16:34;69,50%
27/12/2025 16:34;71,80%
27/12/2025 16:35;72%
27/12/2025 16:35;59,80%
27/12/2025 16:36;62%
27/12/2025 16:36;69,30%
27/12/2025 16:37;67,50%
27/12/2025 16:37;76,50%
27/12/2025 16:38;75,50%
27/12/2025 16:38;70%
27/12/2025 16:39;72,80%
27/12/2025 16:39;71,80%
27/12/2025 16:40;73%
27/12/2025 16:40;71,50%
27/12/2025 16:41;74,50%
27/12/2025 16:41;72,30%
27/12/2025 16:42;70,50%
27/12/2025 16:42;69%
27/12/2025 16:43;77,30%
27/12/2025 16:43;68,50%
27/12/2025 16:44;71,50%
27/12/2025 16:44;66%
27/12/2025 16:45;69,80%
27/12/2025 16:45;65,80%
27/12/2025 16:46;67,80%
27/12/2025 16:46;74,80%
27/12/2025 16:47;70%
27/12/2025 16:47;71,50%
27/12/2025 16:48;66,50%
27/12/2025 16:48;70%
27/12/2025 16:49;66,30%
27/12/2025 16:49;69,80%
27/12/2025 16:50;61,80%
27/12/2025 16:50;76%
27/12/2025 16:51;74,50%
27/12/2025 16:51;70,30%
27/12/2025 16:52;62,80%
27/12/2025 16:52;68%
27/12/2025 16:53;60%
27/12/2025 16:53;77,30%
27/12/2025 16:54;73,50%
27/12/2025 16:54;75,80%
27/12/2025 16:55;74,80%
27/12/2025 16:55;70%
27/12/2025 16:56;71,80%
27/12/2025 16:56;65,50%
27/12/2025 16:57;71,50%
27/12/2025 16:57;74,80%
27/12/2025 16:58;72,50%
27/12/2025 16:58;75,50%
27/12/2025 16:59;76,50%
27/12/2025 16:59;69%
27/12/2025 17:00;64,80%
27/12/2025 17:00;65,80%
27/12/2025 17:01;70,50%
27/12/2025 17:01;73,50%
27/12/2025 17:02;68%
27/12/2025 17:02;73,30%
27/12/2025 17:03;72,50%
27/12/2025 17:03;72,50%
27/12/2025 17:04;67,80%
27/12/2025 17:04;70,80%
27/12/2025 17:05;64,80%
27/12/2025 17:05;74,80%
27/12/2025 17:06;65,50%
27/12/2025 17:06;75,30%
27/12/2025 17:07;72,80%
27/12/2025 17:07;68,50%
27/12/2025 17:08;74,80%
27/12/2025 17:08;73,80%
27/12/2025 17:09;72,80%
27/12/2025 17:09;63,80%
27/12/2025 17:10;67%
27/12/2025 17:10;74,50%
27/12/2025 17:11;73,80%
27/12/2025 17:11;74%
27/12/2025 17:12;69,50%
27/12/2025 17:12;67,80%
27/12/2025 17:13;66,30%
27/12/2025 17:13;73,80%
27/12/2025 17:14;68,50%
27/12/2025 17:14;73%
27/12/2025 17:15;70,30%
27/12/2025 17:15;70,30%
27/12/2025 17:16;74,50%
27/12/2025 17:16;75%
27/12/2025 17:17;61%
27/12/2025 17:17;68%
27/12/2025 17:18;75,50%
27/12/2025 17:18;73%
27/12/2025 17:19;74%
27/12/2025 17:19;73,50%
27/12/2025 17:20;71,30%
27/12/2025 17:20;65,50%
27/12/2025 17:21;70,50%
27/12/2025 17:21;67,30%
27/12/2025 17:22;74,50%
27/12/2025 17:22;75,50%
27/12/2025 17:23;71,50%
27/12/2025 17:23;73%
27/12/2025 17:24;74,50%
27/12/2025 17:24;58,30%
27/12/2025 17:25;61%
27/12/2025 17:25;76,50%
27/12/2025 17:26;74,30%
27/12/2025 17:26;74,50%
27/12/2025 17:27;60,30%
;71%
