"Time","GPU Temperature"
2025-12-27 16:33:00,84.5 °C
2025-12-27 16:33:30,84.5 °C
2025-12-27 16:34:00,85.5 °C
2025-12-27 16:34:30,84.8 °C
2025-12-27 16:35:00,85 °C
2025-12-27 16:35:30,84.3 °C
2025-12-27 16:36:00,85 °C
2025-12-27 16:36:30,85 °C
2025-12-27 16:37:00,85.3 °C
2025-12-27 16:37:30,85.5 °C
2025-12-27 16:38:00,85.3 °C
2025-12-27 16:38:30,85.8 °C
2025-12-27 16:39:00,85.5 °C
2025-12-27 16:39:30,85.3 °C
2025-12-27 16:40:00,85.3 °C
2025-12-27 16:40:30,85.5 °C
2025-12-27 16:41:00,85.3 °C
2025-12-27 16:41:30,84.8 °C
2025-12-27 16:42:00,85 °C
2025-12-27 16:42:30,85.3 °C
2025-12-27 16:43:00,85.5 °C
2025-12-27 16:43:30,85.3 °C
2025-12-27 16:44:00,85.3 °C
2025-12-27 16:44:30,85 °C
2025-12-27 16:45:00,85.3 °C
2025-12-27 16:45:30,85 °C
2025-12-27 16:46:00,85.3 °C
2025-12-27 16:46:30,85 °C
2025-12-27 16:47:00,85.3 °C
2025-12-27 16:47:30,85.5 °C
2025-12-27 16:48:00,84.8 °C
2025-12-27 16:48:30,85.5 °C
2025-12-27 16:49:00,85.5 °C
2025-12-27 16:49:30,85 °C
2025-12-27 16:50:00,83.5 °C
2025-12-27 16:50:30,85 °C
2025-12-27 16:51:00,85.3 °C
2025-12-27 16:51:30,84.8 °C
2025-12-27 16:52:00,81.8 °C
2025-12-27 16:52:30,85 °C
2025-12-27 16:53:00,84 °C
2025-12-27 16:53:30,85.3 °C
2025-12-27 16:54:00,85.5 °C
2025-12-27 16:54:30,85.8 °C
2025-12-27 16:55:00,85 °C
2025-12-27 16:55:30,85 °C
2025-12-27 16:56:00,84.8 °C
2025-12-27 16:56:30,84.5 °C
2025-12-27 16:57:00,85.5 °C
2025-12-27 16:57:30,85.3 °C
2025-12-27 16:58:00,85.5 °C
2025-12-27 16:58:30,85 °C
2025-12-27 16:59:00,85.5 °C
2025-12-27 16:59:30,85.3 °C
2025-12-27 17:00:00,84.8 °C
2025-12-27 17:00:30,84.8 °C
2025-12-27 17:01:00,85.5 °C
2025-12-27 17:01:30,85.3 °C
2025-12-27 17:02:00,85.3 °C
2025-12-27 17:02:30,85.3 °C
2025-12-27 17:03:00,85.3 °C
2025-12-27 17:03:30,85.5 °C
2025-12-27 17:04:00,85 °C
2025-12-27 17:04:30,85.3 °C
2025-12-27 17:05:00,84.5 °C
2025-12-27 17:05:30,85 °C
2025-12-27 17:06:00,84.5 °C
2025-12-27 17:06:30,85 °C
2025-12-27 17:07:00,85.3 °C
2025-12-27 17:07:30,85.3 °C
2025-12-27 17:08:00,85.5 °C
2025-12-27 17:08:30,85.3 °C
2025-12-27 17:09:00,85.5 °C
2025-12-27 17:09:30,84.5 °C
2025-12-27 17:10:00,85 °C
2025-12-27 17:10:30,85.3 °C
2025-12-27 17:11:00,85.5 °C
2025-12-27 17:11:30,85.3 °C
2025-12-27 17:12:00,85.5 °C
2025-12-27 17:12:30,84.8 °C
2025-12-27 17:13:00,85 °C
2025-12-27 17:13:30,85.3 °C
2025-12-27 17:14:00,85.5 °C
2025-12-27 17:14:30,85.3 °C
2025-12-27 17:15:00,85.3 °C
2025-12-27 17:15:30,85.3 °C
2025-12-27 17:16:00,85.5 °C
2025-12-27 17:16:30,85.5 °C
2025-12-27 17:17:00,81.8 °C
2025-12-27 17:17:30,84.8 °C
2025-12-27 17:18:00,85 °C
2025-12-27 17:18:30,85 °C
2025-12-27 17:19:00,85.3 °C
2025-12-27 17:19:30,85.5 °C
2025-12-27 17:20:00,85.3 °C
2025-12-27 17:20:30,85 °C
2025-12-27 17:21:00,85.3 °C
2025-12-27 17:21:30,84.8 °C
2025-12-27 17:22:00,84.8 °C
2025-12-27 17:22:30,85.3 °C
2025-12-27 17:23:00,84.8 °C
2025-12-27 17:23:30,85.3 °C
2025-12-27 17:24:00,85.3 °C
2025-12-27 17:24:30,83.8 °C
2025-12-27 17:25:00,84.8 °C
2025-12-27 17:25:30,84.8 °C
2025-12-27 17:26:00,85.3 °C
2025-12-27 17:26:30,85 °C
2025-12-27 17:27:00,83.3 °C
