Time;Memory Usage
27/12/2025 16:40;6,91%
27/12/2025 16:41;6,93%
27/12/2025 16:41;6,96%
27/12/2025 16:42;6,91%
27/12/2025 16:42;6,91%
27/12/2025 16:43;6,92%
27/12/2025 16:43;6,94%
27/12/2025 16:44;6,95%
27/12/2025 16:44;6,97%
27/12/2025 16:45;6,98%
27/12/2025 16:45;6,95%
27/12/2025 16:46;6,97%
27/12/2025 16:46;6,94%
27/12/2025 16:47;6,96%
27/12/2025 16:47;6,95%
27/12/2025 16:48;6,92%
27/12/2025 16:48;6,94%
27/12/2025 16:49;6,95%
27/12/2025 16:49;6,97%
27/12/2025 16:50;6,98%
27/12/2025 16:50;6,97%
27/12/2025 16:51;6,95%
27/12/2025 16:51;6,95%
27/12/2025 16:52;6,96%
27/12/2025 16:52;6,96%
27/12/2025 16:53;6,96%
27/12/2025 16:53;6,97%
27/12/2025 16:54;6,92%
27/12/2025 16:54;6,96%
27/12/2025 16:55;6,96%
27/12/2025 16:55;6,95%
27/12/2025 16:56;6,97%
27/12/2025 16:56;6,95%
27/12/2025 16:57;6,94%
27/12/2025 16:57;6,94%
27/12/2025 16:58;6,93%
27/12/2025 16:58;6,94%
27/12/2025 16:59;6,95%
27/12/2025 16:59;6,96%
27/12/2025 17:00;6,96%
27/12/2025 17:00;6,96%
27/12/2025 17:01;6,98%
27/12/2025 17:01;6,96%
27/12/2025 17:02;6,97%
27/12/2025 17:02;7,00%
27/12/2025 17:03;6,97%
27/12/2025 17:03;6,97%
27/12/2025 17:04;6,96%
27/12/2025 17:04;6,98%
27/12/2025 17:05;6,93%
27/12/2025 17:05;6,94%
27/12/2025 17:06;6,95%
27/12/2025 17:06;6,95%
27/12/2025 17:07;6,97%
27/12/2025 17:07;6,98%
27/12/2025 17:08;6,98%
27/12/2025 17:08;6,97%
27/12/2025 17:09;6,98%
27/12/2025 17:09;6,99%
27/12/2025 17:10;6,97%
27/12/2025 17:10;6,94%
27/12/2025 17:11;6,94%
27/12/2025 17:11;6,92%
27/12/2025 17:12;6,93%
27/12/2025 17:12;6,92%
27/12/2025 17:13;6,91%
27/12/2025 17:13;6,94%
27/12/2025 17:14;6,96%
27/12/2025 17:14;6,96%
27/12/2025 17:15;6,96%
27/12/2025 17:15;6,93%
27/12/2025 17:16;6,92%
27/12/2025 17:16;6,97%
27/12/2025 17:17;6,95%
27/12/2025 17:17;6,95%
27/12/2025 17:18;6,94%
27/12/2025 17:18;6,95%
27/12/2025 17:19;6,95%
27/12/2025 17:19;6,95%
27/12/2025 17:20;6,98%
27/12/2025 17:20;6,98%
27/12/2025 17:21;6,97%
27/12/2025 17:21;6,94%
27/12/2025 17:22;6,94%
27/12/2025 17:22;6,98%
27/12/2025 17:23;6,93%
27/12/2025 17:23;6,94%
27/12/2025 17:24;6,94%
27/12/2025 17:24;6,95%
27/12/2025 17:25;6,95%
27/12/2025 17:25;6,96%
27/12/2025 17:26;6,94%
27/12/2025 17:26;6,97%
27/12/2025 17:27;6,96%
;6,88%
