MiB Mem : 128530.7 total,   4147.1 free,  14169.4 used, 110214.2 buff/cache
MiB Mem : 128530.7 total,   2728.4 free,  15499.1 used, 110303.3 buff/cache
MiB Mem : 128530.7 total,   2728.4 free,  15499.1 used, 110303.3 buff/cache
MiB Mem : 128530.7 total,   2728.4 free,  15499.1 used, 110303.3 buff/cache
MiB Mem : 128530.7 total,   2771.8 free,  15455.0 used, 110303.8 buff/cache
MiB Mem : 128530.7 total,   2771.8 free,  15455.0 used, 110303.8 buff/cache
MiB Mem : 128530.7 total,   2771.8 free,  15455.0 used, 110303.8 buff/cache
MiB Mem : 128530.7 total,   2767.8 free,  15459.1 used, 110303.9 buff/cache
MiB Mem : 128530.7 total,   2767.8 free,  15459.1 used, 110303.9 buff/cache
MiB Mem : 128530.7 total,   2794.0 free,  15432.8 used, 110303.9 buff/cache
MiB Mem : 128530.7 total,   2794.0 free,  15432.8 used, 110303.9 buff/cache
MiB Mem : 128530.7 total,   2794.0 free,  15432.8 used, 110303.9 buff/cache
MiB Mem : 128530.7 total,   2742.4 free,  15484.3 used, 110304.0 buff/cache
MiB Mem : 128530.7 total,   2742.4 free,  15484.3 used, 110304.0 buff/cache
MiB Mem : 128530.7 total,   2742.4 free,  15484.3 used, 110304.0 buff/cache
MiB Mem : 128530.7 total,   2785.4 free,  15441.3 used, 110304.0 buff/cache
MiB Mem : 128530.7 total,   2785.4 free,  15441.3 used, 110304.0 buff/cache
MiB Mem : 128530.7 total,   2785.4 free,  15441.3 used, 110304.0 buff/cache
MiB Mem : 128530.7 total,   2764.5 free,  15462.2 used, 110304.1 buff/cache
MiB Mem : 128530.7 total,   2764.5 free,  15462.2 used, 110304.1 buff/cache
MiB Mem : 128530.7 total,   2764.5 free,  15462.2 used, 110304.1 buff/cache
MiB Mem : 128530.7 total,   2688.1 free,  15538.5 used, 110304.1 buff/cache
MiB Mem : 128530.7 total,   2688.1 free,  15538.5 used, 110304.1 buff/cache
MiB Mem : 128530.7 total,   2688.1 free,  15538.5 used, 110304.1 buff/cache
MiB Mem : 128530.7 total,   2792.6 free,  15433.9 used, 110304.2 buff/cache
MiB Mem : 128530.7 total,   2792.6 free,  15433.9 used, 110304.2 buff/cache
MiB Mem : 128530.7 total,   2792.6 free,  15433.9 used, 110304.2 buff/cache
MiB Mem : 128530.7 total,   2783.4 free,  15443.1 used, 110304.2 buff/cache
MiB Mem : 128530.7 total,   2783.4 free,  15443.1 used, 110304.2 buff/cache
MiB Mem : 128530.7 total,   2783.4 free,  15443.1 used, 110304.2 buff/cache
MiB Mem : 128530.7 total,   2794.7 free,  15431.7 used, 110304.3 buff/cache
MiB Mem : 128530.7 total,   2794.7 free,  15431.7 used, 110304.3 buff/cache
MiB Mem : 128530.7 total,   2794.7 free,  15431.7 used, 110304.3 buff/cache
MiB Mem : 128530.7 total,   2755.2 free,  15471.0 used, 110304.6 buff/cache
MiB Mem : 128530.7 total,   2755.2 free,  15471.0 used, 110304.6 buff/cache
MiB Mem : 128530.7 total,   2755.2 free,  15471.0 used, 110304.6 buff/cache
MiB Mem : 128530.7 total,   2730.8 free,  15494.7 used, 110305.1 buff/cache
MiB Mem : 128530.7 total,   2730.8 free,  15494.7 used, 110305.1 buff/cache
MiB Mem : 128530.7 total,   2730.8 free,  15494.7 used, 110305.1 buff/cache
MiB Mem : 128530.7 total,   2745.2 free,  15479.8 used, 110305.7 buff/cache
MiB Mem : 128530.7 total,   2745.2 free,  15479.8 used, 110305.7 buff/cache
MiB Mem : 128530.7 total,   2745.2 free,  15479.8 used, 110305.7 buff/cache
MiB Mem : 128530.7 total,   2733.1 free,  15491.6 used, 110306.0 buff/cache
MiB Mem : 128530.7 total,   2733.1 free,  15491.6 used, 110306.0 buff/cache
MiB Mem : 128530.7 total,   2733.1 free,  15491.6 used, 110306.0 buff/cache
MiB Mem : 128530.7 total,   2752.5 free,  15469.9 used, 110308.3 buff/cache
MiB Mem : 128530.7 total,   2752.5 free,  15469.9 used, 110308.3 buff/cache
MiB Mem : 128530.7 total,   2752.5 free,  15469.9 used, 110308.3 buff/cache
MiB Mem : 128530.7 total,   2789.1 free,  15432.7 used, 110309.0 buff/cache
MiB Mem : 128530.7 total,   2789.1 free,  15432.7 used, 110309.0 buff/cache
MiB Mem : 128530.7 total,   2789.1 free,  15432.7 used, 110309.0 buff/cache
MiB Mem : 128530.7 total,   2746.3 free,  15475.4 used, 110309.0 buff/cache
MiB Mem : 128530.7 total,   2746.3 free,  15475.4 used, 110309.0 buff/cache
MiB Mem : 128530.7 total,   2746.3 free,  15475.4 used, 110309.0 buff/cache
MiB Mem : 128530.7 total,   2789.1 free,  15432.1 used, 110309.6 buff/cache
MiB Mem : 128530.7 total,   2789.1 free,  15432.1 used, 110309.6 buff/cache
MiB Mem : 128530.7 total,   2789.1 free,  15432.1 used, 110309.6 buff/cache
MiB Mem : 128530.7 total,   2782.9 free,  15438.2 used, 110309.6 buff/cache
MiB Mem : 128530.7 total,   2782.9 free,  15438.2 used, 110309.6 buff/cache
MiB Mem : 128530.7 total,   2782.9 free,  15438.2 used, 110309.6 buff/cache
MiB Mem : 128530.7 total,   2772.0 free,  15449.0 used, 110309.7 buff/cache
MiB Mem : 128530.7 total,   2772.0 free,  15449.0 used, 110309.7 buff/cache
MiB Mem : 128530.7 total,   2699.9 free,  15521.1 used, 110309.7 buff/cache
MiB Mem : 128530.7 total,   2699.9 free,  15521.1 used, 110309.7 buff/cache
MiB Mem : 128530.7 total,   2699.9 free,  15521.1 used, 110309.7 buff/cache
MiB Mem : 128530.7 total,   2737.8 free,  15483.1 used, 110309.9 buff/cache
MiB Mem : 128530.7 total,   2737.8 free,  15483.1 used, 110309.9 buff/cache
MiB Mem : 128530.7 total,   2737.8 free,  15483.1 used, 110309.9 buff/cache
MiB Mem : 128530.7 total,   2760.4 free,  15460.0 used, 110310.4 buff/cache
MiB Mem : 128530.7 total,   2760.4 free,  15460.0 used, 110310.4 buff/cache
MiB Mem : 128530.7 total,   2760.4 free,  15460.0 used, 110310.4 buff/cache
MiB Mem : 128530.7 total,   2704.9 free,  15515.3 used, 110310.5 buff/cache
MiB Mem : 128530.7 total,   2704.9 free,  15515.3 used, 110310.5 buff/cache
MiB Mem : 128530.7 total,   2704.9 free,  15515.3 used, 110310.5 buff/cache
MiB Mem : 128530.7 total,   2700.2 free,  15520.1 used, 110310.5 buff/cache
MiB Mem : 128530.7 total,   2700.2 free,  15520.1 used, 110310.5 buff/cache
MiB Mem : 128530.7 total,   2700.2 free,  15520.1 used, 110310.5 buff/cache
MiB Mem : 128530.7 total,   2690.1 free,  15530.1 used, 110310.5 buff/cache
MiB Mem : 128530.7 total,   2690.1 free,  15530.1 used, 110310.5 buff/cache
MiB Mem : 128530.7 total,   2690.1 free,  15530.1 used, 110310.5 buff/cache
MiB Mem : 128530.7 total,   2736.6 free,  15483.5 used, 110310.6 buff/cache
MiB Mem : 128530.7 total,   2736.6 free,  15483.5 used, 110310.6 buff/cache
MiB Mem : 128530.7 total,   2736.6 free,  15483.5 used, 110310.6 buff/cache
MiB Mem : 128530.7 total,   2715.8 free,  15503.8 used, 110311.1 buff/cache
MiB Mem : 128530.7 total,   2715.8 free,  15503.8 used, 110311.1 buff/cache
MiB Mem : 128530.7 total,   2715.8 free,  15503.8 used, 110311.1 buff/cache
MiB Mem : 128530.7 total,   2751.3 free,  15468.3 used, 110311.2 buff/cache
MiB Mem : 128530.7 total,   2751.3 free,  15468.3 used, 110311.2 buff/cache
MiB Mem : 128530.7 total,   2751.3 free,  15468.3 used, 110311.2 buff/cache
MiB Mem : 128530.7 total,   2769.8 free,  15449.7 used, 110311.2 buff/cache
MiB Mem : 128530.7 total,   2769.8 free,  15449.7 used, 110311.2 buff/cache
MiB Mem : 128530.7 total,   2769.8 free,  15449.7 used, 110311.2 buff/cache
MiB Mem : 128530.7 total,   2746.7 free,  15472.8 used, 110311.2 buff/cache
MiB Mem : 128530.7 total,   2746.7 free,  15472.8 used, 110311.2 buff/cache
MiB Mem : 128530.7 total,   2746.7 free,  15472.8 used, 110311.2 buff/cache
MiB Mem : 128530.7 total,   2748.4 free,  15471.0 used, 110311.3 buff/cache
MiB Mem : 128530.7 total,   2748.4 free,  15471.0 used, 110311.3 buff/cache
MiB Mem : 128530.7 total,   2748.4 free,  15471.0 used, 110311.3 buff/cache
MiB Mem : 128530.7 total,   2757.2 free,  15462.2 used, 110311.3 buff/cache
MiB Mem : 128530.7 total,   2757.2 free,  15462.2 used, 110311.3 buff/cache
MiB Mem : 128530.7 total,   2757.2 free,  15462.2 used, 110311.3 buff/cache
MiB Mem : 128530.7 total,   2742.5 free,  15476.3 used, 110311.9 buff/cache
MiB Mem : 128530.7 total,   2742.5 free,  15476.3 used, 110311.9 buff/cache
MiB Mem : 128530.7 total,   2742.5 free,  15476.3 used, 110311.9 buff/cache
MiB Mem : 128530.7 total,   2770.5 free,  15448.3 used, 110311.9 buff/cache
MiB Mem : 128530.7 total,   2770.5 free,  15448.3 used, 110311.9 buff/cache
MiB Mem : 128530.7 total,   2770.5 free,  15448.3 used, 110311.9 buff/cache
MiB Mem : 128530.7 total,   2738.1 free,  15480.7 used, 110312.0 buff/cache
MiB Mem : 128530.7 total,   2738.1 free,  15480.7 used, 110312.0 buff/cache
MiB Mem : 128530.7 total,   2738.1 free,  15480.7 used, 110312.0 buff/cache
MiB Mem : 128530.7 total,   2725.8 free,  15493.0 used, 110312.0 buff/cache
MiB Mem : 128530.7 total,   2725.8 free,  15493.0 used, 110312.0 buff/cache
MiB Mem : 128530.7 total,   2688.6 free,  15530.1 used, 110312.0 buff/cache
MiB Mem : 128530.7 total,   2688.6 free,  15530.1 used, 110312.0 buff/cache
MiB Mem : 128530.7 total,   2688.6 free,  15530.1 used, 110312.0 buff/cache
MiB Mem : 128530.7 total,   2755.8 free,  15462.8 used, 110312.1 buff/cache
MiB Mem : 128530.7 total,   2755.8 free,  15462.8 used, 110312.1 buff/cache
MiB Mem : 128530.7 total,   2755.8 free,  15462.8 used, 110312.1 buff/cache
MiB Mem : 128530.7 total,   2759.0 free,  15459.1 used, 110312.6 buff/cache
MiB Mem : 128530.7 total,   2759.0 free,  15459.1 used, 110312.6 buff/cache
MiB Mem : 128530.7 total,   2759.0 free,  15459.1 used, 110312.6 buff/cache
MiB Mem : 128530.7 total,   2705.5 free,  15512.6 used, 110312.7 buff/cache
MiB Mem : 128530.7 total,   2705.5 free,  15512.6 used, 110312.7 buff/cache
