MiB Mem : 128530.7 total,   3746.9 free,  14348.6 used, 110435.2 buff/cache
MiB Mem : 128530.7 total,   2937.8 free,  15172.7 used, 110420.2 buff/cache
MiB Mem : 128530.7 total,   2961.7 free,  15148.8 used, 110420.2 buff/cache
MiB Mem : 128530.7 total,   2961.7 free,  15148.8 used, 110420.2 buff/cache
MiB Mem : 128530.7 total,   2950.8 free,  15159.7 used, 110420.2 buff/cache
MiB Mem : 128530.7 total,   2950.8 free,  15159.7 used, 110420.2 buff/cache
MiB Mem : 128530.7 total,   2950.8 free,  15159.7 used, 110420.2 buff/cache
MiB Mem : 128530.7 total,   2928.2 free,  15182.3 used, 110420.3 buff/cache
MiB Mem : 128530.7 total,   2928.2 free,  15182.3 used, 110420.3 buff/cache
MiB Mem : 128530.7 total,   2928.2 free,  15182.3 used, 110420.3 buff/cache
MiB Mem : 128530.7 total,   2937.3 free,  15173.1 used, 110420.3 buff/cache
MiB Mem : 128530.7 total,   2937.3 free,  15173.1 used, 110420.3 buff/cache
MiB Mem : 128530.7 total,   2937.3 free,  15173.1 used, 110420.3 buff/cache
MiB Mem : 128530.7 total,   2955.9 free,  15154.6 used, 110420.3 buff/cache
MiB Mem : 128530.7 total,   2955.9 free,  15154.6 used, 110420.3 buff/cache
MiB Mem : 128530.7 total,   2955.9 free,  15154.6 used, 110420.3 buff/cache
MiB Mem : 128530.7 total,   2943.3 free,  15167.1 used, 110420.3 buff/cache
MiB Mem : 128530.7 total,   2943.3 free,  15167.1 used, 110420.3 buff/cache
MiB Mem : 128530.7 total,   2943.3 free,  15167.1 used, 110420.3 buff/cache
MiB Mem : 128530.7 total,   2943.6 free,  15166.8 used, 110420.3 buff/cache
MiB Mem : 128530.7 total,   2943.6 free,  15166.8 used, 110420.3 buff/cache
MiB Mem : 128530.7 total,   2943.6 free,  15166.8 used, 110420.3 buff/cache
MiB Mem : 128530.7 total,   2959.0 free,  15151.4 used, 110420.4 buff/cache
MiB Mem : 128530.7 total,   2959.0 free,  15151.4 used, 110420.4 buff/cache
MiB Mem : 128530.7 total,   2959.0 free,  15151.4 used, 110420.4 buff/cache
MiB Mem : 128530.7 total,   2961.3 free,  15149.0 used, 110420.4 buff/cache
MiB Mem : 128530.7 total,   2961.3 free,  15149.0 used, 110420.4 buff/cache
MiB Mem : 128530.7 total,   2961.3 free,  15149.0 used, 110420.4 buff/cache
MiB Mem : 128530.7 total,   2951.2 free,  15159.1 used, 110420.4 buff/cache
MiB Mem : 128530.7 total,   2951.2 free,  15159.1 used, 110420.4 buff/cache
MiB Mem : 128530.7 total,   2951.2 free,  15159.1 used, 110420.4 buff/cache
MiB Mem : 128530.7 total,   2956.6 free,  15153.7 used, 110420.4 buff/cache
MiB Mem : 128530.7 total,   2956.6 free,  15153.7 used, 110420.4 buff/cache
MiB Mem : 128530.7 total,   2956.6 free,  15153.7 used, 110420.4 buff/cache
MiB Mem : 128530.7 total,   2955.2 free,  15155.1 used, 110420.4 buff/cache
MiB Mem : 128530.7 total,   2955.2 free,  15155.1 used, 110420.4 buff/cache
MiB Mem : 128530.7 total,   2955.2 free,  15155.1 used, 110420.4 buff/cache
MiB Mem : 128530.7 total,   2937.7 free,  15172.6 used, 110420.4 buff/cache
MiB Mem : 128530.7 total,   2937.7 free,  15172.6 used, 110420.4 buff/cache
MiB Mem : 128530.7 total,   2937.7 free,  15172.6 used, 110420.4 buff/cache
MiB Mem : 128530.7 total,   2942.1 free,  15167.7 used, 110420.9 buff/cache
MiB Mem : 128530.7 total,   2942.1 free,  15167.7 used, 110420.9 buff/cache
MiB Mem : 128530.7 total,   2942.1 free,  15167.7 used, 110420.9 buff/cache
MiB Mem : 128530.7 total,   2938.4 free,  15171.4 used, 110420.9 buff/cache
MiB Mem : 128530.7 total,   2938.4 free,  15171.4 used, 110420.9 buff/cache
MiB Mem : 128530.7 total,   2938.4 free,  15171.4 used, 110420.9 buff/cache
MiB Mem : 128530.7 total,   2929.9 free,  15179.9 used, 110421.0 buff/cache
MiB Mem : 128530.7 total,   2929.9 free,  15179.9 used, 110421.0 buff/cache
MiB Mem : 128530.7 total,   2929.9 free,  15179.9 used, 110421.0 buff/cache
MiB Mem : 128530.7 total,   2905.3 free,  15204.4 used, 110421.0 buff/cache
MiB Mem : 128530.7 total,   2905.3 free,  15204.4 used, 110421.0 buff/cache
MiB Mem : 128530.7 total,   2905.3 free,  15204.4 used, 110421.0 buff/cache
MiB Mem : 128530.7 total,   2916.5 free,  15193.3 used, 110421.0 buff/cache
MiB Mem : 128530.7 total,   2916.5 free,  15193.3 used, 110421.0 buff/cache
MiB Mem : 128530.7 total,   2916.5 free,  15193.3 used, 110421.0 buff/cache
MiB Mem : 128530.7 total,   2924.2 free,  15185.5 used, 110421.0 buff/cache
MiB Mem : 128530.7 total,   2924.2 free,  15185.5 used, 110421.0 buff/cache
MiB Mem : 128530.7 total,   2899.2 free,  15210.5 used, 110421.1 buff/cache
MiB Mem : 128530.7 total,   2899.2 free,  15210.5 used, 110421.1 buff/cache
MiB Mem : 128530.7 total,   2899.2 free,  15210.5 used, 110421.1 buff/cache
MiB Mem : 128530.7 total,   2898.0 free,  15211.7 used, 110421.1 buff/cache
MiB Mem : 128530.7 total,   2898.0 free,  15211.7 used, 110421.1 buff/cache
MiB Mem : 128530.7 total,   2898.0 free,  15211.7 used, 110421.1 buff/cache
MiB Mem : 128530.7 total,   2906.8 free,  15202.8 used, 110421.1 buff/cache
MiB Mem : 128530.7 total,   2906.8 free,  15202.8 used, 110421.1 buff/cache
MiB Mem : 128530.7 total,   2906.8 free,  15202.8 used, 110421.1 buff/cache
MiB Mem : 128530.7 total,   2889.3 free,  15220.3 used, 110421.1 buff/cache
MiB Mem : 128530.7 total,   2889.3 free,  15220.3 used, 110421.1 buff/cache
MiB Mem : 128530.7 total,   2889.3 free,  15220.3 used, 110421.1 buff/cache
MiB Mem : 128530.7 total,   2897.2 free,  15212.4 used, 110421.1 buff/cache
MiB Mem : 128530.7 total,   2897.2 free,  15212.4 used, 110421.1 buff/cache
MiB Mem : 128530.7 total,   2897.2 free,  15212.4 used, 110421.1 buff/cache
MiB Mem : 128530.7 total,   2907.5 free,  15202.1 used, 110421.1 buff/cache
MiB Mem : 128530.7 total,   2907.5 free,  15202.1 used, 110421.1 buff/cache
MiB Mem : 128530.7 total,   2907.5 free,  15202.1 used, 110421.1 buff/cache
MiB Mem : 128530.7 total,   2884.5 free,  15225.1 used, 110421.1 buff/cache
MiB Mem : 128530.7 total,   2884.5 free,  15225.1 used, 110421.1 buff/cache
MiB Mem : 128530.7 total,   2884.5 free,  15225.1 used, 110421.1 buff/cache
MiB Mem : 128530.7 total,   2871.4 free,  15238.2 used, 110421.2 buff/cache
MiB Mem : 128530.7 total,   2871.4 free,  15238.2 used, 110421.2 buff/cache
MiB Mem : 128530.7 total,   2871.4 free,  15238.2 used, 110421.2 buff/cache
MiB Mem : 128530.7 total,   2888.7 free,  15220.8 used, 110421.2 buff/cache
MiB Mem : 128530.7 total,   2888.7 free,  15220.8 used, 110421.2 buff/cache
MiB Mem : 128530.7 total,   2888.7 free,  15220.8 used, 110421.2 buff/cache
MiB Mem : 128530.7 total,   2898.8 free,  15210.7 used, 110421.2 buff/cache
MiB Mem : 128530.7 total,   2898.8 free,  15210.7 used, 110421.2 buff/cache
MiB Mem : 128530.7 total,   2898.8 free,  15210.7 used, 110421.2 buff/cache
MiB Mem : 128530.7 total,   2877.3 free,  15232.2 used, 110421.2 buff/cache
MiB Mem : 128530.7 total,   2877.3 free,  15232.2 used, 110421.2 buff/cache
MiB Mem : 128530.7 total,   2877.3 free,  15232.2 used, 110421.2 buff/cache
MiB Mem : 128530.7 total,   2892.4 free,  15217.1 used, 110421.2 buff/cache
MiB Mem : 128530.7 total,   2892.4 free,  15217.1 used, 110421.2 buff/cache
MiB Mem : 128530.7 total,   2892.4 free,  15217.1 used, 110421.2 buff/cache
MiB Mem : 128530.7 total,   2907.3 free,  15202.2 used, 110421.2 buff/cache
MiB Mem : 128530.7 total,   2907.3 free,  15202.2 used, 110421.2 buff/cache
MiB Mem : 128530.7 total,   2907.3 free,  15202.2 used, 110421.2 buff/cache
MiB Mem : 128530.7 total,   2890.4 free,  15219.0 used, 110421.3 buff/cache
MiB Mem : 128530.7 total,   2890.4 free,  15219.0 used, 110421.3 buff/cache
MiB Mem : 128530.7 total,   2890.4 free,  15219.0 used, 110421.3 buff/cache
MiB Mem : 128530.7 total,   2899.1 free,  15210.4 used, 110421.3 buff/cache
MiB Mem : 128530.7 total,   2899.1 free,  15210.4 used, 110421.3 buff/cache
MiB Mem : 128530.7 total,   2899.1 free,  15210.4 used, 110421.3 buff/cache
MiB Mem : 128530.7 total,   2897.4 free,  15212.0 used, 110421.3 buff/cache
MiB Mem : 128530.7 total,   2897.4 free,  15212.0 used, 110421.3 buff/cache
MiB Mem : 128530.7 total,   2897.4 free,  15212.0 used, 110421.3 buff/cache
MiB Mem : 128530.7 total,   2884.3 free,  15225.1 used, 110421.3 buff/cache
MiB Mem : 128530.7 total,   2884.3 free,  15225.1 used, 110421.3 buff/cache
MiB Mem : 128530.7 total,   2884.3 free,  15225.1 used, 110421.3 buff/cache
MiB Mem : 128530.7 total,   2886.8 free,  15222.6 used, 110421.3 buff/cache
MiB Mem : 128530.7 total,   2886.8 free,  15222.6 used, 110421.3 buff/cache
MiB Mem : 128530.7 total,   2900.6 free,  15208.9 used, 110421.3 buff/cache
MiB Mem : 128530.7 total,   2900.6 free,  15208.9 used, 110421.3 buff/cache
MiB Mem : 128530.7 total,   2900.6 free,  15208.9 used, 110421.3 buff/cache
MiB Mem : 128530.7 total,   2921.2 free,  15188.2 used, 110421.3 buff/cache
MiB Mem : 128530.7 total,   2921.2 free,  15188.2 used, 110421.3 buff/cache
MiB Mem : 128530.7 total,   2921.2 free,  15188.2 used, 110421.3 buff/cache
MiB Mem : 128530.7 total,   2893.9 free,  15215.5 used, 110421.4 buff/cache
MiB Mem : 128530.7 total,   2893.9 free,  15215.5 used, 110421.4 buff/cache
MiB Mem : 128530.7 total,   2893.9 free,  15215.5 used, 110421.4 buff/cache
MiB Mem : 128530.7 total,   2898.1 free,  15211.3 used, 110421.4 buff/cache
MiB Mem : 128530.7 total,   2898.1 free,  15211.3 used, 110421.4 buff/cache
MiB Mem : 128530.7 total,   2898.1 free,  15211.3 used, 110421.4 buff/cache
MiB Mem : 128530.7 total,   2910.7 free,  15198.7 used, 110421.4 buff/cache
MiB Mem : 128530.7 total,   2910.7 free,  15198.7 used, 110421.4 buff/cache
MiB Mem : 128530.7 total,   2910.7 free,  15198.7 used, 110421.4 buff/cache
MiB Mem : 128530.7 total,   2900.3 free,  15209.0 used, 110421.4 buff/cache
MiB Mem : 128530.7 total,   2900.3 free,  15209.0 used, 110421.4 buff/cache
MiB Mem : 128530.7 total,   2900.3 free,  15209.0 used, 110421.4 buff/cache
MiB Mem : 128530.7 total,   2906.3 free,  15203.0 used, 110421.4 buff/cache
MiB Mem : 128530.7 total,   2906.3 free,  15203.0 used, 110421.4 buff/cache
MiB Mem : 128530.7 total,   2906.3 free,  15203.0 used, 110421.4 buff/cache
MiB Mem : 128530.7 total,   2900.5 free,  15208.8 used, 110421.4 buff/cache
MiB Mem : 128530.7 total,   2900.5 free,  15208.8 used, 110421.4 buff/cache
MiB Mem : 128530.7 total,   2900.5 free,  15208.8 used, 110421.4 buff/cache
MiB Mem : 128530.7 total,   2892.5 free,  15216.8 used, 110421.4 buff/cache
MiB Mem : 128530.7 total,   2892.5 free,  15216.8 used, 110421.4 buff/cache
MiB Mem : 128530.7 total,   2892.5 free,  15216.8 used, 110421.4 buff/cache
MiB Mem : 128530.7 total,   2877.4 free,  15231.9 used, 110421.5 buff/cache
MiB Mem : 128530.7 total,   2877.4 free,  15231.9 used, 110421.5 buff/cache
MiB Mem : 128530.7 total,   2877.4 free,  15231.9 used, 110421.5 buff/cache
MiB Mem : 128530.7 total,   2868.1 free,  15241.1 used, 110421.5 buff/cache
MiB Mem : 128530.7 total,   2868.1 free,  15241.1 used, 110421.5 buff/cache
MiB Mem : 128530.7 total,   2868.1 free,  15241.1 used, 110421.5 buff/cache
MiB Mem : 128530.7 total,   2873.6 free,  15235.6 used, 110421.5 buff/cache
MiB Mem : 128530.7 total,   2873.6 free,  15235.6 used, 110421.5 buff/cache
MiB Mem : 128530.7 total,   2873.6 free,  15235.6 used, 110421.5 buff/cache
MiB Mem : 128530.7 total,   2885.9 free,  15223.3 used, 110421.5 buff/cache
MiB Mem : 128530.7 total,   2885.9 free,  15223.3 used, 110421.5 buff/cache
MiB Mem : 128530.7 total,   2885.9 free,  15223.3 used, 110421.5 buff/cache
MiB Mem : 128530.7 total,   2887.3 free,  15221.9 used, 110421.5 buff/cache
MiB Mem : 128530.7 total,   2887.3 free,  15221.9 used, 110421.5 buff/cache
MiB Mem : 128530.7 total,   2887.3 free,  15221.9 used, 110421.5 buff/cache
MiB Mem : 128530.7 total,   2903.7 free,  15205.6 used, 110421.5 buff/cache
MiB Mem : 128530.7 total,   2903.7 free,  15205.6 used, 110421.5 buff/cache
MiB Mem : 128530.7 total,   2903.7 free,  15205.6 used, 110421.5 buff/cache
MiB Mem : 128530.7 total,   2879.4 free,  15229.8 used, 110421.5 buff/cache
MiB Mem : 128530.7 total,   2879.4 free,  15229.8 used, 110421.5 buff/cache
MiB Mem : 128530.7 total,   2879.4 free,  15229.8 used, 110421.5 buff/cache
MiB Mem : 128530.7 total,   2887.7 free,  15221.4 used, 110421.6 buff/cache
MiB Mem : 128530.7 total,   2887.7 free,  15221.4 used, 110421.6 buff/cache
MiB Mem : 128530.7 total,   2887.7 free,  15221.4 used, 110421.6 buff/cache
MiB Mem : 128530.7 total,   2893.2 free,  15215.9 used, 110421.6 buff/cache
MiB Mem : 128530.7 total,   2893.2 free,  15215.9 used, 110421.6 buff/cache
MiB Mem : 128530.7 total,   2876.8 free,  15232.3 used, 110421.6 buff/cache
MiB Mem : 128530.7 total,   2876.8 free,  15232.3 used, 110421.6 buff/cache
MiB Mem : 128530.7 total,   2876.8 free,  15232.3 used, 110421.6 buff/cache
MiB Mem : 128530.7 total,   2890.3 free,  15218.8 used, 110421.6 buff/cache
MiB Mem : 128530.7 total,   2890.3 free,  15218.8 used, 110421.6 buff/cache
MiB Mem : 128530.7 total,   2890.3 free,  15218.8 used, 110421.6 buff/cache
MiB Mem : 128530.7 total,   2907.2 free,  15201.9 used, 110421.6 buff/cache
MiB Mem : 128530.7 total,   2907.2 free,  15201.9 used, 110421.6 buff/cache
MiB Mem : 128530.7 total,   2907.2 free,  15201.9 used, 110421.6 buff/cache
MiB Mem : 128530.7 total,   2911.7 free,  15197.4 used, 110421.6 buff/cache
MiB Mem : 128530.7 total,   2911.7 free,  15197.4 used, 110421.6 buff/cache
MiB Mem : 128530.7 total,   2911.7 free,  15197.4 used, 110421.6 buff/cache
MiB Mem : 128530.7 total,   2879.3 free,  15229.7 used, 110421.6 buff/cache
MiB Mem : 128530.7 total,   2879.3 free,  15229.7 used, 110421.6 buff/cache
MiB Mem : 128530.7 total,   2879.3 free,  15229.7 used, 110421.6 buff/cache
