us;sy;ni;id;wa;hi;si;st;
9,5;0,9;0;89,6;0;0;0;0;0,104
9,3;1;0;89,7;0;0;0;0;0,103
9,1;0,9;0;90,1;0;0;0;0;0,099
9,2;0,8;0;89,9;0;0;0;0;0,101
9,2;0,7;0;90,1;0;0;0;0;0,099
10;1,3;0;88,7;0;0;0;0;0,113
9,5;1,1;0;89,3;0;0;0;0;0,107
9,1;0,7;0;90,2;0;0;0;0;0,098
9,2;0,8;0;90;0;0;0;0;0,1
9,2;0,8;0;90;0,1;0;0;0;0,1
9,5;0,9;0;89,6;0;0;0;0;0,104
9,1;0,8;0;90,1;0;0;0;0;0,099
9,5;1;0;89,6;0;0;0;0;0,104
9,1;0,8;0;90,1;0;0;0;0;0,099
9,3;1,2;0;89,4;0;0;0;0;0,106
10,4;1,3;0;88,3;0;0;0;0;0,117
10,1;0,9;0;89;0;0;0;0;0,11
8,2;1,1;0;90,8;0;0;0;0;0,092
8,8;0,9;0;90,3;0;0;0;0;0,097
8,7;0,7;0;90,5;0,1;0;0;0;0,095
9,1;1,2;0;89,7;0;0;0;0;0,103
8,9;0,9;0;90,2;0;0;0;0;0,098
9;0,7;0;90,2;0;0;0;0;0,098
8,1;0,6;0;91,2;0,1;0;0;0;0,088
8,9;0,8;0;90,3;0;0;0;0;0,097
9,3;1,3;0;89,4;0;0;0;0;0,106
8,6;0,8;0;90,6;0;0;0;0;0,094
8,6;0,7;0;90,6;0;0;0;0;0,094
8,9;0,9;0;90,2;0;0;0;0;0,098
8,8;0,8;0;90,4;0;0;0;0;0,096
8,8;1,1;0;90;0;0;0;0;0,1
8,5;1;0;90,6;0;0;0;0;0,094
8,3;0,7;0;91;0;0;0;0;0,09
8,1;0,8;0;91,1;0;0;0;0;0,089
8,5;0,9;0;90,6;0;0;0;0;0,094
9,1;1,5;0;89,3;0;0;0;0;0,107
7,6;0,8;0;91,5;0;0;0;0;0,085
8,7;1;0;90,4;0;0;0;0;0,096
8,8;0,7;0;90,4;0,1;0;0;0;0,096
8,4;0,7;0;90,8;0,1;0;0;0;0,092
8,6;1;0;90,4;0;0;0;0;0,096
9,3;0,8;0;89,9;0;0;0;0;0,101
8,4;0,7;0;91;0;0;0;0;0,09
8,7;0,6;0;90,6;0,1;0;0;0;0,094
9,4;1,2;0;89,3;0;0;0;0;0,107
8,4;0,9;0;90,7;0;0;0;0;0,093
8,8;0,8;0;90,3;0;0;0;0;0,097
8,7;0,9;0;90,5;0;0;0;0;0,095
8,1;0,7;0;91,1;0;0;0;0;0,089
8,9;1,4;0;89,7;0;0;0;0;0,103
8,4;0,8;0;90,8;0;0;0;0;0,092
8,1;0,7;0;91,1;0;0;0;0;0,089
8,8;0,8;0;90,4;0;0;0;0;0,096
8,8;0,7;0;90,4;0;0;0;0;0,096
8,5;1,1;0;90,4;0;0;0;0;0,096
8,5;1;0;90,5;0;0;0;0;0,095
8,9;0,9;0;90,2;0;0;0;0;0,098
8,9;1,1;0;90;0;0;0;0;0,1
8,5;0,8;0;90,6;0,1;0;0;0;0,094
8,2;1;0;90,8;0;0;0;0;0,092
8,6;0,9;0;90,5;0;0;0;0;0,095
9;0,8;0;90,3;0;0;0;0;0,097
8,5;0,7;0;90,8;0;0;0;0;0,092
8,5;0,6;0;90,8;0;0;0;0;0,092
8,4;1,2;0;90,5;0;0;0;0;0,095
9,1;0,8;0;90;0;0;0;0;0,1
7,9;0,7;0;91,5;0;0;0;0;0,085
8,6;0,7;0;90,7;0;0;0;0;0,093
8,7;0,7;0;90,5;0;0;0;0;0,095
9,2;1;0;89,9;0;0;0;0;0,101
8,5;0,9;0;90,5;0;0;0;0;0,095
8,8;0,7;0;90,5;0;0;0;0;0,095
8;0,7;0;91,3;0;0;0;0;0,087
9;0,9;0;90,1;0;0;0;0;0,099
8,4;1,1;0;90,4;0;0;0;0;0,096
9,3;1;0;89,7;0;0;0;0;0,103
8,5;1,1;0;90,4;0;0;0;0;0,096
8,8;0,9;0;90,2;0;0;0;0;0,098
7,9;0,8;0;91,2;0,1;0;0;0;0,088
8,2;0,9;0;90,9;0;0;0;0;0,091
8,1;0,8;0;91;0;0;0;0;0,09
8,7;0,8;0;90,5;0;0;0;0;0,095
8,5;0,9;0;90,6;0,1;0;0;0;0,094
9,1;0,7;0;90,2;0;0;0;0;0,098
8,5;1,1;0;90,4;0;0;0;0;0,096
8,9;0,9;0;90,1;0;0;0;0;0,099
8,1;0,7;0;91,1;0;0;0;0;0,089
8,8;0,8;0;90,2;0,1;0;0;0;0,098
8,5;0,7;0;90,7;0,1;0;0;0;0,093
9,3;0,9;0;89,7;0;0;0;0;0,103
7,6;0,7;0;91,6;0;0;0;0;0,084
8,4;0,8;0;90,9;0;0;0;0;0,091
6,8;0,8;0;92,3;0;0;0;0;0,077
3,9;0,8;0;95,3;0;0;0;0;0,047
3,1;0,4;0;96,5;0;0;0;0;0,035
7,1;0,7;0;92,2;0;0;0;0;0,078
8,3;0,8;0;90,9;0;0;0;0;0,091
8,4;0,8;0;90,7;0;0;0;0;0,093
8,8;1,2;0;90;0,1;0;0;0;0,1
8,6;1;0;90,3;0;0;0;0;0,097
8,1;0,7;0;91,2;0;0;0;0;0,088
8,4;1;0;90,6;0;0;0;0;0,094
8,9;1;0;90;0;0;0;0;0,1
9;1,1;0;89,9;0;0;0;0;0,101
8,9;0,9;0;90,2;0;0;0;0;0,098
8,4;0,8;0;90,8;0;0;0;0;0,092
7,9;0,6;0;91,4;0;0;0;0;0,086
8,3;0,8;0;90,8;0,1;0;0;0;0,092
9,5;1,3;0;89,1;0;0;0;0;0,109
8,5;0,9;0;90,5;0;0;0;0;0,095
8;0,6;0;91,3;0;0;0;0;0,087
8,7;0,7;0;90,6;0;0;0;0;0,094
8,1;1;0;90,8;0,1;0;0;0;0,092
8,4;1,1;0;90,5;0;0;0;0;0,095
8,1;1,1;0;90,8;0;0;0;0;0,092
7,9;0,7;0;91,3;0;0;0;0;0,087
8,2;0,7;0;91,1;0;0;0;0;0,089
8;0,7;0;91,3;0,1;0;0;0;0,087
8,9;1;0;90,1;0;0;0;0;0,099
8,4;0,8;0;90,7;0;0;0;0;0,093
7,7;0,7;0;91,6;0;0;0;0;0,084
7,5;0,6;0;91,9;0;0;0;0;0,081
6,1;0,5;0;93,4;0,1;0;0;0;0,066
6,6;1,1;0;92,2;0;0;0;0;0,078
7,3;0,9;0;91,8;0;0;0;0;0,082
7,9;0,8;0;91,3;0;0;0;0;0,087
8,4;1,2;0;90,4;0;0;0;0;0,096
7,4;0,7;0;91,8;0,1;0;0;0;0,082
8,4;0,9;0;90,7;0;0;0;0;0,093
7,9;0,8;0;91,3;0;0;0;0;0,087
8,3;0,8;0;90,9;0;0;0;0;0,091
6,9;0,7;0;92,5;0;0;0;0;0,075
6,8;0,8;0;92,3;0,1;0;0;0;0,077
8,2;1,2;0;90,6;0;0;0;0;0,094
7,7;0,9;0;91,4;0;0;0;0;0,086
7,9;0,8;0;91,3;0;0;0;0;0,087
7,5;0,6;0;91,8;0,1;0;0;0;0,082
7,6;0,8;0;91,5;0;0;0;0;0,085
7,8;1,1;0;91,1;0;0;0;0;0,089
7,4;0,7;0;91,9;0;0;0;0;0,081
7,6;0,6;0;91,7;0;0;0;0;0,083
7,5;0,7;0;91,8;0;0;0;0;0,082
8,2;0,7;0;91;0,1;0;0;0;0,09
8,7;1,4;0;89,9;0;0;0;0;0,101
8,2;1;0;90,8;0;0;0;0;0,092
8,3;0,7;0;91;0;0;0;0;0,09
8,2;1;0;90,7;0,1;0;0;0;0,093
8,4;1,1;0;90,5;0;0;0;0;0,095
8;0,9;0;91,1;0,1;0;0;0;0,089
7,2;0,5;0;92,3;0;0;0;0;0,077
7,4;0,5;0;92,1;0;0;0;0;0,079
7,7;0,7;0;91,5;0;0;0;0;0,085
7,6;1,2;0;91,2;0;0;0;0;0,088
8,1;0,7;0;91,1;0;0;0;0;0,089
7,6;0,8;0;91,6;0;0;0;0;0,084
7,3;0,7;0;92,1;0;0;0;0;0,079
8,8;0,9;0;90,3;0;0;0;0;0,097
7,7;0,8;0;91,2;0,2;0;0;0;0,088
8,8;1;0;90,1;0;0;0;0;0,099
8,7;0,7;0;90,5;0;0;0;0;0,095
8,4;0,9;0;90,7;0;0;0;0;0,093
8,7;0,8;0;90,4;0;0;0;0;0,096
8,7;1,3;0;89,9;0;0;0;0;0,101
9,1;1;0;89,9;0;0;0;0;0,101
8,6;1;0;90,4;0;0;0;0;0,096
8,1;0,8;0;91,1;0;0;0;0;0,089
8,5;0,8;0;90,6;0;0;0;0;0,094
8,5;1;0;90,5;0;0;0;0;0,095
8,2;0,6;0;91,1;0,1;0;0;0;0,089
8,6;0,7;0;90,7;0;0;0;0;0,093
8,7;0,9;0;90,4;0;0;0;0;0,096
9,1;0,7;0;90,1;0,1;0;0;0;0,099
9,1;1,2;0;89,7;0;0;0;0;0,103
9,2;0,8;0;89,9;0;0;0;0;0,101
8,9;0,8;0;90,3;0;0;0;0;0,097
8,8;0,7;0;90,5;0;0;0;0;0,095
8,5;0,8;0;90,7;0;0;0;0;0,093
8,7;1,3;0;89,9;0,1;0;0;0;0,101
8,8;1;0;90,2;0;0;0;0;0,098
8,7;0,9;0;90,5;0;0;0;0;0,095
8,8;0,8;0;90,1;0,2;0;0;0;0,099
8,9;0,6;0;90,5;0;0;0;0;0,095
9,5;1,4;0;89;0;0;0;0;0,11
9,8;0,9;0;89,3;0,1;0;0;0;0,107
9;0,7;0;90,3;0;0;0;0;0,097
8,7;0,8;0;90,4;0;0;0;0;0,096
8,8;0,9;0;90,3;0;0;0;0;0,097
9,1;0,9;0;89,9;0;0;0;0;0,101
8,9;1;0;90,1;0;0;0;0;0,099
8,9;0,8;0;90,3;0;0;0;0;0,097
8,5;0,8;0;90,6;0;0;0;0;0,094
8,9;0,7;0;90,4;0;0;0;0;0,096
8,7;1,2;0;90,1;0;0;0;0;0,099
8,5;0,8;0;90,7;0;0;0;0;0,093
8,4;0,8;0;90,8;0;0;0;0;0,092
8;0,9;0;91,1;0,1;0;0;0;0,089
8,2;1;0;90,8;0;0;0;0;0,092
8,5;0,8;0;90,7;0;0;0;0;0,093
7,9;1;0;91,1;0;0;0;0;0,089
8;0,7;0;91,2;0;0;0;0;0,088
8,1;0,6;0;91,2;0,1;0;0;0;0,088
8,6;1,1;0;90,2;0;0;0;0;0,098
8,5;1,3;0;90,3;0;0;0;0;0,097
7,9;0,7;0;91,4;0;0;0;0;0,086
8,4;0,8;0;90,8;0;0;0;0;0,092
8,4;0,9;0;90,7;0;0;0;0;0,093
8,6;1,2;0;90,1;0;0;0;0;0,099
8,7;0,9;0;90,5;0;0;0;0;0,095
8,9;0,9;0;90,2;0;0;0;0;0,098
7,8;0,5;0;91,6;0;0;0;0;0,084
8,3;0,9;0;90,7;0;0;0;0;0,093
8,5;1,1;0;90,4;0;0;0;0;0,096
8,2;0,9;0;90,9;0;0;0;0;0,091
9,1;0,8;0;90,1;0;0;0;0;0,099
9,3;0,7;0;90,1;0;0;0;0;0,099
8,5;0,7;0;90,7;0;0;0;0;0,093
9,6;1,3;0;88,9;0,2;0;0;0;0,111
8,6;1;0;90,5;0;0;0;0;0,095
3,1;0,5;0;96,5;0;0;0;0;0,035
3,1;0,3;0;96,5;0;0;0;0;0,035
3,6;0,4;0;96;0;0;0;0;0,04
8,6;1,2;0;90,2;0;0;0;0;0,098
8,4;0,8;0;90,8;0,1;0;0;0;0,092
9;0,8;0;90,2;0;0;0;0;0,098
8,4;0,8;0;90,8;0;0;0;0;0,092
8,6;0,7;0;90,6;0,1;0;0;0;0,094
10,1;0,9;0;89;0;0;0;0;0,11
8,3;0,9;0;90,8;0,1;0;0;0;0,092
8,9;0,8;0;90,2;0;0;0;0;0,098
8,1;0,7;0;91,1;0;0;0;0;0,089
7,4;0,5;0;91,9;0,1;0;0;0;0,081
8,4;1,2;0;90,4;0;0;0;0;0,096
7,9;0,7;0;91,4;0;0;0;0;0,086
8;0,7;0;91,2;0;0;0;0;0,088
6,8;0,7;0;92,5;0;0;0;0;0,075
6,9;0,7;0;92,3;0,1;0;0;0;0,077
8,1;1;0;91;0;0;0;0;0,09
8,1;0,8;0;91,1;0;0;0;0;0,089
7,9;1;0;91,1;0;0;0;0;0,089
7,8;0,7;0;91,5;0;0;0;0;0,085
7,4;0,6;0;91,9;0,1;0;0;0;0,081
7,8;1;0;91,2;0;0;0;0;0,088
7,8;0,8;0;91,3;0;0;0;0;0,087
8;1;0;91;0;0;0;0;0,09
7,7;0,6;0;91,7;0;0;0;0;0,083
7,9;0,6;0;91,3;0,2;0;0;0;0,087
8,2;1,3;0;90,5;0,1;0;0;0;0,095
5,7;0,4;0;93,8;0;0;0;0;0,062
3,6;0,3;0;96,1;0;0;0;0;0,039
3,3;0,6;0;96;0,1;0;0;0;0,04
7,6;1;0;91,4;0;0;0;0;0,086
7,5;1;0;91,5;0;0;0;0;0,085
7,5;0,6;0;91,8;0;0;0;0;0,082
8,2;0,8;0;91;0;0;0;0;0,09
7,5;0,7;0;91,7;0,1;0;0;0;0,083
8,4;1;0;90,6;0;0;0;0;0,094
8;0,8;0;91,3;0;0;0;0;0,087
7,2;0,6;0;92,1;0;0;0;0;0,079
6,6;0,5;0;92,9;0;0;0;0;0,071
3,1;0,2;0;96,7;0,1;0;0;0;0,033
3,5;0,6;0;95,8;0,1;0;0;0;0,042
6;0,6;0;93,4;0;0;0;0;0,066
7,4;0,8;0;91,8;0;0;0;0;0,082
8;0,8;0;91,2;0;0;0;0;0,088
6,7;0,6;0;92,6;0;0;0;0;0,074
5,2;1;0;93,8;0;0;0;0;0,062
7,4;0,8;0;91,8;0;0;0;0;0,082
7,9;0,7;0;91,4;0;0;0;0;0,086
7,9;0,6;0;91,5;0;0;0;0;0,085
7,4;0,5;0;92;0,1;0;0;0;0,08
8,1;1,1;0;90,8;0;0;0;0;0,092
8,3;1,2;0;90,5;0;0;0;0;0,095
7,8;1,1;0;91,2;0;0;0;0;0,088
7,7;1;0;91,4;0;0;0;0;0,086
7,7;0,8;0;91,4;0;0;0;0;0,086
8,3;0,9;0;90,7;0,1;0;0;0;0,093
7,8;0,8;0;91,4;0;0;0;0;0,086
8,5;0,9;0;90,6;0;0;0;0;0,094
7,5;0,8;0;91,6;0;0;0;0;0,084
7,6;0,7;0;91,6;0,1;0;0;0;0,084
8,1;1,2;0;90,7;0;0;0;0;0,093
8,5;1;0;90,5;0;0;0;0;0,095
8,3;0,8;0;90,9;0;0;0;0;0,091
1,8;0,1;0;98,1;0;0;0;0;0,019
2,4;0,4;0;97,2;0;0;0;0;0,028
8,2;0,8;0;90,9;0;0;0;0;0,091
7,5;0,7;0;91,8;0;0;0;0;0,082
7,6;0,8;0;91,6;0;0;0;0;0,084
7,5;0,7;0;91,8;0;0;0;0;0,082
8,4;0,6;0;90,9;0;0;0;0;0,091
7,5;1;0;91,5;0;0;0;0;0,085
4,3;0,5;0;95,2;0;0;0;0;0,048
3,3;0,4;0;96,3;0;0;0;0;0,037
3,3;0,3;0;96,3;0;0;0;0;0,037
8;0,8;0;91;0,1;0;0;0;0,09
7,5;1;0;91,5;0;0;0;0;0,085
7,5;1;0;91,5;0;0;0;0;0,085
7,5;0,8;0;91,7;0;0;0;0;0,083
7,8;0,8;0;91,4;0;0;0;0;0,086
7,8;1;0;91,2;0;0;0;0;0,088
7,6;0,8;0;91,5;0,1;0;0;0;0,085
6,4;0,8;0;92,8;0;0;0;0;0,072
3,3;0,3;0;96,4;0;0;0;0;0,036
3;0,3;0;96,6;0,1;0;0;0;0,034
5,7;0,9;0;93,4;0;0;0;0;0,066
8,4;0,7;0;90,9;0;0;0;0;0,091
8,2;0,9;0;90,9;0;0;0;0;0,091
7,1;0,6;0;92,3;0;0;0;0;0,077
7,6;0,9;0;91,4;0,1;0;0;0;0,086
7,9;1;0;91,1;0;0;0;0;0,089
8,1;1;0;90,8;0;0;0;0;0,092
7,8;0,8;0;91,4;0;0;0;0;0,086
7,5;0,7;0;91,8;0;0;0;0;0,082
7,1;0,6;0;92,2;0;0;0;0;0,078
7,1;1,1;0;91,8;0;0;0;0;0,082
7,2;0,8;0;91,9;0;0;0;0;0,081
;;;;;;;;0,089831234
