MiB Mem : 128530.7 total,   3795.8 free,  14507.3 used, 110227.7 buff/cache
MiB Mem : 128530.7 total,   2332.2 free,  15872.2 used, 110326.3 buff/cache
MiB Mem : 128530.7 total,   2332.2 free,  15872.2 used, 110326.3 buff/cache
MiB Mem : 128530.7 total,   2332.2 free,  15872.2 used, 110326.3 buff/cache
MiB Mem : 128530.7 total,   2289.4 free,  15915.0 used, 110326.3 buff/cache
MiB Mem : 128530.7 total,   2289.4 free,  15915.0 used, 110326.3 buff/cache
MiB Mem : 128530.7 total,   2289.4 free,  15915.0 used, 110326.3 buff/cache
MiB Mem : 128530.7 total,   2343.0 free,  15861.3 used, 110326.4 buff/cache
MiB Mem : 128530.7 total,   2343.0 free,  15861.3 used, 110326.4 buff/cache
MiB Mem : 128530.7 total,   2343.0 free,  15861.3 used, 110326.4 buff/cache
MiB Mem : 128530.7 total,   2315.9 free,  15887.9 used, 110327.0 buff/cache
MiB Mem : 128530.7 total,   2315.9 free,  15887.9 used, 110327.0 buff/cache
MiB Mem : 128530.7 total,   2315.9 free,  15887.9 used, 110327.0 buff/cache
MiB Mem : 128530.7 total,   2351.3 free,  15852.5 used, 110327.0 buff/cache
MiB Mem : 128530.7 total,   2351.3 free,  15852.5 used, 110327.0 buff/cache
MiB Mem : 128530.7 total,   2351.3 free,  15852.5 used, 110327.0 buff/cache
MiB Mem : 128530.7 total,   2376.2 free,  15827.4 used, 110327.1 buff/cache
MiB Mem : 128530.7 total,   2376.2 free,  15827.4 used, 110327.1 buff/cache
MiB Mem : 128530.7 total,   2376.2 free,  15827.4 used, 110327.1 buff/cache
MiB Mem : 128530.7 total,   2366.4 free,  15837.3 used, 110327.1 buff/cache
MiB Mem : 128530.7 total,   2366.4 free,  15837.3 used, 110327.1 buff/cache
MiB Mem : 128530.7 total,   2366.4 free,  15837.3 used, 110327.1 buff/cache
MiB Mem : 128530.7 total,   2305.4 free,  15897.7 used, 110327.7 buff/cache
MiB Mem : 128530.7 total,   2305.4 free,  15897.7 used, 110327.7 buff/cache
MiB Mem : 128530.7 total,   2305.4 free,  15897.7 used, 110327.7 buff/cache
MiB Mem : 128530.7 total,   2374.1 free,  15828.9 used, 110327.7 buff/cache
MiB Mem : 128530.7 total,   2374.1 free,  15828.9 used, 110327.7 buff/cache
MiB Mem : 128530.7 total,   2374.1 free,  15828.9 used, 110327.7 buff/cache
MiB Mem : 128530.7 total,   2365.2 free,  15837.8 used, 110327.7 buff/cache
MiB Mem : 128530.7 total,   2365.2 free,  15837.8 used, 110327.7 buff/cache
MiB Mem : 128530.7 total,   2365.2 free,  15837.8 used, 110327.7 buff/cache
MiB Mem : 128530.7 total,   2390.0 free,  15813.0 used, 110327.8 buff/cache
MiB Mem : 128530.7 total,   2390.0 free,  15813.0 used, 110327.8 buff/cache
MiB Mem : 128530.7 total,   2390.0 free,  15813.0 used, 110327.8 buff/cache
MiB Mem : 128530.7 total,   2376.6 free,  15826.3 used, 110327.8 buff/cache
MiB Mem : 128530.7 total,   2376.6 free,  15826.3 used, 110327.8 buff/cache
MiB Mem : 128530.7 total,   2376.6 free,  15826.3 used, 110327.8 buff/cache
MiB Mem : 128530.7 total,   2334.2 free,  15868.2 used, 110328.4 buff/cache
MiB Mem : 128530.7 total,   2334.2 free,  15868.2 used, 110328.4 buff/cache
MiB Mem : 128530.7 total,   2334.2 free,  15868.2 used, 110328.4 buff/cache
MiB Mem : 128530.7 total,   2358.2 free,  15844.2 used, 110328.4 buff/cache
MiB Mem : 128530.7 total,   2358.2 free,  15844.2 used, 110328.4 buff/cache
MiB Mem : 128530.7 total,   2358.2 free,  15844.2 used, 110328.4 buff/cache
MiB Mem : 128530.7 total,   2371.8 free,  15830.4 used, 110328.5 buff/cache
MiB Mem : 128530.7 total,   2371.8 free,  15830.4 used, 110328.5 buff/cache
MiB Mem : 128530.7 total,   2371.8 free,  15830.4 used, 110328.5 buff/cache
MiB Mem : 128530.7 total,   2357.1 free,  15845.1 used, 110328.5 buff/cache
MiB Mem : 128530.7 total,   2357.1 free,  15845.1 used, 110328.5 buff/cache
MiB Mem : 128530.7 total,   2357.1 free,  15845.1 used, 110328.5 buff/cache
