Time;GPU Utilization
16/12/2025 18:15;77,50%
16/12/2025 18:16;61,20%
16/12/2025 18:16;78,80%
16/12/2025 18:17;61,80%
16/12/2025 18:17;62,80%
16/12/2025 18:18;61%
16/12/2025 18:18;55%
16/12/2025 18:19;60,80%
16/12/2025 18:19;29,20%
16/12/2025 18:20;77,30%
16/12/2025 18:20;74,30%
16/12/2025 18:21;39,30%
16/12/2025 18:21;38,80%
16/12/2025 18:22;44,80%
16/12/2025 18:22;62,30%
16/12/2025 18:23;55,20%
16/12/2025 18:23;70,20%
16/12/2025 18:24;78,20%
16/12/2025 18:24;58,30%
16/12/2025 18:25;78%
16/12/2025 18:25;61,70%
16/12/2025 18:26;54,50%
16/12/2025 18:26;62%
16/12/2025 18:27;70,70%
16/12/2025 18:27;59,80%
16/12/2025 18:28;60,70%
16/12/2025 18:28;60,20%
16/12/2025 18:29;60%
16/12/2025 18:29;56,50%
16/12/2025 18:30;65,30%
16/12/2025 18:30;71,80%
16/12/2025 18:31;77,80%
16/12/2025 18:31;57,30%
16/12/2025 18:32;62%
16/12/2025 18:32;76,80%
16/12/2025 18:33;61,70%
16/12/2025 18:33;77,80%
16/12/2025 18:34;62,70%
16/12/2025 18:34;63%
16/12/2025 18:35;44,80%
16/12/2025 18:35;50%
16/12/2025 18:36;46,80%
16/12/2025 18:36;75,20%
16/12/2025 18:37;78,20%
16/12/2025 18:37;76,50%
16/12/2025 18:38;61,80%
16/12/2025 18:38;60,50%
16/12/2025 18:39;78,80%
16/12/2025 18:39;45,70%
16/12/2025 18:40;61,20%
16/12/2025 18:40;48,80%
16/12/2025 18:41;78,30%
16/12/2025 18:41;71,30%
16/12/2025 18:42;78,50%
16/12/2025 18:42;69,30%
16/12/2025 18:43;62,70%
16/12/2025 18:43;74%
16/12/2025 18:44;61%
16/12/2025 18:44;58,30%
16/12/2025 18:45;45,80%
16/12/2025 18:45;75,30%
16/12/2025 18:46;76,50%
16/12/2025 18:46;62,20%
16/12/2025 18:47;77,20%
16/12/2025 18:47;76,50%
16/12/2025 18:48;44,30%
16/12/2025 18:48;78%
16/12/2025 18:49;58,50%
16/12/2025 18:49;63%
16/12/2025 18:50;58,70%
16/12/2025 18:50;62,70%
16/12/2025 18:51;63%
16/12/2025 18:51;61,80%
16/12/2025 18:52;54,80%
16/12/2025 18:52;43,30%
16/12/2025 18:53;45,70%
16/12/2025 18:53;38,80%
16/12/2025 18:54;15,80%
16/12/2025 18:54;15,80%
16/12/2025 18:55;10,20%
16/12/2025 18:55;31,50%
16/12/2025 18:56;16%
16/12/2025 18:56;15,80%
16/12/2025 18:57;29,30%
16/12/2025 18:57;15,70%
16/12/2025 18:58;41,80%
16/12/2025 18:58;43,50%
16/12/2025 18:59;44,80%
16/12/2025 18:59;60,80%
16/12/2025 19:00;15,80%
16/12/2025 19:00;7,83%
16/12/2025 19:01;16%
16/12/2025 19:01;44,70%
16/12/2025 19:02;45,30%
16/12/2025 19:02;31,30%
16/12/2025 19:03;31%
16/12/2025 19:03;16%
16/12/2025 19:04;24,30%
;66%
