Time;CPU Usage
16/12/2025 17:38;6,78%
16/12/2025 17:39;6,50%
16/12/2025 17:39;6,68%
16/12/2025 17:40;6,28%
16/12/2025 17:40;6,80%
16/12/2025 17:41;6,88%
16/12/2025 17:41;6,65%
16/12/2025 17:42;6,38%
16/12/2025 17:42;6,63%
16/12/2025 17:43;6,37%
16/12/2025 17:43;6,69%
16/12/2025 17:44;6,59%
16/12/2025 17:44;6,51%
16/12/2025 17:45;6,42%
16/12/2025 17:45;6,73%
16/12/2025 17:46;6,24%
16/12/2025 17:46;7,06%
16/12/2025 17:47;6,66%
16/12/2025 17:47;6,90%
16/12/2025 17:48;6,50%
16/12/2025 17:48;6,78%
16/12/2025 17:49;6,40%
16/12/2025 17:49;6,74%
16/12/2025 17:50;6,62%
16/12/2025 17:50;6,59%
16/12/2025 17:51;5,98%
16/12/2025 17:51;6,57%
16/12/2025 17:52;6,21%
16/12/2025 17:52;6,60%
16/12/2025 17:53;6,33%
16/12/2025 17:53;6,48%
16/12/2025 17:54;6,07%
16/12/2025 17:54;6,29%
16/12/2025 17:55;6,26%
16/12/2025 17:55;6,32%
16/12/2025 17:56;6,12%
16/12/2025 17:56;6,01%
16/12/2025 17:57;5,94%
16/12/2025 17:57;6,15%
16/12/2025 17:58;6,11%
16/12/2025 17:58;6,48%
16/12/2025 17:59;6,07%
16/12/2025 17:59;6,16%
16/12/2025 18:00;5,95%
16/12/2025 18:00;6,63%
16/12/2025 18:01;6,53%
16/12/2025 18:01;6,80%
16/12/2025 18:02;6,77%
16/12/2025 18:02;6,18%
16/12/2025 18:03;5,86%
16/12/2025 18:03;6,28%
16/12/2025 18:04;6,05%
16/12/2025 18:04;6,56%
16/12/2025 18:05;5,91%
16/12/2025 18:05;6,14%
16/12/2025 18:06;6,18%
16/12/2025 18:06;6,17%
16/12/2025 18:07;5,97%
16/12/2025 18:07;6,35%
16/12/2025 18:08;5,75%
16/12/2025 18:08;6,15%
16/12/2025 18:09;6,15%
16/12/2025 18:09;6,03%
16/12/2025 18:10;5,62%
16/12/2025 18:10;5,92%
16/12/2025 18:11;6,53%
16/12/2025 18:11;6,54%
16/12/2025 18:12;5,76%
16/12/2025 18:12;6,16%
16/12/2025 18:13;6,25%
16/12/2025 18:13;5,92%
16/12/2025 18:14;5,71%
16/12/2025 18:14;6,56%
16/12/2025 18:15;5,81%
16/12/2025 18:15;5,98%
16/12/2025 18:16;6,06%
16/12/2025 18:16;6,08%
16/12/2025 18:17;5,94%
16/12/2025 18:17;6,37%
16/12/2025 18:18;6,36%
16/12/2025 18:18;6,22%
16/12/2025 18:19;5,99%
16/12/2025 18:19;6,13%
16/12/2025 18:20;6,05%
16/12/2025 18:20;6,27%
16/12/2025 18:21;6,08%
16/12/2025 18:21;6,39%
16/12/2025 18:22;6,13%
16/12/2025 18:22;6,19%
16/12/2025 18:23;6,32%
16/12/2025 18:23;6,65%
16/12/2025 18:24;5,93%
16/12/2025 18:24;6,28%
16/12/2025 18:25;6,37%
16/12/2025 18:25;6,22%
16/12/2025 18:26;6,06%
16/12/2025 18:26;6,21%
16/12/2025 18:27;6,40%
16/12/2025 18:27;6,51%
16/12/2025 18:28;6,13%
16/12/2025 18:28;6,21%
16/12/2025 18:29;6,09%
16/12/2025 18:29;6,39%
16/12/2025 18:30;5,97%
16/12/2025 18:30;6,35%
16/12/2025 18:31;6,21%
16/12/2025 18:31;6,40%
16/12/2025 18:32;5,99%
16/12/2025 18:32;6,15%
16/12/2025 18:33;6,00%
16/12/2025 18:33;6,34%
16/12/2025 18:34;5,94%
16/12/2025 18:34;6,08%
16/12/2025 18:35;6,08%
16/12/2025 18:35;6,11%
16/12/2025 18:36;6,16%
16/12/2025 18:36;6,40%
16/12/2025 18:37;5,95%
16/12/2025 18:37;6,47%
16/12/2025 18:38;5,95%
16/12/2025 18:38;6,14%
16/12/2025 18:39;6,33%
16/12/2025 18:39;6,19%
16/12/2025 18:40;5,70%
16/12/2025 18:40;6,48%
16/12/2025 18:41;6,02%
16/12/2025 18:41;6,44%
16/12/2025 18:42;6,10%
16/12/2025 18:42;6,11%
16/12/2025 18:43;6,42%
16/12/2025 18:43;6,16%
16/12/2025 18:44;6,06%
16/12/2025 18:44;6,19%
16/12/2025 18:45;5,95%
16/12/2025 18:45;6,58%
16/12/2025 18:46;6,00%
16/12/2025 18:46;6,18%
16/12/2025 18:47;6,06%
16/12/2025 18:47;6,98%
16/12/2025 18:48;5,91%
16/12/2025 18:48;6,30%
16/12/2025 18:49;6,11%
16/12/2025 18:49;6,27%
16/12/2025 18:50;6,57%
16/12/2025 18:50;5,90%
16/12/2025 18:51;5,73%
16/12/2025 18:51;5,97%
16/12/2025 18:52;5,83%
16/12/2025 18:52;5,69%
16/12/2025 18:53;5,49%
16/12/2025 18:53;5,33%
16/12/2025 18:54;3,89%
16/12/2025 18:54;4,22%
16/12/2025 18:55;4,23%
16/12/2025 18:55;3,47%
16/12/2025 18:56;2,94%
16/12/2025 18:56;3,21%
16/12/2025 18:57;3,30%
16/12/2025 18:57;3,17%
16/12/2025 18:58;2,97%
16/12/2025 18:58;3,08%
16/12/2025 18:59;3,00%
16/12/2025 18:59;3,13%
16/12/2025 19:00;3,29%
16/12/2025 19:00;3,11%
16/12/2025 19:01;2,91%
16/12/2025 19:01;3,17%
16/12/2025 19:02;2,97%
16/12/2025 19:02;3,20%
16/12/2025 19:03;2,66%
16/12/2025 19:03;2,69%
16/12/2025 19:04;2,44%
;5,98%
