Time;Memory Usage
16/12/2025 17:39;9,84%
16/12/2025 17:39;9,82%
16/12/2025 17:40;9,85%
16/12/2025 17:40;9,85%
16/12/2025 17:41;9,83%
16/12/2025 17:41;9,86%
16/12/2025 17:42;9,85%
16/12/2025 17:42;9,86%
16/12/2025 17:43;9,86%
16/12/2025 17:43;9,86%
16/12/2025 17:44;9,86%
16/12/2025 17:44;9,84%
16/12/2025 17:45;9,87%
16/12/2025 17:45;9,89%
16/12/2025 17:46;9,89%
16/12/2025 17:46;9,91%
16/12/2025 17:47;9,92%
16/12/2025 17:47;9,95%
16/12/2025 17:48;9,92%
16/12/2025 17:48;9,93%
16/12/2025 17:49;9,89%
16/12/2025 17:49;9,86%
16/12/2025 17:50;9,87%
16/12/2025 17:50;9,89%
16/12/2025 17:51;9,87%
16/12/2025 17:51;9,91%
16/12/2025 17:52;9,90%
16/12/2025 17:52;9,90%
16/12/2025 17:53;9,92%
16/12/2025 17:53;9,92%
16/12/2025 17:54;9,90%
16/12/2025 17:54;9,90%
16/12/2025 17:55;9,88%
16/12/2025 17:55;9,90%
16/12/2025 17:56;9,88%
16/12/2025 17:56;9,89%
16/12/2025 17:57;9,89%
16/12/2025 17:57;9,92%
16/12/2025 17:58;9,91%
16/12/2025 17:58;9,89%
16/12/2025 17:59;9,89%
16/12/2025 17:59;9,91%
16/12/2025 18:00;9,88%
16/12/2025 18:00;9,94%
16/12/2025 18:01;9,97%
16/12/2025 18:01;9,95%
16/12/2025 18:02;9,95%
16/12/2025 18:02;9,93%
16/12/2025 18:03;9,91%
16/12/2025 18:03;9,93%
16/12/2025 18:04;9,89%
16/12/2025 18:04;9,93%
16/12/2025 18:05;9,92%
16/12/2025 18:05;9,89%
16/12/2025 18:06;9,91%
16/12/2025 18:06;9,90%
16/12/2025 18:07;9,91%
16/12/2025 18:07;9,93%
16/12/2025 18:08;9,90%
16/12/2025 18:08;9,88%
16/12/2025 18:09;9,88%
16/12/2025 18:09;9,88%
16/12/2025 18:10;9,87%
16/12/2025 18:10;9,88%
16/12/2025 18:11;9,92%
16/12/2025 18:11;9,93%
16/12/2025 18:12;9,93%
16/12/2025 18:12;9,95%
16/12/2025 18:13;9,92%
16/12/2025 18:13;9,93%
16/12/2025 18:14;9,91%
16/12/2025 18:14;9,95%
16/12/2025 18:15;9,93%
16/12/2025 18:15;9,89%
16/12/2025 18:16;9,91%
16/12/2025 18:16;9,93%
16/12/2025 18:17;9,92%
16/12/2025 18:17;9,93%
16/12/2025 18:18;9,92%
16/12/2025 18:18;9,92%
16/12/2025 18:19;9,92%
16/12/2025 18:19;9,91%
16/12/2025 18:20;9,90%
16/12/2025 18:20;9,91%
16/12/2025 18:21;9,91%
16/12/2025 18:21;9,93%
16/12/2025 18:22;9,90%
16/12/2025 18:22;9,89%
16/12/2025 18:23;9,95%
16/12/2025 18:23;9,94%
16/12/2025 18:24;9,93%
16/12/2025 18:24;9,98%
16/12/2025 18:25;9,96%
16/12/2025 18:25;9,93%
16/12/2025 18:26;9,94%
16/12/2025 18:26;9,94%
16/12/2025 18:27;9,94%
16/12/2025 18:27;9,89%
16/12/2025 18:28;9,90%
16/12/2025 18:28;9,90%
16/12/2025 18:29;9,92%
16/12/2025 18:29;9,94%
16/12/2025 18:30;9,95%
16/12/2025 18:30;9,93%
16/12/2025 18:31;9,94%
16/12/2025 18:31;9,95%
16/12/2025 18:32;9,95%
16/12/2025 18:32;9,97%
16/12/2025 18:33;9,93%
16/12/2025 18:33;9,93%
16/12/2025 18:34;9,92%
16/12/2025 18:34;9,94%
16/12/2025 18:35;9,95%
16/12/2025 18:35;9,94%
16/12/2025 18:36;9,95%
16/12/2025 18:36;9,94%
16/12/2025 18:37;9,94%
16/12/2025 18:37;9,95%
16/12/2025 18:38;9,94%
16/12/2025 18:38;9,93%
16/12/2025 18:39;9,96%
16/12/2025 18:39;9,98%
16/12/2025 18:40;9,96%
16/12/2025 18:40;9,98%
16/12/2025 18:41;9,99%
16/12/2025 18:41;9,99%
16/12/2025 18:42;10,00%
16/12/2025 18:42;9,98%
16/12/2025 18:43;10,00%
16/12/2025 18:43;9,99%
16/12/2025 18:44;10,00%
16/12/2025 18:44;9,97%
16/12/2025 18:45;9,99%
16/12/2025 18:45;10,00%
16/12/2025 18:46;9,96%
16/12/2025 18:46;9,99%
16/12/2025 18:47;9,96%
16/12/2025 18:47;9,98%
16/12/2025 18:48;9,96%
16/12/2025 18:48;9,95%
16/12/2025 18:49;9,96%
16/12/2025 18:49;9,94%
16/12/2025 18:50;9,96%
16/12/2025 18:50;9,94%
16/12/2025 18:51;9,97%
16/12/2025 18:51;9,97%
16/12/2025 18:52;9,95%
16/12/2025 18:52;9,95%
16/12/2025 18:53;9,91%
16/12/2025 18:53;9,95%
16/12/2025 18:54;9,93%
16/12/2025 18:54;9,93%
16/12/2025 18:55;9,91%
16/12/2025 18:55;9,92%
16/12/2025 18:56;9,92%
16/12/2025 18:56;9,89%
16/12/2025 18:57;9,97%
16/12/2025 18:57;9,94%
16/12/2025 18:58;9,93%
16/12/2025 18:58;9,77%
16/12/2025 18:59;9,79%
16/12/2025 18:59;9,79%
16/12/2025 19:00;9,82%
16/12/2025 19:00;9,82%
16/12/2025 19:01;9,79%
16/12/2025 19:01;9,77%
16/12/2025 19:02;9,75%
16/12/2025 19:02;9,74%
16/12/2025 19:03;9,75%
16/12/2025 19:03;9,73%
16/12/2025 19:04;9,74%
;9,85%
