"Time","GPU Temperature"
2025-12-16 18:44:30,85 °C
2025-12-16 18:45:00,84.2 °C
2025-12-16 18:45:30,85.2 °C
2025-12-16 18:46:00,85.3 °C
2025-12-16 18:46:30,84.7 °C
2025-12-16 18:47:00,85.7 °C
2025-12-16 18:47:30,85.5 °C
2025-12-16 18:48:00,84.5 °C
2025-12-16 18:48:30,86 °C
2025-12-16 18:49:00,84.7 °C
2025-12-16 18:49:30,83.7 °C
2025-12-16 18:50:00,84.2 °C
2025-12-16 18:50:30,84.5 °C
2025-12-16 18:51:00,83.8 °C
2025-12-16 18:51:30,83.8 °C
2025-12-16 18:52:00,82.8 °C
2025-12-16 18:52:30,81.8 °C
2025-12-16 18:53:00,81.2 °C
2025-12-16 18:53:30,77.3 °C
2025-12-16 18:54:00,71.5 °C
2025-12-16 18:54:30,70.8 °C
2025-12-16 18:55:00,68.7 °C
2025-12-16 18:55:30,69.7 °C
2025-12-16 18:56:00,68.5 °C
2025-12-16 18:56:30,69 °C
2025-12-16 18:57:00,69 °C
2025-12-16 18:57:30,69.8 °C
2025-12-16 18:58:00,72.7 °C
2025-12-16 18:58:30,72.8 °C
2025-12-16 18:59:00,73.2 °C
2025-12-16 18:59:30,72.2 °C
2025-12-16 19:00:00,70.3 °C
2025-12-16 19:00:30,68 °C
2025-12-16 19:01:00,68.3 °C
2025-12-16 19:01:30,69.5 °C
2025-12-16 19:02:00,70.2 °C
2025-12-16 19:02:30,68.7 °C
2025-12-16 19:03:00,68.7 °C
2025-12-16 19:03:30,65.7 °C
2025-12-16 19:04:00,64.5 °C
