Time;GPU Utilization
16/12/2025 15:52;55,70%
16/12/2025 15:52;69,30%
16/12/2025 15:53;71,30%
16/12/2025 15:53;47,20%
16/12/2025 15:54;76,20%
16/12/2025 15:54;89,80%
16/12/2025 15:55;64%
16/12/2025 15:55;76,80%
16/12/2025 15:56;47,70%
16/12/2025 15:56;88,20%
16/12/2025 15:57;31,30%
16/12/2025 15:57;76,80%
16/12/2025 15:58;31,50%
16/12/2025 15:58;76,70%
16/12/2025 15:59;48%
16/12/2025 15:59;90,20%
16/12/2025 16:00;90,50%
16/12/2025 16:00;47,30%
16/12/2025 16:01;47%
16/12/2025 16:01;90,20%
16/12/2025 16:02;64,70%
16/12/2025 16:02;76,80%
16/12/2025 16:03;72,30%
16/12/2025 16:03;61,30%
16/12/2025 16:04;75,70%
16/12/2025 16:04;82,70%
16/12/2025 16:05;69,30%
16/12/2025 16:05;89,30%
16/12/2025 16:06;76,20%
16/12/2025 16:06;76,50%
16/12/2025 16:07;90%
16/12/2025 16:07;76,30%
16/12/2025 16:08;76,50%
16/12/2025 16:08;88%
16/12/2025 16:09;48%
16/12/2025 16:09;77,20%
16/12/2025 16:10;72,20%
16/12/2025 16:10;78,70%
16/12/2025 16:11;77%
16/12/2025 16:11;81,30%
16/12/2025 16:12;89%
16/12/2025 16:12;61,70%
16/12/2025 16:13;77,20%
16/12/2025 16:13;59,30%
16/12/2025 16:14;48,20%
16/12/2025 16:14;76,70%
16/12/2025 16:15;76%
16/12/2025 16:15;76%
16/12/2025 16:16;81,80%
16/12/2025 16:16;85,80%
16/12/2025 16:17;77,30%
16/12/2025 16:17;75,80%
16/12/2025 16:18;76,80%
16/12/2025 16:18;72,80%
16/12/2025 16:19;88,70%
16/12/2025 16:19;76,70%
16/12/2025 16:20;83,80%
16/12/2025 16:20;90,70%
16/12/2025 16:21;78,20%
16/12/2025 16:21;81%
16/12/2025 16:22;73,80%
16/12/2025 16:22;74%
16/12/2025 16:23;76,20%
16/12/2025 16:23;88,50%
16/12/2025 16:24;66,80%
16/12/2025 16:24;76%
16/12/2025 16:25;77,30%
16/12/2025 16:25;67%
16/12/2025 16:26;72,80%
16/12/2025 16:26;88,70%
16/12/2025 16:27;63%
16/12/2025 16:27;74,80%
16/12/2025 16:28;68,50%
16/12/2025 16:28;76,30%
16/12/2025 16:29;67%
16/12/2025 16:29;77%
16/12/2025 16:30;88,80%
16/12/2025 16:30;62,20%
16/12/2025 16:31;77,20%
16/12/2025 16:31;79,50%
16/12/2025 16:32;61%
16/12/2025 16:32;45,20%
16/12/2025 16:33;45,70%
16/12/2025 16:33;61,50%
16/12/2025 16:34;32%
16/12/2025 16:34;77,20%
16/12/2025 16:35;63,50%
16/12/2025 16:35;69,20%
16/12/2025 16:36;16,20%
16/12/2025 16:36;46,20%
16/12/2025 16:37;42%
16/12/2025 16:37;49,50%
16/12/2025 16:38;15,70%
16/12/2025 16:38;30%
16/12/2025 16:39;31,80%
16/12/2025 16:39;30%
16/12/2025 16:40;3,83%
16/12/2025 16:40;29,30%
16/12/2025 16:41;15,80%
16/12/2025 16:41;29,80%
16/12/2025 16:42;31,70%
16/12/2025 16:42;16%
16/12/2025 16:43;0%
16/12/2025 16:43;0%
16/12/2025 16:44;45,80%
16/12/2025 16:44;0%
16/12/2025 16:45;29,50%
;74%
