Time;CPU Usage
16/12/2025 16:15;4,89%
16/12/2025 16:16;4,89%
16/12/2025 16:16;5,26%
16/12/2025 16:17;5,17%
16/12/2025 16:17;5,01%
16/12/2025 16:18;4,96%
16/12/2025 16:18;5,34%
16/12/2025 16:19;5,02%
16/12/2025 16:19;5,43%
16/12/2025 16:20;4,69%
16/12/2025 16:20;4,97%
16/12/2025 16:21;4,78%
16/12/2025 16:21;5,00%
16/12/2025 16:22;5,00%
16/12/2025 16:22;4,84%
16/12/2025 16:23;4,92%
16/12/2025 16:23;5,00%
16/12/2025 16:24;4,80%
16/12/2025 16:24;4,85%
16/12/2025 16:25;4,72%
16/12/2025 16:25;5,13%
16/12/2025 16:26;4,81%
16/12/2025 16:26;4,93%
16/12/2025 16:27;5,32%
16/12/2025 16:27;5,31%
16/12/2025 16:28;4,76%
16/12/2025 16:28;5,10%
16/12/2025 16:29;4,93%
16/12/2025 16:29;4,99%
16/12/2025 16:30;4,62%
16/12/2025 16:30;4,65%
16/12/2025 16:31;4,44%
16/12/2025 16:31;4,69%
16/12/2025 16:32;3,83%
16/12/2025 16:32;3,86%
16/12/2025 16:33;3,55%
16/12/2025 16:33;4,14%
16/12/2025 16:34;3,73%
16/12/2025 16:34;3,89%
16/12/2025 16:35;3,80%
16/12/2025 16:35;4,12%
16/12/2025 16:36;3,94%
16/12/2025 16:36;3,73%
16/12/2025 16:37;3,33%
16/12/2025 16:37;3,89%
16/12/2025 16:38;3,49%
16/12/2025 16:38;3,06%
16/12/2025 16:39;2,89%
16/12/2025 16:39;3,12%
16/12/2025 16:40;3,05%
16/12/2025 16:40;3,04%
16/12/2025 16:41;3,03%
16/12/2025 16:41;3,38%
16/12/2025 16:42;2,93%
16/12/2025 16:42;3,00%
16/12/2025 16:43;3,26%
16/12/2025 16:43;3,06%
16/12/2025 16:44;2,80%
16/12/2025 16:44;3,09%
16/12/2025 16:45;3,01%
;4,86%
