Time;Memory Usage
16/12/2025 16:33;9,80%
16/12/2025 16:34;9,77%
16/12/2025 16:34;9,77%
16/12/2025 16:35;9,78%
16/12/2025 16:35;9,81%
16/12/2025 16:36;9,82%
16/12/2025 16:36;9,82%
16/12/2025 16:37;9,83%
16/12/2025 16:37;9,81%
16/12/2025 16:38;9,82%
16/12/2025 16:38;9,80%
16/12/2025 16:39;9,79%
16/12/2025 16:39;9,77%
16/12/2025 16:40;9,76%
16/12/2025 16:40;9,78%
16/12/2025 16:41;9,79%
16/12/2025 16:41;9,80%
16/12/2025 16:42;9,80%
16/12/2025 16:42;9,77%
16/12/2025 16:43;9,79%
16/12/2025 16:43;9,79%
16/12/2025 16:44;9,78%
16/12/2025 16:44;9,79%
16/12/2025 16:45;9,48%
;9,74%
