"Time","GPU Temperature"
2025-12-16 15:27:30,85 °C
2025-12-16 15:28:00,85.3 °C
2025-12-16 15:28:30,85 °C
2025-12-16 15:29:00,84.8 °C
2025-12-16 15:29:30,85 °C
2025-12-16 15:30:00,85.2 °C
2025-12-16 15:30:30,85 °C
2025-12-16 15:31:00,85.2 °C
2025-12-16 15:31:30,84.8 °C
2025-12-16 15:32:00,85 °C
2025-12-16 15:32:30,84.2 °C
2025-12-16 15:33:00,84.8 °C
2025-12-16 15:33:30,85.2 °C
2025-12-16 15:34:00,85 °C
2025-12-16 15:34:30,84.3 °C
2025-12-16 15:35:00,85 °C
2025-12-16 15:35:30,84.8 °C
2025-12-16 15:36:00,85 °C
2025-12-16 15:36:30,85.2 °C
2025-12-16 15:37:00,85 °C
2025-12-16 15:37:30,85.2 °C
2025-12-16 15:38:00,84.5 °C
2025-12-16 15:38:30,85.3 °C
2025-12-16 15:39:00,85 °C
2025-12-16 15:39:30,85.5 °C
2025-12-16 15:40:00,84.5 °C
2025-12-16 15:40:30,85.3 °C
2025-12-16 15:41:00,85 °C
2025-12-16 15:41:30,84.7 °C
2025-12-16 15:42:00,84.8 °C
2025-12-16 15:42:30,85.5 °C
2025-12-16 15:43:00,85.2 °C
2025-12-16 15:43:30,84.3 °C
2025-12-16 15:44:00,85.3 °C
2025-12-16 15:44:30,85.2 °C
2025-12-16 15:45:00,84.5 °C
2025-12-16 15:45:30,84.7 °C
2025-12-16 15:46:00,82.8 °C
2025-12-16 15:46:30,83.8 °C
2025-12-16 15:47:00,84.3 °C
2025-12-16 15:47:30,84.2 °C
2025-12-16 15:48:00,82.8 °C
2025-12-16 15:48:30,84.8 °C
2025-12-16 15:49:00,82.8 °C
2025-12-16 15:49:30,82.7 °C
2025-12-16 15:50:00,85.2 °C
2025-12-16 15:50:30,80.8 °C
2025-12-16 15:51:00,83.7 °C
2025-12-16 15:51:30,82 °C
2025-12-16 15:52:00,78.3 °C
2025-12-16 15:52:30,80.3 °C
2025-12-16 15:53:00,82.8 °C
2025-12-16 15:53:30,77.5 °C
2025-12-16 15:54:00,82.8 °C
2025-12-16 15:54:30,84.8 °C
2025-12-16 15:55:00,79.8 °C
2025-12-16 15:55:30,82.3 °C
2025-12-16 15:56:00,78.2 °C
2025-12-16 15:56:30,83 °C
2025-12-16 15:57:00,77.2 °C
2025-12-16 15:57:30,82.7 °C
2025-12-16 15:58:00,76 °C
2025-12-16 15:58:30,82.3 °C
2025-12-16 15:59:00,79.3 °C
2025-12-16 15:59:30,84.2 °C
2025-12-16 16:00:00,83.7 °C
2025-12-16 16:00:30,78.7 °C
2025-12-16 16:01:00,79 °C
2025-12-16 16:01:30,84.3 °C
2025-12-16 16:02:00,82.8 °C
2025-12-16 16:02:30,83 °C
2025-12-16 16:03:00,83.2 °C
2025-12-16 16:03:30,83.7 °C
2025-12-16 16:04:00,84.2 °C
2025-12-16 16:04:30,85.5 °C
2025-12-16 16:05:00,83.7 °C
2025-12-16 16:05:30,85.7 °C
2025-12-16 16:06:00,84 °C
2025-12-16 16:06:30,84.2 °C
2025-12-16 16:07:00,86 °C
2025-12-16 16:07:30,84.8 °C
2025-12-16 16:08:00,83.3 °C
2025-12-16 16:08:30,85.3 °C
2025-12-16 16:09:00,83 °C
2025-12-16 16:09:30,84.3 °C
2025-12-16 16:10:00,85 °C
2025-12-16 16:10:30,84.3 °C
2025-12-16 16:11:00,84 °C
2025-12-16 16:11:30,85.3 °C
2025-12-16 16:12:00,85.3 °C
2025-12-16 16:12:30,83.5 °C
2025-12-16 16:13:00,84.5 °C
2025-12-16 16:13:30,84.2 °C
2025-12-16 16:14:00,81.8 °C
2025-12-16 16:14:30,82.8 °C
2025-12-16 16:15:00,84.8 °C
2025-12-16 16:15:30,84.3 °C
2025-12-16 16:16:00,84.5 °C
2025-12-16 16:16:30,84.8 °C
2025-12-16 16:17:00,84.7 °C
2025-12-16 16:17:30,83.8 °C
2025-12-16 16:18:00,85 °C
2025-12-16 16:18:30,85.3 °C
2025-12-16 16:19:00,85.2 °C
2025-12-16 16:19:30,85.3 °C
2025-12-16 16:20:00,85.3 °C
2025-12-16 16:20:30,85.8 °C
2025-12-16 16:21:00,85.5 °C
2025-12-16 16:21:30,85.5 °C
2025-12-16 16:22:00,85.5 °C
2025-12-16 16:22:30,83.8 °C
2025-12-16 16:23:00,84.8 °C
2025-12-16 16:23:30,86 °C
2025-12-16 16:24:00,82.8 °C
2025-12-16 16:24:30,84.2 °C
2025-12-16 16:25:00,84.3 °C
2025-12-16 16:25:30,83.8 °C
2025-12-16 16:26:00,84.5 °C
2025-12-16 16:26:30,85.2 °C
2025-12-16 16:27:00,83.5 °C
2025-12-16 16:27:30,84.8 °C
2025-12-16 16:28:00,85.5 °C
2025-12-16 16:28:30,85 °C
2025-12-16 16:29:00,85 °C
2025-12-16 16:29:30,84.5 °C
2025-12-16 16:30:00,84.8 °C
2025-12-16 16:30:30,83.5 °C
2025-12-16 16:31:00,82.3 °C
2025-12-16 16:31:30,84.3 °C
2025-12-16 16:32:00,80.3 °C
2025-12-16 16:32:30,78.5 °C
2025-12-16 16:33:00,76.5 °C
2025-12-16 16:33:30,77.3 °C
2025-12-16 16:34:00,75.7 °C
2025-12-16 16:34:30,78.2 °C
2025-12-16 16:35:00,78.5 °C
2025-12-16 16:35:30,79 °C
2025-12-16 16:36:00,75.3 °C
2025-12-16 16:36:30,76.8 °C
2025-12-16 16:37:00,76.3 °C
2025-12-16 16:37:30,76.7 °C
2025-12-16 16:38:00,74.5 °C
2025-12-16 16:38:30,74.2 °C
2025-12-16 16:39:00,71.3 °C
2025-12-16 16:39:30,74 °C
2025-12-16 16:40:00,69.5 °C
2025-12-16 16:40:30,70.3 °C
2025-12-16 16:41:00,67.2 °C
2025-12-16 16:41:30,69 °C
2025-12-16 16:42:00,69.2 °C
2025-12-16 16:42:30,67 °C
2025-12-16 16:43:00,65.2 °C
2025-12-16 16:43:30,66.2 °C
2025-12-16 16:44:00,68.5 °C
2025-12-16 16:44:30,65.3 °C
2025-12-16 16:45:00,67.7 °C
