MiB Mem : 128530.7 total,   3879.5 free,  14234.4 used, 110416.8 buff/cache
MiB Mem : 128530.7 total,   3090.4 free,  14945.1 used, 110495.2 buff/cache
MiB Mem : 128530.7 total,   3098.5 free,  14937.0 used, 110495.2 buff/cache
MiB Mem : 128530.7 total,   3098.5 free,  14937.0 used, 110495.2 buff/cache
MiB Mem : 128530.7 total,   3098.5 free,  14937.0 used, 110495.2 buff/cache
MiB Mem : 128530.7 total,   3098.9 free,  14936.6 used, 110495.2 buff/cache
MiB Mem : 128530.7 total,   3098.9 free,  14936.6 used, 110495.2 buff/cache
MiB Mem : 128530.7 total,   3098.9 free,  14936.6 used, 110495.2 buff/cache
MiB Mem : 128530.7 total,   3088.3 free,  14947.2 used, 110495.2 buff/cache
MiB Mem : 128530.7 total,   3088.3 free,  14947.2 used, 110495.2 buff/cache
MiB Mem : 128530.7 total,   3088.3 free,  14947.2 used, 110495.2 buff/cache
MiB Mem : 128530.7 total,   3086.3 free,  14949.2 used, 110495.2 buff/cache
MiB Mem : 128530.7 total,   3086.3 free,  14949.2 used, 110495.2 buff/cache
MiB Mem : 128530.7 total,   3086.3 free,  14949.2 used, 110495.2 buff/cache
MiB Mem : 128530.7 total,   3088.9 free,  14946.6 used, 110495.2 buff/cache
MiB Mem : 128530.7 total,   3088.9 free,  14946.6 used, 110495.2 buff/cache
MiB Mem : 128530.7 total,   3088.9 free,  14946.6 used, 110495.2 buff/cache
MiB Mem : 128530.7 total,   3108.2 free,  14927.3 used, 110495.2 buff/cache
MiB Mem : 128530.7 total,   3108.2 free,  14927.3 used, 110495.2 buff/cache
MiB Mem : 128530.7 total,   3108.2 free,  14927.3 used, 110495.2 buff/cache
MiB Mem : 128530.7 total,   3084.5 free,  14950.9 used, 110495.3 buff/cache
MiB Mem : 128530.7 total,   3084.5 free,  14950.9 used, 110495.3 buff/cache
MiB Mem : 128530.7 total,   3084.5 free,  14950.9 used, 110495.3 buff/cache
MiB Mem : 128530.7 total,   3084.9 free,  14950.5 used, 110495.3 buff/cache
MiB Mem : 128530.7 total,   3084.9 free,  14950.5 used, 110495.3 buff/cache
MiB Mem : 128530.7 total,   3090.9 free,  14944.5 used, 110495.3 buff/cache
MiB Mem : 128530.7 total,   3090.9 free,  14944.5 used, 110495.3 buff/cache
MiB Mem : 128530.7 total,   3090.9 free,  14944.5 used, 110495.3 buff/cache
MiB Mem : 128530.7 total,   3074.9 free,  14960.3 used, 110495.6 buff/cache
MiB Mem : 128530.7 total,   3074.9 free,  14960.3 used, 110495.6 buff/cache
MiB Mem : 128530.7 total,   3074.9 free,  14960.3 used, 110495.6 buff/cache
MiB Mem : 128530.7 total,   3085.1 free,  14950.0 used, 110495.6 buff/cache
MiB Mem : 128530.7 total,   3085.1 free,  14950.0 used, 110495.6 buff/cache
MiB Mem : 128530.7 total,   3085.1 free,  14950.0 used, 110495.6 buff/cache
MiB Mem : 128530.7 total,   3082.9 free,  14952.3 used, 110495.6 buff/cache
MiB Mem : 128530.7 total,   3082.9 free,  14952.3 used, 110495.6 buff/cache
MiB Mem : 128530.7 total,   3082.9 free,  14952.3 used, 110495.6 buff/cache
MiB Mem : 128530.7 total,   3064.9 free,  14970.3 used, 110495.6 buff/cache
MiB Mem : 128530.7 total,   3064.9 free,  14970.3 used, 110495.6 buff/cache
MiB Mem : 128530.7 total,   3064.9 free,  14970.3 used, 110495.6 buff/cache
MiB Mem : 128530.7 total,   3070.9 free,  14964.2 used, 110495.6 buff/cache
MiB Mem : 128530.7 total,   3070.9 free,  14964.2 used, 110495.6 buff/cache
MiB Mem : 128530.7 total,   3070.9 free,  14964.2 used, 110495.6 buff/cache
MiB Mem : 128530.7 total,   3068.3 free,  14966.9 used, 110495.6 buff/cache
MiB Mem : 128530.7 total,   3068.3 free,  14966.9 used, 110495.6 buff/cache
MiB Mem : 128530.7 total,   3068.3 free,  14966.9 used, 110495.6 buff/cache
MiB Mem : 128530.7 total,   3073.6 free,  14961.5 used, 110495.6 buff/cache
MiB Mem : 128530.7 total,   3073.6 free,  14961.5 used, 110495.6 buff/cache
MiB Mem : 128530.7 total,   3073.6 free,  14961.5 used, 110495.6 buff/cache
MiB Mem : 128530.7 total,   3056.8 free,  14978.2 used, 110495.6 buff/cache
MiB Mem : 128530.7 total,   3056.8 free,  14978.2 used, 110495.6 buff/cache
MiB Mem : 128530.7 total,   3056.8 free,  14978.2 used, 110495.6 buff/cache
MiB Mem : 128530.7 total,   3073.2 free,  14961.8 used, 110495.6 buff/cache
MiB Mem : 128530.7 total,   3073.2 free,  14961.8 used, 110495.6 buff/cache
MiB Mem : 128530.7 total,   3073.2 free,  14961.8 used, 110495.6 buff/cache
MiB Mem : 128530.7 total,   3088.2 free,  14946.8 used, 110495.6 buff/cache
MiB Mem : 128530.7 total,   3088.2 free,  14946.8 used, 110495.6 buff/cache
MiB Mem : 128530.7 total,   3088.2 free,  14946.8 used, 110495.6 buff/cache
MiB Mem : 128530.7 total,   3079.6 free,  14955.4 used, 110495.7 buff/cache
MiB Mem : 128530.7 total,   3079.6 free,  14955.4 used, 110495.7 buff/cache
MiB Mem : 128530.7 total,   3079.6 free,  14955.4 used, 110495.7 buff/cache
MiB Mem : 128530.7 total,   3087.3 free,  14947.8 used, 110495.7 buff/cache
MiB Mem : 128530.7 total,   3087.3 free,  14947.8 used, 110495.7 buff/cache
MiB Mem : 128530.7 total,   3087.3 free,  14947.8 used, 110495.7 buff/cache
MiB Mem : 128530.7 total,   3085.0 free,  14950.0 used, 110495.7 buff/cache
MiB Mem : 128530.7 total,   3085.0 free,  14950.0 used, 110495.7 buff/cache
MiB Mem : 128530.7 total,   3085.0 free,  14950.0 used, 110495.7 buff/cache
MiB Mem : 128530.7 total,   3069.0 free,  14966.0 used, 110495.7 buff/cache
MiB Mem : 128530.7 total,   3069.0 free,  14966.0 used, 110495.7 buff/cache
MiB Mem : 128530.7 total,   3069.0 free,  14966.0 used, 110495.7 buff/cache
MiB Mem : 128530.7 total,   3058.2 free,  14976.8 used, 110495.7 buff/cache
MiB Mem : 128530.7 total,   3058.2 free,  14976.8 used, 110495.7 buff/cache
MiB Mem : 128530.7 total,   3058.2 free,  14976.8 used, 110495.7 buff/cache
MiB Mem : 128530.7 total,   3063.5 free,  14971.5 used, 110495.7 buff/cache
MiB Mem : 128530.7 total,   3063.5 free,  14971.5 used, 110495.7 buff/cache
MiB Mem : 128530.7 total,   3063.5 free,  14971.5 used, 110495.7 buff/cache
MiB Mem : 128530.7 total,   3073.6 free,  14961.4 used, 110495.8 buff/cache
MiB Mem : 128530.7 total,   3073.6 free,  14961.4 used, 110495.8 buff/cache
MiB Mem : 128530.7 total,   3051.9 free,  14983.1 used, 110495.8 buff/cache
MiB Mem : 128530.7 total,   3051.9 free,  14983.1 used, 110495.8 buff/cache
MiB Mem : 128530.7 total,   3051.9 free,  14983.1 used, 110495.8 buff/cache
MiB Mem : 128530.7 total,   3060.2 free,  14974.8 used, 110495.8 buff/cache
MiB Mem : 128530.7 total,   3060.2 free,  14974.8 used, 110495.8 buff/cache
MiB Mem : 128530.7 total,   3060.2 free,  14974.8 used, 110495.8 buff/cache
MiB Mem : 128530.7 total,   3065.3 free,  14969.7 used, 110495.8 buff/cache
MiB Mem : 128530.7 total,   3065.3 free,  14969.7 used, 110495.8 buff/cache
MiB Mem : 128530.7 total,   3065.3 free,  14969.7 used, 110495.8 buff/cache
MiB Mem : 128530.7 total,   3034.5 free,  15000.4 used, 110495.8 buff/cache
MiB Mem : 128530.7 total,   3034.5 free,  15000.4 used, 110495.8 buff/cache
MiB Mem : 128530.7 total,   3034.5 free,  15000.4 used, 110495.8 buff/cache
MiB Mem : 128530.7 total,   3052.8 free,  14982.1 used, 110495.8 buff/cache
MiB Mem : 128530.7 total,   3052.8 free,  14982.1 used, 110495.8 buff/cache
MiB Mem : 128530.7 total,   3052.8 free,  14982.1 used, 110495.8 buff/cache
MiB Mem : 128530.7 total,   3062.0 free,  14972.9 used, 110495.8 buff/cache
MiB Mem : 128530.7 total,   3062.0 free,  14972.9 used, 110495.8 buff/cache
MiB Mem : 128530.7 total,   3062.0 free,  14972.9 used, 110495.8 buff/cache
MiB Mem : 128530.7 total,   3059.7 free,  14974.7 used, 110496.4 buff/cache
MiB Mem : 128530.7 total,   3059.7 free,  14974.7 used, 110496.4 buff/cache
MiB Mem : 128530.7 total,   3059.7 free,  14974.7 used, 110496.4 buff/cache
MiB Mem : 128530.7 total,   3055.0 free,  14979.4 used, 110496.4 buff/cache
MiB Mem : 128530.7 total,   3055.0 free,  14979.4 used, 110496.4 buff/cache
MiB Mem : 128530.7 total,   3055.0 free,  14979.4 used, 110496.4 buff/cache
MiB Mem : 128530.7 total,   3060.9 free,  14973.5 used, 110496.4 buff/cache
MiB Mem : 128530.7 total,   3060.9 free,  14973.5 used, 110496.4 buff/cache
MiB Mem : 128530.7 total,   3060.9 free,  14973.5 used, 110496.4 buff/cache
MiB Mem : 128530.7 total,   3067.1 free,  14967.2 used, 110496.4 buff/cache
MiB Mem : 128530.7 total,   3067.1 free,  14967.2 used, 110496.4 buff/cache
MiB Mem : 128530.7 total,   3067.1 free,  14967.2 used, 110496.4 buff/cache
MiB Mem : 128530.7 total,   3033.5 free,  15000.8 used, 110496.4 buff/cache
MiB Mem : 128530.7 total,   3033.5 free,  15000.8 used, 110496.4 buff/cache
MiB Mem : 128530.7 total,   3033.5 free,  15000.8 used, 110496.4 buff/cache
MiB Mem : 128530.7 total,   3052.4 free,  14981.9 used, 110496.4 buff/cache
MiB Mem : 128530.7 total,   3052.4 free,  14981.9 used, 110496.4 buff/cache
MiB Mem : 128530.7 total,   3052.4 free,  14981.9 used, 110496.4 buff/cache
MiB Mem : 128530.7 total,   3071.4 free,  14962.9 used, 110496.4 buff/cache
MiB Mem : 128530.7 total,   3071.4 free,  14962.9 used, 110496.4 buff/cache
MiB Mem : 128530.7 total,   3071.4 free,  14962.9 used, 110496.4 buff/cache
MiB Mem : 128530.7 total,   3048.4 free,  14985.9 used, 110496.5 buff/cache
MiB Mem : 128530.7 total,   3048.4 free,  14985.9 used, 110496.5 buff/cache
MiB Mem : 128530.7 total,   3048.4 free,  14985.9 used, 110496.5 buff/cache
MiB Mem : 128530.7 total,   3056.6 free,  14977.7 used, 110496.5 buff/cache
MiB Mem : 128530.7 total,   3056.6 free,  14977.7 used, 110496.5 buff/cache
MiB Mem : 128530.7 total,   3056.6 free,  14977.7 used, 110496.5 buff/cache
MiB Mem : 128530.7 total,   3062.7 free,  14971.6 used, 110496.5 buff/cache
MiB Mem : 128530.7 total,   3062.7 free,  14971.6 used, 110496.5 buff/cache
MiB Mem : 128530.7 total,   3062.7 free,  14971.6 used, 110496.5 buff/cache
MiB Mem : 128530.7 total,   3047.4 free,  14986.8 used, 110496.5 buff/cache
MiB Mem : 128530.7 total,   3047.4 free,  14986.8 used, 110496.5 buff/cache
MiB Mem : 128530.7 total,   3047.4 free,  14986.8 used, 110496.5 buff/cache
MiB Mem : 128530.7 total,   3052.5 free,  14981.7 used, 110496.5 buff/cache
MiB Mem : 128530.7 total,   3052.5 free,  14981.7 used, 110496.5 buff/cache
MiB Mem : 128530.7 total,   3048.3 free,  14985.8 used, 110496.5 buff/cache
MiB Mem : 128530.7 total,   3048.3 free,  14985.8 used, 110496.5 buff/cache
MiB Mem : 128530.7 total,   3048.3 free,  14985.8 used, 110496.5 buff/cache
MiB Mem : 128530.7 total,   3050.8 free,  14983.4 used, 110496.6 buff/cache
MiB Mem : 128530.7 total,   3050.8 free,  14983.4 used, 110496.6 buff/cache
MiB Mem : 128530.7 total,   3050.8 free,  14983.4 used, 110496.6 buff/cache
MiB Mem : 128530.7 total,   3004.5 free,  15029.6 used, 110496.6 buff/cache
MiB Mem : 128530.7 total,   3004.5 free,  15029.6 used, 110496.6 buff/cache
MiB Mem : 128530.7 total,   3004.5 free,  15029.6 used, 110496.6 buff/cache
MiB Mem : 128530.7 total,   3020.6 free,  15013.5 used, 110496.6 buff/cache
MiB Mem : 128530.7 total,   3020.6 free,  15013.5 used, 110496.6 buff/cache
MiB Mem : 128530.7 total,   3020.6 free,  15013.5 used, 110496.6 buff/cache
MiB Mem : 128530.7 total,   3040.3 free,  14993.8 used, 110496.6 buff/cache
MiB Mem : 128530.7 total,   3040.3 free,  14993.8 used, 110496.6 buff/cache
MiB Mem : 128530.7 total,   3040.3 free,  14993.8 used, 110496.6 buff/cache
MiB Mem : 128530.7 total,   3021.0 free,  15013.0 used, 110496.6 buff/cache
MiB Mem : 128530.7 total,   3021.0 free,  15013.0 used, 110496.6 buff/cache
MiB Mem : 128530.7 total,   3021.0 free,  15013.0 used, 110496.6 buff/cache
MiB Mem : 128530.7 total,   3021.1 free,  15012.9 used, 110496.6 buff/cache
MiB Mem : 128530.7 total,   3021.1 free,  15012.9 used, 110496.6 buff/cache
MiB Mem : 128530.7 total,   3021.1 free,  15012.9 used, 110496.6 buff/cache
MiB Mem : 128530.7 total,   3009.7 free,  15024.3 used, 110496.6 buff/cache
MiB Mem : 128530.7 total,   3009.7 free,  15024.3 used, 110496.6 buff/cache
MiB Mem : 128530.7 total,   3009.7 free,  15024.3 used, 110496.6 buff/cache
MiB Mem : 128530.7 total,   3005.6 free,  15028.5 used, 110496.7 buff/cache
MiB Mem : 128530.7 total,   3005.6 free,  15028.5 used, 110496.7 buff/cache
MiB Mem : 128530.7 total,   3005.6 free,  15028.5 used, 110496.7 buff/cache
MiB Mem : 128530.7 total,   3003.1 free,  15030.9 used, 110496.7 buff/cache
MiB Mem : 128530.7 total,   3003.1 free,  15030.9 used, 110496.7 buff/cache
MiB Mem : 128530.7 total,   3003.1 free,  15030.9 used, 110496.7 buff/cache
MiB Mem : 128530.7 total,   3002.3 free,  15031.7 used, 110496.7 buff/cache
MiB Mem : 128530.7 total,   3002.3 free,  15031.7 used, 110496.7 buff/cache
MiB Mem : 128530.7 total,   3002.3 free,  15031.7 used, 110496.7 buff/cache
MiB Mem : 128530.7 total,   3004.3 free,  15029.2 used, 110497.2 buff/cache
MiB Mem : 128530.7 total,   3004.3 free,  15029.2 used, 110497.2 buff/cache
MiB Mem : 128530.7 total,   3004.3 free,  15029.2 used, 110497.2 buff/cache
MiB Mem : 128530.7 total,   2990.3 free,  15043.2 used, 110497.2 buff/cache
MiB Mem : 128530.7 total,   2990.3 free,  15043.2 used, 110497.2 buff/cache
MiB Mem : 128530.7 total,   2990.3 free,  15043.2 used, 110497.2 buff/cache
MiB Mem : 128530.7 total,   3001.0 free,  15032.5 used, 110497.2 buff/cache
MiB Mem : 128530.7 total,   3001.0 free,  15032.5 used, 110497.2 buff/cache
MiB Mem : 128530.7 total,   3001.0 free,  15032.5 used, 110497.2 buff/cache
MiB Mem : 128530.7 total,   3009.5 free,  15024.0 used, 110497.2 buff/cache
MiB Mem : 128530.7 total,   3009.5 free,  15024.0 used, 110497.2 buff/cache
MiB Mem : 128530.7 total,   3009.5 free,  15024.0 used, 110497.2 buff/cache
MiB Mem : 128530.7 total,   2999.6 free,  15033.8 used, 110497.3 buff/cache
MiB Mem : 128530.7 total,   2999.6 free,  15033.8 used, 110497.3 buff/cache
MiB Mem : 128530.7 total,   2999.6 free,  15033.8 used, 110497.3 buff/cache
MiB Mem : 128530.7 total,   3001.0 free,  15032.5 used, 110497.3 buff/cache
MiB Mem : 128530.7 total,   3001.0 free,  15032.5 used, 110497.3 buff/cache
MiB Mem : 128530.7 total,   3001.0 free,  15032.5 used, 110497.3 buff/cache
MiB Mem : 128530.7 total,   3002.1 free,  15031.4 used, 110497.3 buff/cache
MiB Mem : 128530.7 total,   3002.1 free,  15031.4 used, 110497.3 buff/cache
MiB Mem : 128530.7 total,   3002.1 free,  15031.4 used, 110497.3 buff/cache
MiB Mem : 128530.7 total,   2981.8 free,  15051.6 used, 110497.3 buff/cache
MiB Mem : 128530.7 total,   2981.8 free,  15051.6 used, 110497.3 buff/cache
MiB Mem : 128530.7 total,   2981.8 free,  15051.6 used, 110497.3 buff/cache
MiB Mem : 128530.7 total,   2994.2 free,  15039.2 used, 110497.3 buff/cache
MiB Mem : 128530.7 total,   2994.2 free,  15039.2 used, 110497.3 buff/cache
MiB Mem : 128530.7 total,   2994.2 free,  15039.2 used, 110497.3 buff/cache
MiB Mem : 128530.7 total,   2999.3 free,  15034.1 used, 110497.3 buff/cache
MiB Mem : 128530.7 total,   2999.3 free,  15034.1 used, 110497.3 buff/cache
MiB Mem : 128530.7 total,   2999.3 free,  15034.1 used, 110497.3 buff/cache
MiB Mem : 128530.7 total,   2980.3 free,  15053.0 used, 110497.4 buff/cache
MiB Mem : 128530.7 total,   2980.3 free,  15053.0 used, 110497.4 buff/cache
MiB Mem : 128530.7 total,   2980.3 free,  15053.0 used, 110497.4 buff/cache
MiB Mem : 128530.7 total,   2987.7 free,  15045.7 used, 110497.4 buff/cache
MiB Mem : 128530.7 total,   2987.7 free,  15045.7 used, 110497.4 buff/cache
MiB Mem : 128530.7 total,   2987.7 free,  15045.7 used, 110497.4 buff/cache
MiB Mem : 128530.7 total,   2995.2 free,  15038.1 used, 110497.4 buff/cache
MiB Mem : 128530.7 total,   2995.2 free,  15038.1 used, 110497.4 buff/cache
MiB Mem : 128530.7 total,   2995.2 free,  15038.1 used, 110497.4 buff/cache
MiB Mem : 128530.7 total,   2994.4 free,  15039.0 used, 110497.4 buff/cache
MiB Mem : 128530.7 total,   2994.4 free,  15039.0 used, 110497.4 buff/cache
MiB Mem : 128530.7 total,   2994.4 free,  15039.0 used, 110497.4 buff/cache
MiB Mem : 128530.7 total,   2984.4 free,  15048.9 used, 110497.4 buff/cache
MiB Mem : 128530.7 total,   2984.4 free,  15048.9 used, 110497.4 buff/cache
MiB Mem : 128530.7 total,   2984.4 free,  15048.9 used, 110497.4 buff/cache
MiB Mem : 128530.7 total,   2991.7 free,  15041.6 used, 110497.4 buff/cache
MiB Mem : 128530.7 total,   2991.7 free,  15041.6 used, 110497.4 buff/cache
MiB Mem : 128530.7 total,   2991.7 free,  15041.6 used, 110497.4 buff/cache
MiB Mem : 128530.7 total,   2998.9 free,  15034.4 used, 110497.4 buff/cache
MiB Mem : 128530.7 total,   2998.9 free,  15034.4 used, 110497.4 buff/cache
MiB Mem : 128530.7 total,   2998.9 free,  15034.4 used, 110497.4 buff/cache
MiB Mem : 128530.7 total,   2994.8 free,  15038.4 used, 110497.5 buff/cache
MiB Mem : 128530.7 total,   2994.8 free,  15038.4 used, 110497.5 buff/cache
MiB Mem : 128530.7 total,   2994.8 free,  15038.4 used, 110497.5 buff/cache
MiB Mem : 128530.7 total,   3000.3 free,  15032.9 used, 110497.5 buff/cache
MiB Mem : 128530.7 total,   3000.3 free,  15032.9 used, 110497.5 buff/cache
MiB Mem : 128530.7 total,   3000.3 free,  15032.9 used, 110497.5 buff/cache
MiB Mem : 128530.7 total,   2992.3 free,  15041.0 used, 110497.5 buff/cache
MiB Mem : 128530.7 total,   2992.3 free,  15041.0 used, 110497.5 buff/cache
MiB Mem : 128530.7 total,   2992.3 free,  15041.0 used, 110497.5 buff/cache
MiB Mem : 128530.7 total,   2983.3 free,  15049.9 used, 110497.5 buff/cache
MiB Mem : 128530.7 total,   2983.3 free,  15049.9 used, 110497.5 buff/cache
MiB Mem : 128530.7 total,   2983.3 free,  15049.9 used, 110497.5 buff/cache
MiB Mem : 128530.7 total,   2981.1 free,  15052.1 used, 110497.5 buff/cache
MiB Mem : 128530.7 total,   2981.1 free,  15052.1 used, 110497.5 buff/cache
MiB Mem : 128530.7 total,   2981.1 free,  15052.1 used, 110497.5 buff/cache
MiB Mem : 128530.7 total,   2998.7 free,  15034.5 used, 110497.5 buff/cache
MiB Mem : 128530.7 total,   2998.7 free,  15034.5 used, 110497.5 buff/cache
MiB Mem : 128530.7 total,   2998.7 free,  15034.5 used, 110497.5 buff/cache
MiB Mem : 128530.7 total,   3001.4 free,  15031.8 used, 110497.5 buff/cache
MiB Mem : 128530.7 total,   3001.4 free,  15031.8 used, 110497.5 buff/cache
MiB Mem : 128530.7 total,   3001.4 free,  15031.8 used, 110497.5 buff/cache
MiB Mem : 128530.7 total,   2978.1 free,  15055.0 used, 110497.6 buff/cache
MiB Mem : 128530.7 total,   2978.1 free,  15055.0 used, 110497.6 buff/cache
MiB Mem : 128530.7 total,   2984.3 free,  15048.8 used, 110497.6 buff/cache
MiB Mem : 128530.7 total,   2984.3 free,  15048.8 used, 110497.6 buff/cache
MiB Mem : 128530.7 total,   2984.3 free,  15048.8 used, 110497.6 buff/cache
MiB Mem : 128530.7 total,   3000.1 free,  15033.1 used, 110497.6 buff/cache
MiB Mem : 128530.7 total,   3000.1 free,  15033.1 used, 110497.6 buff/cache
MiB Mem : 128530.7 total,   3000.1 free,  15033.1 used, 110497.6 buff/cache
MiB Mem : 128530.7 total,   2970.7 free,  15062.5 used, 110497.6 buff/cache
MiB Mem : 128530.7 total,   2970.7 free,  15062.5 used, 110497.6 buff/cache
MiB Mem : 128530.7 total,   2970.7 free,  15062.5 used, 110497.6 buff/cache
MiB Mem : 128530.7 total,   2985.4 free,  15047.7 used, 110497.6 buff/cache
MiB Mem : 128530.7 total,   2985.4 free,  15047.7 used, 110497.6 buff/cache
MiB Mem : 128530.7 total,   2985.4 free,  15047.7 used, 110497.6 buff/cache
MiB Mem : 128530.7 total,   2981.6 free,  15051.5 used, 110497.6 buff/cache
MiB Mem : 128530.7 total,   2981.6 free,  15051.5 used, 110497.6 buff/cache
MiB Mem : 128530.7 total,   2981.6 free,  15051.5 used, 110497.6 buff/cache
MiB Mem : 128530.7 total,   2975.5 free,  15057.6 used, 110497.6 buff/cache
MiB Mem : 128530.7 total,   2975.5 free,  15057.6 used, 110497.6 buff/cache
MiB Mem : 128530.7 total,   2975.5 free,  15057.6 used, 110497.6 buff/cache
MiB Mem : 128530.7 total,   2983.3 free,  15049.8 used, 110497.7 buff/cache
MiB Mem : 128530.7 total,   2983.3 free,  15049.8 used, 110497.7 buff/cache
MiB Mem : 128530.7 total,   2983.3 free,  15049.8 used, 110497.7 buff/cache
MiB Mem : 128530.7 total,   2995.3 free,  15037.8 used, 110497.7 buff/cache
MiB Mem : 128530.7 total,   2995.3 free,  15037.8 used, 110497.7 buff/cache
MiB Mem : 128530.7 total,   2995.3 free,  15037.8 used, 110497.7 buff/cache
MiB Mem : 128530.7 total,   3003.3 free,  15029.8 used, 110497.7 buff/cache
MiB Mem : 128530.7 total,   3003.3 free,  15029.8 used, 110497.7 buff/cache
MiB Mem : 128530.7 total,   3003.3 free,  15029.8 used, 110497.7 buff/cache
MiB Mem : 128530.7 total,   2982.2 free,  15050.8 used, 110497.7 buff/cache
MiB Mem : 128530.7 total,   2982.2 free,  15050.8 used, 110497.7 buff/cache
MiB Mem : 128530.7 total,   2982.2 free,  15050.8 used, 110497.7 buff/cache
MiB Mem : 128530.7 total,   2983.7 free,  15049.3 used, 110497.7 buff/cache
MiB Mem : 128530.7 total,   2983.7 free,  15049.3 used, 110497.7 buff/cache
MiB Mem : 128530.7 total,   2983.7 free,  15049.3 used, 110497.7 buff/cache
MiB Mem : 128530.7 total,   2995.7 free,  15037.3 used, 110497.7 buff/cache
MiB Mem : 128530.7 total,   2995.7 free,  15037.3 used, 110497.7 buff/cache
MiB Mem : 128530.7 total,   2995.7 free,  15037.3 used, 110497.7 buff/cache
MiB Mem : 128530.7 total,   2976.8 free,  15056.2 used, 110497.8 buff/cache
MiB Mem : 128530.7 total,   2976.8 free,  15056.2 used, 110497.8 buff/cache
MiB Mem : 128530.7 total,   2976.8 free,  15056.2 used, 110497.8 buff/cache
MiB Mem : 128530.7 total,   2980.9 free,  15052.1 used, 110497.8 buff/cache
MiB Mem : 128530.7 total,   2980.9 free,  15052.1 used, 110497.8 buff/cache
MiB Mem : 128530.7 total,   2980.9 free,  15052.1 used, 110497.8 buff/cache
MiB Mem : 128530.7 total,   2983.5 free,  15049.5 used, 110497.8 buff/cache
MiB Mem : 128530.7 total,   2983.5 free,  15049.5 used, 110497.8 buff/cache
MiB Mem : 128530.7 total,   2983.5 free,  15049.5 used, 110497.8 buff/cache
MiB Mem : 128530.7 total,   2981.3 free,  15051.6 used, 110497.8 buff/cache
MiB Mem : 128530.7 total,   2981.3 free,  15051.6 used, 110497.8 buff/cache
MiB Mem : 128530.7 total,   2981.3 free,  15051.6 used, 110497.8 buff/cache
MiB Mem : 128530.7 total,   2977.2 free,  15055.8 used, 110497.8 buff/cache
