us;sy;ni;id;wa;hi;si;st;
2;0,4;0;97,5;0;0;0;0;0,025
2,5;0,4;0;97,1;0;0;0;0;0,029
2,6;0,2;0;97,1;0;0;0;0;0,029
2,6;0,9;0;96,5;0;0;0;0;0,035
2,6;0,5;0;96,9;0;0;0;0;0,031
2,5;0,5;0;97;0;0;0;0;0,03
2,2;0,5;0;97,3;0;0;0;0;0,027
2,2;0,4;0;97,4;0;0;0;0;0,026
2,6;0,8;0;96,6;0,1;0;0;0;0,034
2;0,3;0;97,7;0;0;0;0;0,023
2,6;0,4;0;97;0,1;0;0;0;0,03
2,7;0,3;0;97;0;0;0;0;0,03
2,5;0,3;0;97,2;0;0;0;0;0,028
3;0,9;0;96;0;0;0;0;0,04
2,1;0,3;0;97,6;0;0;0;0;0,024
2,4;0,4;0;97,3;0;0;0;0;0,027
2,7;0,4;0;96,9;0;0;0;0;0,031
2,4;0,5;0;97,1;0;0;0;0;0,029
2,9;0,7;0;96,4;0;0;0;0;0,036
2,2;0,5;0;97,3;0;0;0;0;0,027
2,2;0,3;0;97,6;0;0;0;0;0,024
2,3;0,3;0;97,5;0;0;0;0;0,025
2,2;0,2;0;97,7;0;0;0;0;0,023
2,6;0,8;0;96,6;0;0;0;0;0,034
2,4;0,4;0;97,1;0;0;0;0;0,029
2,2;0,4;0;97,4;0;0;0;0;0,026
2,4;0,4;0;97,3;0;0;0;0;0,027
2,2;0,2;0;97,6;0;0;0;0;0,024
2,4;0,7;0;96,9;0;0;0;0;0,031
2;0,3;0;97,7;0;0;0;0;0,023
2,1;0,3;0;97,6;0;0;0;0;0,024
2;0,2;0;97,8;0;0;0;0;0,022
2,8;0,3;0;96,9;0;0;0;0;0,031
2,8;0,8;0;96,4;0;0;0;0;0,036
2,4;0,4;0;97,2;0;0;0;0;0,028
2,2;0,2;0;97,5;0;0;0;0;0,025
2,1;0,3;0;97,6;0;0;0;0;0,024
2,4;0,6;0;97;0,1;0;0;0;0,03
2,4;0,3;0;97,2;0;0;0;0;0,028
2,5;0,3;0;97,2;0;0;0;0;0,028
2,1;0,2;0;97,5;0,1;0;0;0;0,025
2,1;0,4;0;97,6;0;0;0;0;0,024
2,6;0,7;0;96,7;0;0;0;0;0,033
2,2;0,4;0;97,4;0;0;0;0;0,026
2,2;0,6;0;97,3;0;0;0;0;0,027
2;0,4;0;97,6;0;0;0;0;0,024
1,8;0,2;0;98;0;0;0;0;0,02
2,9;0,7;0;96,4;0;0;0;0;0,036
2;0,6;0;97,4;0;0;0;0;0,026
2,8;0,3;0;96,9;0;0;0;0;0,031
2,6;0,4;0;97,1;0;0;0;0;0,029
2,3;0,4;0;97,2;0;0;0;0;0,028
3;1;0;96;0;0;0;0;0,04
2,6;0,5;0;96,9;0;0;0;0;0,031
2,5;0,3;0;97,2;0;0;0;0;0,028
2,4;0,4;0;97,2;0;0;0;0;0,028
2,2;0,4;0;97,4;0,1;0;0;0;0,026
2,7;0,6;0;96,7;0;0;0;0;0,033
2,4;0,4;0;97,2;0;0;0;0;0,028
2,2;0,2;0;97,6;0,1;0;0;0;0,024
2,3;0,2;0;97,5;0;0;0;0;0,025
2,2;0,2;0;97,4;0,1;0;0;0;0,026
2,8;0,7;0;96,4;0;0;0;0;0,036
2;0,5;0;97,6;0;0;0;0;0,024
2,6;0,5;0;96,8;0;0;0;0;0,032
2,6;0,5;0;96,9;0;0;0;0;0,031
2,3;0,4;0;97,3;0;0;0;0;0,027
2,5;0,5;0;96,9;0,1;0;0;0;0,031
2,4;0,4;0;97,2;0;0;0;0;0,028
2,1;0,2;0;97,7;0;0;0;0;0,023
2,3;0,3;0;97,4;0;0;0;0;0,026
1,9;0,2;0;97,9;0;0;0;0;0,021
3;1,1;0;95,8;0,1;0;0;0;0,042
2,3;0,3;0;97,4;0;0;0;0;0,026
2,1;0,3;0;97,5;0;0;0;0;0,025
2,3;0,3;0;97,5;0;0;0;0;0,025
2,3;0,5;0;97,2;0;0;0;0;0,028
3,3;0,7;0;95,9;0,1;0;0;0;0,041
2,4;0,5;0;97;0;0;0;0;0,03
2,3;0,4;0;97,3;0;0;0;0;0,027
2;0,1;0;97,9;0;0;0;0;0,021
2,6;0,3;0;97,1;0;0;0;0;0,029
2,8;0,6;0;96,6;0;0;0;0;0,034
2,2;0,4;0;97,4;0;0;0;0;0,026
2,2;0,3;0;97,4;0;0;0;0;0,026
2,6;0,3;0;97,1;0;0;0;0;0,029
2,6;0,4;0;97;0;0;0;0;0,03
2,4;0,6;0;97;0;0;0;0;0,03
2,5;0,4;0;97,1;0;0;0;0;0,029
2,3;0,4;0;97,3;0;0;0;0;0,027
2,9;0,4;0;96,7;0;0;0;0;0,033
2,2;0,8;0;96,9;0;0;0;0;0,031
2,2;0,4;0;97,2;0,1;0;0;0;0,028
2,4;0,3;0;97,3;0;0;0;0;0,027
2;0,2;0;97,8;0;0;0;0;0,022
2,4;0,2;0;97,4;0;0;0;0;0,026
2,4;0,6;0;96,9;0;0;0;0;0,031
2,4;0,5;0;97,1;0;0;0;0;0,029
1,8;0,2;0;97,8;0,1;0;0;0;0,022
3,2;0,2;0;96,4;0,2;0;0;0;0,036
3;0,3;0;96,8;0;0;0;0;0,032
3,4;0,8;0;95,8;0;0;0;0;0,042
2,1;0,4;0;97,5;0;0;0;0;0,025
;;;;;;;;0,02977381
