MiB Mem : 128530.7 total,   4540.8 free,  13922.8 used, 110067.1 buff/cache
MiB Mem : 128530.7 total,   3799.6 free,  14585.7 used, 110145.4 buff/cache
MiB Mem : 128530.7 total,   3796.5 free,  14588.8 used, 110145.4 buff/cache
MiB Mem : 128530.7 total,   3796.5 free,  14588.8 used, 110145.4 buff/cache
MiB Mem : 128530.7 total,   3796.5 free,  14588.8 used, 110145.4 buff/cache
MiB Mem : 128530.7 total,   3772.6 free,  14612.7 used, 110145.4 buff/cache
MiB Mem : 128530.7 total,   3772.6 free,  14612.7 used, 110145.4 buff/cache
MiB Mem : 128530.7 total,   3772.6 free,  14612.7 used, 110145.4 buff/cache
MiB Mem : 128530.7 total,   3780.4 free,  14604.9 used, 110145.4 buff/cache
MiB Mem : 128530.7 total,   3780.4 free,  14604.9 used, 110145.4 buff/cache
MiB Mem : 128530.7 total,   3780.4 free,  14604.9 used, 110145.4 buff/cache
MiB Mem : 128530.7 total,   3783.1 free,  14602.2 used, 110145.5 buff/cache
MiB Mem : 128530.7 total,   3783.1 free,  14602.2 used, 110145.5 buff/cache
MiB Mem : 128530.7 total,   3783.1 free,  14602.2 used, 110145.5 buff/cache
MiB Mem : 128530.7 total,   3760.6 free,  14624.6 used, 110145.5 buff/cache
MiB Mem : 128530.7 total,   3760.6 free,  14624.6 used, 110145.5 buff/cache
MiB Mem : 128530.7 total,   3760.6 free,  14624.6 used, 110145.5 buff/cache
MiB Mem : 128530.7 total,   3760.7 free,  14624.5 used, 110145.5 buff/cache
MiB Mem : 128530.7 total,   3760.7 free,  14624.5 used, 110145.5 buff/cache
MiB Mem : 128530.7 total,   3760.7 free,  14624.5 used, 110145.5 buff/cache
MiB Mem : 128530.7 total,   3773.3 free,  14611.9 used, 110145.5 buff/cache
MiB Mem : 128530.7 total,   3773.3 free,  14611.9 used, 110145.5 buff/cache
MiB Mem : 128530.7 total,   3773.3 free,  14611.9 used, 110145.5 buff/cache
MiB Mem : 128530.7 total,   3759.8 free,  14621.4 used, 110149.5 buff/cache
MiB Mem : 128530.7 total,   3759.8 free,  14621.4 used, 110149.5 buff/cache
MiB Mem : 128530.7 total,   3759.8 free,  14621.4 used, 110149.5 buff/cache
MiB Mem : 128530.7 total,   3768.6 free,  14612.6 used, 110149.5 buff/cache
MiB Mem : 128530.7 total,   3768.6 free,  14612.6 used, 110149.5 buff/cache
MiB Mem : 128530.7 total,   3768.6 free,  14612.6 used, 110149.5 buff/cache
MiB Mem : 128530.7 total,   3779.5 free,  14601.7 used, 110149.5 buff/cache
MiB Mem : 128530.7 total,   3779.5 free,  14601.7 used, 110149.5 buff/cache
MiB Mem : 128530.7 total,   3779.5 free,  14601.7 used, 110149.5 buff/cache
MiB Mem : 128530.7 total,   3761.9 free,  14619.3 used, 110149.6 buff/cache
MiB Mem : 128530.7 total,   3761.9 free,  14619.3 used, 110149.6 buff/cache
MiB Mem : 128530.7 total,   3761.9 free,  14619.3 used, 110149.6 buff/cache
MiB Mem : 128530.7 total,   3757.3 free,  14623.9 used, 110149.6 buff/cache
MiB Mem : 128530.7 total,   3757.3 free,  14623.9 used, 110149.6 buff/cache
MiB Mem : 128530.7 total,   3757.3 free,  14623.9 used, 110149.6 buff/cache
MiB Mem : 128530.7 total,   3755.5 free,  14625.6 used, 110149.6 buff/cache
MiB Mem : 128530.7 total,   3755.5 free,  14625.6 used, 110149.6 buff/cache
MiB Mem : 128530.7 total,   3755.5 free,  14625.6 used, 110149.6 buff/cache
MiB Mem : 128530.7 total,   3766.0 free,  14615.1 used, 110149.6 buff/cache
MiB Mem : 128530.7 total,   3766.0 free,  14615.1 used, 110149.6 buff/cache
MiB Mem : 128530.7 total,   3766.0 free,  14615.1 used, 110149.6 buff/cache
MiB Mem : 128530.7 total,   3749.4 free,  14631.7 used, 110149.6 buff/cache
MiB Mem : 128530.7 total,   3749.4 free,  14631.7 used, 110149.6 buff/cache
MiB Mem : 128530.7 total,   3749.4 free,  14631.7 used, 110149.6 buff/cache
MiB Mem : 128530.7 total,   3747.8 free,  14633.3 used, 110149.6 buff/cache
MiB Mem : 128530.7 total,   3747.8 free,  14633.3 used, 110149.6 buff/cache
MiB Mem : 128530.7 total,   3747.8 free,  14633.3 used, 110149.6 buff/cache
MiB Mem : 128530.7 total,   3753.5 free,  14627.6 used, 110149.6 buff/cache
MiB Mem : 128530.7 total,   3753.5 free,  14627.6 used, 110149.6 buff/cache
MiB Mem : 128530.7 total,   3753.5 free,  14627.6 used, 110149.6 buff/cache
MiB Mem : 128530.7 total,   3736.6 free,  14644.4 used, 110149.7 buff/cache
MiB Mem : 128530.7 total,   3736.6 free,  14644.4 used, 110149.7 buff/cache
MiB Mem : 128530.7 total,   3737.9 free,  14643.2 used, 110149.7 buff/cache
MiB Mem : 128530.7 total,   3737.9 free,  14643.2 used, 110149.7 buff/cache
MiB Mem : 128530.7 total,   3737.9 free,  14643.2 used, 110149.7 buff/cache
MiB Mem : 128530.7 total,   3746.8 free,  14634.2 used, 110149.7 buff/cache
MiB Mem : 128530.7 total,   3746.8 free,  14634.2 used, 110149.7 buff/cache
MiB Mem : 128530.7 total,   3746.8 free,  14634.2 used, 110149.7 buff/cache
MiB Mem : 128530.7 total,   3739.9 free,  14641.1 used, 110149.7 buff/cache
MiB Mem : 128530.7 total,   3739.9 free,  14641.1 used, 110149.7 buff/cache
MiB Mem : 128530.7 total,   3739.9 free,  14641.1 used, 110149.7 buff/cache
MiB Mem : 128530.7 total,   3742.7 free,  14638.3 used, 110149.7 buff/cache
MiB Mem : 128530.7 total,   3742.7 free,  14638.3 used, 110149.7 buff/cache
MiB Mem : 128530.7 total,   3742.7 free,  14638.3 used, 110149.7 buff/cache
MiB Mem : 128530.7 total,   3755.0 free,  14626.0 used, 110149.7 buff/cache
MiB Mem : 128530.7 total,   3755.0 free,  14626.0 used, 110149.7 buff/cache
MiB Mem : 128530.7 total,   3755.0 free,  14626.0 used, 110149.7 buff/cache
MiB Mem : 128530.7 total,   3758.8 free,  14622.2 used, 110149.7 buff/cache
MiB Mem : 128530.7 total,   3758.8 free,  14622.2 used, 110149.7 buff/cache
MiB Mem : 128530.7 total,   3758.8 free,  14622.2 used, 110149.7 buff/cache
MiB Mem : 128530.7 total,   3737.2 free,  14643.8 used, 110149.8 buff/cache
MiB Mem : 128530.7 total,   3737.2 free,  14643.8 used, 110149.8 buff/cache
MiB Mem : 128530.7 total,   3737.2 free,  14643.8 used, 110149.8 buff/cache
MiB Mem : 128530.7 total,   3743.0 free,  14637.9 used, 110149.8 buff/cache
MiB Mem : 128530.7 total,   3743.0 free,  14637.9 used, 110149.8 buff/cache
MiB Mem : 128530.7 total,   3743.0 free,  14637.9 used, 110149.8 buff/cache
MiB Mem : 128530.7 total,   3750.3 free,  14630.7 used, 110149.8 buff/cache
MiB Mem : 128530.7 total,   3750.3 free,  14630.7 used, 110149.8 buff/cache
MiB Mem : 128530.7 total,   3750.3 free,  14630.7 used, 110149.8 buff/cache
MiB Mem : 128530.7 total,   3745.2 free,  14635.7 used, 110149.8 buff/cache
MiB Mem : 128530.7 total,   3745.2 free,  14635.7 used, 110149.8 buff/cache
MiB Mem : 128530.7 total,   3745.2 free,  14635.7 used, 110149.8 buff/cache
MiB Mem : 128530.7 total,   3752.9 free,  14628.0 used, 110149.8 buff/cache
MiB Mem : 128530.7 total,   3752.9 free,  14628.0 used, 110149.8 buff/cache
MiB Mem : 128530.7 total,   3752.9 free,  14628.0 used, 110149.8 buff/cache
MiB Mem : 128530.7 total,   3760.2 free,  14620.7 used, 110149.8 buff/cache
MiB Mem : 128530.7 total,   3760.2 free,  14620.7 used, 110149.8 buff/cache
MiB Mem : 128530.7 total,   3760.2 free,  14620.7 used, 110149.8 buff/cache
MiB Mem : 128530.7 total,   3748.7 free,  14632.2 used, 110149.8 buff/cache
MiB Mem : 128530.7 total,   3748.7 free,  14632.2 used, 110149.8 buff/cache
MiB Mem : 128530.7 total,   3748.7 free,  14632.2 used, 110149.8 buff/cache
MiB Mem : 128530.7 total,   3740.1 free,  14640.7 used, 110149.9 buff/cache
MiB Mem : 128530.7 total,   3740.1 free,  14640.7 used, 110149.9 buff/cache
MiB Mem : 128530.7 total,   3740.1 free,  14640.7 used, 110149.9 buff/cache
MiB Mem : 128530.7 total,   3748.7 free,  14632.1 used, 110149.9 buff/cache
MiB Mem : 128530.7 total,   3748.7 free,  14632.1 used, 110149.9 buff/cache
MiB Mem : 128530.7 total,   3748.7 free,  14632.1 used, 110149.9 buff/cache
MiB Mem : 128530.7 total,   3755.2 free,  14625.6 used, 110149.9 buff/cache
MiB Mem : 128530.7 total,   3755.2 free,  14625.6 used, 110149.9 buff/cache
MiB Mem : 128530.7 total,   3755.2 free,  14625.6 used, 110149.9 buff/cache
MiB Mem : 128530.7 total,   3734.3 free,  14646.6 used, 110149.9 buff/cache
MiB Mem : 128530.7 total,   3734.3 free,  14646.6 used, 110149.9 buff/cache
MiB Mem : 128530.7 total,   3734.3 free,  14646.6 used, 110149.9 buff/cache
MiB Mem : 128530.7 total,   3744.5 free,  14636.3 used, 110149.9 buff/cache
MiB Mem : 128530.7 total,   3744.5 free,  14636.3 used, 110149.9 buff/cache
MiB Mem : 128530.7 total,   3744.5 free,  14636.3 used, 110149.9 buff/cache
MiB Mem : 128530.7 total,   3753.1 free,  14627.7 used, 110149.9 buff/cache
MiB Mem : 128530.7 total,   3753.1 free,  14627.7 used, 110149.9 buff/cache
MiB Mem : 128530.7 total,   3753.1 free,  14627.7 used, 110149.9 buff/cache
MiB Mem : 128530.7 total,   3722.6 free,  14658.2 used, 110149.9 buff/cache
MiB Mem : 128530.7 total,   3722.6 free,  14658.2 used, 110149.9 buff/cache
MiB Mem : 128530.7 total,   3722.6 free,  14658.2 used, 110149.9 buff/cache
MiB Mem : 128530.7 total,   3733.3 free,  14647.5 used, 110149.9 buff/cache
MiB Mem : 128530.7 total,   3733.3 free,  14647.5 used, 110149.9 buff/cache
MiB Mem : 128530.7 total,   3733.3 free,  14647.5 used, 110149.9 buff/cache
MiB Mem : 128530.7 total,   3740.2 free,  14640.6 used, 110149.9 buff/cache
MiB Mem : 128530.7 total,   3740.2 free,  14640.6 used, 110149.9 buff/cache
MiB Mem : 128530.7 total,   3740.2 free,  14640.6 used, 110149.9 buff/cache
MiB Mem : 128530.7 total,   3724.6 free,  14656.2 used, 110150.0 buff/cache
MiB Mem : 128530.7 total,   3724.6 free,  14656.2 used, 110150.0 buff/cache
MiB Mem : 128530.7 total,   3724.6 free,  14656.2 used, 110150.0 buff/cache
MiB Mem : 128530.7 total,   3725.6 free,  14655.2 used, 110150.0 buff/cache
MiB Mem : 128530.7 total,   3725.6 free,  14655.2 used, 110150.0 buff/cache
MiB Mem : 128530.7 total,   3725.6 free,  14655.2 used, 110150.0 buff/cache
MiB Mem : 128530.7 total,   3742.1 free,  14638.7 used, 110150.0 buff/cache
MiB Mem : 128530.7 total,   3742.1 free,  14638.7 used, 110150.0 buff/cache
MiB Mem : 128530.7 total,   3742.1 free,  14638.7 used, 110150.0 buff/cache
MiB Mem : 128530.7 total,   3724.5 free,  14656.2 used, 110150.0 buff/cache
MiB Mem : 128530.7 total,   3724.5 free,  14656.2 used, 110150.0 buff/cache
MiB Mem : 128530.7 total,   3724.5 free,  14656.2 used, 110150.0 buff/cache
MiB Mem : 128530.7 total,   3727.1 free,  14653.6 used, 110150.0 buff/cache
MiB Mem : 128530.7 total,   3727.1 free,  14653.6 used, 110150.0 buff/cache
MiB Mem : 128530.7 total,   3727.1 free,  14653.6 used, 110150.0 buff/cache
MiB Mem : 128530.7 total,   3719.8 free,  14660.9 used, 110150.0 buff/cache
MiB Mem : 128530.7 total,   3719.8 free,  14660.9 used, 110150.0 buff/cache
MiB Mem : 128530.7 total,   3719.8 free,  14660.9 used, 110150.0 buff/cache
MiB Mem : 128530.7 total,   3731.9 free,  14648.8 used, 110150.0 buff/cache
MiB Mem : 128530.7 total,   3731.9 free,  14648.8 used, 110150.0 buff/cache
MiB Mem : 128530.7 total,   3731.9 free,  14648.8 used, 110150.0 buff/cache
MiB Mem : 128530.7 total,   3712.1 free,  14668.5 used, 110150.1 buff/cache
MiB Mem : 128530.7 total,   3712.1 free,  14668.5 used, 110150.1 buff/cache
MiB Mem : 128530.7 total,   3712.1 free,  14668.5 used, 110150.1 buff/cache
MiB Mem : 128530.7 total,   3728.3 free,  14652.3 used, 110150.1 buff/cache
MiB Mem : 128530.7 total,   3728.3 free,  14652.3 used, 110150.1 buff/cache
MiB Mem : 128530.7 total,   3728.3 free,  14652.3 used, 110150.1 buff/cache
MiB Mem : 128530.7 total,   3740.7 free,  14639.9 used, 110150.1 buff/cache
MiB Mem : 128530.7 total,   3740.7 free,  14639.9 used, 110150.1 buff/cache
MiB Mem : 128530.7 total,   3740.7 free,  14639.9 used, 110150.1 buff/cache
MiB Mem : 128530.7 total,   3720.9 free,  14659.8 used, 110150.1 buff/cache
MiB Mem : 128530.7 total,   3720.9 free,  14659.8 used, 110150.1 buff/cache
MiB Mem : 128530.7 total,   3720.9 free,  14659.8 used, 110150.1 buff/cache
MiB Mem : 128530.7 total,   3724.1 free,  14656.6 used, 110150.1 buff/cache
MiB Mem : 128530.7 total,   3724.1 free,  14656.6 used, 110150.1 buff/cache
MiB Mem : 128530.7 total,   3724.1 free,  14656.6 used, 110150.1 buff/cache
MiB Mem : 128530.7 total,   3720.4 free,  14660.2 used, 110150.1 buff/cache
MiB Mem : 128530.7 total,   3720.4 free,  14660.2 used, 110150.1 buff/cache
MiB Mem : 128530.7 total,   3720.4 free,  14660.2 used, 110150.1 buff/cache
MiB Mem : 128530.7 total,   3704.8 free,  14675.8 used, 110150.1 buff/cache
MiB Mem : 128530.7 total,   3704.8 free,  14675.8 used, 110150.1 buff/cache
MiB Mem : 128530.7 total,   3700.6 free,  14679.9 used, 110150.2 buff/cache
MiB Mem : 128530.7 total,   3700.6 free,  14679.9 used, 110150.2 buff/cache
MiB Mem : 128530.7 total,   3700.6 free,  14679.9 used, 110150.2 buff/cache
MiB Mem : 128530.7 total,   3700.2 free,  14680.4 used, 110150.2 buff/cache
MiB Mem : 128530.7 total,   3700.2 free,  14680.4 used, 110150.2 buff/cache
MiB Mem : 128530.7 total,   3700.2 free,  14680.4 used, 110150.2 buff/cache
MiB Mem : 128530.7 total,   3712.3 free,  14668.2 used, 110150.2 buff/cache
MiB Mem : 128530.7 total,   3712.3 free,  14668.2 used, 110150.2 buff/cache
MiB Mem : 128530.7 total,   3712.3 free,  14668.2 used, 110150.2 buff/cache
MiB Mem : 128530.7 total,   3683.9 free,  14696.7 used, 110150.2 buff/cache
MiB Mem : 128530.7 total,   3683.9 free,  14696.7 used, 110150.2 buff/cache
MiB Mem : 128530.7 total,   3683.9 free,  14696.7 used, 110150.2 buff/cache
MiB Mem : 128530.7 total,   3707.3 free,  14673.3 used, 110150.2 buff/cache
MiB Mem : 128530.7 total,   3707.3 free,  14673.3 used, 110150.2 buff/cache
MiB Mem : 128530.7 total,   3707.3 free,  14673.3 used, 110150.2 buff/cache
MiB Mem : 128530.7 total,   3714.1 free,  14666.5 used, 110150.2 buff/cache
MiB Mem : 128530.7 total,   3714.1 free,  14666.5 used, 110150.2 buff/cache
MiB Mem : 128530.7 total,   3714.1 free,  14666.5 used, 110150.2 buff/cache
MiB Mem : 128530.7 total,   3703.2 free,  14677.3 used, 110150.2 buff/cache
MiB Mem : 128530.7 total,   3703.2 free,  14677.3 used, 110150.2 buff/cache
MiB Mem : 128530.7 total,   3703.2 free,  14677.3 used, 110150.2 buff/cache
MiB Mem : 128530.7 total,   3702.2 free,  14678.2 used, 110150.2 buff/cache
MiB Mem : 128530.7 total,   3702.2 free,  14678.2 used, 110150.2 buff/cache
MiB Mem : 128530.7 total,   3702.2 free,  14678.2 used, 110150.2 buff/cache
MiB Mem : 128530.7 total,   3709.8 free,  14670.7 used, 110150.2 buff/cache
MiB Mem : 128530.7 total,   3709.8 free,  14670.7 used, 110150.2 buff/cache
MiB Mem : 128530.7 total,   3709.8 free,  14670.7 used, 110150.2 buff/cache
MiB Mem : 128530.7 total,   3694.4 free,  14686.0 used, 110150.3 buff/cache
MiB Mem : 128530.7 total,   3694.4 free,  14686.0 used, 110150.3 buff/cache
MiB Mem : 128530.7 total,   3694.4 free,  14686.0 used, 110150.3 buff/cache
MiB Mem : 128530.7 total,   3699.4 free,  14681.0 used, 110150.3 buff/cache
MiB Mem : 128530.7 total,   3699.4 free,  14681.0 used, 110150.3 buff/cache
MiB Mem : 128530.7 total,   3699.4 free,  14681.0 used, 110150.3 buff/cache
MiB Mem : 128530.7 total,   3701.5 free,  14678.9 used, 110150.3 buff/cache
MiB Mem : 128530.7 total,   3701.5 free,  14678.9 used, 110150.3 buff/cache
MiB Mem : 128530.7 total,   3701.5 free,  14678.9 used, 110150.3 buff/cache
MiB Mem : 128530.7 total,   3708.5 free,  14671.9 used, 110150.3 buff/cache
MiB Mem : 128530.7 total,   3708.5 free,  14671.9 used, 110150.3 buff/cache
MiB Mem : 128530.7 total,   3708.5 free,  14671.9 used, 110150.3 buff/cache
MiB Mem : 128530.7 total,   3691.9 free,  14688.5 used, 110150.3 buff/cache
MiB Mem : 128530.7 total,   3691.9 free,  14688.5 used, 110150.3 buff/cache
MiB Mem : 128530.7 total,   3691.9 free,  14688.5 used, 110150.3 buff/cache
MiB Mem : 128530.7 total,   3696.1 free,  14684.3 used, 110150.4 buff/cache
MiB Mem : 128530.7 total,   3696.1 free,  14684.3 used, 110150.4 buff/cache
MiB Mem : 128530.7 total,   3696.1 free,  14684.3 used, 110150.4 buff/cache
MiB Mem : 128530.7 total,   3703.9 free,  14676.5 used, 110150.4 buff/cache
MiB Mem : 128530.7 total,   3703.9 free,  14676.5 used, 110150.4 buff/cache
MiB Mem : 128530.7 total,   3703.9 free,  14676.5 used, 110150.4 buff/cache
MiB Mem : 128530.7 total,   3691.0 free,  14689.4 used, 110150.4 buff/cache
MiB Mem : 128530.7 total,   3691.0 free,  14689.4 used, 110150.4 buff/cache
MiB Mem : 128530.7 total,   3691.0 free,  14689.4 used, 110150.4 buff/cache
MiB Mem : 128530.7 total,   3702.2 free,  14678.1 used, 110150.4 buff/cache
MiB Mem : 128530.7 total,   3702.2 free,  14678.1 used, 110150.4 buff/cache
MiB Mem : 128530.7 total,   3702.2 free,  14678.1 used, 110150.4 buff/cache
MiB Mem : 128530.7 total,   3692.5 free,  14687.8 used, 110150.4 buff/cache
MiB Mem : 128530.7 total,   3692.5 free,  14687.8 used, 110150.4 buff/cache
MiB Mem : 128530.7 total,   3698.8 free,  14681.5 used, 110150.4 buff/cache
MiB Mem : 128530.7 total,   3698.8 free,  14681.5 used, 110150.4 buff/cache
MiB Mem : 128530.7 total,   3698.8 free,  14681.5 used, 110150.4 buff/cache
MiB Mem : 128530.7 total,   3690.3 free,  14690.0 used, 110150.4 buff/cache
MiB Mem : 128530.7 total,   3690.3 free,  14690.0 used, 110150.4 buff/cache
MiB Mem : 128530.7 total,   3690.3 free,  14690.0 used, 110150.4 buff/cache
MiB Mem : 128530.7 total,   3706.2 free,  14674.0 used, 110150.4 buff/cache
MiB Mem : 128530.7 total,   3706.2 free,  14674.0 used, 110150.4 buff/cache
MiB Mem : 128530.7 total,   3706.2 free,  14674.0 used, 110150.4 buff/cache
MiB Mem : 128530.7 total,   3713.7 free,  14666.6 used, 110150.5 buff/cache
MiB Mem : 128530.7 total,   3713.7 free,  14666.6 used, 110150.5 buff/cache
MiB Mem : 128530.7 total,   3713.7 free,  14666.6 used, 110150.5 buff/cache
MiB Mem : 128530.7 total,   3686.2 free,  14694.1 used, 110150.5 buff/cache
MiB Mem : 128530.7 total,   3686.2 free,  14694.1 used, 110150.5 buff/cache
MiB Mem : 128530.7 total,   3686.2 free,  14694.1 used, 110150.5 buff/cache
MiB Mem : 128530.7 total,   3688.6 free,  14691.6 used, 110150.5 buff/cache
MiB Mem : 128530.7 total,   3688.6 free,  14691.6 used, 110150.5 buff/cache
MiB Mem : 128530.7 total,   3688.6 free,  14691.6 used, 110150.5 buff/cache
MiB Mem : 128530.7 total,   3697.8 free,  14682.5 used, 110150.5 buff/cache
MiB Mem : 128530.7 total,   3697.8 free,  14682.5 used, 110150.5 buff/cache
MiB Mem : 128530.7 total,   3697.8 free,  14682.5 used, 110150.5 buff/cache
MiB Mem : 128530.7 total,   3689.5 free,  14690.7 used, 110150.5 buff/cache
MiB Mem : 128530.7 total,   3689.5 free,  14690.7 used, 110150.5 buff/cache
MiB Mem : 128530.7 total,   3689.5 free,  14690.7 used, 110150.5 buff/cache
MiB Mem : 128530.7 total,   3688.6 free,  14691.6 used, 110150.5 buff/cache
MiB Mem : 128530.7 total,   3688.6 free,  14691.6 used, 110150.5 buff/cache
MiB Mem : 128530.7 total,   3688.6 free,  14691.6 used, 110150.5 buff/cache
MiB Mem : 128530.7 total,   3695.2 free,  14685.0 used, 110150.5 buff/cache
MiB Mem : 128530.7 total,   3695.2 free,  14685.0 used, 110150.5 buff/cache
MiB Mem : 128530.7 total,   3695.2 free,  14685.0 used, 110150.5 buff/cache
MiB Mem : 128530.7 total,   3689.4 free,  14690.8 used, 110150.5 buff/cache
MiB Mem : 128530.7 total,   3689.4 free,  14690.8 used, 110150.5 buff/cache
MiB Mem : 128530.7 total,   3689.4 free,  14690.8 used, 110150.5 buff/cache
MiB Mem : 128530.7 total,   3690.0 free,  14690.2 used, 110150.6 buff/cache
MiB Mem : 128530.7 total,   3690.0 free,  14690.2 used, 110150.6 buff/cache
MiB Mem : 128530.7 total,   3690.0 free,  14690.2 used, 110150.6 buff/cache
MiB Mem : 128530.7 total,   3710.0 free,  14670.1 used, 110150.6 buff/cache
MiB Mem : 128530.7 total,   3710.0 free,  14670.1 used, 110150.6 buff/cache
MiB Mem : 128530.7 total,   3710.0 free,  14670.1 used, 110150.6 buff/cache
MiB Mem : 128530.7 total,   3721.1 free,  14659.0 used, 110150.6 buff/cache
MiB Mem : 128530.7 total,   3721.1 free,  14659.0 used, 110150.6 buff/cache
MiB Mem : 128530.7 total,   3721.1 free,  14659.0 used, 110150.6 buff/cache
MiB Mem : 128530.7 total,   3708.1 free,  14672.0 used, 110150.6 buff/cache
MiB Mem : 128530.7 total,   3708.1 free,  14672.0 used, 110150.6 buff/cache
