MiB Mem : 128530.7 total,   2806.2 free,  15411.1 used, 110313.5 buff/cache
MiB Mem : 128530.7 total,   2689.9 free,  15524.6 used, 110316.2 buff/cache
MiB Mem : 128530.7 total,   2672.8 free,  15541.7 used, 110316.2 buff/cache
MiB Mem : 128530.7 total,   2672.8 free,  15541.7 used, 110316.2 buff/cache
MiB Mem : 128530.7 total,   2672.8 free,  15541.7 used, 110316.2 buff/cache
MiB Mem : 128530.7 total,   2713.9 free,  15500.5 used, 110316.3 buff/cache
MiB Mem : 128530.7 total,   2713.9 free,  15500.5 used, 110316.3 buff/cache
MiB Mem : 128530.7 total,   2713.9 free,  15500.5 used, 110316.3 buff/cache
MiB Mem : 128530.7 total,   2756.9 free,  15457.0 used, 110316.9 buff/cache
MiB Mem : 128530.7 total,   2756.9 free,  15457.0 used, 110316.9 buff/cache
MiB Mem : 128530.7 total,   2756.9 free,  15457.0 used, 110316.9 buff/cache
MiB Mem : 128530.7 total,   2678.4 free,  15535.4 used, 110316.9 buff/cache
MiB Mem : 128530.7 total,   2678.4 free,  15535.4 used, 110316.9 buff/cache
MiB Mem : 128530.7 total,   2678.4 free,  15535.4 used, 110316.9 buff/cache
MiB Mem : 128530.7 total,   2721.5 free,  15492.3 used, 110317.0 buff/cache
MiB Mem : 128530.7 total,   2721.5 free,  15492.3 used, 110317.0 buff/cache
MiB Mem : 128530.7 total,   2721.5 free,  15492.3 used, 110317.0 buff/cache
MiB Mem : 128530.7 total,   2738.9 free,  15474.8 used, 110317.0 buff/cache
MiB Mem : 128530.7 total,   2738.9 free,  15474.8 used, 110317.0 buff/cache
MiB Mem : 128530.7 total,   2738.9 free,  15474.8 used, 110317.0 buff/cache
MiB Mem : 128530.7 total,   2728.3 free,  15484.8 used, 110317.6 buff/cache
MiB Mem : 128530.7 total,   2728.3 free,  15484.8 used, 110317.6 buff/cache
MiB Mem : 128530.7 total,   2728.3 free,  15484.8 used, 110317.6 buff/cache
MiB Mem : 128530.7 total,   2705.0 free,  15508.1 used, 110317.6 buff/cache
MiB Mem : 128530.7 total,   2705.0 free,  15508.1 used, 110317.6 buff/cache
MiB Mem : 128530.7 total,   2705.0 free,  15508.1 used, 110317.6 buff/cache
MiB Mem : 128530.7 total,   2731.3 free,  15481.8 used, 110317.7 buff/cache
MiB Mem : 128530.7 total,   2731.3 free,  15481.8 used, 110317.7 buff/cache
MiB Mem : 128530.7 total,   2731.3 free,  15481.8 used, 110317.7 buff/cache
MiB Mem : 128530.7 total,   2673.1 free,  15539.9 used, 110317.7 buff/cache
MiB Mem : 128530.7 total,   2673.1 free,  15539.9 used, 110317.7 buff/cache
MiB Mem : 128530.7 total,   2673.1 free,  15539.9 used, 110317.7 buff/cache
MiB Mem : 128530.7 total,   2775.8 free,  15436.7 used, 110318.3 buff/cache
MiB Mem : 128530.7 total,   2775.8 free,  15436.7 used, 110318.3 buff/cache
MiB Mem : 128530.7 total,   2775.8 free,  15436.7 used, 110318.3 buff/cache
MiB Mem : 128530.7 total,   2756.5 free,  15455.9 used, 110318.3 buff/cache
MiB Mem : 128530.7 total,   2756.5 free,  15455.9 used, 110318.3 buff/cache
MiB Mem : 128530.7 total,   2756.5 free,  15455.9 used, 110318.3 buff/cache
MiB Mem : 128530.7 total,   2739.9 free,  15472.5 used, 110318.4 buff/cache
MiB Mem : 128530.7 total,   2739.9 free,  15472.5 used, 110318.4 buff/cache
MiB Mem : 128530.7 total,   2739.9 free,  15472.5 used, 110318.4 buff/cache
MiB Mem : 128530.7 total,   2777.4 free,  15435.0 used, 110318.4 buff/cache
MiB Mem : 128530.7 total,   2777.4 free,  15435.0 used, 110318.4 buff/cache
MiB Mem : 128530.7 total,   2777.4 free,  15435.0 used, 110318.4 buff/cache
MiB Mem : 128530.7 total,   2771.5 free,  15440.8 used, 110318.5 buff/cache
MiB Mem : 128530.7 total,   2771.5 free,  15440.8 used, 110318.5 buff/cache
MiB Mem : 128530.7 total,   2771.5 free,  15440.8 used, 110318.5 buff/cache
MiB Mem : 128530.7 total,   2824.6 free,  15387.1 used, 110319.0 buff/cache
MiB Mem : 128530.7 total,   2824.6 free,  15387.1 used, 110319.0 buff/cache
MiB Mem : 128530.7 total,   2824.6 free,  15387.1 used, 110319.0 buff/cache
MiB Mem : 128530.7 total,   2804.6 free,  15407.0 used, 110319.1 buff/cache
MiB Mem : 128530.7 total,   2804.6 free,  15407.0 used, 110319.1 buff/cache
MiB Mem : 128530.7 total,   2804.6 free,  15407.0 used, 110319.1 buff/cache
MiB Mem : 128530.7 total,   2803.6 free,  15408.0 used, 110319.1 buff/cache
MiB Mem : 128530.7 total,   2803.6 free,  15408.0 used, 110319.1 buff/cache
MiB Mem : 128530.7 total,   2803.6 free,  15408.0 used, 110319.1 buff/cache
MiB Mem : 128530.7 total,   2815.8 free,  15395.8 used, 110319.2 buff/cache
MiB Mem : 128530.7 total,   2815.8 free,  15395.8 used, 110319.2 buff/cache
MiB Mem : 128530.7 total,   2815.8 free,  15395.8 used, 110319.2 buff/cache
MiB Mem : 128530.7 total,   2790.1 free,  15421.1 used, 110319.5 buff/cache
MiB Mem : 128530.7 total,   2790.1 free,  15421.1 used, 110319.5 buff/cache
MiB Mem : 128530.7 total,   2790.1 free,  15421.1 used, 110319.5 buff/cache
MiB Mem : 128530.7 total,   2783.2 free,  15428.0 used, 110319.5 buff/cache
MiB Mem : 128530.7 total,   2783.2 free,  15428.0 used, 110319.5 buff/cache
MiB Mem : 128530.7 total,   2783.2 free,  15428.0 used, 110319.5 buff/cache
MiB Mem : 128530.7 total,   2798.6 free,  15412.6 used, 110319.6 buff/cache
MiB Mem : 128530.7 total,   2798.6 free,  15412.6 used, 110319.6 buff/cache
MiB Mem : 128530.7 total,   2798.6 free,  15412.6 used, 110319.6 buff/cache
MiB Mem : 128530.7 total,   2722.2 free,  15488.9 used, 110319.6 buff/cache
MiB Mem : 128530.7 total,   2722.2 free,  15488.9 used, 110319.6 buff/cache
MiB Mem : 128530.7 total,   2722.2 free,  15488.9 used, 110319.6 buff/cache
MiB Mem : 128530.7 total,   2728.9 free,  15482.1 used, 110319.7 buff/cache
MiB Mem : 128530.7 total,   2728.9 free,  15482.1 used, 110319.7 buff/cache
MiB Mem : 128530.7 total,   2728.9 free,  15482.1 used, 110319.7 buff/cache
MiB Mem : 128530.7 total,   2779.2 free,  15431.8 used, 110319.7 buff/cache
MiB Mem : 128530.7 total,   2779.2 free,  15431.8 used, 110319.7 buff/cache
MiB Mem : 128530.7 total,   2779.2 free,  15431.8 used, 110319.7 buff/cache
MiB Mem : 128530.7 total,   2732.3 free,  15478.7 used, 110319.8 buff/cache
MiB Mem : 128530.7 total,   2732.3 free,  15478.7 used, 110319.8 buff/cache
MiB Mem : 128530.7 total,   2732.3 free,  15478.7 used, 110319.8 buff/cache
MiB Mem : 128530.7 total,   2744.8 free,  15465.9 used, 110320.1 buff/cache
MiB Mem : 128530.7 total,   2744.8 free,  15465.9 used, 110320.1 buff/cache
MiB Mem : 128530.7 total,   2744.8 free,  15465.9 used, 110320.1 buff/cache
MiB Mem : 128530.7 total,   2800.1 free,  15410.0 used, 110320.6 buff/cache
MiB Mem : 128530.7 total,   2800.1 free,  15410.0 used, 110320.6 buff/cache
MiB Mem : 128530.7 total,   2800.1 free,  15410.0 used, 110320.6 buff/cache
MiB Mem : 128530.7 total,   2801.4 free,  15408.7 used, 110320.7 buff/cache
MiB Mem : 128530.7 total,   2801.4 free,  15408.7 used, 110320.7 buff/cache
MiB Mem : 128530.7 total,   2801.4 free,  15408.7 used, 110320.7 buff/cache
MiB Mem : 128530.7 total,   2765.0 free,  15444.6 used, 110321.2 buff/cache
MiB Mem : 128530.7 total,   2765.0 free,  15444.6 used, 110321.2 buff/cache
MiB Mem : 128530.7 total,   2765.0 free,  15444.6 used, 110321.2 buff/cache
MiB Mem : 128530.7 total,   2763.2 free,  15446.3 used, 110321.2 buff/cache
MiB Mem : 128530.7 total,   2763.2 free,  15446.3 used, 110321.2 buff/cache
MiB Mem : 128530.7 total,   2763.2 free,  15446.3 used, 110321.2 buff/cache
MiB Mem : 128530.7 total,   2808.6 free,  15400.8 used, 110321.3 buff/cache
MiB Mem : 128530.7 total,   2808.6 free,  15400.8 used, 110321.3 buff/cache
MiB Mem : 128530.7 total,   2808.6 free,  15400.8 used, 110321.3 buff/cache
MiB Mem : 128530.7 total,   2770.1 free,  15439.3 used, 110321.3 buff/cache
MiB Mem : 128530.7 total,   2770.1 free,  15439.3 used, 110321.3 buff/cache
MiB Mem : 128530.7 total,   2770.1 free,  15439.3 used, 110321.3 buff/cache
MiB Mem : 128530.7 total,   2792.7 free,  15416.7 used, 110321.4 buff/cache
MiB Mem : 128530.7 total,   2792.7 free,  15416.7 used, 110321.4 buff/cache
MiB Mem : 128530.7 total,   2792.7 free,  15416.7 used, 110321.4 buff/cache
MiB Mem : 128530.7 total,   2778.8 free,  15430.1 used, 110321.9 buff/cache
MiB Mem : 128530.7 total,   2778.8 free,  15430.1 used, 110321.9 buff/cache
MiB Mem : 128530.7 total,   2778.8 free,  15430.1 used, 110321.9 buff/cache
MiB Mem : 128530.7 total,   2755.8 free,  15453.0 used, 110321.9 buff/cache
MiB Mem : 128530.7 total,   2755.8 free,  15453.0 used, 110321.9 buff/cache
MiB Mem : 128530.7 total,   2755.8 free,  15453.0 used, 110321.9 buff/cache
MiB Mem : 128530.7 total,   2769.4 free,  15439.3 used, 110322.0 buff/cache
MiB Mem : 128530.7 total,   2769.4 free,  15439.3 used, 110322.0 buff/cache
MiB Mem : 128530.7 total,   2769.4 free,  15439.3 used, 110322.0 buff/cache
MiB Mem : 128530.7 total,   2790.1 free,  15418.6 used, 110322.0 buff/cache
MiB Mem : 128530.7 total,   2790.1 free,  15418.6 used, 110322.0 buff/cache
MiB Mem : 128530.7 total,   2798.0 free,  15410.7 used, 110322.0 buff/cache
MiB Mem : 128530.7 total,   2798.0 free,  15410.7 used, 110322.0 buff/cache
MiB Mem : 128530.7 total,   2798.0 free,  15410.7 used, 110322.0 buff/cache
MiB Mem : 128530.7 total,   2758.4 free,  15450.2 used, 110322.1 buff/cache
MiB Mem : 128530.7 total,   2758.4 free,  15450.2 used, 110322.1 buff/cache
MiB Mem : 128530.7 total,   2758.4 free,  15450.2 used, 110322.1 buff/cache
MiB Mem : 128530.7 total,   2738.8 free,  15469.3 used, 110322.7 buff/cache
MiB Mem : 128530.7 total,   2738.8 free,  15469.3 used, 110322.7 buff/cache
MiB Mem : 128530.7 total,   2738.8 free,  15469.3 used, 110322.7 buff/cache
MiB Mem : 128530.7 total,   2740.8 free,  15467.3 used, 110322.7 buff/cache
MiB Mem : 128530.7 total,   2740.8 free,  15467.3 used, 110322.7 buff/cache
MiB Mem : 128530.7 total,   2740.8 free,  15467.3 used, 110322.7 buff/cache
MiB Mem : 128530.7 total,   2692.3 free,  15515.7 used, 110322.8 buff/cache
MiB Mem : 128530.7 total,   2692.3 free,  15515.7 used, 110322.8 buff/cache
MiB Mem : 128530.7 total,   2692.3 free,  15515.7 used, 110322.8 buff/cache
MiB Mem : 128530.7 total,   2729.9 free,  15478.1 used, 110322.8 buff/cache
MiB Mem : 128530.7 total,   2729.9 free,  15478.1 used, 110322.8 buff/cache
MiB Mem : 128530.7 total,   2729.9 free,  15478.1 used, 110322.8 buff/cache
MiB Mem : 128530.7 total,   2738.3 free,  15469.6 used, 110322.8 buff/cache
MiB Mem : 128530.7 total,   2738.3 free,  15469.6 used, 110322.8 buff/cache
MiB Mem : 128530.7 total,   2738.3 free,  15469.6 used, 110322.8 buff/cache
MiB Mem : 128530.7 total,   2736.0 free,  15471.3 used, 110323.4 buff/cache
MiB Mem : 128530.7 total,   2736.0 free,  15471.3 used, 110323.4 buff/cache
MiB Mem : 128530.7 total,   2736.0 free,  15471.3 used, 110323.4 buff/cache
MiB Mem : 128530.7 total,   2732.3 free,  15475.0 used, 110323.4 buff/cache
MiB Mem : 128530.7 total,   2732.3 free,  15475.0 used, 110323.4 buff/cache
MiB Mem : 128530.7 total,   2732.3 free,  15475.0 used, 110323.4 buff/cache
MiB Mem : 128530.7 total,   2715.4 free,  15491.9 used, 110323.4 buff/cache
MiB Mem : 128530.7 total,   2715.4 free,  15491.9 used, 110323.4 buff/cache
MiB Mem : 128530.7 total,   2715.4 free,  15491.9 used, 110323.4 buff/cache
MiB Mem : 128530.7 total,   2744.8 free,  15462.5 used, 110323.5 buff/cache
MiB Mem : 128530.7 total,   2744.8 free,  15462.5 used, 110323.5 buff/cache
MiB Mem : 128530.7 total,   2744.8 free,  15462.5 used, 110323.5 buff/cache
MiB Mem : 128530.7 total,   2695.5 free,  15511.7 used, 110323.5 buff/cache
MiB Mem : 128530.7 total,   2695.5 free,  15511.7 used, 110323.5 buff/cache
MiB Mem : 128530.7 total,   2695.5 free,  15511.7 used, 110323.5 buff/cache
MiB Mem : 128530.7 total,   2762.4 free,  15444.8 used, 110323.6 buff/cache
MiB Mem : 128530.7 total,   2762.4 free,  15444.8 used, 110323.6 buff/cache
MiB Mem : 128530.7 total,   2762.4 free,  15444.8 used, 110323.6 buff/cache
MiB Mem : 128530.7 total,   2755.2 free,  15451.5 used, 110324.1 buff/cache
MiB Mem : 128530.7 total,   2755.2 free,  15451.5 used, 110324.1 buff/cache
MiB Mem : 128530.7 total,   2755.2 free,  15451.5 used, 110324.1 buff/cache
MiB Mem : 128530.7 total,   2748.4 free,  15458.2 used, 110324.1 buff/cache
MiB Mem : 128530.7 total,   2748.4 free,  15458.2 used, 110324.1 buff/cache
MiB Mem : 128530.7 total,   2748.4 free,  15458.2 used, 110324.1 buff/cache
MiB Mem : 128530.7 total,   2742.4 free,  15464.2 used, 110324.2 buff/cache
MiB Mem : 128530.7 total,   2742.4 free,  15464.2 used, 110324.2 buff/cache
MiB Mem : 128530.7 total,   2742.4 free,  15464.2 used, 110324.2 buff/cache
MiB Mem : 128530.7 total,   2748.3 free,  15458.2 used, 110324.2 buff/cache
