"Time","GPU Temperature"
2025-12-17 18:00:00,76.8 °C
2025-12-17 18:00:30,76 °C
2025-12-17 18:01:00,76.8 °C
2025-12-17 18:01:30,76.6 °C
2025-12-17 18:02:00,76.4 °C
2025-12-17 18:02:30,76.2 °C
2025-12-17 18:03:00,76.8 °C
2025-12-17 18:03:30,76.8 °C
2025-12-17 18:04:00,75.2 °C
2025-12-17 18:04:30,76.2 °C
2025-12-17 18:05:00,76.4 °C
2025-12-17 18:05:30,76.2 °C
2025-12-17 18:06:00,75.6 °C
2025-12-17 18:06:30,74.8 °C
2025-12-17 18:07:00,76.2 °C
2025-12-17 18:07:30,76.4 °C
2025-12-17 18:08:00,75.2 °C
2025-12-17 18:08:30,77.2 °C
2025-12-17 18:09:00,74 °C
2025-12-17 18:09:30,74.4 °C
2025-12-17 18:10:00,73 °C
2025-12-17 18:10:30,74.4 °C
2025-12-17 18:11:00,74.8 °C
2025-12-17 18:11:30,76.4 °C
2025-12-17 18:12:00,75.8 °C
2025-12-17 18:12:30,76.2 °C
2025-12-17 18:13:00,74.4 °C
2025-12-17 18:13:30,76.2 °C
2025-12-17 18:14:00,76.6 °C
2025-12-17 18:14:30,76.8 °C
2025-12-17 18:15:00,75.8 °C
2025-12-17 18:15:30,76.6 °C
2025-12-17 18:16:00,77 °C
2025-12-17 18:16:30,76.8 °C
2025-12-17 18:17:00,75.8 °C
2025-12-17 18:17:30,77 °C
2025-12-17 18:18:00,76.8 °C
2025-12-17 18:18:30,74 °C
2025-12-17 18:19:00,74.2 °C
2025-12-17 18:19:30,73.8 °C
2025-12-17 18:20:00,74.4 °C
2025-12-17 18:20:30,75 °C
2025-12-17 18:21:00,73.6 °C
2025-12-17 18:21:30,75.6 °C
2025-12-17 18:22:00,73.2 °C
2025-12-17 18:22:30,74.6 °C
2025-12-17 18:23:00,71.8 °C
2025-12-17 18:23:30,74.6 °C
2025-12-17 18:24:00,73.6 °C
2025-12-17 18:24:30,75 °C
2025-12-17 18:25:00,74.2 °C
2025-12-17 18:25:30,74.8 °C
2025-12-17 18:26:00,75.4 °C
2025-12-17 18:26:30,74.2 °C
2025-12-17 18:27:00,72.6 °C
2025-12-17 18:27:30,73 °C
2025-12-17 18:28:00,72.4 °C
2025-12-17 18:28:30,72 °C
2025-12-17 18:29:00,73.6 °C
2025-12-17 18:29:30,74.6 °C
2025-12-17 18:30:00,74.6 °C
2025-12-17 18:30:30,74.2 °C
2025-12-17 18:31:00,74 °C
2025-12-17 18:31:30,74.2 °C
2025-12-17 18:32:00,73 °C
2025-12-17 18:32:30,72.6 °C
2025-12-17 18:33:00,74.8 °C
2025-12-17 18:33:30,73 °C
2025-12-17 18:34:00,74 °C
2025-12-17 18:34:30,74.8 °C
2025-12-17 18:35:00,72.8 °C
2025-12-17 18:35:30,74.8 °C
2025-12-17 18:36:00,73 °C
2025-12-17 18:36:30,75.4 °C
2025-12-17 18:37:00,75.2 °C
2025-12-17 18:37:30,74 °C
2025-12-17 18:38:00,75.6 °C
2025-12-17 18:38:30,76.4 °C
2025-12-17 18:39:00,73.4 °C
2025-12-17 18:39:30,71.6 °C
2025-12-17 18:40:00,75.2 °C
2025-12-17 18:40:30,74.4 °C
2025-12-17 18:41:00,72.6 °C
2025-12-17 18:41:30,73.8 °C
2025-12-17 18:42:00,74.6 °C
2025-12-17 18:42:30,74.2 °C
2025-12-17 18:43:00,71.6 °C
2025-12-17 18:43:30,73.8 °C
2025-12-17 18:44:00,70.4 °C
2025-12-17 18:44:30,75.2 °C
2025-12-17 18:45:00,67.6 °C
2025-12-17 18:45:30,64 °C
2025-12-17 18:46:00,63.2 °C
2025-12-17 18:46:30,63.4 °C
2025-12-17 18:47:00,63.8 °C
2025-12-17 18:47:30,64.4 °C
2025-12-17 18:48:00,61.8 °C
2025-12-17 18:48:30,62.4 °C
2025-12-17 18:49:00,63 °C
2025-12-17 18:49:30,61.6 °C
2025-12-17 18:50:00,63.6 °C
