"Time","CPU Usage"
2025-12-17 18:34:00,5.41%
2025-12-17 18:34:30,5.00%
2025-12-17 18:35:00,4.95%
2025-12-17 18:35:30,4.94%
2025-12-17 18:36:00,5.31%
2025-12-17 18:36:30,4.98%
2025-12-17 18:37:00,5.30%
2025-12-17 18:37:30,4.92%
2025-12-17 18:38:00,5.37%
2025-12-17 18:38:30,4.94%
2025-12-17 18:39:00,5.27%
2025-12-17 18:39:30,4.87%
2025-12-17 18:40:00,4.91%
2025-12-17 18:40:30,5.41%
2025-12-17 18:41:00,5.24%
2025-12-17 18:41:30,4.95%
2025-12-17 18:42:00,4.98%
2025-12-17 18:42:30,5.05%
2025-12-17 18:43:00,4.58%
2025-12-17 18:43:30,4.69%
2025-12-17 18:44:00,4.27%
2025-12-17 18:44:30,3.48%
2025-12-17 18:45:00,3.08%
2025-12-17 18:45:30,2.67%
2025-12-17 18:46:00,3.00%
2025-12-17 18:46:30,2.52%
2025-12-17 18:47:00,3.27%
2025-12-17 18:47:30,2.48%
2025-12-17 18:48:00,2.79%
2025-12-17 18:48:30,2.63%
2025-12-17 18:49:00,2.96%
2025-12-17 18:49:30,2.89%
2025-12-17 18:50:00,2.75%
