MiB Mem : 128530.7 total,   3835.7 free,  14415.9 used, 110279.1 buff/cache
MiB Mem : 128530.7 total,   3055.8 free,  15117.5 used, 110357.5 buff/cache
MiB Mem : 128530.7 total,   3051.3 free,  15122.0 used, 110357.5 buff/cache
MiB Mem : 128530.7 total,   3051.3 free,  15122.0 used, 110357.5 buff/cache
MiB Mem : 128530.7 total,   3051.3 free,  15122.0 used, 110357.5 buff/cache
MiB Mem : 128530.7 total,   3058.7 free,  15114.6 used, 110357.5 buff/cache
MiB Mem : 128530.7 total,   3058.7 free,  15114.6 used, 110357.5 buff/cache
MiB Mem : 128530.7 total,   3058.7 free,  15114.6 used, 110357.5 buff/cache
MiB Mem : 128530.7 total,   3050.9 free,  15122.3 used, 110357.5 buff/cache
MiB Mem : 128530.7 total,   3050.9 free,  15122.3 used, 110357.5 buff/cache
MiB Mem : 128530.7 total,   3050.9 free,  15122.3 used, 110357.5 buff/cache
MiB Mem : 128530.7 total,   3051.9 free,  15121.4 used, 110357.5 buff/cache
MiB Mem : 128530.7 total,   3051.9 free,  15121.4 used, 110357.5 buff/cache
MiB Mem : 128530.7 total,   3051.9 free,  15121.4 used, 110357.5 buff/cache
MiB Mem : 128530.7 total,   3051.5 free,  15121.7 used, 110357.5 buff/cache
MiB Mem : 128530.7 total,   3051.5 free,  15121.7 used, 110357.5 buff/cache
MiB Mem : 128530.7 total,   3051.5 free,  15121.7 used, 110357.5 buff/cache
MiB Mem : 128530.7 total,   3067.9 free,  15105.3 used, 110357.5 buff/cache
MiB Mem : 128530.7 total,   3067.9 free,  15105.3 used, 110357.5 buff/cache
MiB Mem : 128530.7 total,   3067.9 free,  15105.3 used, 110357.5 buff/cache
MiB Mem : 128530.7 total,   3040.6 free,  15132.6 used, 110357.5 buff/cache
MiB Mem : 128530.7 total,   3040.6 free,  15132.6 used, 110357.5 buff/cache
MiB Mem : 128530.7 total,   3040.6 free,  15132.6 used, 110357.5 buff/cache
MiB Mem : 128530.7 total,   3029.9 free,  15143.3 used, 110357.5 buff/cache
MiB Mem : 128530.7 total,   3029.9 free,  15143.3 used, 110357.5 buff/cache
MiB Mem : 128530.7 total,   3029.9 free,  15143.3 used, 110357.5 buff/cache
MiB Mem : 128530.7 total,   3047.9 free,  15125.3 used, 110357.5 buff/cache
MiB Mem : 128530.7 total,   3047.9 free,  15125.3 used, 110357.5 buff/cache
MiB Mem : 128530.7 total,   3047.9 free,  15125.3 used, 110357.5 buff/cache
MiB Mem : 128530.7 total,   3061.8 free,  15111.3 used, 110357.6 buff/cache
MiB Mem : 128530.7 total,   3061.8 free,  15111.3 used, 110357.6 buff/cache
MiB Mem : 128530.7 total,   3061.8 free,  15111.3 used, 110357.6 buff/cache
MiB Mem : 128530.7 total,   3051.7 free,  15121.5 used, 110357.6 buff/cache
MiB Mem : 128530.7 total,   3051.7 free,  15121.5 used, 110357.6 buff/cache
MiB Mem : 128530.7 total,   3051.7 free,  15121.5 used, 110357.6 buff/cache
MiB Mem : 128530.7 total,   3060.8 free,  15112.3 used, 110357.6 buff/cache
MiB Mem : 128530.7 total,   3060.8 free,  15112.3 used, 110357.6 buff/cache
MiB Mem : 128530.7 total,   3060.8 free,  15112.3 used, 110357.6 buff/cache
MiB Mem : 128530.7 total,   3049.7 free,  15123.4 used, 110357.6 buff/cache
MiB Mem : 128530.7 total,   3049.7 free,  15123.4 used, 110357.6 buff/cache
MiB Mem : 128530.7 total,   3049.7 free,  15123.4 used, 110357.6 buff/cache
MiB Mem : 128530.7 total,   3047.5 free,  15125.5 used, 110357.6 buff/cache
MiB Mem : 128530.7 total,   3047.5 free,  15125.5 used, 110357.6 buff/cache
MiB Mem : 128530.7 total,   3047.5 free,  15125.5 used, 110357.6 buff/cache
MiB Mem : 128530.7 total,   3058.6 free,  15114.4 used, 110357.7 buff/cache
MiB Mem : 128530.7 total,   3058.6 free,  15114.4 used, 110357.7 buff/cache
MiB Mem : 128530.7 total,   3058.6 free,  15114.4 used, 110357.7 buff/cache
MiB Mem : 128530.7 total,   3038.1 free,  15135.0 used, 110357.7 buff/cache
MiB Mem : 128530.7 total,   3038.1 free,  15135.0 used, 110357.7 buff/cache
MiB Mem : 128530.7 total,   3038.1 free,  15135.0 used, 110357.7 buff/cache
MiB Mem : 128530.7 total,   3031.1 free,  15141.9 used, 110357.7 buff/cache
MiB Mem : 128530.7 total,   3031.1 free,  15141.9 used, 110357.7 buff/cache
MiB Mem : 128530.7 total,   3031.1 free,  15141.9 used, 110357.7 buff/cache
MiB Mem : 128530.7 total,   3035.8 free,  15137.2 used, 110357.7 buff/cache
MiB Mem : 128530.7 total,   3035.8 free,  15137.2 used, 110357.7 buff/cache
MiB Mem : 128530.7 total,   3035.8 free,  15137.2 used, 110357.7 buff/cache
MiB Mem : 128530.7 total,   3057.4 free,  15115.5 used, 110357.7 buff/cache
MiB Mem : 128530.7 total,   3057.4 free,  15115.5 used, 110357.7 buff/cache
MiB Mem : 128530.7 total,   3057.4 free,  15115.5 used, 110357.7 buff/cache
MiB Mem : 128530.7 total,   3054.3 free,  15118.6 used, 110357.8 buff/cache
MiB Mem : 128530.7 total,   3054.3 free,  15118.6 used, 110357.8 buff/cache
MiB Mem : 128530.7 total,   3054.3 free,  15118.6 used, 110357.8 buff/cache
MiB Mem : 128530.7 total,   3040.4 free,  15132.6 used, 110357.8 buff/cache
MiB Mem : 128530.7 total,   3040.4 free,  15132.6 used, 110357.8 buff/cache
MiB Mem : 128530.7 total,   3040.4 free,  15132.6 used, 110357.8 buff/cache
MiB Mem : 128530.7 total,   3036.1 free,  15136.9 used, 110357.8 buff/cache
MiB Mem : 128530.7 total,   3036.1 free,  15136.9 used, 110357.8 buff/cache
MiB Mem : 128530.7 total,   3036.1 free,  15136.9 used, 110357.8 buff/cache
MiB Mem : 128530.7 total,   3030.8 free,  15142.1 used, 110357.8 buff/cache
MiB Mem : 128530.7 total,   3030.8 free,  15142.1 used, 110357.8 buff/cache
MiB Mem : 128530.7 total,   3030.8 free,  15142.1 used, 110357.8 buff/cache
MiB Mem : 128530.7 total,   3032.6 free,  15140.3 used, 110357.8 buff/cache
MiB Mem : 128530.7 total,   3032.6 free,  15140.3 used, 110357.8 buff/cache
MiB Mem : 128530.7 total,   3032.6 free,  15140.3 used, 110357.8 buff/cache
MiB Mem : 128530.7 total,   3039.4 free,  15133.6 used, 110357.8 buff/cache
MiB Mem : 128530.7 total,   3039.4 free,  15133.6 used, 110357.8 buff/cache
MiB Mem : 128530.7 total,   3039.4 free,  15133.6 used, 110357.8 buff/cache
MiB Mem : 128530.7 total,   3020.8 free,  15152.1 used, 110357.8 buff/cache
MiB Mem : 128530.7 total,   3020.8 free,  15152.1 used, 110357.8 buff/cache
MiB Mem : 128530.7 total,   3020.8 free,  15152.1 used, 110357.8 buff/cache
MiB Mem : 128530.7 total,   3015.9 free,  15157.0 used, 110357.8 buff/cache
MiB Mem : 128530.7 total,   3015.9 free,  15157.0 used, 110357.8 buff/cache
MiB Mem : 128530.7 total,   3015.9 free,  15157.0 used, 110357.8 buff/cache
MiB Mem : 128530.7 total,   3014.8 free,  15157.8 used, 110358.1 buff/cache
MiB Mem : 128530.7 total,   3014.8 free,  15157.8 used, 110358.1 buff/cache
MiB Mem : 128530.7 total,   3014.8 free,  15157.8 used, 110358.1 buff/cache
MiB Mem : 128530.7 total,   3024.1 free,  15148.5 used, 110358.1 buff/cache
MiB Mem : 128530.7 total,   3024.1 free,  15148.5 used, 110358.1 buff/cache
MiB Mem : 128530.7 total,   3024.1 free,  15148.5 used, 110358.1 buff/cache
MiB Mem : 128530.7 total,   3024.5 free,  15148.1 used, 110358.1 buff/cache
MiB Mem : 128530.7 total,   3024.5 free,  15148.1 used, 110358.1 buff/cache
MiB Mem : 128530.7 total,   3024.5 free,  15148.1 used, 110358.1 buff/cache
MiB Mem : 128530.7 total,   3027.5 free,  15145.1 used, 110358.1 buff/cache
MiB Mem : 128530.7 total,   3027.5 free,  15145.1 used, 110358.1 buff/cache
MiB Mem : 128530.7 total,   3027.5 free,  15145.1 used, 110358.1 buff/cache
MiB Mem : 128530.7 total,   3028.0 free,  15144.6 used, 110358.1 buff/cache
MiB Mem : 128530.7 total,   3028.0 free,  15144.6 used, 110358.1 buff/cache
MiB Mem : 128530.7 total,   3013.8 free,  15158.8 used, 110358.2 buff/cache
MiB Mem : 128530.7 total,   3013.8 free,  15158.8 used, 110358.2 buff/cache
MiB Mem : 128530.7 total,   3013.8 free,  15158.8 used, 110358.2 buff/cache
MiB Mem : 128530.7 total,   3018.4 free,  15154.2 used, 110358.2 buff/cache
MiB Mem : 128530.7 total,   3018.4 free,  15154.2 used, 110358.2 buff/cache
MiB Mem : 128530.7 total,   3018.4 free,  15154.2 used, 110358.2 buff/cache
MiB Mem : 128530.7 total,   3034.2 free,  15138.3 used, 110358.2 buff/cache
MiB Mem : 128530.7 total,   3034.2 free,  15138.3 used, 110358.2 buff/cache
MiB Mem : 128530.7 total,   3034.2 free,  15138.3 used, 110358.2 buff/cache
MiB Mem : 128530.7 total,   3023.9 free,  15148.6 used, 110358.2 buff/cache
MiB Mem : 128530.7 total,   3023.9 free,  15148.6 used, 110358.2 buff/cache
MiB Mem : 128530.7 total,   3023.9 free,  15148.6 used, 110358.2 buff/cache
MiB Mem : 128530.7 total,   3031.0 free,  15141.5 used, 110358.2 buff/cache
MiB Mem : 128530.7 total,   3031.0 free,  15141.5 used, 110358.2 buff/cache
MiB Mem : 128530.7 total,   3031.0 free,  15141.5 used, 110358.2 buff/cache
MiB Mem : 128530.7 total,   3024.3 free,  15148.2 used, 110358.2 buff/cache
MiB Mem : 128530.7 total,   3024.3 free,  15148.2 used, 110358.2 buff/cache
MiB Mem : 128530.7 total,   3024.3 free,  15148.2 used, 110358.2 buff/cache
MiB Mem : 128530.7 total,   3034.5 free,  15138.0 used, 110358.2 buff/cache
MiB Mem : 128530.7 total,   3034.5 free,  15138.0 used, 110358.2 buff/cache
MiB Mem : 128530.7 total,   3034.5 free,  15138.0 used, 110358.2 buff/cache
MiB Mem : 128530.7 total,   3021.1 free,  15151.4 used, 110358.3 buff/cache
MiB Mem : 128530.7 total,   3021.1 free,  15151.4 used, 110358.3 buff/cache
MiB Mem : 128530.7 total,   3021.1 free,  15151.4 used, 110358.3 buff/cache
MiB Mem : 128530.7 total,   3015.2 free,  15157.3 used, 110358.3 buff/cache
MiB Mem : 128530.7 total,   3015.2 free,  15157.3 used, 110358.3 buff/cache
MiB Mem : 128530.7 total,   3015.2 free,  15157.3 used, 110358.3 buff/cache
MiB Mem : 128530.7 total,   3018.2 free,  15154.3 used, 110358.3 buff/cache
MiB Mem : 128530.7 total,   3018.2 free,  15154.3 used, 110358.3 buff/cache
MiB Mem : 128530.7 total,   3018.2 free,  15154.3 used, 110358.3 buff/cache
MiB Mem : 128530.7 total,   3008.5 free,  15163.9 used, 110358.3 buff/cache
MiB Mem : 128530.7 total,   3008.5 free,  15163.9 used, 110358.3 buff/cache
MiB Mem : 128530.7 total,   3008.5 free,  15163.9 used, 110358.3 buff/cache
MiB Mem : 128530.7 total,   3021.4 free,  15151.0 used, 110358.3 buff/cache
MiB Mem : 128530.7 total,   3021.4 free,  15151.0 used, 110358.3 buff/cache
MiB Mem : 128530.7 total,   3021.4 free,  15151.0 used, 110358.3 buff/cache
MiB Mem : 128530.7 total,   3033.9 free,  15138.5 used, 110358.3 buff/cache
MiB Mem : 128530.7 total,   3033.9 free,  15138.5 used, 110358.3 buff/cache
MiB Mem : 128530.7 total,   3033.9 free,  15138.5 used, 110358.3 buff/cache
MiB Mem : 128530.7 total,   3027.5 free,  15144.9 used, 110358.3 buff/cache
MiB Mem : 128530.7 total,   3027.5 free,  15144.9 used, 110358.3 buff/cache
MiB Mem : 128530.7 total,   3027.5 free,  15144.9 used, 110358.3 buff/cache
MiB Mem : 128530.7 total,   3004.6 free,  15167.8 used, 110358.4 buff/cache
MiB Mem : 128530.7 total,   3004.6 free,  15167.8 used, 110358.4 buff/cache
MiB Mem : 128530.7 total,   3004.6 free,  15167.8 used, 110358.4 buff/cache
MiB Mem : 128530.7 total,   3014.2 free,  15157.6 used, 110358.9 buff/cache
MiB Mem : 128530.7 total,   3014.2 free,  15157.6 used, 110358.9 buff/cache
MiB Mem : 128530.7 total,   3014.2 free,  15157.6 used, 110358.9 buff/cache
MiB Mem : 128530.7 total,   3024.9 free,  15146.9 used, 110358.9 buff/cache
MiB Mem : 128530.7 total,   3024.9 free,  15146.9 used, 110358.9 buff/cache
MiB Mem : 128530.7 total,   3024.9 free,  15146.9 used, 110358.9 buff/cache
MiB Mem : 128530.7 total,   3002.7 free,  15169.1 used, 110358.9 buff/cache
MiB Mem : 128530.7 total,   3002.7 free,  15169.1 used, 110358.9 buff/cache
MiB Mem : 128530.7 total,   3002.7 free,  15169.1 used, 110358.9 buff/cache
MiB Mem : 128530.7 total,   3024.7 free,  15147.1 used, 110358.9 buff/cache
MiB Mem : 128530.7 total,   3024.7 free,  15147.1 used, 110358.9 buff/cache
MiB Mem : 128530.7 total,   3023.2 free,  15148.6 used, 110358.9 buff/cache
MiB Mem : 128530.7 total,   3023.2 free,  15148.6 used, 110358.9 buff/cache
MiB Mem : 128530.7 total,   3023.2 free,  15148.6 used, 110358.9 buff/cache
MiB Mem : 128530.7 total,   3000.3 free,  15171.5 used, 110359.0 buff/cache
MiB Mem : 128530.7 total,   3000.3 free,  15171.5 used, 110359.0 buff/cache
MiB Mem : 128530.7 total,   3000.3 free,  15171.5 used, 110359.0 buff/cache
MiB Mem : 128530.7 total,   3005.7 free,  15166.0 used, 110359.0 buff/cache
MiB Mem : 128530.7 total,   3005.7 free,  15166.0 used, 110359.0 buff/cache
MiB Mem : 128530.7 total,   3005.7 free,  15166.0 used, 110359.0 buff/cache
MiB Mem : 128530.7 total,   3000.6 free,  15171.1 used, 110359.0 buff/cache
MiB Mem : 128530.7 total,   3000.6 free,  15171.1 used, 110359.0 buff/cache
MiB Mem : 128530.7 total,   3000.6 free,  15171.1 used, 110359.0 buff/cache
MiB Mem : 128530.7 total,   3003.4 free,  15168.3 used, 110359.0 buff/cache
MiB Mem : 128530.7 total,   3003.4 free,  15168.3 used, 110359.0 buff/cache
MiB Mem : 128530.7 total,   3003.4 free,  15168.3 used, 110359.0 buff/cache
MiB Mem : 128530.7 total,   3001.9 free,  15169.8 used, 110359.0 buff/cache
MiB Mem : 128530.7 total,   3001.9 free,  15169.8 used, 110359.0 buff/cache
MiB Mem : 128530.7 total,   3001.9 free,  15169.8 used, 110359.0 buff/cache
MiB Mem : 128530.7 total,   3014.4 free,  15157.3 used, 110359.0 buff/cache
MiB Mem : 128530.7 total,   3014.4 free,  15157.3 used, 110359.0 buff/cache
MiB Mem : 128530.7 total,   3014.4 free,  15157.3 used, 110359.0 buff/cache
MiB Mem : 128530.7 total,   3015.3 free,  15156.4 used, 110359.0 buff/cache
MiB Mem : 128530.7 total,   3015.3 free,  15156.4 used, 110359.0 buff/cache
MiB Mem : 128530.7 total,   3015.3 free,  15156.4 used, 110359.0 buff/cache
MiB Mem : 128530.7 total,   2999.8 free,  15171.8 used, 110359.1 buff/cache
MiB Mem : 128530.7 total,   2999.8 free,  15171.8 used, 110359.1 buff/cache
MiB Mem : 128530.7 total,   2999.8 free,  15171.8 used, 110359.1 buff/cache
MiB Mem : 128530.7 total,   3000.2 free,  15171.4 used, 110359.1 buff/cache
MiB Mem : 128530.7 total,   3000.2 free,  15171.4 used, 110359.1 buff/cache
MiB Mem : 128530.7 total,   3000.2 free,  15171.4 used, 110359.1 buff/cache
MiB Mem : 128530.7 total,   3006.4 free,  15165.3 used, 110359.1 buff/cache
MiB Mem : 128530.7 total,   3006.4 free,  15165.3 used, 110359.1 buff/cache
MiB Mem : 128530.7 total,   3006.4 free,  15165.3 used, 110359.1 buff/cache
MiB Mem : 128530.7 total,   2988.5 free,  15183.1 used, 110359.1 buff/cache
MiB Mem : 128530.7 total,   2988.5 free,  15183.1 used, 110359.1 buff/cache
MiB Mem : 128530.7 total,   2988.5 free,  15183.1 used, 110359.1 buff/cache
MiB Mem : 128530.7 total,   2996.0 free,  15175.6 used, 110359.1 buff/cache
MiB Mem : 128530.7 total,   2996.0 free,  15175.6 used, 110359.1 buff/cache
MiB Mem : 128530.7 total,   2996.0 free,  15175.6 used, 110359.1 buff/cache
MiB Mem : 128530.7 total,   3002.4 free,  15169.3 used, 110359.1 buff/cache
MiB Mem : 128530.7 total,   3002.4 free,  15169.3 used, 110359.1 buff/cache
MiB Mem : 128530.7 total,   3002.4 free,  15169.3 used, 110359.1 buff/cache
MiB Mem : 128530.7 total,   2980.1 free,  15191.5 used, 110359.1 buff/cache
MiB Mem : 128530.7 total,   2980.1 free,  15191.5 used, 110359.1 buff/cache
MiB Mem : 128530.7 total,   2980.1 free,  15191.5 used, 110359.1 buff/cache
MiB Mem : 128530.7 total,   2974.3 free,  15197.2 used, 110359.2 buff/cache
MiB Mem : 128530.7 total,   2974.3 free,  15197.2 used, 110359.2 buff/cache
MiB Mem : 128530.7 total,   2974.3 free,  15197.2 used, 110359.2 buff/cache
MiB Mem : 128530.7 total,   2998.2 free,  15173.3 used, 110359.2 buff/cache
MiB Mem : 128530.7 total,   2998.2 free,  15173.3 used, 110359.2 buff/cache
MiB Mem : 128530.7 total,   2998.2 free,  15173.3 used, 110359.2 buff/cache
MiB Mem : 128530.7 total,   2993.8 free,  15177.3 used, 110359.7 buff/cache
MiB Mem : 128530.7 total,   2993.8 free,  15177.3 used, 110359.7 buff/cache
MiB Mem : 128530.7 total,   2993.8 free,  15177.3 used, 110359.7 buff/cache
MiB Mem : 128530.7 total,   2975.8 free,  15195.2 used, 110359.7 buff/cache
MiB Mem : 128530.7 total,   2975.8 free,  15195.2 used, 110359.7 buff/cache
MiB Mem : 128530.7 total,   2975.8 free,  15195.2 used, 110359.7 buff/cache
MiB Mem : 128530.7 total,   2983.1 free,  15187.9 used, 110359.7 buff/cache
MiB Mem : 128530.7 total,   2983.1 free,  15187.9 used, 110359.7 buff/cache
MiB Mem : 128530.7 total,   2983.1 free,  15187.9 used, 110359.7 buff/cache
MiB Mem : 128530.7 total,   2984.6 free,  15186.4 used, 110359.7 buff/cache
MiB Mem : 128530.7 total,   2984.6 free,  15186.4 used, 110359.7 buff/cache
MiB Mem : 128530.7 total,   2984.6 free,  15186.4 used, 110359.7 buff/cache
MiB Mem : 128530.7 total,   2981.1 free,  15189.9 used, 110359.8 buff/cache
MiB Mem : 128530.7 total,   2981.1 free,  15189.9 used, 110359.8 buff/cache
MiB Mem : 128530.7 total,   2981.1 free,  15189.9 used, 110359.8 buff/cache
MiB Mem : 128530.7 total,   2985.2 free,  15185.8 used, 110359.8 buff/cache
MiB Mem : 128530.7 total,   2985.2 free,  15185.8 used, 110359.8 buff/cache
MiB Mem : 128530.7 total,   2985.2 free,  15185.8 used, 110359.8 buff/cache
MiB Mem : 128530.7 total,   2985.7 free,  15185.2 used, 110359.8 buff/cache
MiB Mem : 128530.7 total,   2985.7 free,  15185.2 used, 110359.8 buff/cache
MiB Mem : 128530.7 total,   2985.7 free,  15185.2 used, 110359.8 buff/cache
MiB Mem : 128530.7 total,   2981.9 free,  15189.0 used, 110359.8 buff/cache
MiB Mem : 128530.7 total,   2981.9 free,  15189.0 used, 110359.8 buff/cache
MiB Mem : 128530.7 total,   2981.9 free,  15189.0 used, 110359.8 buff/cache
MiB Mem : 128530.7 total,   2984.9 free,  15186.1 used, 110359.8 buff/cache
MiB Mem : 128530.7 total,   2984.9 free,  15186.1 used, 110359.8 buff/cache
MiB Mem : 128530.7 total,   2984.9 free,  15186.1 used, 110359.8 buff/cache
MiB Mem : 128530.7 total,   2972.4 free,  15198.5 used, 110359.8 buff/cache
MiB Mem : 128530.7 total,   2972.4 free,  15198.5 used, 110359.8 buff/cache
MiB Mem : 128530.7 total,   2972.4 free,  15198.5 used, 110359.8 buff/cache
MiB Mem : 128530.7 total,   2960.5 free,  15210.4 used, 110359.8 buff/cache
MiB Mem : 128530.7 total,   2960.5 free,  15210.4 used, 110359.8 buff/cache
MiB Mem : 128530.7 total,   2960.5 free,  15210.4 used, 110359.8 buff/cache
MiB Mem : 128530.7 total,   2959.4 free,  15211.5 used, 110359.8 buff/cache
MiB Mem : 128530.7 total,   2959.4 free,  15211.5 used, 110359.8 buff/cache
MiB Mem : 128530.7 total,   2959.4 free,  15211.5 used, 110359.8 buff/cache
MiB Mem : 128530.7 total,   2955.3 free,  15215.6 used, 110359.8 buff/cache
MiB Mem : 128530.7 total,   2955.3 free,  15215.6 used, 110359.8 buff/cache
MiB Mem : 128530.7 total,   2955.3 free,  15215.6 used, 110359.8 buff/cache
MiB Mem : 128530.7 total,   2983.4 free,  15187.5 used, 110359.8 buff/cache
MiB Mem : 128530.7 total,   2983.4 free,  15187.5 used, 110359.8 buff/cache
MiB Mem : 128530.7 total,   2983.4 free,  15187.5 used, 110359.8 buff/cache
MiB Mem : 128530.7 total,   2969.0 free,  15201.9 used, 110359.9 buff/cache
MiB Mem : 128530.7 total,   2969.0 free,  15201.9 used, 110359.9 buff/cache
MiB Mem : 128530.7 total,   2969.0 free,  15201.9 used, 110359.9 buff/cache
MiB Mem : 128530.7 total,   2960.4 free,  15210.4 used, 110359.9 buff/cache
MiB Mem : 128530.7 total,   2960.4 free,  15210.4 used, 110359.9 buff/cache
MiB Mem : 128530.7 total,   2960.4 free,  15210.4 used, 110359.9 buff/cache
MiB Mem : 128530.7 total,   2963.3 free,  15207.5 used, 110359.9 buff/cache
MiB Mem : 128530.7 total,   2963.3 free,  15207.5 used, 110359.9 buff/cache
MiB Mem : 128530.7 total,   2963.3 free,  15207.5 used, 110359.9 buff/cache
MiB Mem : 128530.7 total,   2948.7 free,  15222.1 used, 110359.9 buff/cache
MiB Mem : 128530.7 total,   2948.7 free,  15222.1 used, 110359.9 buff/cache
MiB Mem : 128530.7 total,   2948.7 free,  15222.1 used, 110359.9 buff/cache
MiB Mem : 128530.7 total,   2963.9 free,  15206.8 used, 110359.9 buff/cache
MiB Mem : 128530.7 total,   2963.9 free,  15206.8 used, 110359.9 buff/cache
MiB Mem : 128530.7 total,   2958.6 free,  15212.2 used, 110359.9 buff/cache
MiB Mem : 128530.7 total,   2958.6 free,  15212.2 used, 110359.9 buff/cache
MiB Mem : 128530.7 total,   2958.6 free,  15212.2 used, 110359.9 buff/cache
MiB Mem : 128530.7 total,   2937.0 free,  15233.8 used, 110360.0 buff/cache
