us;sy;ni;id;wa;hi;si;st;
1,8;0,3;0;97,9;0;0;0;0;0,021
1,8;0,2;0;97,9;0;0;0;0;0,021
1,8;0,2;0;98;0;0;0;0;0,02
1,7;0,1;0;98,2;0;0;0;0;0,018
1,9;0,5;0;97,6;0;0;0;0;0,024
1,8;0,2;0;98;0;0;0;0;0,02
1,7;0,1;0;98,1;0;0;0;0;0,019
1,9;0,1;0;98;0;0;0;0;0,02
1,7;0,1;0;98,2;0;0;0;0;0,018
2,1;0,6;0;97,3;0,1;0;0;0;0,027
1,8;0,3;0;97,8;0;0;0;0;0,022
1,9;0,2;0;97,9;0;0;0;0;0,021
1,7;0,2;0;98,1;0;0;0;0;0,019
1,7;0,1;0;98,2;0;0;0;0;0,018
2;0,4;0;97,5;0;0;0;0;0,025
2;0,3;0;97,6;0,1;0;0;0;0,024
1,7;0,1;0;98,2;0;0;0;0;0,018
1,7;0,1;0;98,1;0;0;0;0;0,019
1,7;0,1;0;98,2;0;0;0;0;0,018
2;0,6;0;97,3;0;0;0;0;0,027
1,8;0,3;0;97,9;0,1;0;0;0;0,021
1,8;0,2;0;98,1;0;0;0;0;0,019
1,7;0,2;0;98,1;0;0;0;0;0,019
1,7;0,1;0;98,2;0;0;0;0;0,018
2;0,5;0;97,5;0;0;0;0;0,025
1,8;0,2;0;98;0;0;0;0;0,02
1,7;0,2;0;98,1;0,1;0;0;0;0,019
1,7;0,2;0;98,1;0;0;0;0;0,019
1,7;0,1;0;98,2;0;0;0;0;0,018
2,2;0,7;0;96,9;0,2;0;0;0;0,031
1,8;0,2;0;97,9;0;0;0;0;0,021
1,8;0,2;0;98;0;0;0;0;0,02
1,9;0,2;0;98;0;0;0;0;0,02
1,7;0,1;0;98,1;0;0;0;0;0,019
2;0,5;0;97,5;0;0;0;0;0,025
1,8;0,2;0;98;0;0;0;0;0,02
1,8;0,1;0;98,1;0;0;0;0;0,019
1,8;0,1;0;98,1;0;0;0;0;0,019
1,8;0,1;0;98,1;0;0;0;0;0,019
2;0,6;0;97,3;0;0;0;0;0,027
1,8;0,3;0;97,8;0;0;0;0;0,022
1,8;0,2;0;98;0;0;0;0;0,02
1,8;0,2;0;98;0;0;0;0;0,02
1,7;0,1;0;97,9;0,2;0;0;0;0,021
2;0,3;0;97,6;0;0;0;0;0,024
1,8;0,2;0;98,1;0;0;0;0;0,019
1,7;0,2;0;98,2;0;0;0;0;0,018
1,9;0,2;0;97,9;0;0;0;0;0,021
1,8;0,3;0;97,9;0;0;0;0;0,021
2;0,4;0;97,5;0;0;0;0;0,025
1,8;0,2;0;98;0;0;0;0;0,02
1,8;0,1;0;98,1;0;0;0;0;0,019
1,7;0,1;0;98,2;0;0;0;0;0,018
1,9;0,4;0;97,7;0;0;0;0;0,023
2;0,3;0;97,7;0;0;0;0;0,023
1,7;0,1;0;98,1;0;0;0;0;0,019
1,7;0,1;0;98,2;0;0;0;0;0,018
1,8;0,2;0;98;0;0;0;0;0,02
2,1;0,5;0;97,4;0;0;0;0;0,026
1,8;0,3;0;97,8;0,1;0;0;0;0,022
1,9;0,4;0;97,7;0;0;0;0;0,023
1,8;0,2;0;98,1;0;0;0;0;0,019
1,7;0,1;0;98,1;0;0;0;0;0,019
2;0,4;0;97,5;0;0;0;0;0,025
1,8;0,2;0;98;0;0;0;0;0,02
1,7;0,2;0;98,1;0;0;0;0;0,019
3;0,1;0;96,9;0;0;0;0;0,031
1,8;0,1;0;98,1;0;0;0;0;0,019
2,1;0,6;0;97,3;0;0;0;0;0,027
1,8;0,2;0;97,9;0;0;0;0;0,021
1,7;0,2;0;98,1;0;0;0;0;0,019
1,8;0,1;0;98,1;0;0;0;0;0,019
1,8;0,1;0;98;0,1;0;0;0;0,02
2;0,4;0;97,5;0,1;0;0;0;0,025
1,9;0,2;0;97,9;0;0;0;0;0,021
1,7;0,1;0;98,1;0;0;0;0;0,019
1,7;0,1;0;98,1;0;0;0;0;0,019
1,9;0,1;0;98;0;0;0;0;0,02
2;0,6;0;97,4;0;0;0;0;0,026
1,8;0,3;0;97,9;0;0;0;0;0,021
1,7;0,2;0;98,1;0;0;0;0;0,019
1,8;0,2;0;98;0;0;0;0;0,02
1,7;0,1;0;98,1;0;0;0;0;0,019
2;0,4;0;97,6;0;0;0;0;0,024
1,8;0,2;0;98;0;0;0;0;0,02
1,7;0,1;0;98,2;0;0;0;0;0,018
1,7;0,1;0;98,2;0;0;0;0;0,018
1,7;0,1;0;98,2;0;0;0;0;0,018
2,1;0,6;0;97,3;0;0;0;0;0,027
1,8;0,3;0;97,8;0;0;0;0;0,022
1,8;0,2;0;98;0;0;0;0;0,02
1,8;0,2;0;98;0;0;0;0;0,02
1,8;0,2;0;98;0;0;0;0;0,02
2;0,4;0;97,5;0;0;0;0;0,025
1,8;0,3;0;97,9;0;0;0;0;0,021
1,7;0,2;0;98,2;0;0;0;0;0,018
1,7;0,1;0;98,2;0;0;0;0;0,018
1,9;0,1;0;98;0;0;0;0;0,02
2;0,6;0;97,3;0,1;0;0;0;0,027
1,8;0,3;0;97,9;0;0;0;0;0,021
1,7;0,2;0;98,1;0;0;0;0;0,019
2;0,2;0;97,8;0;0;0;0;0,022
1,7;0,2;0;98;0,1;0;0;0;0,02
2;0,4;0;97,6;0;0;0;0;0,024
1,8;0,3;0;97,9;0;0;0;0;0,021
1,7;0,2;0;98;0;0;0;0;0,02
1,7;0,1;0;98,2;0;0;0;0;0,018
1,9;0,5;0;97,6;0;0;0;0;0,024
1,9;0,3;0;97,8;0;0;0;0;0,022
1,8;0,2;0;98,1;0;0;0;0;0,019
1,9;0,2;0;97,9;0;0;0;0;0,021
1,8;0,1;0;97,9;0,1;0;0;0;0,021
2;0,5;0;97,5;0;0;0;0;0,025
2,1;0,3;0;97,5;0,1;0;0;0;0,025
1,7;0,1;0;98,1;0,1;0;0;0;0,019
1,8;0,1;0;98,1;0;0;0;0;0,019
1,7;0,1;0;98,2;0;0;0;0;0,018
2,4;0,6;0;97,1;0;0;0;0;0,029
2,1;0,4;0;97,6;0;0;0;0;0,024
2;0,2;0;97,8;0;0;0;0;0,022
1,9;0,2;0;97,9;0;0;0;0;0,021
1,8;0,2;0;98;0;0;0;0;0,02
1,9;0,5;0;97,5;0;0;0;0;0,025
1,9;0,2;0;97,9;0;0;0;0;0,021
1,8;0,1;0;98,1;0;0;0;0;0,019
1,7;0,1;0;98,2;0;0;0;0;0,018
1,7;0,1;0;98,2;0;0;0;0;0,018
2;0,7;0;97,2;0,1;0;0;0;0,028
1,8;0,3;0;97,9;0;0;0;0;0,021
1,7;0,2;0;98,1;0;0;0;0;0,019
1,7;0,1;0;98,1;0;0;0;0;0,019
1,9;0,3;0;97,9;0;0;0;0;0,021
2;0,4;0;97,6;0,1;0;0;0;0,024
1,8;0,2;0;97,9;0;0;0;0;0,021
1,7;0,2;0;98,1;0;0;0;0;0,019
1,7;0,1;0;98,2;0;0;0;0;0,018
1,7;0,1;0;98,2;0;0;0;0;0,018
2;0,6;0;97,4;0;0;0;0;0,026
2;0,3;0;97,7;0;0;0;0;0,023
1,8;0,1;0;98,1;0;0;0;0;0,019
1,7;0,2;0;98,2;0;0;0;0;0,018
1,7;0,2;0;98,1;0;0;0;0;0,019
1,9;0,4;0;97,7;0;0;0;0;0,023
1,9;0,2;0;97,9;0;0;0;0;0,021
1,7;0,1;0;98,2;0;0;0;0;0,018
1,7;0,2;0;98,2;0;0;0;0;0,018
1,7;0,1;0;98,2;0;0;0;0;0,018
2;0,6;0;97,3;0,1;0;0;0;0,027
2,1;0,2;0;97,7;0;0;0;0;0,023
1,8;0,2;0;98;0;0;0;0;0,02
1,8;0,2;0;98,1;0;0;0;0;0,019
1,7;0,1;0;98,1;0;0;0;0;0,019
2;0,4;0;97,6;0;0;0;0;0,024
1,8;0,2;0;98;0;0;0;0;0,02
1,9;0,1;0;98;0;0;0;0;0,02
1,7;0,2;0;98,1;0;0;0;0;0,019
1,7;0,1;0;98,3;0;0;0;0;0,017
2,2;0,8;0;96,9;0,1;0;0;0;0,031
1,8;0,2;0;97,9;0;0;0;0;0,021
1,8;0,2;0;98;0;0;0;0;0,02
1,8;0,2;0;98;0;0;0;0;0,02
1,9;0,4;0;97,5;0,2;0;0;0;0,025
1,9;0,2;0;97,8;0;0;0;0;0,022
1,7;0,1;0;98,2;0;0;0;0;0,018
1,9;0,2;0;97,9;0;0;0;0;0,021
1,7;0,1;0;98,2;0;0;0;0;0,018
2;0,5;0;97,5;0;0;0;0;0,025
1,8;0,2;0;97,9;0;0;0;0;0,021
1,8;0,2;0;98;0;0;0;0;0,02
1,9;0,3;0;97,9;0;0;0;0;0,021
1,7;0,1;0;98,2;0;0;0;0;0,018
1,9;0,4;0;97,7;0;0;0;0;0,023
1,8;0,2;0;98;0,1;0;0;0;0,02
1,7;0,1;0;98,2;0;0;0;0;0,018
1,7;0,1;0;98,2;0;0;0;0;0,018
1,9;0,1;0;98,1;0;0;0;0;0,019
2,1;0,5;0;97,4;0;0;0;0;0,026
1,9;0,3;0;97,8;0;0;0;0;0,022
2;0,2;0;97,8;0;0;0;0;0,022
1,7;0,2;0;98,1;0;0;0;0;0,019
1,7;0,2;0;98,1;0;0;0;0;0,019
2,1;0,5;0;97,3;0;0;0;0;0,027
1,9;0,2;0;97,9;0;0;0;0;0,021
1,8;0,1;0;98,1;0;0;0;0;0,019
2,8;0,1;0;97,1;0;0;0;0;0,029
1,8;0,1;0;98,2;0;0;0;0;0,018
2;0,6;0;97,3;0,1;0;0;0;0,027
1,9;0,4;0;97,6;0;0;0;0;0,024
1,7;0,2;0;98,1;0;0;0;0;0,019
1,7;0,2;0;98,1;0;0;0;0;0,019
1,8;0,3;0;97,9;0;0;0;0;0,021
2;0,3;0;97,6;0,1;0;0;0;0,024
1,8;0,2;0;98;0;0;0;0;0,02
1,7;0,2;0;98,2;0;0;0;0;0,018
1,9;0,2;0;97,9;0;0;0;0;0,021
1,7;0,1;0;98,2;0;0;0;0;0,018
2;0,6;0;97,4;0;0;0;0;0,026
1,9;0,2;0;97,9;0;0;0;0;0,021
1,9;0,4;0;97,7;0;0;0;0;0,023
1,7;0,2;0;98,1;0;0;0;0;0,019
1,7;0,2;0;98,1;0;0;0;0;0,019
1,9;0,4;0;97,7;0;0;0;0;0,023
1,8;0,2;0;98;0;0;0;0;0,02
1,7;0,1;0;98,1;0;0;0;0;0,019
1,7;0,1;0;98,2;0;0;0;0;0,018
1,7;0,1;0;98,2;0;0;0;0;0,018
2;0,5;0;97,5;0;0;0;0;0,025
2,2;0,5;0;97,3;0;0;0;0;0,027
1,8;0,2;0;98;0;0;0;0;0,02
1,8;0,1;0;98;0;0;0;0;0,02
1,6;0,1;0;98,2;0;0;0;0;0,018
2,1;0,4;0;97,4;0;0;0;0;0,026
1,8;0,2;0;97,9;0;0;0;0;0,021
1,7;0,1;0;98,2;0;0;0;0;0,018
2;0,1;0;97,9;0;0;0;0;0,021
1,9;0,4;0;97,7;0;0;0;0;0,023
1,9;0,3;0;97,7;0;0;0;0;0,023
1,7;0,2;0;98;0;0;0;0;0,02
1,7;0,2;0;98,1;0;0;0;0;0,019
1,7;0,1;0;98,2;0;0;0;0;0,018
2;0,4;0;97,5;0,1;0;0;0;0,025
1,8;0,2;0;98;0;0;0;0;0,02
1,8;0,1;0;98,1;0;0;0;0;0,019
1,7;0,2;0;98,1;0;0;0;0;0,019
1,7;0,1;0;98,2;0;0;0;0;0,018
1,9;0,6;0;97,4;0;0;0;0;0,026
1,8;0,2;0;97,9;0;0;0;0;0,021
1,8;0,2;0;98;0;0;0;0;0,02
1,7;0,2;0;98,1;0;0;0;0;0,019
1,6;0,1;0;98,2;0;0;0;0;0,018
1,9;0,4;0;97,7;0;0;0;0;0,023
1,8;0,2;0;98,1;0;0;0;0;0,019
1,9;0,2;0;97,9;0;0;0;0;0,021
1,8;0,1;0;98;0;0;0;0;0,02
1,7;0,1;0;98,2;0;0;0;0;0,018
1,9;0,6;0;97,5;0;0;0;0;0,025
1,8;0,2;0;97,9;0,1;0;0;0;0,021
1,9;0,2;0;97,9;0;0;0;0;0,021
1,8;0,2;0;98;0;0;0;0;0,02
1,7;0,2;0;98,1;0;0;0;0;0,019
1,9;0,5;0;97,6;0;0;0;0;0,024
1,9;0,2;0;97,9;0,1;0;0;0;0,021
1,7;0,1;0;98,1;0;0;0;0;0,019
1,8;0,2;0;98;0;0;0;0;0,02
1,8;0,1;0;98,1;0;0;0;0;0,019
4,6;0,8;0;94,6;0;0;0;0;0,054
1,9;0,2;0;97,8;0;0;0;0;0,022
1,8;0,2;0;98;0;0;0;0;0,02
1,8;0,1;0;98,1;0;0;0;0;0,019
1,7;0,1;0;98,2;0;0;0;0;0,018
1,9;0,3;0;97,8;0;0;0;0;0,022
1,8;0,2;0;98;0;0;0;0;0,02
1,7;0,1;0;98,2;0;0;0;0;0,018
1,8;0,1;0;98,1;0;0;0;0;0,019
1,7;0,1;0;98,1;0,1;0;0;0;0,019
2;0,5;0;97,4;0;0;0;0;0,026
1,9;0,2;0;97,9;0;0;0;0;0,021
1,8;0,2;0;98,1;0;0;0;0;0,019
1,7;0,2;0;98,2;0;0;0;0;0,018
1,9;0,2;0;97,9;0;0;0;0;0,021
1,9;0,3;0;97,7;0;0;0;0;0,023
1,9;0,2;0;97,9;0;0;0;0;0,021
1,7;0,1;0;98,2;0;0;0;0;0,018
1,7;0,1;0;98,2;0;0;0;0;0,018
1,7;0,2;0;98,1;0;0;0;0;0,019
2;0,6;0;97,4;0;0;0;0;0,026
1,9;0,3;0;97,8;0;0;0;0;0,022
1,8;0,2;0;97,9;0;0;0;0;0,021
1,7;0,2;0;98,1;0;0;0;0;0,019
1,7;0,2;0;98;0,1;0;0;0;0,02
2,1;0,4;0;97,5;0;0;0;0;0,025
1,8;0,2;0;98;0;0;0;0;0,02
1,7;0,1;0;98,1;0;0;0;0;0,019
1,7;0,1;0;98,1;0,1;0;0;0;0,019
2;0,6;0;97,5;0;0;0;0;0,025
1,8;0,2;0;97,9;0;0;0;0;0,021
1,8;0,2;0;98;0;0;0;0;0,02
1,8;0,2;0;98,1;0;0;0;0;0,019
1,8;0,2;0;98;0;0;0;0;0,02
2;0,4;0;97,5;0,1;0;0;0;0,025
1,7;0,2;0;98,1;0;0;0;0;0,019
1,8;0,2;0;98;0;0;0;0;0,02
1,7;0,1;0;98,2;0;0;0;0;0,018
1,8;0,1;0;98,1;0;0;0;0;0,019
2;0,5;0;97,5;0;0;0;0;0,025
1,8;0,3;0;97,9;0,1;0;0;0;0,021
1,8;0,2;0;98,1;0;0;0;0;0,019
1,9;0,2;0;97,9;0;0;0;0;0,021
1,7;0,1;0;98,2;0;0;0;0;0,018
2;0,4;0;97,6;0;0;0;0;0,024
1,8;0,2;0;98;0,1;0;0;0;0,02
2;0,2;0;97,7;0;0;0;0;0,023
1,7;0,1;0;98,2;0;0;0;0;0,018
1,7;0,1;0;98,1;0;0;0;0;0,019
2,1;0,5;0;97,4;0;0;0;0;0,026
1,9;0,3;0;97,7;0,1;0;0;0;0,023
1,8;0,2;0;98;0;0;0;0;0,02
1,8;0,2;0;98;0;0;0;0;0,02
1,7;0,1;0;98,1;0;0;0;0;0,019
1,9;0,4;0;97,7;0;0;0;0;0,023
1,8;0,2;0;98;0;0;0;0;0,02
1,7;0,2;0;98,1;0;0;0;0;0,019
2,7;0,1;0;97,2;0;0;0;0;0,028
1,8;0,1;0;98;0,1;0;0;0;0,02
2;0,6;0;97,4;0;0;0;0;0,026
1,8;0,2;0;97,9;0;0;0;0;0,021
1,8;0,2;0;98;0;0;0;0;0,02
1,8;0,2;0;98,1;0;0;0;0;0,019
1,9;0,2;0;97,9;0;0;0;0;0,021
1,9;0,4;0;97,6;0;0;0;0;0,024
2;0,2;0;97,8;0;0;0;0;0,022
1,8;0,1;0;98,1;0;0;0;0;0,019
1,7;0,1;0;98,2;0;0;0;0;0,018
1,7;0,1;0;98,2;0;0;0;0;0,018
1,9;0,6;0;97,5;0,1;0;0;0;0,025
1,9;0,3;0;97,8;0;0;0;0;0,022
1,8;0,2;0;98;0;0;0;0;0,02
1,7;0,1;0;98,2;0;0;0;0;0,018
1,7;0,2;0;98,1;0;0;0;0;0,019
2,1;0,4;0;97,4;0,1;0;0;0;0,026
1,9;0,2;0;97,8;0,1;0;0;0;0,022
1,7;0,2;0;98;0,1;0;0;0;0,02
1,7;0,2;0;98,1;0;0;0;0;0,019
1,6;0,1;0;98,2;0;0;0;0;0,018
2,2;0,7;0;97,1;0;0;0;0;0,029
1,7;0,3;0;98;0;0;0;0;0,02
2;0,3;0;97,7;0;0;0;0;0,023
1,7;0,1;0;98,2;0;0;0;0;0,018
1,9;0,4;0;97,7;0;0;0;0;0,023
