worker_id;question_id;question;prediction;answer_key;correct;latency_s;model;timestamp;raw_output;prompt_tokens;gen_tokens;gen_eval_ns;total_ns;;worker_id;question_id;question;prediction;answer_key;correct;latency_s;model;timestamp;raw_output;prompt_tokens;gen_tokens;gen_eval_ns;total_ns
7;4;Where are  you likely to find a hamburger?;A;A;1;0,267;llama3,1:8b;01/01/2026 5:47;A;74;2;9542476;265288217;;3;2;What do people aim to do at work?;B;A;0;0,297;llama3,1:8b;01/01/2026 5:47;B;75;2;6419209;294472480
8;4;Where are  you likely to find a hamburger?;A;A;1;0,278;llama3,1:8b;01/01/2026 5:47;A;74;2;12627279;276381665;;8;3;Where would you find magazines along side many other printed works?;B;B;1;0,302;llama3,1:8b;01/01/2026 5:47;B;71;2;11607363;300780218
4;4;Where are  you likely to find a hamburger?;A;A;1;0,276;llama3,1:8b;01/01/2026 5:47;A;74;2;6919469;274168005;;7;3;Where would you find magazines along side many other printed works?;B;B;1;0,283;llama3,1:8b;01/01/2026 5:47;B;71;2;9415705;281963486
3;4;Where are  you likely to find a hamburger?;A;A;1;0,277;llama3,1:8b;01/01/2026 5:47;A;74;2;6425471;275952741;;4;3;Where would you find magazines along side many other printed works?;B;B;1;0,289;llama3,1:8b;01/01/2026 5:47;B;71;2;6864715;287969000
5;3;Where would you find magazines along side many other printed works?;B;B;1;0,323;llama3,1:8b;01/01/2026 5:47;B;71;2;10376756;322047027;;3;3;Where would you find magazines along side many other printed works?;B;B;1;0,282;llama3,1:8b;01/01/2026 5:47;B;71;2;6414401;280339134
1;3;Where would you find magazines along side many other printed works?;B;B;1;0,324;llama3,1:8b;01/01/2026 5:47;B;71;2;9199878;322044977;;5;2;What do people aim to do at work?;B;A;0;0,324;llama3,1:8b;01/01/2026 5:47;B;75;2;10391345;323067164
9;3;Where would you find magazines along side many other printed works?;B;B;1;0,324;llama3,1:8b;01/01/2026 5:47;B;71;2;9178378;323138704;;1;2;What do people aim to do at work?;B;A;0;0,306;llama3,1:8b;01/01/2026 5:47;B;75;2;9183617;304505107
0;2;What do people aim to do at work?;B;A;0;0,316;llama3,1:8b;01/01/2026 5:47;B;75;2;10128563;314826772;;9;2;What do people aim to do at work?;B;A;0;0,351;llama3,1:8b;01/01/2026 5:47;B;75;2;9229068;350102014
2;2;What do people aim to do at work?;B;A;0;0,306;llama3,1:8b;01/01/2026 5:47;B;75;2;9199178;304948970;;7;4;Where are  you likely to find a hamburger?;A;A;1;0,267;llama3,1:8b;01/01/2026 5:47;A;74;2;9542476;265288217
6;2;What do people aim to do at work?;B;A;0;0,356;llama3,1:8b;01/01/2026 5:47;B;75;2;9233408;354502802;;8;4;Where are  you likely to find a hamburger?;A;A;1;0,278;llama3,1:8b;01/01/2026 5:47;A;74;2;12627279;276381665
4;5;James was looking for a good place to buy farmland,  Where might he look?;A;A;1;0,261;llama3,1:8b;01/01/2026 5:47;A;78;2;9666421;259121446;;4;4;Where are  you likely to find a hamburger?;A;A;1;0,276;llama3,1:8b;01/01/2026 5:47;A;74;2;6919469;274168005
7;5;James was looking for a good place to buy farmland,  Where might he look?;A;A;1;0,291;llama3,1:8b;01/01/2026 5:47;A;78;2;8290711;288533631;;3;4;Where are  you likely to find a hamburger?;A;A;1;0,277;llama3,1:8b;01/01/2026 5:47;A;74;2;6425471;275952741
8;5;James was looking for a good place to buy farmland,  Where might he look?;A;A;1;0,302;llama3,1:8b;01/01/2026 5:47;A;78;2;6987397;300212711;;5;3;Where would you find magazines along side many other printed works?;B;B;1;0,323;llama3,1:8b;01/01/2026 5:47;B;71;2;10376756;322047027
3;5;James was looking for a good place to buy farmland,  Where might he look?;D;A;0;0,283;llama3,1:8b;01/01/2026 5:47;D;78;2;6418688;281828610;;1;3;Where would you find magazines along side many other printed works?;B;B;1;0,324;llama3,1:8b;01/01/2026 5:47;B;71;2;9199878;322044977
5;4;Where are  you likely to find a hamburger?;A;A;1;0,34;llama3,1:8b;01/01/2026 5:47;A;74;2;9916123;338142969;;9;3;Where would you find magazines along side many other printed works?;B;B;1;0,324;llama3,1:8b;01/01/2026 5:47;B;71;2;9178378;323138704
1;4;Where are  you likely to find a hamburger?;A;A;1;0,34;llama3,1:8b;01/01/2026 5:47;A;74;2;9209518;337927268;;0;2;What do people aim to do at work?;B;A;0;0,316;llama3,1:8b;01/01/2026 5:47;B;75;2;10128563;314826772
9;4;Where are  you likely to find a hamburger?;A;A;1;0,34;llama3,1:8b;01/01/2026 5:47;A;74;2;9236269;338678473;;2;2;What do people aim to do at work?;B;A;0;0,306;llama3,1:8b;01/01/2026 5:47;B;75;2;9199178;304948970
0;3;Where would you find magazines along side many other printed works?;B;B;1;0,335;llama3,1:8b;01/01/2026 5:47;B;71;2;10097713;333580151;;6;2;What do people aim to do at work?;B;A;0;0,356;llama3,1:8b;01/01/2026 5:47;B;75;2;9233408;354502802
4;6;What island country is ferret popular?;C;C;1;0,287;llama3,1:8b;01/01/2026 5:47;C;71;2;11565474;285058057;;4;5;James was looking for a good place to buy farmland,  Where might he look?;A;A;1;0,261;llama3,1:8b;01/01/2026 5:47;A;78;2;9666421;259121446
2;3;Where would you find magazines along side many other printed works?;B;B;1;0,327;llama3,1:8b;01/01/2026 5:47;B;71;2;9195588;325640201;;7;5;James was looking for a good place to buy farmland,  Where might he look?;A;A;1;0,291;llama3,1:8b;01/01/2026 5:47;A;78;2;8290711;288533631
7;6;What island country is ferret popular?;C;C;1;0,291;llama3,1:8b;01/01/2026 5:47;C;71;2;11326110;288042861;;8;5;James was looking for a good place to buy farmland,  Where might he look?;A;A;1;0,302;llama3,1:8b;01/01/2026 5:47;A;78;2;6987397;300212711
6;3;Where would you find magazines along side many other printed works?;B;B;1;0,327;llama3,1:8b;01/01/2026 5:47;B;71;2;9265809;325476289;;3;5;James was looking for a good place to buy farmland,  Where might he look?;D;A;0;0,283;llama3,1:8b;01/01/2026 5:47;D;78;2;6418688;281828610
3;6;What island country is ferret popular?;C;C;1;0,29;llama3,1:8b;01/01/2026 5:47;C;71;2;6591056;288518653;;5;4;Where are  you likely to find a hamburger?;A;A;1;0,34;llama3,1:8b;01/01/2026 5:47;A;74;2;9916123;338142969
8;6;What island country is ferret popular?;C;C;1;0,3;llama3,1:8b;01/01/2026 5:47;C;71;2;7052902;298415301;;1;4;Where are  you likely to find a hamburger?;A;A;1;0,34;llama3,1:8b;01/01/2026 5:47;A;74;2;9209518;337927268
5;5;James was looking for a good place to buy farmland,  Where might he look?;A;A;1;0,318;llama3,1:8b;01/01/2026 5:47;A;78;2;9714861;316473953;;9;4;Where are  you likely to find a hamburger?;A;A;1;0,34;llama3,1:8b;01/01/2026 5:47;A;74;2;9236269;338678473
1;5;James was looking for a good place to buy farmland,  Where might he look?;A;A;1;0,318;llama3,1:8b;01/01/2026 5:47;A;78;2;9518069;315548707;;0;3;Where would you find magazines along side many other printed works?;B;B;1;0,335;llama3,1:8b;01/01/2026 5:47;B;71;2;10097713;333580151
9;5;James was looking for a good place to buy farmland,  Where might he look?;D;A;0;0,318;llama3,1:8b;01/01/2026 5:47;D;78;2;9697031;316618164;;4;6;What island country is ferret popular?;C;C;1;0,287;llama3,1:8b;01/01/2026 5:47;C;71;2;11565474;285058057
0;4;Where are  you likely to find a hamburger?;A;A;1;0,314;llama3,1:8b;01/01/2026 5:47;A;74;2;10360075;312616789;;2;3;Where would you find magazines along side many other printed works?;B;B;1;0,327;llama3,1:8b;01/01/2026 5:47;B;71;2;9195588;325640201
4;7;In what Spanish speaking North American country can you get a great cup of coffee?;B;B;1;0,292;llama3,1:8b;01/01/2026 5:47;B;79;2;11973107;290223378;;7;6;What island country is ferret popular?;C;C;1;0,291;llama3,1:8b;01/01/2026 5:47;C;71;2;11326110;288042861
7;7;In what Spanish speaking North American country can you get a great cup of coffee?;B;B;1;0,293;llama3,1:8b;01/01/2026 5:47;B;79;2;9480998;291311121;;6;3;Where would you find magazines along side many other printed works?;B;B;1;0,327;llama3,1:8b;01/01/2026 5:47;B;71;2;9265809;325476289
2;4;Where are  you likely to find a hamburger?;A;A;1;0,308;llama3,1:8b;01/01/2026 5:47;A;74;2;9295238;306057848;;3;6;What island country is ferret popular?;C;C;1;0,29;llama3,1:8b;01/01/2026 5:47;C;71;2;6591056;288518653
3;7;In what Spanish speaking North American country can you get a great cup of coffee?;B;B;1;0,293;llama3,1:8b;01/01/2026 5:47;B;79;2;6530531;291452260;;8;6;What island country is ferret popular?;C;C;1;0,3;llama3,1:8b;01/01/2026 5:47;C;71;2;7052902;298415301
8;7;In what Spanish speaking North American country can you get a great cup of coffee?;B;B;1;0,295;llama3,1:8b;01/01/2026 5:47;B;79;2;7028266;293078846;;5;5;James was looking for a good place to buy farmland,  Where might he look?;A;A;1;0,318;llama3,1:8b;01/01/2026 5:47;A;78;2;9714861;316473953
6;4;Where are  you likely to find a hamburger?;A;A;1;0,307;llama3,1:8b;01/01/2026 5:47;A;74;2;9234988;305989256;;1;5;James was looking for a good place to buy farmland,  Where might he look?;A;A;1;0,318;llama3,1:8b;01/01/2026 5:47;A;78;2;9518069;315548707
5;6;What island country is ferret popular?;C;C;1;0,331;llama3,1:8b;01/01/2026 5:47;C;71;2;10492806;329408335;;9;5;James was looking for a good place to buy farmland,  Where might he look?;D;A;0;0,318;llama3,1:8b;01/01/2026 5:47;D;78;2;9697031;316618164
1;6;What island country is ferret popular?;C;C;1;0,333;llama3,1:8b;01/01/2026 5:47;C;71;2;9695991;331410537;;0;4;Where are  you likely to find a hamburger?;A;A;1;0,314;llama3,1:8b;01/01/2026 5:47;A;74;2;10360075;312616789
4;8;What do animals do when an enemy is approaching?;D;D;1;0,274;llama3,1:8b;01/01/2026 5:47;D;73;2;11529686;272080084;;4;7;In what Spanish speaking North American country can you get a great cup of coffee?;B;B;1;0,292;llama3,1:8b;01/01/2026 5:47;B;79;2;11973107;290223378
9;6;What island country is ferret popular?;C;C;1;0,333;llama3,1:8b;01/01/2026 5:47;C;71;2;9614571;330842043;;7;7;In what Spanish speaking North American country can you get a great cup of coffee?;B;B;1;0,293;llama3,1:8b;01/01/2026 5:47;B;79;2;9480998;291311121
8;8;What do animals do when an enemy is approaching?;D;D;1;0,258;llama3,1:8b;01/01/2026 5:47;D;73;2;7081126;256491036;;2;4;Where are  you likely to find a hamburger?;A;A;1;0,308;llama3,1:8b;01/01/2026 5:47;A;74;2;9295238;306057848
7;8;What do animals do when an enemy is approaching?;D;D;1;0,295;llama3,1:8b;01/01/2026 5:47;D;73;2;11425789;292983584;;3;7;In what Spanish speaking North American country can you get a great cup of coffee?;B;B;1;0,293;llama3,1:8b;01/01/2026 5:47;B;79;2;6530531;291452260
0;5;James was looking for a good place to buy farmland,  Where might he look?;A;A;1;0,323;llama3,1:8b;01/01/2026 5:47;A;78;2;10012763;321270883;;8;7;In what Spanish speaking North American country can you get a great cup of coffee?;B;B;1;0,295;llama3,1:8b;01/01/2026 5:47;B;79;2;7028266;293078846
3;8;What do animals do when an enemy is approaching?;D;D;1;0,293;llama3,1:8b;01/01/2026 5:47;D;73;2;6580095;291916871;;6;4;Where are  you likely to find a hamburger?;A;A;1;0,307;llama3,1:8b;01/01/2026 5:47;A;74;2;9234988;305989256
2;5;James was looking for a good place to buy farmland,  Where might he look?;A;A;1;0,324;llama3,1:8b;01/01/2026 5:47;A;78;2;9462440;322301539;;5;6;What island country is ferret popular?;C;C;1;0,331;llama3,1:8b;01/01/2026 5:47;C;71;2;10492806;329408335
6;5;James was looking for a good place to buy farmland,  Where might he look?;A;A;1;0,325;llama3,1:8b;01/01/2026 5:47;A;78;2;9247328;323519637;;1;6;What island country is ferret popular?;C;C;1;0,333;llama3,1:8b;01/01/2026 5:47;C;71;2;9695991;331410537
4;9;Reading newspaper one of many ways to practice your what?;A;A;1;0,273;llama3,1:8b;01/01/2026 5:47;A;72;2;10152443;271115924;;4;8;What do animals do when an enemy is approaching?;D;D;1;0,274;llama3,1:8b;01/01/2026 5:47;D;73;2;11529686;272080084
8;9;Reading newspaper one of many ways to practice your what?;A;A;1;0,273;llama3,1:8b;01/01/2026 5:47;A;72;2;7162069;271324009;;9;6;What island country is ferret popular?;C;C;1;0,333;llama3,1:8b;01/01/2026 5:47;C;71;2;9614571;330842043
7;9;Reading newspaper one of many ways to practice your what?;A;A;1;0,278;llama3,1:8b;01/01/2026 5:47;A;72;2;9924571;275984602;;8;8;What do animals do when an enemy is approaching?;D;D;1;0,258;llama3,1:8b;01/01/2026 5:47;D;73;2;7081126;256491036
5;7;In what Spanish speaking North American country can you get a great cup of coffee?;B;B;1;0,345;llama3,1:8b;01/01/2026 5:47;B;79;2;10433296;343284512;;7;8;What do animals do when an enemy is approaching?;D;D;1;0,295;llama3,1:8b;01/01/2026 5:47;D;73;2;11425789;292983584
3;9;Reading newspaper one of many ways to practice your what?;A;A;1;0,279;llama3,1:8b;01/01/2026 5:47;A;72;2;6607266;277038391;;0;5;James was looking for a good place to buy farmland,  Where might he look?;A;A;1;0,323;llama3,1:8b;01/01/2026 5:47;A;78;2;10012763;321270883
1;7;In what Spanish speaking North American country can you get a great cup of coffee?;B;B;1;0,345;llama3,1:8b;01/01/2026 5:47;B;79;2;9568770;343237041;;3;8;What do animals do when an enemy is approaching?;D;D;1;0,293;llama3,1:8b;01/01/2026 5:47;D;73;2;6580095;291916871
0;6;What island country is ferret popular?;C;C;1;0,306;llama3,1:8b;01/01/2026 5:47;C;71;2;9883293;305152942;;2;5;James was looking for a good place to buy farmland,  Where might he look?;A;A;1;0,324;llama3,1:8b;01/01/2026 5:47;A;78;2;9462440;322301539
9;7;In what Spanish speaking North American country can you get a great cup of coffee?;B;B;1;0,344;llama3,1:8b;01/01/2026 5:47;B;79;2;9563290;342579227;;6;5;James was looking for a good place to buy farmland,  Where might he look?;A;A;1;0,325;llama3,1:8b;01/01/2026 5:47;A;78;2;9247328;323519637
2;6;What island country is ferret popular?;C;C;1;0,314;llama3,1:8b;01/01/2026 5:47;C;71;2;9198888;312352687;;4;9;Reading newspaper one of many ways to practice your what?;A;A;1;0,273;llama3,1:8b;01/01/2026 5:47;A;72;2;10152443;271115924
6;6;What island country is ferret popular?;C;C;1;0,324;llama3,1:8b;01/01/2026 5:47;C;71;2;9236868;322533061;;8;9;Reading newspaper one of many ways to practice your what?;A;A;1;0,273;llama3,1:8b;01/01/2026 5:47;A;72;2;7162069;271324009
4;10;What do people typically do while playing guitar?;E;C;0;0,296;llama3,1:8b;01/01/2026 5:47;E;68;2;9847404;294610632;;7;9;Reading newspaper one of many ways to practice your what?;A;A;1;0,278;llama3,1:8b;01/01/2026 5:47;A;72;2;9924571;275984602
8;10;What do people typically do while playing guitar?;E;C;0;0,296;llama3,1:8b;01/01/2026 5:47;E;68;2;7057520;294218949;;5;7;In what Spanish speaking North American country can you get a great cup of coffee?;B;B;1;0,345;llama3,1:8b;01/01/2026 5:47;B;79;2;10433296;343284512
1;8;What do animals do when an enemy is approaching?;D;D;1;0,286;llama3,1:8b;01/01/2026 5:47;D;73;2;10073403;284389220;;3;9;Reading newspaper one of many ways to practice your what?;A;A;1;0,279;llama3,1:8b;01/01/2026 5:47;A;72;2;6607266;277038391
7;10;What do people typically do while playing guitar?;E;C;0;0,318;llama3,1:8b;01/01/2026 5:47;E;68;2;9550972;316396999;;1;7;In what Spanish speaking North American country can you get a great cup of coffee?;B;B;1;0,345;llama3,1:8b;01/01/2026 5:47;B;79;2;9568770;343237041
0;7;In what Spanish speaking North American country can you get a great cup of coffee?;B;B;1;0,278;llama3,1:8b;01/01/2026 5:47;B;79;2;10254644;276113709;;0;6;What island country is ferret popular?;C;C;1;0,306;llama3,1:8b;01/01/2026 5:47;C;71;2;9883293;305152942
3;10;What do people typically do while playing guitar?;E;C;0;0,317;llama3,1:8b;01/01/2026 5:47;E;68;2;6625501;315347888;;9;7;In what Spanish speaking North American country can you get a great cup of coffee?;B;B;1;0,344;llama3,1:8b;01/01/2026 5:47;B;79;2;9563290;342579227
5;8;What do animals do when an enemy is approaching?;D;D;1;0,337;llama3,1:8b;01/01/2026 5:47;D;73;2;9617940;335447572;;2;6;What island country is ferret popular?;C;C;1;0,314;llama3,1:8b;01/01/2026 5:47;C;71;2;9198888;312352687
2;7;In what Spanish speaking North American country can you get a great cup of coffee?;B;B;1;0,269;llama3,1:8b;01/01/2026 5:47;B;79;2;9458260;267545525;;6;6;What island country is ferret popular?;C;C;1;0,324;llama3,1:8b;01/01/2026 5:47;C;71;2;9236868;322533061
9;8;What do animals do when an enemy is approaching?;D;D;1;0,314;llama3,1:8b;01/01/2026 5:47;D;73;2;9692371;312461217;;4;10;What do people typically do while playing guitar?;E;C;0;0,296;llama3,1:8b;01/01/2026 5:47;E;68;2;9847404;294610632
6;7;In what Spanish speaking North American country can you get a great cup of coffee?;B;B;1;0,283;llama3,1:8b;01/01/2026 5:47;B;79;2;9462250;281095900;;8;10;What do people typically do while playing guitar?;E;C;0;0,296;llama3,1:8b;01/01/2026 5:47;E;68;2;7057520;294218949
4;11;What would vinyl be an odd thing to replace?;B;E;0;0,281;llama3,1:8b;01/01/2026 5:47;B;69;2;9978563;279884842;;1;8;What do animals do when an enemy is approaching?;D;D;1;0,286;llama3,1:8b;01/01/2026 5:47;D;73;2;10073403;284389220
8;11;What would vinyl be an odd thing to replace?;B;E;0;0,282;llama3,1:8b;01/01/2026 5:47;B;69;2;7139736;280621048;;7;10;What do people typically do while playing guitar?;E;C;0;0,318;llama3,1:8b;01/01/2026 5:47;E;68;2;9550972;316396999
2;8;What do animals do when an enemy is approaching?;D;D;1;0,255;llama3,1:8b;01/01/2026 5:47;D;73;2;10458726;253361506;;0;7;In what Spanish speaking North American country can you get a great cup of coffee?;B;B;1;0,278;llama3,1:8b;01/01/2026 5:47;B;79;2;10254644;276113709
7;11;What would vinyl be an odd thing to replace?;B;E;0;0,297;llama3,1:8b;01/01/2026 5:47;B;69;2;11089561;295330468;;3;10;What do people typically do while playing guitar?;E;C;0;0,317;llama3,1:8b;01/01/2026 5:47;E;68;2;6625501;315347888
0;8;What do animals do when an enemy is approaching?;D;D;1;0,304;llama3,1:8b;01/01/2026 5:47;D;73;2;9822292;302353274;;5;8;What do animals do when an enemy is approaching?;D;D;1;0,337;llama3,1:8b;01/01/2026 5:47;D;73;2;9617940;335447572
3;11;What would vinyl be an odd thing to replace?;B;E;0;0,297;llama3,1:8b;01/01/2026 5:47;B;69;2;6641101;295256037;;2;7;In what Spanish speaking North American country can you get a great cup of coffee?;B;B;1;0,269;llama3,1:8b;01/01/2026 5:47;B;79;2;9458260;267545525
6;8;What do animals do when an enemy is approaching?;D;D;1;0,265;llama3,1:8b;01/01/2026 5:47;D;73;2;9635851;263314688;;9;8;What do animals do when an enemy is approaching?;D;D;1;0,314;llama3,1:8b;01/01/2026 5:47;D;73;2;9692371;312461217
1;9;Reading newspaper one of many ways to practice your what?;A;A;1;0,348;llama3,1:8b;01/01/2026 5:47;A,;72;3;19889886;345876738;;6;7;In what Spanish speaking North American country can you get a great cup of coffee?;B;B;1;0,283;llama3,1:8b;01/01/2026 5:47;B;79;2;9462250;281095900
5;9;Reading newspaper one of many ways to practice your what?;A;A;1;0,353;llama3,1:8b;01/01/2026 5:47;A;72;2;10223535;352116257;;4;11;What would vinyl be an odd thing to replace?;B;E;0;0,281;llama3,1:8b;01/01/2026 5:47;B;69;2;9978563;279884842
9;9;Reading newspaper one of many ways to practice your what?;A;A;1;0,348;llama3,1:8b;01/01/2026 5:47;A;72;2;9517410;346955205;;8;11;What would vinyl be an odd thing to replace?;B;E;0;0,282;llama3,1:8b;01/01/2026 5:47;B;69;2;7139736;280621048
4;12;If you want harmony, what is something you should try to do with the world?;D;D;1;0,305;llama3,1:8b;01/01/2026 5:47;D;79;2;11798746;302716652;;2;8;What do animals do when an enemy is approaching?;D;D;1;0,255;llama3,1:8b;01/01/2026 5:47;D;73;2;10458726;253361506
8;12;If you want harmony, what is something you should try to do with the world?;D;D;1;0,303;llama3,1:8b;01/01/2026 5:47;D;79;2;7064624;302062641;;7;11;What would vinyl be an odd thing to replace?;B;E;0;0,297;llama3,1:8b;01/01/2026 5:47;B;69;2;11089561;295330468
2;9;Reading newspaper one of many ways to practice your what?;A;A;1;0,306;llama3,1:8b;01/01/2026 5:47;A;72;2;10259794;304077594;;0;8;What do animals do when an enemy is approaching?;D;D;1;0,304;llama3,1:8b;01/01/2026 5:47;D;73;2;9822292;302353274
1;10;What do people typically do while playing guitar?;E;C;0;0,245;llama3,1:8b;01/01/2026 5:47;E;68;2;10092043;243445733;;3;11;What would vinyl be an odd thing to replace?;B;E;0;0,297;llama3,1:8b;01/01/2026 5:47;B;69;2;6641101;295256037
7;12;If you want harmony, what is something you should try to do with the world?;D;D;1;0,298;llama3,1:8b;01/01/2026 5:47;D;79;2;11576866;296450914;;6;8;What do animals do when an enemy is approaching?;D;D;1;0,265;llama3,1:8b;01/01/2026 5:47;D;73;2;9635851;263314688
0;9;Reading newspaper one of many ways to practice your what?;A;A;1;0,306;llama3,1:8b;01/01/2026 5:47;A;72;2;9619020;304308846;;1;9;Reading newspaper one of many ways to practice your what?;A;A;1;0,348;llama3,1:8b;01/01/2026 5:47;A,;72;3;19889886;345876738
5;10;What do people typically do while playing guitar?;E;C;0;0,238;llama3,1:8b;01/01/2026 5:47;E;68;2;9283619;236873241;;5;9;Reading newspaper one of many ways to practice your what?;A;A;1;0,353;llama3,1:8b;01/01/2026 5:47;A;72;2;10223535;352116257
3;12;If you want harmony, what is something you should try to do with the world?;D;D;1;0,3;llama3,1:8b;01/01/2026 5:47;D;79;2;6641261;298269685;;9;9;Reading newspaper one of many ways to practice your what?;A;A;1;0,348;llama3,1:8b;01/01/2026 5:47;A;72;2;9517410;346955205
9;10;What do people typically do while playing guitar?;E;C;0;0,241;llama3,1:8b;01/01/2026 5:47;E;68;2;9245698;239730220;;4;12;If you want harmony, what is something you should try to do with the world?;D;D;1;0,305;llama3,1:8b;01/01/2026 5:47;D;79;2;11798746;302716652
6;9;Reading newspaper one of many ways to practice your what?;A;A;1;0,309;llama3,1:8b;01/01/2026 5:47;A,;72;3;19349352;306752332;;8;12;If you want harmony, what is something you should try to do with the world?;D;D;1;0,303;llama3,1:8b;01/01/2026 5:47;D;79;2;7064624;302062641
4;13;Where does a heifer's master live?;A;A;1;0,297;llama3,1:8b;01/01/2026 5:47;A;71;2;9873754;295498797;;2;9;Reading newspaper one of many ways to practice your what?;A;A;1;0,306;llama3,1:8b;01/01/2026 5:47;A;72;2;10259794;304077594
8;13;Where does a heifer's master live?;A;A;1;0,298;llama3,1:8b;01/01/2026 5:47;A;71;2;7092367;296600256;;1;10;What do people typically do while playing guitar?;E;C;0;0,245;llama3,1:8b;01/01/2026 5:47;E;68;2;10092043;243445733
7;13;Where does a heifer's master live?;A;A;1;0,29;llama3,1:8b;01/01/2026 5:47;A;71;2;9741673;288681232;;7;12;If you want harmony, what is something you should try to do with the world?;D;D;1;0,298;llama3,1:8b;01/01/2026 5:47;D;79;2;11576866;296450914
2;10;What do people typically do while playing guitar?;E;C;0;0,308;llama3,1:8b;01/01/2026 5:47;E;68;2;10581146;306434050;;0;9;Reading newspaper one of many ways to practice your what?;A;A;1;0,306;llama3,1:8b;01/01/2026 5:47;A;72;2;9619020;304308846
3;13;Where does a heifer's master live?;A;A;1;0,296;llama3,1:8b;01/01/2026 5:47;A;71;2;6736171;294331122;;5;10;What do people typically do while playing guitar?;E;C;0;0,238;llama3,1:8b;01/01/2026 5:47;E;68;2;9283619;236873241
0;10;What do people typically do while playing guitar?;E;C;0;0,309;llama3,1:8b;01/01/2026 5:47;E;68;2;9714671;307295676;;3;12;If you want harmony, what is something you should try to do with the world?;D;D;1;0,3;llama3,1:8b;01/01/2026 5:47;D;79;2;6641261;298269685
1;11;What would vinyl be an odd thing to replace?;B;E;0;0,335;llama3,1:8b;01/01/2026 5:47;B;69;2;10598667;333695411;;9;10;What do people typically do while playing guitar?;E;C;0;0,241;llama3,1:8b;01/01/2026 5:47;E;68;2;9245698;239730220
6;10;What do people typically do while playing guitar?;E;C;0;0,297;llama3,1:8b;01/01/2026 5:47;E;68;2;9610540;295836793;;6;9;Reading newspaper one of many ways to practice your what?;A;A;1;0,309;llama3,1:8b;01/01/2026 5:47;A,;72;3;19349352;306752332
9;11;What would vinyl be an odd thing to replace?;B;E;0;0,311;llama3,1:8b;01/01/2026 5:47;B;69;2;9427119;309921572;;4;13;Where does a heifer's master live?;A;A;1;0,297;llama3,1:8b;01/01/2026 5:47;A;71;2;9873754;295498797
5;11;What would vinyl be an odd thing to replace?;B;E;0;0,361;llama3,1:8b;01/01/2026 5:47;B;69;2;9293269;359696286;;8;13;Where does a heifer's master live?;A;A;1;0,298;llama3,1:8b;01/01/2026 5:47;A;71;2;7092367;296600256
4;14;Aside from water and nourishment what does your dog need?;E;D;0;0,32;llama3,1:8b;01/01/2026 5:47;E;72;2;11785562;318197044;;7;13;Where does a heifer's master live?;A;A;1;0,29;llama3,1:8b;01/01/2026 5:47;A;71;2;9741673;288681232
8;14;Aside from water and nourishment what does your dog need?;E;D;0;0,32;llama3,1:8b;01/01/2026 5:47;E;72;2;7045157;318502624;;2;10;What do people typically do while playing guitar?;E;C;0;0,308;llama3,1:8b;01/01/2026 5:47;E;68;2;10581146;306434050
