MiB Mem : 128530.7 total,   3829.6 free,  14445.0 used, 110256.2 buff/cache
MiB Mem : 128530.7 total,   2500.6 free,  15741.3 used, 110288.9 buff/cache
MiB Mem : 128530.7 total,   2500.6 free,  15741.3 used, 110288.9 buff/cache
MiB Mem : 128530.7 total,   2500.6 free,  15741.3 used, 110288.9 buff/cache
MiB Mem : 128530.7 total,   2504.4 free,  15737.5 used, 110288.9 buff/cache
MiB Mem : 128530.7 total,   2504.4 free,  15737.5 used, 110288.9 buff/cache
MiB Mem : 128530.7 total,   2504.4 free,  15737.5 used, 110288.9 buff/cache
MiB Mem : 128530.7 total,   2417.8 free,  15823.9 used, 110289.0 buff/cache
MiB Mem : 128530.7 total,   2417.8 free,  15823.9 used, 110289.0 buff/cache
MiB Mem : 128530.7 total,   2417.8 free,  15823.9 used, 110289.0 buff/cache
MiB Mem : 128530.7 total,   2491.3 free,  15750.4 used, 110289.0 buff/cache
MiB Mem : 128530.7 total,   2491.3 free,  15750.4 used, 110289.0 buff/cache
MiB Mem : 128530.7 total,   2491.3 free,  15750.4 used, 110289.0 buff/cache
MiB Mem : 128530.7 total,   2419.9 free,  15821.8 used, 110289.0 buff/cache
MiB Mem : 128530.7 total,   2419.9 free,  15821.8 used, 110289.0 buff/cache
MiB Mem : 128530.7 total,   2419.9 free,  15821.8 used, 110289.0 buff/cache
MiB Mem : 128530.7 total,   2488.6 free,  15753.0 used, 110289.1 buff/cache
MiB Mem : 128530.7 total,   2488.6 free,  15753.0 used, 110289.1 buff/cache
MiB Mem : 128530.7 total,   2439.1 free,  15802.5 used, 110289.1 buff/cache
MiB Mem : 128530.7 total,   2439.1 free,  15802.5 used, 110289.1 buff/cache
MiB Mem : 128530.7 total,   2439.1 free,  15802.5 used, 110289.1 buff/cache
MiB Mem : 128530.7 total,   2426.9 free,  15814.2 used, 110289.6 buff/cache
MiB Mem : 128530.7 total,   2426.9 free,  15814.2 used, 110289.6 buff/cache
MiB Mem : 128530.7 total,   2426.9 free,  15814.2 used, 110289.6 buff/cache
MiB Mem : 128530.7 total,   2404.1 free,  15837.0 used, 110289.7 buff/cache
MiB Mem : 128530.7 total,   2404.1 free,  15837.0 used, 110289.7 buff/cache
MiB Mem : 128530.7 total,   2404.1 free,  15837.0 used, 110289.7 buff/cache
MiB Mem : 128530.7 total,   2396.1 free,  15844.9 used, 110289.7 buff/cache
MiB Mem : 128530.7 total,   2396.1 free,  15844.9 used, 110289.7 buff/cache
MiB Mem : 128530.7 total,   2396.1 free,  15844.9 used, 110289.7 buff/cache
MiB Mem : 128530.7 total,   2333.8 free,  15907.2 used, 110289.8 buff/cache
MiB Mem : 128530.7 total,   2333.8 free,  15907.2 used, 110289.8 buff/cache
MiB Mem : 128530.7 total,   2333.8 free,  15907.2 used, 110289.8 buff/cache
MiB Mem : 128530.7 total,   2390.8 free,  15850.1 used, 110289.8 buff/cache
MiB Mem : 128530.7 total,   2390.8 free,  15850.1 used, 110289.8 buff/cache
MiB Mem : 128530.7 total,   2390.8 free,  15850.1 used, 110289.8 buff/cache
MiB Mem : 128530.7 total,   2267.5 free,  15973.2 used, 110290.0 buff/cache
MiB Mem : 128530.7 total,   2267.5 free,  15973.2 used, 110290.0 buff/cache
MiB Mem : 128530.7 total,   2267.5 free,  15973.2 used, 110290.0 buff/cache
MiB Mem : 128530.7 total,   2366.5 free,  15874.3 used, 110290.0 buff/cache
MiB Mem : 128530.7 total,   2366.5 free,  15874.3 used, 110290.0 buff/cache
MiB Mem : 128530.7 total,   2366.5 free,  15874.3 used, 110290.0 buff/cache
MiB Mem : 128530.7 total,   2395.7 free,  15845.0 used, 110290.0 buff/cache
MiB Mem : 128530.7 total,   2395.7 free,  15845.0 used, 110290.0 buff/cache
MiB Mem : 128530.7 total,   2395.7 free,  15845.0 used, 110290.0 buff/cache
MiB Mem : 128530.7 total,   2333.6 free,  15907.1 used, 110290.1 buff/cache
MiB Mem : 128530.7 total,   2333.6 free,  15907.1 used, 110290.1 buff/cache
MiB Mem : 128530.7 total,   2333.6 free,  15907.1 used, 110290.1 buff/cache
MiB Mem : 128530.7 total,   2304.2 free,  15936.4 used, 110290.1 buff/cache
MiB Mem : 128530.7 total,   2304.2 free,  15936.4 used, 110290.1 buff/cache
MiB Mem : 128530.7 total,   2304.2 free,  15936.4 used, 110290.1 buff/cache
MiB Mem : 128530.7 total,   2306.8 free,  15933.8 used, 110290.1 buff/cache
MiB Mem : 128530.7 total,   2306.8 free,  15933.8 used, 110290.1 buff/cache
MiB Mem : 128530.7 total,   2306.8 free,  15933.8 used, 110290.1 buff/cache
MiB Mem : 128530.7 total,   2289.5 free,  15951.1 used, 110290.1 buff/cache
MiB Mem : 128530.7 total,   2289.5 free,  15951.1 used, 110290.1 buff/cache
MiB Mem : 128530.7 total,   2289.5 free,  15951.1 used, 110290.1 buff/cache
MiB Mem : 128530.7 total,   2368.8 free,  15871.5 used, 110290.5 buff/cache
MiB Mem : 128530.7 total,   2368.8 free,  15871.5 used, 110290.5 buff/cache
MiB Mem : 128530.7 total,   2368.8 free,  15871.5 used, 110290.5 buff/cache
MiB Mem : 128530.7 total,   2306.6 free,  15933.1 used, 110291.0 buff/cache
MiB Mem : 128530.7 total,   2306.6 free,  15933.1 used, 110291.0 buff/cache
MiB Mem : 128530.7 total,   2306.6 free,  15933.1 used, 110291.0 buff/cache
MiB Mem : 128530.7 total,   2349.9 free,  15889.8 used, 110291.0 buff/cache
MiB Mem : 128530.7 total,   2349.9 free,  15889.8 used, 110291.0 buff/cache
MiB Mem : 128530.7 total,   2349.9 free,  15889.8 used, 110291.0 buff/cache
MiB Mem : 128530.7 total,   2331.9 free,  15907.2 used, 110291.6 buff/cache
MiB Mem : 128530.7 total,   2331.9 free,  15907.2 used, 110291.6 buff/cache
MiB Mem : 128530.7 total,   2331.9 free,  15907.2 used, 110291.6 buff/cache
MiB Mem : 128530.7 total,   2382.6 free,  15856.5 used, 110291.6 buff/cache
MiB Mem : 128530.7 total,   2382.6 free,  15856.5 used, 110291.6 buff/cache
MiB Mem : 128530.7 total,   2297.5 free,  15941.6 used, 110291.6 buff/cache
MiB Mem : 128530.7 total,   2297.5 free,  15941.6 used, 110291.6 buff/cache
MiB Mem : 128530.7 total,   2297.5 free,  15941.6 used, 110291.6 buff/cache
MiB Mem : 128530.7 total,   2284.3 free,  15954.8 used, 110291.7 buff/cache
MiB Mem : 128530.7 total,   2284.3 free,  15954.8 used, 110291.7 buff/cache
MiB Mem : 128530.7 total,   2284.3 free,  15954.8 used, 110291.7 buff/cache
MiB Mem : 128530.7 total,   2290.7 free,  15948.3 used, 110291.8 buff/cache
MiB Mem : 128530.7 total,   2290.7 free,  15948.3 used, 110291.8 buff/cache
MiB Mem : 128530.7 total,   2290.7 free,  15948.3 used, 110291.8 buff/cache
MiB Mem : 128530.7 total,   2373.0 free,  15865.4 used, 110292.3 buff/cache
MiB Mem : 128530.7 total,   2373.0 free,  15865.4 used, 110292.3 buff/cache
MiB Mem : 128530.7 total,   2373.0 free,  15865.4 used, 110292.3 buff/cache
MiB Mem : 128530.7 total,   2350.9 free,  15887.5 used, 110292.3 buff/cache
MiB Mem : 128530.7 total,   2350.9 free,  15887.5 used, 110292.3 buff/cache
MiB Mem : 128530.7 total,   2350.9 free,  15887.5 used, 110292.3 buff/cache
MiB Mem : 128530.7 total,   2292.9 free,  15945.4 used, 110292.4 buff/cache
MiB Mem : 128530.7 total,   2292.9 free,  15945.4 used, 110292.4 buff/cache
MiB Mem : 128530.7 total,   2292.9 free,  15945.4 used, 110292.4 buff/cache
MiB Mem : 128530.7 total,   2329.1 free,  15909.2 used, 110292.4 buff/cache
MiB Mem : 128530.7 total,   2329.1 free,  15909.2 used, 110292.4 buff/cache
MiB Mem : 128530.7 total,   2329.1 free,  15909.2 used, 110292.4 buff/cache
MiB Mem : 128530.7 total,   2335.9 free,  15902.4 used, 110292.5 buff/cache
MiB Mem : 128530.7 total,   2335.9 free,  15902.4 used, 110292.5 buff/cache
MiB Mem : 128530.7 total,   2335.9 free,  15902.4 used, 110292.5 buff/cache
MiB Mem : 128530.7 total,   2301.1 free,  15937.1 used, 110292.5 buff/cache
MiB Mem : 128530.7 total,   2301.1 free,  15937.1 used, 110292.5 buff/cache
MiB Mem : 128530.7 total,   2301.1 free,  15937.1 used, 110292.5 buff/cache
MiB Mem : 128530.7 total,   2324.5 free,  15913.1 used, 110293.1 buff/cache
MiB Mem : 128530.7 total,   2324.5 free,  15913.1 used, 110293.1 buff/cache
MiB Mem : 128530.7 total,   2324.5 free,  15913.1 used, 110293.1 buff/cache
MiB Mem : 128530.7 total,   2365.0 free,  15872.6 used, 110293.1 buff/cache
MiB Mem : 128530.7 total,   2365.0 free,  15872.6 used, 110293.1 buff/cache
MiB Mem : 128530.7 total,   2365.0 free,  15872.6 used, 110293.1 buff/cache
MiB Mem : 128530.7 total,   2327.1 free,  15910.5 used, 110293.1 buff/cache
MiB Mem : 128530.7 total,   2327.1 free,  15910.5 used, 110293.1 buff/cache
MiB Mem : 128530.7 total,   2327.1 free,  15910.5 used, 110293.1 buff/cache
MiB Mem : 128530.7 total,   2275.7 free,  15960.8 used, 110294.2 buff/cache
MiB Mem : 128530.7 total,   2275.7 free,  15960.8 used, 110294.2 buff/cache
MiB Mem : 128530.7 total,   2275.7 free,  15960.8 used, 110294.2 buff/cache
MiB Mem : 128530.7 total,   2270.4 free,  15965.6 used, 110294.7 buff/cache
MiB Mem : 128530.7 total,   2270.4 free,  15965.6 used, 110294.7 buff/cache
MiB Mem : 128530.7 total,   2270.4 free,  15965.6 used, 110294.7 buff/cache
MiB Mem : 128530.7 total,   2309.1 free,  15926.9 used, 110294.7 buff/cache
MiB Mem : 128530.7 total,   2309.1 free,  15926.9 used, 110294.7 buff/cache
MiB Mem : 128530.7 total,   2309.1 free,  15926.9 used, 110294.7 buff/cache
MiB Mem : 128530.7 total,   2278.0 free,  15957.5 used, 110295.2 buff/cache
MiB Mem : 128530.7 total,   2278.0 free,  15957.5 used, 110295.2 buff/cache
MiB Mem : 128530.7 total,   2278.0 free,  15957.5 used, 110295.2 buff/cache
MiB Mem : 128530.7 total,   2277.2 free,  15957.7 used, 110295.8 buff/cache
MiB Mem : 128530.7 total,   2277.2 free,  15957.7 used, 110295.8 buff/cache
MiB Mem : 128530.7 total,   2277.2 free,  15957.7 used, 110295.8 buff/cache
MiB Mem : 128530.7 total,   2313.2 free,  15921.8 used, 110295.8 buff/cache
MiB Mem : 128530.7 total,   2313.2 free,  15921.8 used, 110295.8 buff/cache
MiB Mem : 128530.7 total,   2233.2 free,  16001.7 used, 110295.8 buff/cache
MiB Mem : 128530.7 total,   2233.2 free,  16001.7 used, 110295.8 buff/cache
MiB Mem : 128530.7 total,   2233.2 free,  16001.7 used, 110295.8 buff/cache
MiB Mem : 128530.7 total,   2318.9 free,  15915.7 used, 110296.1 buff/cache
MiB Mem : 128530.7 total,   2318.9 free,  15915.7 used, 110296.1 buff/cache
MiB Mem : 128530.7 total,   2318.9 free,  15915.7 used, 110296.1 buff/cache
MiB Mem : 128530.7 total,   2275.0 free,  15959.5 used, 110296.2 buff/cache
MiB Mem : 128530.7 total,   2275.0 free,  15959.5 used, 110296.2 buff/cache
MiB Mem : 128530.7 total,   2275.0 free,  15959.5 used, 110296.2 buff/cache
MiB Mem : 128530.7 total,   2234.4 free,  16000.1 used, 110296.2 buff/cache
MiB Mem : 128530.7 total,   2234.4 free,  16000.1 used, 110296.2 buff/cache
MiB Mem : 128530.7 total,   2234.4 free,  16000.1 used, 110296.2 buff/cache
MiB Mem : 128530.7 total,   2306.8 free,  15927.1 used, 110296.8 buff/cache
MiB Mem : 128530.7 total,   2306.8 free,  15927.1 used, 110296.8 buff/cache
MiB Mem : 128530.7 total,   2306.8 free,  15927.1 used, 110296.8 buff/cache
MiB Mem : 128530.7 total,   2321.9 free,  15912.0 used, 110296.8 buff/cache
MiB Mem : 128530.7 total,   2321.9 free,  15912.0 used, 110296.8 buff/cache
MiB Mem : 128530.7 total,   2321.9 free,  15912.0 used, 110296.8 buff/cache
MiB Mem : 128530.7 total,   2377.5 free,  15856.4 used, 110296.9 buff/cache
MiB Mem : 128530.7 total,   2377.5 free,  15856.4 used, 110296.9 buff/cache
MiB Mem : 128530.7 total,   2377.5 free,  15856.4 used, 110296.9 buff/cache
MiB Mem : 128530.7 total,   2329.6 free,  15904.3 used, 110296.9 buff/cache
MiB Mem : 128530.7 total,   2329.6 free,  15904.3 used, 110296.9 buff/cache
MiB Mem : 128530.7 total,   2329.6 free,  15904.3 used, 110296.9 buff/cache
MiB Mem : 128530.7 total,   2321.4 free,  15912.4 used, 110296.9 buff/cache
MiB Mem : 128530.7 total,   2321.4 free,  15912.4 used, 110296.9 buff/cache
MiB Mem : 128530.7 total,   2321.4 free,  15912.4 used, 110296.9 buff/cache
MiB Mem : 128530.7 total,   2337.7 free,  15896.0 used, 110296.9 buff/cache
MiB Mem : 128530.7 total,   2337.7 free,  15896.0 used, 110296.9 buff/cache
MiB Mem : 128530.7 total,   2337.7 free,  15896.0 used, 110296.9 buff/cache
MiB Mem : 128530.7 total,   2296.0 free,  15937.7 used, 110297.0 buff/cache
MiB Mem : 128530.7 total,   2296.0 free,  15937.7 used, 110297.0 buff/cache
MiB Mem : 128530.7 total,   2296.0 free,  15937.7 used, 110297.0 buff/cache
MiB Mem : 128530.7 total,   2310.7 free,  15923.0 used, 110297.0 buff/cache
MiB Mem : 128530.7 total,   2310.7 free,  15923.0 used, 110297.0 buff/cache
MiB Mem : 128530.7 total,   2310.7 free,  15923.0 used, 110297.0 buff/cache
MiB Mem : 128530.7 total,   2312.1 free,  15921.1 used, 110297.5 buff/cache
MiB Mem : 128530.7 total,   2312.1 free,  15921.1 used, 110297.5 buff/cache
MiB Mem : 128530.7 total,   2312.1 free,  15921.1 used, 110297.5 buff/cache
MiB Mem : 128530.7 total,   2307.8 free,  15925.3 used, 110297.6 buff/cache
MiB Mem : 128530.7 total,   2307.8 free,  15925.3 used, 110297.6 buff/cache
MiB Mem : 128530.7 total,   2307.8 free,  15925.3 used, 110297.6 buff/cache
MiB Mem : 128530.7 total,   2289.8 free,  15943.3 used, 110297.6 buff/cache
MiB Mem : 128530.7 total,   2289.8 free,  15943.3 used, 110297.6 buff/cache
MiB Mem : 128530.7 total,   2289.8 free,  15943.3 used, 110297.6 buff/cache
MiB Mem : 128530.7 total,   2294.0 free,  15939.0 used, 110297.7 buff/cache
MiB Mem : 128530.7 total,   2294.0 free,  15939.0 used, 110297.7 buff/cache
MiB Mem : 128530.7 total,   2294.0 free,  15939.0 used, 110297.7 buff/cache
MiB Mem : 128530.7 total,   2300.7 free,  15932.3 used, 110297.7 buff/cache
MiB Mem : 128530.7 total,   2300.7 free,  15932.3 used, 110297.7 buff/cache
MiB Mem : 128530.7 total,   2254.9 free,  15978.1 used, 110297.7 buff/cache
MiB Mem : 128530.7 total,   2254.9 free,  15978.1 used, 110297.7 buff/cache
MiB Mem : 128530.7 total,   2254.9 free,  15978.1 used, 110297.7 buff/cache
MiB Mem : 128530.7 total,   2271.5 free,  15961.5 used, 110297.8 buff/cache
MiB Mem : 128530.7 total,   2271.5 free,  15961.5 used, 110297.8 buff/cache
MiB Mem : 128530.7 total,   2271.5 free,  15961.5 used, 110297.8 buff/cache
MiB Mem : 128530.7 total,   2285.7 free,  15946.8 used, 110298.3 buff/cache
MiB Mem : 128530.7 total,   2285.7 free,  15946.8 used, 110298.3 buff/cache
MiB Mem : 128530.7 total,   2285.7 free,  15946.8 used, 110298.3 buff/cache
MiB Mem : 128530.7 total,   2244.6 free,  15987.8 used, 110298.3 buff/cache
MiB Mem : 128530.7 total,   2244.6 free,  15987.8 used, 110298.3 buff/cache
MiB Mem : 128530.7 total,   2244.6 free,  15987.8 used, 110298.3 buff/cache
MiB Mem : 128530.7 total,   2251.3 free,  15981.1 used, 110298.4 buff/cache
MiB Mem : 128530.7 total,   2251.3 free,  15981.1 used, 110298.4 buff/cache
MiB Mem : 128530.7 total,   2251.3 free,  15981.1 used, 110298.4 buff/cache
MiB Mem : 128530.7 total,   2239.2 free,  15992.1 used, 110299.4 buff/cache
MiB Mem : 128530.7 total,   2239.2 free,  15992.1 used, 110299.4 buff/cache
MiB Mem : 128530.7 total,   2239.2 free,  15992.1 used, 110299.4 buff/cache
MiB Mem : 128530.7 total,   2206.1 free,  16024.4 used, 110300.2 buff/cache
MiB Mem : 128530.7 total,   2206.1 free,  16024.4 used, 110300.2 buff/cache
MiB Mem : 128530.7 total,   2206.1 free,  16024.4 used, 110300.2 buff/cache
MiB Mem : 128530.7 total,   2200.8 free,  16028.7 used, 110301.3 buff/cache
MiB Mem : 128530.7 total,   2200.8 free,  16028.7 used, 110301.3 buff/cache
MiB Mem : 128530.7 total,   2200.8 free,  16028.7 used, 110301.3 buff/cache
MiB Mem : 128530.7 total,   2248.5 free,  15980.4 used, 110301.8 buff/cache
MiB Mem : 128530.7 total,   2248.5 free,  15980.4 used, 110301.8 buff/cache
MiB Mem : 128530.7 total,   2248.5 free,  15980.4 used, 110301.8 buff/cache
MiB Mem : 128530.7 total,   2260.8 free,  15968.0 used, 110301.9 buff/cache
MiB Mem : 128530.7 total,   2260.8 free,  15968.0 used, 110301.9 buff/cache
MiB Mem : 128530.7 total,   2260.8 free,  15968.0 used, 110301.9 buff/cache
MiB Mem : 128530.7 total,   2237.6 free,  15991.2 used, 110301.9 buff/cache
MiB Mem : 128530.7 total,   2237.6 free,  15991.2 used, 110301.9 buff/cache
MiB Mem : 128530.7 total,   2237.6 free,  15991.2 used, 110301.9 buff/cache
MiB Mem : 128530.7 total,   2230.3 free,  15998.5 used, 110302.0 buff/cache
MiB Mem : 128530.7 total,   2230.3 free,  15998.5 used, 110302.0 buff/cache
MiB Mem : 128530.7 total,   2230.3 free,  15998.5 used, 110302.0 buff/cache
MiB Mem : 128530.7 total,   2285.0 free,  15943.8 used, 110302.0 buff/cache
MiB Mem : 128530.7 total,   2285.0 free,  15943.8 used, 110302.0 buff/cache
MiB Mem : 128530.7 total,   2285.0 free,  15943.8 used, 110302.0 buff/cache
MiB Mem : 128530.7 total,   2232.7 free,  15996.0 used, 110302.0 buff/cache
MiB Mem : 128530.7 total,   2232.7 free,  15996.0 used, 110302.0 buff/cache
MiB Mem : 128530.7 total,   2232.7 free,  15996.0 used, 110302.0 buff/cache
MiB Mem : 128530.7 total,   2256.5 free,  15972.1 used, 110302.1 buff/cache
MiB Mem : 128530.7 total,   2256.5 free,  15972.1 used, 110302.1 buff/cache
MiB Mem : 128530.7 total,   2256.5 free,  15972.1 used, 110302.1 buff/cache
MiB Mem : 128530.7 total,   2234.3 free,  15993.8 used, 110302.6 buff/cache
MiB Mem : 128530.7 total,   2234.3 free,  15993.8 used, 110302.6 buff/cache
MiB Mem : 128530.7 total,   2234.3 free,  15993.8 used, 110302.6 buff/cache
MiB Mem : 128530.7 total,   2250.0 free,  15978.1 used, 110302.6 buff/cache
MiB Mem : 128530.7 total,   2250.0 free,  15978.1 used, 110302.6 buff/cache
MiB Mem : 128530.7 total,   2250.0 free,  15978.1 used, 110302.6 buff/cache
MiB Mem : 128530.7 total,   2241.7 free,  15986.4 used, 110302.6 buff/cache
MiB Mem : 128530.7 total,   2241.7 free,  15986.4 used, 110302.6 buff/cache
MiB Mem : 128530.7 total,   2241.7 free,  15986.4 used, 110302.6 buff/cache
MiB Mem : 128530.7 total,   2273.9 free,  15954.1 used, 110302.7 buff/cache
MiB Mem : 128530.7 total,   2273.9 free,  15954.1 used, 110302.7 buff/cache
MiB Mem : 128530.7 total,   2273.9 free,  15954.1 used, 110302.7 buff/cache
MiB Mem : 128530.7 total,   2179.7 free,  16048.2 used, 110302.7 buff/cache
MiB Mem : 128530.7 total,   2179.7 free,  16048.2 used, 110302.7 buff/cache
MiB Mem : 128530.7 total,   2179.7 free,  16048.2 used, 110302.7 buff/cache
MiB Mem : 128530.7 total,   2183.0 free,  16045.0 used, 110302.8 buff/cache
MiB Mem : 128530.7 total,   2183.0 free,  16045.0 used, 110302.8 buff/cache
MiB Mem : 128530.7 total,   2183.0 free,  16045.0 used, 110302.8 buff/cache
MiB Mem : 128530.7 total,   2217.4 free,  16010.6 used, 110302.8 buff/cache
MiB Mem : 128530.7 total,   2217.4 free,  16010.6 used, 110302.8 buff/cache
MiB Mem : 128530.7 total,   2217.4 free,  16010.6 used, 110302.8 buff/cache
MiB Mem : 128530.7 total,   2231.2 free,  15996.7 used, 110302.8 buff/cache
MiB Mem : 128530.7 total,   2231.2 free,  15996.7 used, 110302.8 buff/cache
MiB Mem : 128530.7 total,   2231.2 free,  15996.7 used, 110302.8 buff/cache
MiB Mem : 128530.7 total,   2206.8 free,  16021.1 used, 110302.8 buff/cache
MiB Mem : 128530.7 total,   2206.8 free,  16021.1 used, 110302.8 buff/cache
MiB Mem : 128530.7 total,   2206.8 free,  16021.1 used, 110302.8 buff/cache
MiB Mem : 128530.7 total,   2231.1 free,  15996.3 used, 110303.3 buff/cache
MiB Mem : 128530.7 total,   2231.1 free,  15996.3 used, 110303.3 buff/cache
MiB Mem : 128530.7 total,   2231.1 free,  15996.3 used, 110303.3 buff/cache
MiB Mem : 128530.7 total,   2206.9 free,  16020.4 used, 110303.4 buff/cache
MiB Mem : 128530.7 total,   2206.9 free,  16020.4 used, 110303.4 buff/cache
MiB Mem : 128530.7 total,   2206.9 free,  16020.4 used, 110303.4 buff/cache
MiB Mem : 128530.7 total,   2235.6 free,  15991.7 used, 110303.4 buff/cache
MiB Mem : 128530.7 total,   2235.6 free,  15991.7 used, 110303.4 buff/cache
MiB Mem : 128530.7 total,   2235.6 free,  15991.7 used, 110303.4 buff/cache
MiB Mem : 128530.7 total,   2210.5 free,  16016.8 used, 110303.5 buff/cache
MiB Mem : 128530.7 total,   2210.5 free,  16016.8 used, 110303.5 buff/cache
MiB Mem : 128530.7 total,   2210.5 free,  16016.8 used, 110303.5 buff/cache
MiB Mem : 128530.7 total,   2277.1 free,  15950.1 used, 110303.5 buff/cache
MiB Mem : 128530.7 total,   2277.1 free,  15950.1 used, 110303.5 buff/cache
MiB Mem : 128530.7 total,   2277.1 free,  15950.1 used, 110303.5 buff/cache
MiB Mem : 128530.7 total,   2224.7 free,  16002.4 used, 110303.6 buff/cache
MiB Mem : 128530.7 total,   2224.7 free,  16002.4 used, 110303.6 buff/cache
MiB Mem : 128530.7 total,   2224.7 free,  16002.4 used, 110303.6 buff/cache
MiB Mem : 128530.7 total,   2226.9 free,  16000.3 used, 110303.6 buff/cache
MiB Mem : 128530.7 total,   2226.9 free,  16000.3 used, 110303.6 buff/cache
MiB Mem : 128530.7 total,   2226.9 free,  16000.3 used, 110303.6 buff/cache
MiB Mem : 128530.7 total,   2232.9 free,  15993.7 used, 110304.1 buff/cache
MiB Mem : 128530.7 total,   2232.9 free,  15993.7 used, 110304.1 buff/cache
