Time;Memory Usage
29/12/2025 11:02;7,10%
29/12/2025 11:03;7,10%
29/12/2025 11:03;7,13%
29/12/2025 11:04;7,12%
29/12/2025 11:04;7,12%
29/12/2025 11:05;7,13%
29/12/2025 11:05;7,08%
29/12/2025 11:06;7,10%
29/12/2025 11:06;7,10%
29/12/2025 11:07;7,10%
29/12/2025 11:07;7,09%
29/12/2025 11:08;7,10%
29/12/2025 11:08;7,11%
29/12/2025 11:09;7,12%
29/12/2025 11:09;7,16%
29/12/2025 11:10;7,17%
29/12/2025 11:10;7,16%
29/12/2025 11:11;7,12%
29/12/2025 11:11;7,12%
29/12/2025 11:12;7,12%
29/12/2025 11:12;7,15%
29/12/2025 11:13;7,14%
29/12/2025 11:13;7,13%
29/12/2025 11:14;7,14%
29/12/2025 11:14;7,14%
29/12/2025 11:15;7,14%
29/12/2025 11:15;7,14%
29/12/2025 11:16;7,16%
29/12/2025 11:16;7,14%
29/12/2025 11:17;7,15%
29/12/2025 11:17;7,14%
29/12/2025 11:18;7,15%
29/12/2025 11:18;7,15%
29/12/2025 11:19;7,17%
29/12/2025 11:19;7,16%
29/12/2025 11:20;7,15%
29/12/2025 11:20;7,18%
29/12/2025 11:21;7,15%
29/12/2025 11:21;7,18%
29/12/2025 11:22;7,16%
29/12/2025 11:22;7,16%
29/12/2025 11:23;7,18%
29/12/2025 11:23;7,16%
29/12/2025 11:24;7,14%
29/12/2025 11:24;7,18%
29/12/2025 11:25;7,19%
29/12/2025 11:25;7,19%
29/12/2025 11:26;7,19%
29/12/2025 11:26;7,19%
29/12/2025 11:27;7,22%
29/12/2025 11:27;7,24%
29/12/2025 11:28;7,22%
29/12/2025 11:28;7,19%
29/12/2025 11:29;7,19%
29/12/2025 11:29;7,18%
29/12/2025 11:30;7,19%
29/12/2025 11:30;7,20%
29/12/2025 11:31;7,17%
29/12/2025 11:31;7,16%
29/12/2025 11:32;7,16%
29/12/2025 11:32;7,15%
29/12/2025 11:33;7,17%
29/12/2025 11:33;7,16%
29/12/2025 11:34;7,16%
29/12/2025 11:34;7,23%
29/12/2025 11:35;7,23%
29/12/2025 11:35;7,21%
29/12/2025 11:36;7,19%
29/12/2025 11:36;7,21%
29/12/2025 11:37;7,23%
29/12/2025 11:37;7,20%
29/12/2025 11:38;7,22%
29/12/2025 11:38;7,17%
29/12/2025 11:39;7,17%
29/12/2025 11:39;7,18%
29/12/2025 11:40;7,18%
29/12/2025 11:40;7,17%
29/12/2025 11:41;7,16%
29/12/2025 11:41;7,17%
29/12/2025 11:42;7,17%
29/12/2025 11:42;7,14%
29/12/2025 11:43;7,16%
29/12/2025 11:43;7,17%
29/12/2025 11:44;7,19%
29/12/2025 11:44;7,17%
29/12/2025 11:45;7,20%
29/12/2025 11:45;7,21%
29/12/2025 11:46;7,21%
29/12/2025 11:46;7,21%
29/12/2025 11:47;7,23%
29/12/2025 11:47;7,24%
29/12/2025 11:48;7,22%
29/12/2025 11:48;7,23%
29/12/2025 11:49;7,22%
29/12/2025 11:49;7,27%
29/12/2025 11:50;7,24%
29/12/2025 11:50;7,20%
29/12/2025 11:51;7,18%
29/12/2025 11:51;7,17%
29/12/2025 11:52;7,19%
29/12/2025 11:52;7,18%
29/12/2025 11:53;7,19%
29/12/2025 11:53;7,20%
29/12/2025 11:54;7,18%
29/12/2025 11:54;7,21%
29/12/2025 11:55;7,22%
29/12/2025 11:55;7,24%
29/12/2025 11:56;7,24%
29/12/2025 11:56;7,24%
29/12/2025 11:57;7,22%
29/12/2025 11:57;7,22%
29/12/2025 11:58;7,20%
29/12/2025 11:58;7,21%
29/12/2025 11:59;7,21%
29/12/2025 11:59;7,21%
29/12/2025 12:00;7,20%
29/12/2025 12:00;7,25%
29/12/2025 12:01;7,24%
29/12/2025 12:01;7,28%
29/12/2025 12:02;7,28%
29/12/2025 12:02;7,23%
29/12/2025 12:03;7,23%
29/12/2025 12:03;7,24%
29/12/2025 12:04;7,24%
29/12/2025 12:04;7,23%
29/12/2025 12:05;7,25%
29/12/2025 12:05;7,21%
29/12/2025 12:06;7,22%
29/12/2025 12:06;7,21%
29/12/2025 12:07;7,22%
29/12/2025 12:07;7,21%
29/12/2025 12:08;7,21%
29/12/2025 12:08;7,22%
29/12/2025 12:09;7,17%
29/12/2025 12:09;7,20%
29/12/2025 12:10;7,20%
29/12/2025 12:10;7,19%
29/12/2025 12:11;7,18%
29/12/2025 12:11;7,19%
29/12/2025 12:12;7,20%
29/12/2025 12:12;7,19%
29/12/2025 12:13;7,22%
29/12/2025 12:13;7,24%
;7,13%
