Time;GPU Utilization
29/12/2025 11:25;68,30%
29/12/2025 11:26;67,30%
29/12/2025 11:26;82%
29/12/2025 11:27;84%
29/12/2025 11:27;79,80%
29/12/2025 11:28;74,50%
29/12/2025 11:28;80,50%
29/12/2025 11:29;78%
29/12/2025 11:29;78,80%
29/12/2025 11:30;73,50%
29/12/2025 11:30;68,30%
29/12/2025 11:31;70,80%
29/12/2025 11:31;85,30%
29/12/2025 11:32;76%
29/12/2025 11:32;81,80%
29/12/2025 11:33;78,80%
29/12/2025 11:33;81,50%
29/12/2025 11:34;83,80%
29/12/2025 11:34;82%
29/12/2025 11:35;82,50%
29/12/2025 11:35;82,80%
29/12/2025 11:36;82%
29/12/2025 11:36;81,30%
29/12/2025 11:37;77,50%
29/12/2025 11:37;70,80%
29/12/2025 11:38;82,30%
29/12/2025 11:38;79,80%
29/12/2025 11:39;76,30%
29/12/2025 11:39;75,80%
29/12/2025 11:40;84,50%
29/12/2025 11:40;67,80%
29/12/2025 11:41;70,30%
29/12/2025 11:41;83,50%
29/12/2025 11:42;80,50%
29/12/2025 11:42;84,30%
29/12/2025 11:43;67,80%
29/12/2025 11:43;81,80%
29/12/2025 11:44;77,80%
29/12/2025 11:44;73,50%
29/12/2025 11:45;77%
29/12/2025 11:45;67,80%
29/12/2025 11:46;83,30%
29/12/2025 11:46;67,80%
29/12/2025 11:47;74,30%
29/12/2025 11:47;76,30%
29/12/2025 11:48;81,50%
29/12/2025 11:48;74%
29/12/2025 11:49;77,30%
29/12/2025 11:49;75,80%
29/12/2025 11:50;82,30%
29/12/2025 11:50;82,80%
29/12/2025 11:51;82,50%
29/12/2025 11:51;84,30%
29/12/2025 11:52;59,80%
29/12/2025 11:52;58,50%
29/12/2025 11:53;81%
29/12/2025 11:53;47%
29/12/2025 11:54;78,30%
29/12/2025 11:54;56,30%
29/12/2025 11:55;68%
29/12/2025 11:55;53%
29/12/2025 11:56;83,30%
29/12/2025 11:56;74,80%
29/12/2025 11:57;83,30%
29/12/2025 11:57;79,30%
29/12/2025 11:58;73,50%
29/12/2025 11:58;69,50%
29/12/2025 11:59;82,30%
29/12/2025 11:59;55%
29/12/2025 12:00;44,80%
29/12/2025 12:00;75,30%
29/12/2025 12:01;55,50%
29/12/2025 12:01;57,50%
29/12/2025 12:02;69%
29/12/2025 12:02;75,30%
29/12/2025 12:03;81,50%
29/12/2025 12:03;68,50%
29/12/2025 12:04;76,30%
29/12/2025 12:04;77,30%
29/12/2025 12:05;61%
29/12/2025 12:05;80,80%
29/12/2025 12:06;62,50%
29/12/2025 12:06;57,80%
29/12/2025 12:07;57,50%
29/12/2025 12:07;67,80%
29/12/2025 12:08;84,30%
29/12/2025 12:08;77,80%
29/12/2025 12:09;53,80%
29/12/2025 12:09;77,50%
29/12/2025 12:10;58,80%
29/12/2025 12:10;76%
29/12/2025 12:11;59,80%
29/12/2025 12:11;70,80%
29/12/2025 12:12;81,80%
29/12/2025 12:12;56%
29/12/2025 12:13;60,30%
29/12/2025 12:13;23,50%
;78%
