Time;CPU Usage
29/12/2025 10:53;3,77%
29/12/2025 10:54;3,84%
29/12/2025 10:54;3,75%
29/12/2025 10:55;3,91%
29/12/2025 10:55;3,79%
29/12/2025 10:56;3,93%
29/12/2025 10:56;3,98%
29/12/2025 10:57;3,78%
29/12/2025 10:57;3,82%
29/12/2025 10:58;3,72%
29/12/2025 10:58;3,85%
29/12/2025 10:59;3,93%
29/12/2025 10:59;3,81%
29/12/2025 11:00;4,11%
29/12/2025 11:00;3,84%
29/12/2025 11:01;3,84%
29/12/2025 11:01;4,02%
29/12/2025 11:02;4,28%
29/12/2025 11:02;3,87%
29/12/2025 11:03;4,06%
29/12/2025 11:03;3,94%
29/12/2025 11:04;3,97%
29/12/2025 11:04;3,81%
29/12/2025 11:05;3,94%
29/12/2025 11:05;3,90%
29/12/2025 11:06;4,01%
29/12/2025 11:06;3,89%
29/12/2025 11:07;4,25%
29/12/2025 11:07;3,95%
29/12/2025 11:08;4,05%
29/12/2025 11:08;3,67%
29/12/2025 11:09;4,13%
29/12/2025 11:09;4,01%
29/12/2025 11:10;4,37%
29/12/2025 11:10;3,91%
29/12/2025 11:11;4,10%
29/12/2025 11:11;3,86%
29/12/2025 11:12;4,10%
29/12/2025 11:12;3,99%
29/12/2025 11:13;4,26%
29/12/2025 11:13;4,03%
29/12/2025 11:14;4,03%
29/12/2025 11:14;3,94%
29/12/2025 11:15;3,92%
29/12/2025 11:15;4,33%
29/12/2025 11:16;4,10%
29/12/2025 11:16;3,99%
29/12/2025 11:17;3,98%
29/12/2025 11:17;4,12%
29/12/2025 11:18;3,95%
29/12/2025 11:18;4,03%
29/12/2025 11:19;4,08%
29/12/2025 11:19;4,01%
29/12/2025 11:20;4,16%
29/12/2025 11:20;3,97%
29/12/2025 11:21;3,96%
29/12/2025 11:21;4,31%
29/12/2025 11:22;4,04%
29/12/2025 11:22;4,18%
29/12/2025 11:23;4,10%
29/12/2025 11:23;3,93%
29/12/2025 11:24;4,35%
29/12/2025 11:24;4,47%
29/12/2025 11:25;4,37%
29/12/2025 11:25;4,09%
29/12/2025 11:26;4,28%
29/12/2025 11:26;4,03%
29/12/2025 11:27;4,17%
29/12/2025 11:27;4,36%
29/12/2025 11:28;4,46%
29/12/2025 11:28;4,57%
29/12/2025 11:29;4,11%
29/12/2025 11:29;4,00%
29/12/2025 11:30;4,41%
29/12/2025 11:30;4,21%
29/12/2025 11:31;4,49%
29/12/2025 11:31;4,36%
29/12/2025 11:32;4,03%
29/12/2025 11:32;4,32%
29/12/2025 11:33;4,31%
29/12/2025 11:33;4,18%
29/12/2025 11:34;4,24%
29/12/2025 11:34;4,25%
29/12/2025 11:35;4,14%
29/12/2025 11:35;4,07%
29/12/2025 11:36;4,31%
29/12/2025 11:36;3,86%
29/12/2025 11:37;4,00%
29/12/2025 11:37;3,95%
29/12/2025 11:38;4,17%
29/12/2025 11:38;3,97%
29/12/2025 11:39;4,36%
29/12/2025 11:39;4,18%
29/12/2025 11:40;4,26%
29/12/2025 11:40;3,95%
29/12/2025 11:41;4,08%
29/12/2025 11:41;4,07%
29/12/2025 11:42;3,99%
29/12/2025 11:42;3,82%
29/12/2025 11:43;4,38%
29/12/2025 11:43;4,19%
29/12/2025 11:44;4,25%
29/12/2025 11:44;3,87%
29/12/2025 11:45;4,38%
29/12/2025 11:45;4,03%
29/12/2025 11:46;4,75%
29/12/2025 11:46;4,29%
29/12/2025 11:47;4,11%
29/12/2025 11:47;3,97%
29/12/2025 11:48;4,05%
29/12/2025 11:48;4,25%
29/12/2025 11:49;4,36%
29/12/2025 11:49;4,59%
29/12/2025 11:50;4,67%
29/12/2025 11:50;4,44%
29/12/2025 11:51;4,34%
29/12/2025 11:51;3,90%
29/12/2025 11:52;4,31%
29/12/2025 11:52;3,79%
29/12/2025 11:53;3,86%
29/12/2025 11:53;3,87%
29/12/2025 11:54;3,91%
29/12/2025 11:54;4,22%
29/12/2025 11:55;4,11%
29/12/2025 11:55;3,80%
29/12/2025 11:56;4,20%
29/12/2025 11:56;3,72%
29/12/2025 11:57;3,92%
29/12/2025 11:57;3,84%
29/12/2025 11:58;3,95%
29/12/2025 11:58;4,08%
29/12/2025 11:59;4,09%
29/12/2025 11:59;3,84%
29/12/2025 12:00;4,46%
29/12/2025 12:00;4,23%
29/12/2025 12:01;5,02%
29/12/2025 12:01;4,26%
29/12/2025 12:02;3,92%
29/12/2025 12:02;3,94%
29/12/2025 12:03;4,07%
29/12/2025 12:03;3,80%
29/12/2025 12:04;4,19%
29/12/2025 12:04;3,96%
29/12/2025 12:05;4,23%
29/12/2025 12:05;3,80%
29/12/2025 12:06;3,84%
29/12/2025 12:06;3,67%
29/12/2025 12:07;4,32%
29/12/2025 12:07;3,83%
29/12/2025 12:08;4,17%
29/12/2025 12:08;3,85%
29/12/2025 12:09;4,12%
29/12/2025 12:09;3,76%
29/12/2025 12:10;3,93%
29/12/2025 12:10;4,01%
29/12/2025 12:11;3,83%
29/12/2025 12:11;3,82%
29/12/2025 12:12;4,21%
29/12/2025 12:12;3,49%
29/12/2025 12:13;3,46%
29/12/2025 12:13;3,15%
;3,96%
