Time;GPU Memory Used (%)
29/12/2025 11:23;22,80%
29/12/2025 11:23;22,80%
29/12/2025 11:24;22,80%
29/12/2025 11:24;22,80%
29/12/2025 11:25;22,80%
29/12/2025 11:25;22,80%
29/12/2025 11:26;22,80%
29/12/2025 11:26;22,80%
29/12/2025 11:27;22,80%
29/12/2025 11:27;22,80%
29/12/2025 11:28;22,80%
29/12/2025 11:28;22,80%
29/12/2025 11:29;22,80%
29/12/2025 11:29;22,80%
29/12/2025 11:30;22,80%
29/12/2025 11:30;22,80%
29/12/2025 11:31;22,80%
29/12/2025 11:31;22,80%
29/12/2025 11:32;22,80%
29/12/2025 11:32;22,80%
29/12/2025 11:33;22,80%
29/12/2025 11:33;22,80%
29/12/2025 11:34;22,80%
29/12/2025 11:34;22,80%
29/12/2025 11:35;22,80%
29/12/2025 11:35;22,80%
29/12/2025 11:36;22,80%
29/12/2025 11:36;22,80%
29/12/2025 11:37;22,80%
29/12/2025 11:37;22,80%
29/12/2025 11:38;22,80%
29/12/2025 11:38;22,80%
29/12/2025 11:39;22,80%
29/12/2025 11:39;22,80%
29/12/2025 11:40;22,80%
29/12/2025 11:40;22,80%
29/12/2025 11:41;22,80%
29/12/2025 11:41;22,80%
29/12/2025 11:42;22,80%
29/12/2025 11:42;22,80%
29/12/2025 11:43;22,80%
29/12/2025 11:43;22,80%
29/12/2025 11:44;22,80%
29/12/2025 11:44;22,80%
29/12/2025 11:45;22,80%
29/12/2025 11:45;22,80%
29/12/2025 11:46;22,80%
29/12/2025 11:46;22,80%
29/12/2025 11:47;22,80%
29/12/2025 11:47;22,80%
29/12/2025 11:48;22,80%
29/12/2025 11:48;22,80%
29/12/2025 11:49;22,80%
29/12/2025 11:49;22,80%
29/12/2025 11:50;22,80%
29/12/2025 11:50;22,80%
29/12/2025 11:51;22,80%
29/12/2025 11:51;22,80%
29/12/2025 11:52;22,80%
29/12/2025 11:52;22,80%
29/12/2025 11:53;22,80%
29/12/2025 11:53;22,80%
29/12/2025 11:54;22,80%
29/12/2025 11:54;22,80%
29/12/2025 11:55;22,80%
29/12/2025 11:55;22,80%
29/12/2025 11:56;22,80%
29/12/2025 11:56;22,80%
29/12/2025 11:57;22,80%
29/12/2025 11:57;22,80%
29/12/2025 11:58;22,80%
29/12/2025 11:58;22,80%
29/12/2025 11:59;22,80%
29/12/2025 11:59;22,80%
29/12/2025 12:00;22,80%
29/12/2025 12:00;22,80%
29/12/2025 12:01;22,80%
29/12/2025 12:01;22,80%
29/12/2025 12:02;22,80%
29/12/2025 12:02;22,80%
29/12/2025 12:03;22,80%
29/12/2025 12:03;22,80%
29/12/2025 12:04;22,80%
29/12/2025 12:04;22,80%
29/12/2025 12:05;22,80%
29/12/2025 12:05;22,80%
29/12/2025 12:06;22,80%
29/12/2025 12:06;22,80%
29/12/2025 12:07;22,80%
29/12/2025 12:07;22,80%
29/12/2025 12:08;22,80%
29/12/2025 12:08;22,80%
29/12/2025 12:09;22,80%
29/12/2025 12:09;22,80%
29/12/2025 12:10;22,80%
29/12/2025 12:10;22,80%
29/12/2025 12:11;22,80%
29/12/2025 12:11;22,80%
29/12/2025 12:12;22,80%
29/12/2025 12:12;22,80%
29/12/2025 12:13;22,80%
29/12/2025 12:13;22,80%
;23%
