MiB Mem : 128530.7 total,   4170.2 free,  14085.7 used, 110274.8 buff/cache
MiB Mem : 128530.7 total,   3041.4 free,  15131.5 used, 110357.8 buff/cache
MiB Mem : 128530.7 total,   3041.4 free,  15131.5 used, 110357.8 buff/cache
MiB Mem : 128530.7 total,   3041.4 free,  15131.5 used, 110357.8 buff/cache
MiB Mem : 128530.7 total,   2951.4 free,  15221.5 used, 110357.8 buff/cache
MiB Mem : 128530.7 total,   2951.4 free,  15221.5 used, 110357.8 buff/cache
MiB Mem : 128530.7 total,   2951.4 free,  15221.5 used, 110357.8 buff/cache
MiB Mem : 128530.7 total,   2934.8 free,  15238.0 used, 110357.9 buff/cache
MiB Mem : 128530.7 total,   2934.8 free,  15238.0 used, 110357.9 buff/cache
MiB Mem : 128530.7 total,   2934.8 free,  15238.0 used, 110357.9 buff/cache
MiB Mem : 128530.7 total,   2905.3 free,  15267.5 used, 110357.9 buff/cache
MiB Mem : 128530.7 total,   2905.3 free,  15267.5 used, 110357.9 buff/cache
MiB Mem : 128530.7 total,   2905.3 free,  15267.5 used, 110357.9 buff/cache
MiB Mem : 128530.7 total,   2887.9 free,  15284.3 used, 110358.5 buff/cache
MiB Mem : 128530.7 total,   2887.9 free,  15284.3 used, 110358.5 buff/cache
MiB Mem : 128530.7 total,   2887.9 free,  15284.3 used, 110358.5 buff/cache
MiB Mem : 128530.7 total,   2833.9 free,  15338.3 used, 110358.5 buff/cache
MiB Mem : 128530.7 total,   2833.9 free,  15338.3 used, 110358.5 buff/cache
MiB Mem : 128530.7 total,   2833.9 free,  15338.3 used, 110358.5 buff/cache
MiB Mem : 128530.7 total,   2837.8 free,  15334.3 used, 110358.6 buff/cache
MiB Mem : 128530.7 total,   2837.8 free,  15334.3 used, 110358.6 buff/cache
MiB Mem : 128530.7 total,   2837.8 free,  15334.3 used, 110358.6 buff/cache
MiB Mem : 128530.7 total,   2880.0 free,  15291.6 used, 110359.1 buff/cache
MiB Mem : 128530.7 total,   2880.0 free,  15291.6 used, 110359.1 buff/cache
MiB Mem : 128530.7 total,   2880.0 free,  15291.6 used, 110359.1 buff/cache
MiB Mem : 128530.7 total,   2871.4 free,  15299.8 used, 110359.5 buff/cache
MiB Mem : 128530.7 total,   2871.4 free,  15299.8 used, 110359.5 buff/cache
MiB Mem : 128530.7 total,   2871.4 free,  15299.8 used, 110359.5 buff/cache
MiB Mem : 128530.7 total,   2869.4 free,  15301.4 used, 110360.0 buff/cache
MiB Mem : 128530.7 total,   2869.4 free,  15301.4 used, 110360.0 buff/cache
MiB Mem : 128530.7 total,   2869.4 free,  15301.4 used, 110360.0 buff/cache
MiB Mem : 128530.7 total,   2955.1 free,  15215.6 used, 110360.0 buff/cache
MiB Mem : 128530.7 total,   2955.1 free,  15215.6 used, 110360.0 buff/cache
MiB Mem : 128530.7 total,   2962.2 free,  15208.4 used, 110360.1 buff/cache
MiB Mem : 128530.7 total,   2962.2 free,  15208.4 used, 110360.1 buff/cache
MiB Mem : 128530.7 total,   2962.2 free,  15208.4 used, 110360.1 buff/cache
MiB Mem : 128530.7 total,   2938.8 free,  15231.8 used, 110360.1 buff/cache
MiB Mem : 128530.7 total,   2938.8 free,  15231.8 used, 110360.1 buff/cache
MiB Mem : 128530.7 total,   2938.8 free,  15231.8 used, 110360.1 buff/cache
MiB Mem : 128530.7 total,   2889.3 free,  15281.2 used, 110360.2 buff/cache
MiB Mem : 128530.7 total,   2889.3 free,  15281.2 used, 110360.2 buff/cache
MiB Mem : 128530.7 total,   2889.3 free,  15281.2 used, 110360.2 buff/cache
MiB Mem : 128530.7 total,   2915.9 free,  15254.4 used, 110360.5 buff/cache
MiB Mem : 128530.7 total,   2915.9 free,  15254.4 used, 110360.5 buff/cache
MiB Mem : 128530.7 total,   2915.9 free,  15254.4 used, 110360.5 buff/cache
MiB Mem : 128530.7 total,   2920.0 free,  15249.7 used, 110361.0 buff/cache
MiB Mem : 128530.7 total,   2920.0 free,  15249.7 used, 110361.0 buff/cache
MiB Mem : 128530.7 total,   2920.0 free,  15249.7 used, 110361.0 buff/cache
MiB Mem : 128530.7 total,   2936.9 free,  15232.2 used, 110361.6 buff/cache
MiB Mem : 128530.7 total,   2936.9 free,  15232.2 used, 110361.6 buff/cache
MiB Mem : 128530.7 total,   2936.9 free,  15232.2 used, 110361.6 buff/cache
MiB Mem : 128530.7 total,   2947.3 free,  15221.3 used, 110362.1 buff/cache
MiB Mem : 128530.7 total,   2947.3 free,  15221.3 used, 110362.1 buff/cache
MiB Mem : 128530.7 total,   2947.3 free,  15221.3 used, 110362.1 buff/cache
MiB Mem : 128530.7 total,   2883.3 free,  15285.2 used, 110362.2 buff/cache
MiB Mem : 128530.7 total,   2883.3 free,  15285.2 used, 110362.2 buff/cache
MiB Mem : 128530.7 total,   2883.3 free,  15285.2 used, 110362.2 buff/cache
MiB Mem : 128530.7 total,   2858.1 free,  15310.4 used, 110362.2 buff/cache
MiB Mem : 128530.7 total,   2858.1 free,  15310.4 used, 110362.2 buff/cache
MiB Mem : 128530.7 total,   2858.1 free,  15310.4 used, 110362.2 buff/cache
MiB Mem : 128530.7 total,   2880.3 free,  15288.1 used, 110362.3 buff/cache
MiB Mem : 128530.7 total,   2880.3 free,  15288.1 used, 110362.3 buff/cache
MiB Mem : 128530.7 total,   2880.3 free,  15288.1 used, 110362.3 buff/cache
MiB Mem : 128530.7 total,   2911.0 free,  15256.9 used, 110362.8 buff/cache
MiB Mem : 128530.7 total,   2911.0 free,  15256.9 used, 110362.8 buff/cache
MiB Mem : 128530.7 total,   2911.0 free,  15256.9 used, 110362.8 buff/cache
MiB Mem : 128530.7 total,   2817.9 free,  15349.9 used, 110362.9 buff/cache
MiB Mem : 128530.7 total,   2817.9 free,  15349.9 used, 110362.9 buff/cache
MiB Mem : 128530.7 total,   2817.9 free,  15349.9 used, 110362.9 buff/cache
MiB Mem : 128530.7 total,   2851.6 free,  15316.2 used, 110362.9 buff/cache
MiB Mem : 128530.7 total,   2851.6 free,  15316.2 used, 110362.9 buff/cache
MiB Mem : 128530.7 total,   2851.6 free,  15316.2 used, 110362.9 buff/cache
MiB Mem : 128530.7 total,   2799.5 free,  15368.3 used, 110363.0 buff/cache
MiB Mem : 128530.7 total,   2799.5 free,  15368.3 used, 110363.0 buff/cache
MiB Mem : 128530.7 total,   2799.5 free,  15368.3 used, 110363.0 buff/cache
MiB Mem : 128530.7 total,   2818.6 free,  15348.6 used, 110363.5 buff/cache
MiB Mem : 128530.7 total,   2818.6 free,  15348.6 used, 110363.5 buff/cache
MiB Mem : 128530.7 total,   2818.6 free,  15348.6 used, 110363.5 buff/cache
MiB Mem : 128530.7 total,   2817.0 free,  15350.2 used, 110363.6 buff/cache
MiB Mem : 128530.7 total,   2817.0 free,  15350.2 used, 110363.6 buff/cache
MiB Mem : 128530.7 total,   2817.0 free,  15350.2 used, 110363.6 buff/cache
MiB Mem : 128530.7 total,   2802.0 free,  15365.1 used, 110363.6 buff/cache
MiB Mem : 128530.7 total,   2802.0 free,  15365.1 used, 110363.6 buff/cache
MiB Mem : 128530.7 total,   2813.8 free,  15353.2 used, 110363.7 buff/cache
MiB Mem : 128530.7 total,   2813.8 free,  15353.2 used, 110363.7 buff/cache
MiB Mem : 128530.7 total,   2813.8 free,  15353.2 used, 110363.7 buff/cache
MiB Mem : 128530.7 total,   2740.7 free,  15426.3 used, 110363.7 buff/cache
MiB Mem : 128530.7 total,   2740.7 free,  15426.3 used, 110363.7 buff/cache
MiB Mem : 128530.7 total,   2740.7 free,  15426.3 used, 110363.7 buff/cache
MiB Mem : 128530.7 total,   2798.3 free,  15368.2 used, 110364.2 buff/cache
MiB Mem : 128530.7 total,   2798.3 free,  15368.2 used, 110364.2 buff/cache
MiB Mem : 128530.7 total,   2798.3 free,  15368.2 used, 110364.2 buff/cache
MiB Mem : 128530.7 total,   2850.4 free,  15316.1 used, 110364.3 buff/cache
MiB Mem : 128530.7 total,   2850.4 free,  15316.1 used, 110364.3 buff/cache
MiB Mem : 128530.7 total,   2850.4 free,  15316.1 used, 110364.3 buff/cache
MiB Mem : 128530.7 total,   2838.9 free,  15327.5 used, 110364.3 buff/cache
MiB Mem : 128530.7 total,   2838.9 free,  15327.5 used, 110364.3 buff/cache
MiB Mem : 128530.7 total,   2838.9 free,  15327.5 used, 110364.3 buff/cache
MiB Mem : 128530.7 total,   2778.5 free,  15387.9 used, 110364.4 buff/cache
MiB Mem : 128530.7 total,   2778.5 free,  15387.9 used, 110364.4 buff/cache
MiB Mem : 128530.7 total,   2778.5 free,  15387.9 used, 110364.4 buff/cache
MiB Mem : 128530.7 total,   2794.2 free,  15372.1 used, 110364.4 buff/cache
MiB Mem : 128530.7 total,   2794.2 free,  15372.1 used, 110364.4 buff/cache
MiB Mem : 128530.7 total,   2794.2 free,  15372.1 used, 110364.4 buff/cache
MiB Mem : 128530.7 total,   2769.9 free,  15395.9 used, 110365.0 buff/cache
MiB Mem : 128530.7 total,   2769.9 free,  15395.9 used, 110365.0 buff/cache
MiB Mem : 128530.7 total,   2769.9 free,  15395.9 used, 110365.0 buff/cache
MiB Mem : 128530.7 total,   2797.9 free,  15367.9 used, 110365.0 buff/cache
MiB Mem : 128530.7 total,   2797.9 free,  15367.9 used, 110365.0 buff/cache
MiB Mem : 128530.7 total,   2797.9 free,  15367.9 used, 110365.0 buff/cache
MiB Mem : 128530.7 total,   2794.4 free,  15371.2 used, 110365.0 buff/cache
MiB Mem : 128530.7 total,   2794.4 free,  15371.2 used, 110365.0 buff/cache
MiB Mem : 128530.7 total,   2794.4 free,  15371.2 used, 110365.0 buff/cache
MiB Mem : 128530.7 total,   2733.5 free,  15432.2 used, 110365.1 buff/cache
MiB Mem : 128530.7 total,   2733.5 free,  15432.2 used, 110365.1 buff/cache
MiB Mem : 128530.7 total,   2733.5 free,  15432.2 used, 110365.1 buff/cache
MiB Mem : 128530.7 total,   2763.4 free,  15401.9 used, 110365.5 buff/cache
MiB Mem : 128530.7 total,   2763.4 free,  15401.9 used, 110365.5 buff/cache
MiB Mem : 128530.7 total,   2763.4 free,  15401.9 used, 110365.5 buff/cache
MiB Mem : 128530.7 total,   2708.5 free,  15456.5 used, 110365.8 buff/cache
MiB Mem : 128530.7 total,   2708.5 free,  15456.5 used, 110365.8 buff/cache
MiB Mem : 128530.7 total,   2708.5 free,  15456.5 used, 110365.8 buff/cache
MiB Mem : 128530.7 total,   2787.3 free,  15377.2 used, 110366.2 buff/cache
MiB Mem : 128530.7 total,   2787.3 free,  15377.2 used, 110366.2 buff/cache
MiB Mem : 128530.7 total,   2787.3 free,  15377.2 used, 110366.2 buff/cache
MiB Mem : 128530.7 total,   2760.4 free,  15402.2 used, 110368.1 buff/cache
MiB Mem : 128530.7 total,   2760.4 free,  15402.2 used, 110368.1 buff/cache
MiB Mem : 128530.7 total,   2760.4 free,  15402.2 used, 110368.1 buff/cache
MiB Mem : 128530.7 total,   2755.5 free,  15406.8 used, 110368.4 buff/cache
MiB Mem : 128530.7 total,   2755.5 free,  15406.8 used, 110368.4 buff/cache
MiB Mem : 128530.7 total,   2755.5 free,  15406.8 used, 110368.4 buff/cache
MiB Mem : 128530.7 total,   2781.2 free,  15380.6 used, 110368.9 buff/cache
MiB Mem : 128530.7 total,   2781.2 free,  15380.6 used, 110368.9 buff/cache
MiB Mem : 128530.7 total,   2781.2 free,  15380.6 used, 110368.9 buff/cache
MiB Mem : 128530.7 total,   2731.0 free,  15430.2 used, 110369.5 buff/cache
MiB Mem : 128530.7 total,   2731.0 free,  15430.2 used, 110369.5 buff/cache
MiB Mem : 128530.7 total,   2727.7 free,  15433.5 used, 110369.5 buff/cache
MiB Mem : 128530.7 total,   2727.7 free,  15433.5 used, 110369.5 buff/cache
MiB Mem : 128530.7 total,   2727.7 free,  15433.5 used, 110369.5 buff/cache
MiB Mem : 128530.7 total,   2749.0 free,  15412.2 used, 110369.5 buff/cache
MiB Mem : 128530.7 total,   2749.0 free,  15412.2 used, 110369.5 buff/cache
MiB Mem : 128530.7 total,   2749.0 free,  15412.2 used, 110369.5 buff/cache
MiB Mem : 128530.7 total,   2730.6 free,  15430.5 used, 110369.6 buff/cache
MiB Mem : 128530.7 total,   2730.6 free,  15430.5 used, 110369.6 buff/cache
MiB Mem : 128530.7 total,   2730.6 free,  15430.5 used, 110369.6 buff/cache
MiB Mem : 128530.7 total,   2703.8 free,  15457.3 used, 110369.6 buff/cache
MiB Mem : 128530.7 total,   2703.8 free,  15457.3 used, 110369.6 buff/cache
MiB Mem : 128530.7 total,   2703.8 free,  15457.3 used, 110369.6 buff/cache
MiB Mem : 128530.7 total,   2752.5 free,  15408.5 used, 110369.7 buff/cache
MiB Mem : 128530.7 total,   2752.5 free,  15408.5 used, 110369.7 buff/cache
MiB Mem : 128530.7 total,   2752.5 free,  15408.5 used, 110369.7 buff/cache
MiB Mem : 128530.7 total,   2816.4 free,  15344.2 used, 110370.2 buff/cache
MiB Mem : 128530.7 total,   2816.4 free,  15344.2 used, 110370.2 buff/cache
MiB Mem : 128530.7 total,   2816.4 free,  15344.2 used, 110370.2 buff/cache
MiB Mem : 128530.7 total,   2791.0 free,  15369.5 used, 110370.2 buff/cache
MiB Mem : 128530.7 total,   2791.0 free,  15369.5 used, 110370.2 buff/cache
MiB Mem : 128530.7 total,   2791.0 free,  15369.5 used, 110370.2 buff/cache
MiB Mem : 128530.7 total,   2769.8 free,  15390.7 used, 110370.3 buff/cache
MiB Mem : 128530.7 total,   2769.8 free,  15390.7 used, 110370.3 buff/cache
MiB Mem : 128530.7 total,   2769.8 free,  15390.7 used, 110370.3 buff/cache
MiB Mem : 128530.7 total,   2767.4 free,  15393.0 used, 110370.3 buff/cache
MiB Mem : 128530.7 total,   2767.4 free,  15393.0 used, 110370.3 buff/cache
MiB Mem : 128530.7 total,   2767.4 free,  15393.0 used, 110370.3 buff/cache
MiB Mem : 128530.7 total,   2748.4 free,  15412.0 used, 110370.4 buff/cache
MiB Mem : 128530.7 total,   2748.4 free,  15412.0 used, 110370.4 buff/cache
MiB Mem : 128530.7 total,   2748.4 free,  15412.0 used, 110370.4 buff/cache
MiB Mem : 128530.7 total,   2772.5 free,  15387.9 used, 110370.4 buff/cache
MiB Mem : 128530.7 total,   2772.5 free,  15387.9 used, 110370.4 buff/cache
MiB Mem : 128530.7 total,   2772.5 free,  15387.9 used, 110370.4 buff/cache
MiB Mem : 128530.7 total,   2776.9 free,  15383.2 used, 110370.6 buff/cache
MiB Mem : 128530.7 total,   2776.9 free,  15383.2 used, 110370.6 buff/cache
MiB Mem : 128530.7 total,   2776.9 free,  15383.2 used, 110370.6 buff/cache
MiB Mem : 128530.7 total,   2782.9 free,  15377.2 used, 110370.7 buff/cache
MiB Mem : 128530.7 total,   2782.9 free,  15377.2 used, 110370.7 buff/cache
MiB Mem : 128530.7 total,   2782.9 free,  15377.2 used, 110370.7 buff/cache
MiB Mem : 128530.7 total,   2756.3 free,  15403.7 used, 110370.7 buff/cache
MiB Mem : 128530.7 total,   2756.3 free,  15403.7 used, 110370.7 buff/cache
MiB Mem : 128530.7 total,   2756.3 free,  15403.7 used, 110370.7 buff/cache
MiB Mem : 128530.7 total,   2738.2 free,  15421.8 used, 110370.7 buff/cache
MiB Mem : 128530.7 total,   2738.2 free,  15421.8 used, 110370.7 buff/cache
MiB Mem : 128530.7 total,   2738.2 free,  15421.8 used, 110370.7 buff/cache
MiB Mem : 128530.7 total,   2777.6 free,  15382.3 used, 110370.8 buff/cache
MiB Mem : 128530.7 total,   2777.6 free,  15382.3 used, 110370.8 buff/cache
MiB Mem : 128530.7 total,   2777.6 free,  15382.3 used, 110370.8 buff/cache
