MiB Mem : 128530.7 total,   4233.1 free,  14051.5 used, 110246.1 buff/cache
MiB Mem : 128530.7 total,   3452.5 free,  14755.7 used, 110322.6 buff/cache
MiB Mem : 128530.7 total,   3423.0 free,  14785.0 used, 110322.6 buff/cache
MiB Mem : 128530.7 total,   3423.0 free,  14785.0 used, 110322.6 buff/cache
MiB Mem : 128530.7 total,   3423.0 free,  14785.0 used, 110322.6 buff/cache
MiB Mem : 128530.7 total,   3446.3 free,  14761.8 used, 110322.6 buff/cache
MiB Mem : 128530.7 total,   3446.3 free,  14761.8 used, 110322.6 buff/cache
MiB Mem : 128530.7 total,   3446.3 free,  14761.8 used, 110322.6 buff/cache
MiB Mem : 128530.7 total,   3449.1 free,  14759.0 used, 110322.6 buff/cache
MiB Mem : 128530.7 total,   3449.1 free,  14759.0 used, 110322.6 buff/cache
MiB Mem : 128530.7 total,   3449.1 free,  14759.0 used, 110322.6 buff/cache
MiB Mem : 128530.7 total,   3431.2 free,  14776.9 used, 110322.6 buff/cache
MiB Mem : 128530.7 total,   3431.2 free,  14776.9 used, 110322.6 buff/cache
MiB Mem : 128530.7 total,   3431.2 free,  14776.9 used, 110322.6 buff/cache
MiB Mem : 128530.7 total,   3430.0 free,  14778.1 used, 110322.6 buff/cache
MiB Mem : 128530.7 total,   3430.0 free,  14778.1 used, 110322.6 buff/cache
MiB Mem : 128530.7 total,   3430.0 free,  14778.1 used, 110322.6 buff/cache
MiB Mem : 128530.7 total,   3435.2 free,  14772.9 used, 110322.6 buff/cache
MiB Mem : 128530.7 total,   3435.2 free,  14772.9 used, 110322.6 buff/cache
MiB Mem : 128530.7 total,   3435.2 free,  14772.9 used, 110322.6 buff/cache
MiB Mem : 128530.7 total,   3429.0 free,  14779.1 used, 110322.6 buff/cache
MiB Mem : 128530.7 total,   3429.0 free,  14779.1 used, 110322.6 buff/cache
MiB Mem : 128530.7 total,   3429.0 free,  14779.1 used, 110322.6 buff/cache
MiB Mem : 128530.7 total,   3416.5 free,  14791.6 used, 110322.6 buff/cache
MiB Mem : 128530.7 total,   3416.5 free,  14791.6 used, 110322.6 buff/cache
MiB Mem : 128530.7 total,   3416.5 free,  14791.6 used, 110322.6 buff/cache
MiB Mem : 128530.7 total,   3426.7 free,  14781.4 used, 110322.6 buff/cache
MiB Mem : 128530.7 total,   3426.7 free,  14781.4 used, 110322.6 buff/cache
MiB Mem : 128530.7 total,   3442.2 free,  14765.8 used, 110322.7 buff/cache
MiB Mem : 128530.7 total,   3442.2 free,  14765.8 used, 110322.7 buff/cache
MiB Mem : 128530.7 total,   3442.2 free,  14765.8 used, 110322.7 buff/cache
MiB Mem : 128530.7 total,   3395.2 free,  14812.8 used, 110322.7 buff/cache
MiB Mem : 128530.7 total,   3395.2 free,  14812.8 used, 110322.7 buff/cache
MiB Mem : 128530.7 total,   3395.2 free,  14812.8 used, 110322.7 buff/cache
MiB Mem : 128530.7 total,   3401.8 free,  14806.3 used, 110322.7 buff/cache
MiB Mem : 128530.7 total,   3401.8 free,  14806.3 used, 110322.7 buff/cache
MiB Mem : 128530.7 total,   3401.8 free,  14806.3 used, 110322.7 buff/cache
MiB Mem : 128530.7 total,   3411.4 free,  14796.7 used, 110322.7 buff/cache
MiB Mem : 128530.7 total,   3411.4 free,  14796.7 used, 110322.7 buff/cache
MiB Mem : 128530.7 total,   3411.4 free,  14796.7 used, 110322.7 buff/cache
MiB Mem : 128530.7 total,   3401.1 free,  14806.9 used, 110322.7 buff/cache
MiB Mem : 128530.7 total,   3401.1 free,  14806.9 used, 110322.7 buff/cache
MiB Mem : 128530.7 total,   3401.1 free,  14806.9 used, 110322.7 buff/cache
MiB Mem : 128530.7 total,   3405.0 free,  14803.0 used, 110322.7 buff/cache
MiB Mem : 128530.7 total,   3405.0 free,  14803.0 used, 110322.7 buff/cache
MiB Mem : 128530.7 total,   3405.0 free,  14803.0 used, 110322.7 buff/cache
MiB Mem : 128530.7 total,   3400.1 free,  14807.9 used, 110322.7 buff/cache
MiB Mem : 128530.7 total,   3400.1 free,  14807.9 used, 110322.7 buff/cache
MiB Mem : 128530.7 total,   3400.1 free,  14807.9 used, 110322.7 buff/cache
MiB Mem : 128530.7 total,   3387.6 free,  14820.3 used, 110322.7 buff/cache
MiB Mem : 128530.7 total,   3387.6 free,  14820.3 used, 110322.7 buff/cache
MiB Mem : 128530.7 total,   3387.6 free,  14820.3 used, 110322.7 buff/cache
MiB Mem : 128530.7 total,   3388.6 free,  14819.3 used, 110322.8 buff/cache
MiB Mem : 128530.7 total,   3388.6 free,  14819.3 used, 110322.8 buff/cache
MiB Mem : 128530.7 total,   3388.6 free,  14819.3 used, 110322.8 buff/cache
MiB Mem : 128530.7 total,   3386.5 free,  14821.4 used, 110322.8 buff/cache
MiB Mem : 128530.7 total,   3386.5 free,  14821.4 used, 110322.8 buff/cache
MiB Mem : 128530.7 total,   3386.5 free,  14821.4 used, 110322.8 buff/cache
MiB Mem : 128530.7 total,   3400.5 free,  14807.4 used, 110322.8 buff/cache
MiB Mem : 128530.7 total,   3400.5 free,  14807.4 used, 110322.8 buff/cache
MiB Mem : 128530.7 total,   3400.5 free,  14807.4 used, 110322.8 buff/cache
MiB Mem : 128530.7 total,   3382.6 free,  14825.3 used, 110322.8 buff/cache
MiB Mem : 128530.7 total,   3382.6 free,  14825.3 used, 110322.8 buff/cache
MiB Mem : 128530.7 total,   3382.6 free,  14825.3 used, 110322.8 buff/cache
MiB Mem : 128530.7 total,   3380.3 free,  14827.7 used, 110322.8 buff/cache
MiB Mem : 128530.7 total,   3380.3 free,  14827.7 used, 110322.8 buff/cache
MiB Mem : 128530.7 total,   3380.3 free,  14827.7 used, 110322.8 buff/cache
MiB Mem : 128530.7 total,   3390.6 free,  14817.3 used, 110322.8 buff/cache
MiB Mem : 128530.7 total,   3390.6 free,  14817.3 used, 110322.8 buff/cache
MiB Mem : 128530.7 total,   3390.6 free,  14817.3 used, 110322.8 buff/cache
MiB Mem : 128530.7 total,   3384.2 free,  14823.7 used, 110322.8 buff/cache
MiB Mem : 128530.7 total,   3384.2 free,  14823.7 used, 110322.8 buff/cache
MiB Mem : 128530.7 total,   3384.2 free,  14823.7 used, 110322.8 buff/cache
MiB Mem : 128530.7 total,   3386.2 free,  14821.6 used, 110322.9 buff/cache
MiB Mem : 128530.7 total,   3386.2 free,  14821.6 used, 110322.9 buff/cache
MiB Mem : 128530.7 total,   3386.2 free,  14821.6 used, 110322.9 buff/cache
MiB Mem : 128530.7 total,   3383.4 free,  14824.5 used, 110322.9 buff/cache
MiB Mem : 128530.7 total,   3383.4 free,  14824.5 used, 110322.9 buff/cache
MiB Mem : 128530.7 total,   3383.4 free,  14824.5 used, 110322.9 buff/cache
MiB Mem : 128530.7 total,   3367.2 free,  14840.6 used, 110322.9 buff/cache
MiB Mem : 128530.7 total,   3367.2 free,  14840.6 used, 110322.9 buff/cache
MiB Mem : 128530.7 total,   3367.2 free,  14840.6 used, 110322.9 buff/cache
MiB Mem : 128530.7 total,   3360.9 free,  14846.9 used, 110322.9 buff/cache
MiB Mem : 128530.7 total,   3360.9 free,  14846.9 used, 110322.9 buff/cache
MiB Mem : 128530.7 total,   3360.9 free,  14846.9 used, 110322.9 buff/cache
MiB Mem : 128530.7 total,   3361.4 free,  14846.4 used, 110322.9 buff/cache
MiB Mem : 128530.7 total,   3361.4 free,  14846.4 used, 110322.9 buff/cache
MiB Mem : 128530.7 total,   3361.4 free,  14846.4 used, 110322.9 buff/cache
MiB Mem : 128530.7 total,   3356.8 free,  14851.0 used, 110322.9 buff/cache
MiB Mem : 128530.7 total,   3356.8 free,  14851.0 used, 110322.9 buff/cache
MiB Mem : 128530.7 total,   3356.8 free,  14851.0 used, 110322.9 buff/cache
MiB Mem : 128530.7 total,   3349.7 free,  14858.0 used, 110323.0 buff/cache
MiB Mem : 128530.7 total,   3349.7 free,  14858.0 used, 110323.0 buff/cache
MiB Mem : 128530.7 total,   3349.7 free,  14858.0 used, 110323.0 buff/cache
MiB Mem : 128530.7 total,   3365.6 free,  14842.2 used, 110323.0 buff/cache
MiB Mem : 128530.7 total,   3365.6 free,  14842.2 used, 110323.0 buff/cache
MiB Mem : 128530.7 total,   3365.6 free,  14842.2 used, 110323.0 buff/cache
MiB Mem : 128530.7 total,   3375.6 free,  14832.1 used, 110323.0 buff/cache
MiB Mem : 128530.7 total,   3375.6 free,  14832.1 used, 110323.0 buff/cache
MiB Mem : 128530.7 total,   3375.6 free,  14832.1 used, 110323.0 buff/cache
MiB Mem : 128530.7 total,   3347.6 free,  14860.1 used, 110323.0 buff/cache
MiB Mem : 128530.7 total,   3347.6 free,  14860.1 used, 110323.0 buff/cache
MiB Mem : 128530.7 total,   3347.6 free,  14860.1 used, 110323.0 buff/cache
MiB Mem : 128530.7 total,   3358.1 free,  14849.6 used, 110323.0 buff/cache
MiB Mem : 128530.7 total,   3358.1 free,  14849.6 used, 110323.0 buff/cache
MiB Mem : 128530.7 total,   3358.1 free,  14849.6 used, 110323.0 buff/cache
MiB Mem : 128530.7 total,   3360.8 free,  14847.0 used, 110323.0 buff/cache
MiB Mem : 128530.7 total,   3360.8 free,  14847.0 used, 110323.0 buff/cache
MiB Mem : 128530.7 total,   3360.8 free,  14847.0 used, 110323.0 buff/cache
MiB Mem : 128530.7 total,   3343.4 free,  14863.8 used, 110323.5 buff/cache
MiB Mem : 128530.7 total,   3343.4 free,  14863.8 used, 110323.5 buff/cache
MiB Mem : 128530.7 total,   3343.4 free,  14863.8 used, 110323.5 buff/cache
MiB Mem : 128530.7 total,   3360.6 free,  14846.6 used, 110323.5 buff/cache
MiB Mem : 128530.7 total,   3360.6 free,  14846.6 used, 110323.5 buff/cache
MiB Mem : 128530.7 total,   3360.6 free,  14846.6 used, 110323.5 buff/cache
MiB Mem : 128530.7 total,   3349.8 free,  14857.4 used, 110323.5 buff/cache
MiB Mem : 128530.7 total,   3349.8 free,  14857.4 used, 110323.5 buff/cache
MiB Mem : 128530.7 total,   3349.8 free,  14857.4 used, 110323.5 buff/cache
MiB Mem : 128530.7 total,   3336.5 free,  14870.7 used, 110323.6 buff/cache
MiB Mem : 128530.7 total,   3336.5 free,  14870.7 used, 110323.6 buff/cache
MiB Mem : 128530.7 total,   3336.5 free,  14870.7 used, 110323.6 buff/cache
MiB Mem : 128530.7 total,   3337.9 free,  14869.3 used, 110323.6 buff/cache
MiB Mem : 128530.7 total,   3337.9 free,  14869.3 used, 110323.6 buff/cache
MiB Mem : 128530.7 total,   3337.9 free,  14869.3 used, 110323.6 buff/cache
MiB Mem : 128530.7 total,   3352.5 free,  14854.7 used, 110323.6 buff/cache
MiB Mem : 128530.7 total,   3352.5 free,  14854.7 used, 110323.6 buff/cache
MiB Mem : 128530.7 total,   3352.5 free,  14854.7 used, 110323.6 buff/cache
MiB Mem : 128530.7 total,   3361.1 free,  14846.0 used, 110323.6 buff/cache
MiB Mem : 128530.7 total,   3361.1 free,  14846.0 used, 110323.6 buff/cache
MiB Mem : 128530.7 total,   3361.1 free,  14846.0 used, 110323.6 buff/cache
MiB Mem : 128530.7 total,   3321.6 free,  14885.5 used, 110323.6 buff/cache
MiB Mem : 128530.7 total,   3321.6 free,  14885.5 used, 110323.6 buff/cache
MiB Mem : 128530.7 total,   3321.6 free,  14885.5 used, 110323.6 buff/cache
MiB Mem : 128530.7 total,   3335.7 free,  14871.4 used, 110323.6 buff/cache
MiB Mem : 128530.7 total,   3335.7 free,  14871.4 used, 110323.6 buff/cache
MiB Mem : 128530.7 total,   3335.7 free,  14871.4 used, 110323.6 buff/cache
MiB Mem : 128530.7 total,   3349.5 free,  14857.6 used, 110323.6 buff/cache
MiB Mem : 128530.7 total,   3349.5 free,  14857.6 used, 110323.6 buff/cache
MiB Mem : 128530.7 total,   3317.3 free,  14889.8 used, 110323.6 buff/cache
MiB Mem : 128530.7 total,   3317.3 free,  14889.8 used, 110323.6 buff/cache
MiB Mem : 128530.7 total,   3317.3 free,  14889.8 used, 110323.6 buff/cache
MiB Mem : 128530.7 total,   3324.7 free,  14882.4 used, 110323.7 buff/cache
MiB Mem : 128530.7 total,   3324.7 free,  14882.4 used, 110323.7 buff/cache
MiB Mem : 128530.7 total,   3324.7 free,  14882.4 used, 110323.7 buff/cache
MiB Mem : 128530.7 total,   3337.6 free,  14869.5 used, 110323.7 buff/cache
MiB Mem : 128530.7 total,   3337.6 free,  14869.5 used, 110323.7 buff/cache
MiB Mem : 128530.7 total,   3337.6 free,  14869.5 used, 110323.7 buff/cache
MiB Mem : 128530.7 total,   3307.5 free,  14899.5 used, 110323.7 buff/cache
MiB Mem : 128530.7 total,   3307.5 free,  14899.5 used, 110323.7 buff/cache
MiB Mem : 128530.7 total,   3307.5 free,  14899.5 used, 110323.7 buff/cache
MiB Mem : 128530.7 total,   3317.5 free,  14889.5 used, 110323.7 buff/cache
MiB Mem : 128530.7 total,   3317.5 free,  14889.5 used, 110323.7 buff/cache
MiB Mem : 128530.7 total,   3317.5 free,  14889.5 used, 110323.7 buff/cache
MiB Mem : 128530.7 total,   3303.8 free,  14903.2 used, 110323.7 buff/cache
MiB Mem : 128530.7 total,   3303.8 free,  14903.2 used, 110323.7 buff/cache
MiB Mem : 128530.7 total,   3303.8 free,  14903.2 used, 110323.7 buff/cache
MiB Mem : 128530.7 total,   3312.4 free,  14894.5 used, 110323.8 buff/cache
MiB Mem : 128530.7 total,   3312.4 free,  14894.5 used, 110323.8 buff/cache
MiB Mem : 128530.7 total,   3312.4 free,  14894.5 used, 110323.8 buff/cache
MiB Mem : 128530.7 total,   3283.1 free,  14923.8 used, 110323.8 buff/cache
MiB Mem : 128530.7 total,   3283.1 free,  14923.8 used, 110323.8 buff/cache
MiB Mem : 128530.7 total,   3283.1 free,  14923.8 used, 110323.8 buff/cache
MiB Mem : 128530.7 total,   3284.0 free,  14922.9 used, 110323.8 buff/cache
MiB Mem : 128530.7 total,   3284.0 free,  14922.9 used, 110323.8 buff/cache
MiB Mem : 128530.7 total,   3284.0 free,  14922.9 used, 110323.8 buff/cache
MiB Mem : 128530.7 total,   3304.7 free,  14902.3 used, 110323.8 buff/cache
MiB Mem : 128530.7 total,   3304.7 free,  14902.3 used, 110323.8 buff/cache
MiB Mem : 128530.7 total,   3304.7 free,  14902.3 used, 110323.8 buff/cache
MiB Mem : 128530.7 total,   3277.4 free,  14929.5 used, 110323.8 buff/cache
MiB Mem : 128530.7 total,   3277.4 free,  14929.5 used, 110323.8 buff/cache
MiB Mem : 128530.7 total,   3277.4 free,  14929.5 used, 110323.8 buff/cache
MiB Mem : 128530.7 total,   3285.4 free,  14921.5 used, 110323.8 buff/cache
MiB Mem : 128530.7 total,   3285.4 free,  14921.5 used, 110323.8 buff/cache
MiB Mem : 128530.7 total,   3285.4 free,  14921.5 used, 110323.8 buff/cache
MiB Mem : 128530.7 total,   3308.4 free,  14898.5 used, 110323.8 buff/cache
MiB Mem : 128530.7 total,   3308.4 free,  14898.5 used, 110323.8 buff/cache
MiB Mem : 128530.7 total,   3308.4 free,  14898.5 used, 110323.8 buff/cache
MiB Mem : 128530.7 total,   3293.1 free,  14913.8 used, 110323.8 buff/cache
MiB Mem : 128530.7 total,   3293.1 free,  14913.8 used, 110323.8 buff/cache
MiB Mem : 128530.7 total,   3293.1 free,  14913.8 used, 110323.8 buff/cache
MiB Mem : 128530.7 total,   3298.1 free,  14908.8 used, 110323.9 buff/cache
MiB Mem : 128530.7 total,   3298.1 free,  14908.8 used, 110323.9 buff/cache
MiB Mem : 128530.7 total,   3298.1 free,  14908.8 used, 110323.9 buff/cache
MiB Mem : 128530.7 total,   3299.8 free,  14907.1 used, 110323.9 buff/cache
MiB Mem : 128530.7 total,   3299.8 free,  14907.1 used, 110323.9 buff/cache
MiB Mem : 128530.7 total,   3299.8 free,  14907.1 used, 110323.9 buff/cache
MiB Mem : 128530.7 total,   3304.3 free,  14902.6 used, 110323.9 buff/cache
MiB Mem : 128530.7 total,   3304.3 free,  14902.6 used, 110323.9 buff/cache
MiB Mem : 128530.7 total,   3304.3 free,  14902.6 used, 110323.9 buff/cache
MiB Mem : 128530.7 total,   3284.0 free,  14922.8 used, 110323.9 buff/cache
MiB Mem : 128530.7 total,   3284.0 free,  14922.8 used, 110323.9 buff/cache
MiB Mem : 128530.7 total,   3284.0 free,  14922.8 used, 110323.9 buff/cache
MiB Mem : 128530.7 total,   3289.1 free,  14917.7 used, 110323.9 buff/cache
MiB Mem : 128530.7 total,   3289.1 free,  14917.7 used, 110323.9 buff/cache
MiB Mem : 128530.7 total,   3289.1 free,  14917.7 used, 110323.9 buff/cache
MiB Mem : 128530.7 total,   3295.4 free,  14911.4 used, 110323.9 buff/cache
MiB Mem : 128530.7 total,   3295.4 free,  14911.4 used, 110323.9 buff/cache
MiB Mem : 128530.7 total,   3295.4 free,  14911.4 used, 110323.9 buff/cache
MiB Mem : 128530.7 total,   3277.9 free,  14928.8 used, 110324.0 buff/cache
MiB Mem : 128530.7 total,   3277.9 free,  14928.8 used, 110324.0 buff/cache
MiB Mem : 128530.7 total,   3277.9 free,  14928.8 used, 110324.0 buff/cache
MiB Mem : 128530.7 total,   3286.5 free,  14920.2 used, 110324.0 buff/cache
MiB Mem : 128530.7 total,   3286.5 free,  14920.2 used, 110324.0 buff/cache
MiB Mem : 128530.7 total,   3286.5 free,  14920.2 used, 110324.0 buff/cache
MiB Mem : 128530.7 total,   3295.3 free,  14911.4 used, 110324.0 buff/cache
MiB Mem : 128530.7 total,   3295.3 free,  14911.4 used, 110324.0 buff/cache
MiB Mem : 128530.7 total,   3295.3 free,  14911.4 used, 110324.0 buff/cache
MiB Mem : 128530.7 total,   3276.1 free,  14930.7 used, 110324.0 buff/cache
MiB Mem : 128530.7 total,   3276.1 free,  14930.7 used, 110324.0 buff/cache
MiB Mem : 128530.7 total,   3276.1 free,  14930.7 used, 110324.0 buff/cache
MiB Mem : 128530.7 total,   3279.0 free,  14927.7 used, 110324.0 buff/cache
MiB Mem : 128530.7 total,   3279.0 free,  14927.7 used, 110324.0 buff/cache
MiB Mem : 128530.7 total,   3279.0 free,  14927.7 used, 110324.0 buff/cache
MiB Mem : 128530.7 total,   3287.3 free,  14919.4 used, 110324.0 buff/cache
MiB Mem : 128530.7 total,   3287.3 free,  14919.4 used, 110324.0 buff/cache
MiB Mem : 128530.7 total,   3287.3 free,  14919.4 used, 110324.0 buff/cache
MiB Mem : 128530.7 total,   3265.8 free,  14940.8 used, 110324.0 buff/cache
MiB Mem : 128530.7 total,   3265.8 free,  14940.8 used, 110324.0 buff/cache
MiB Mem : 128530.7 total,   3265.8 free,  14940.8 used, 110324.0 buff/cache
MiB Mem : 128530.7 total,   3255.3 free,  14951.3 used, 110324.1 buff/cache
MiB Mem : 128530.7 total,   3255.3 free,  14951.3 used, 110324.1 buff/cache
MiB Mem : 128530.7 total,   3255.3 free,  14951.3 used, 110324.1 buff/cache
MiB Mem : 128530.7 total,   3255.1 free,  14951.6 used, 110324.1 buff/cache
MiB Mem : 128530.7 total,   3255.1 free,  14951.6 used, 110324.1 buff/cache
MiB Mem : 128530.7 total,   3255.1 free,  14951.6 used, 110324.1 buff/cache
MiB Mem : 128530.7 total,   3259.8 free,  14946.8 used, 110324.1 buff/cache
MiB Mem : 128530.7 total,   3259.8 free,  14946.8 used, 110324.1 buff/cache
MiB Mem : 128530.7 total,   3259.8 free,  14946.8 used, 110324.1 buff/cache
MiB Mem : 128530.7 total,   3250.4 free,  14956.2 used, 110324.1 buff/cache
MiB Mem : 128530.7 total,   3250.4 free,  14956.2 used, 110324.1 buff/cache
MiB Mem : 128530.7 total,   3250.4 free,  14956.2 used, 110324.1 buff/cache
MiB Mem : 128530.7 total,   3255.2 free,  14951.4 used, 110324.1 buff/cache
MiB Mem : 128530.7 total,   3255.2 free,  14951.4 used, 110324.1 buff/cache
MiB Mem : 128530.7 total,   3255.2 free,  14951.4 used, 110324.1 buff/cache
MiB Mem : 128530.7 total,   3273.1 free,  14933.5 used, 110324.1 buff/cache
MiB Mem : 128530.7 total,   3273.1 free,  14933.5 used, 110324.1 buff/cache
MiB Mem : 128530.7 total,   3273.1 free,  14933.5 used, 110324.1 buff/cache
MiB Mem : 128530.7 total,   3260.3 free,  14946.3 used, 110324.2 buff/cache
MiB Mem : 128530.7 total,   3260.3 free,  14946.3 used, 110324.2 buff/cache
MiB Mem : 128530.7 total,   3260.3 free,  14946.3 used, 110324.2 buff/cache
MiB Mem : 128530.7 total,   3264.0 free,  14942.6 used, 110324.2 buff/cache
MiB Mem : 128530.7 total,   3264.0 free,  14942.6 used, 110324.2 buff/cache
MiB Mem : 128530.7 total,   3264.0 free,  14942.6 used, 110324.2 buff/cache
MiB Mem : 128530.7 total,   3254.8 free,  14951.7 used, 110324.2 buff/cache
MiB Mem : 128530.7 total,   3254.8 free,  14951.7 used, 110324.2 buff/cache
MiB Mem : 128530.7 total,   3254.8 free,  14951.7 used, 110324.2 buff/cache
MiB Mem : 128530.7 total,   3249.9 free,  14956.6 used, 110324.2 buff/cache
MiB Mem : 128530.7 total,   3249.9 free,  14956.6 used, 110324.2 buff/cache
MiB Mem : 128530.7 total,   3249.9 free,  14956.6 used, 110324.2 buff/cache
