Time;CPU Usage
15/12/2025 23:07;4,01%
15/12/2025 23:08;3,79%
15/12/2025 23:08;4,05%
15/12/2025 23:09;3,57%
15/12/2025 23:09;4,23%
15/12/2025 23:10;3,95%
15/12/2025 23:10;4,08%
15/12/2025 23:11;3,86%
15/12/2025 23:11;4,00%
15/12/2025 23:12;3,94%
15/12/2025 23:12;3,77%
15/12/2025 23:13;3,54%
15/12/2025 23:13;3,55%
15/12/2025 23:14;3,24%
15/12/2025 23:14;3,23%
15/12/2025 23:15;2,87%
15/12/2025 23:15;3,03%
15/12/2025 23:16;2,92%
15/12/2025 23:16;3,08%
15/12/2025 23:17;3,03%
15/12/2025 23:17;3,00%
15/12/2025 23:18;2,94%
15/12/2025 23:18;3,17%
15/12/2025 23:19;2,87%
15/12/2025 23:19;3,09%
15/12/2025 23:20;2,41%
;4,84%
