Time;Memory Usage
15/12/2025 22:19;10,20%
15/12/2025 22:19;10,20%
15/12/2025 22:20;10,20%
15/12/2025 22:20;10,20%
15/12/2025 22:21;10,20%
15/12/2025 22:21;10,20%
15/12/2025 22:22;10,20%
15/12/2025 22:22;10,20%
15/12/2025 22:23;10,20%
15/12/2025 22:23;10,20%
15/12/2025 22:24;10,30%
15/12/2025 22:24;10,30%
15/12/2025 22:25;10,20%
15/12/2025 22:25;10,20%
15/12/2025 22:26;10,30%
15/12/2025 22:26;10,30%
15/12/2025 22:27;10,30%
15/12/2025 22:27;10,30%
15/12/2025 22:28;10,30%
15/12/2025 22:28;10,30%
15/12/2025 22:29;10,30%
15/12/2025 22:29;10,30%
15/12/2025 22:30;10,30%
15/12/2025 22:30;10,30%
15/12/2025 22:31;10,30%
15/12/2025 22:31;10,30%
15/12/2025 22:32;10,30%
15/12/2025 22:32;10,30%
15/12/2025 22:33;10,30%
15/12/2025 22:33;10,30%
15/12/2025 22:34;10,30%
15/12/2025 22:34;10,30%
15/12/2025 22:35;10,20%
15/12/2025 22:35;10,30%
15/12/2025 22:36;10,30%
15/12/2025 22:36;10,30%
15/12/2025 22:37;10,30%
15/12/2025 22:37;10,30%
15/12/2025 22:38;10,30%
15/12/2025 22:38;10,30%
15/12/2025 22:39;10,30%
15/12/2025 22:39;10,30%
15/12/2025 22:40;10,30%
15/12/2025 22:40;10,30%
15/12/2025 22:41;10,30%
15/12/2025 22:41;10,30%
15/12/2025 22:42;10,30%
15/12/2025 22:42;10,30%
15/12/2025 22:43;10,30%
15/12/2025 22:43;10,30%
15/12/2025 22:44;10,30%
15/12/2025 22:44;10,30%
15/12/2025 22:45;10,30%
15/12/2025 22:45;10,30%
15/12/2025 22:46;10,30%
15/12/2025 22:46;10,30%
15/12/2025 22:47;10,30%
15/12/2025 22:47;10,30%
15/12/2025 22:48;10,30%
15/12/2025 22:48;10,30%
15/12/2025 22:49;10,30%
15/12/2025 22:49;10,30%
15/12/2025 22:50;10,30%
15/12/2025 22:50;10,30%
15/12/2025 22:51;10,30%
15/12/2025 22:51;10,30%
15/12/2025 22:52;10,30%
15/12/2025 22:52;10,30%
15/12/2025 22:53;10,30%
15/12/2025 22:53;10,30%
15/12/2025 22:54;10,40%
15/12/2025 22:54;10,30%
15/12/2025 22:55;10,30%
15/12/2025 22:55;10,30%
15/12/2025 22:56;10,30%
15/12/2025 22:56;10,30%
15/12/2025 22:57;10,30%
15/12/2025 22:57;10,30%
15/12/2025 22:58;10,30%
15/12/2025 22:58;10,30%
15/12/2025 22:59;10,30%
15/12/2025 22:59;10,30%
15/12/2025 23:00;10,30%
15/12/2025 23:00;10,30%
15/12/2025 23:01;10,30%
15/12/2025 23:01;10,30%
15/12/2025 23:02;10,30%
15/12/2025 23:02;10,40%
15/12/2025 23:03;10,30%
15/12/2025 23:03;10,30%
15/12/2025 23:04;10,30%
15/12/2025 23:04;10,30%
15/12/2025 23:05;10,30%
15/12/2025 23:05;10,30%
15/12/2025 23:06;10,30%
15/12/2025 23:06;10,30%
15/12/2025 23:07;10,30%
15/12/2025 23:07;10,30%
15/12/2025 23:08;10,40%
15/12/2025 23:08;10,40%
15/12/2025 23:09;10,40%
15/12/2025 23:09;10,40%
15/12/2025 23:10;10,30%
15/12/2025 23:10;10,40%
15/12/2025 23:11;10,40%
15/12/2025 23:11;10,40%
15/12/2025 23:12;10,30%
15/12/2025 23:12;10,40%
15/12/2025 23:13;10,40%
15/12/2025 23:13;10,30%
15/12/2025 23:14;10,30%
15/12/2025 23:14;10,30%
15/12/2025 23:15;10,30%
15/12/2025 23:15;10,30%
15/12/2025 23:16;10,30%
15/12/2025 23:16;10,30%
15/12/2025 23:17;10,30%
15/12/2025 23:17;10,30%
15/12/2025 23:18;10,30%
15/12/2025 23:18;10,30%
15/12/2025 23:19;10,30%
15/12/2025 23:19;10,20%
15/12/2025 23:20;10,20%
;10,22%
