Time;GPU Utilization
27/12/2025 12:17;80,50%
27/12/2025 12:18;68,30%
27/12/2025 12:18;67%
27/12/2025 12:19;74,80%
27/12/2025 12:19;75,30%
27/12/2025 12:20;70,30%
27/12/2025 12:20;67,30%
27/12/2025 12:21;81,30%
27/12/2025 12:21;66,30%
27/12/2025 12:22;68,30%
27/12/2025 12:22;71,80%
27/12/2025 12:23;67,80%
27/12/2025 12:23;75%
27/12/2025 12:24;65,80%
27/12/2025 12:24;74,30%
27/12/2025 12:25;73,80%
27/12/2025 12:25;69%
27/12/2025 12:26;69%
27/12/2025 12:26;69%
27/12/2025 12:27;67,80%
27/12/2025 12:27;65,30%
27/12/2025 12:28;65,80%
27/12/2025 12:28;75,30%
27/12/2025 12:29;65,30%
27/12/2025 12:29;77,30%
27/12/2025 12:30;68,80%
27/12/2025 12:30;72,50%
27/12/2025 12:31;76,80%
27/12/2025 12:31;70,30%
27/12/2025 12:32;68,80%
27/12/2025 12:32;67,80%
27/12/2025 12:33;66,50%
27/12/2025 12:33;67,50%
27/12/2025 12:34;69,50%
27/12/2025 12:34;74,50%
27/12/2025 12:35;68,50%
27/12/2025 12:35;77,30%
27/12/2025 12:36;68,30%
27/12/2025 12:36;66%
27/12/2025 12:37;67,30%
27/12/2025 12:37;68,50%
27/12/2025 12:38;73,80%
27/12/2025 12:38;69,30%
27/12/2025 12:39;76%
27/12/2025 12:39;68,30%
27/12/2025 12:40;66,80%
27/12/2025 12:40;69%
27/12/2025 12:41;72,30%
27/12/2025 12:41;66%
27/12/2025 12:42;65,80%
27/12/2025 12:42;67%
27/12/2025 12:43;78,80%
27/12/2025 12:43;77%
27/12/2025 12:44;70,80%
27/12/2025 12:44;67,30%
27/12/2025 12:45;73%
27/12/2025 12:45;68,80%
27/12/2025 12:46;68,30%
27/12/2025 12:46;71,50%
27/12/2025 12:47;75,30%
27/12/2025 12:47;69,30%
27/12/2025 12:48;75,50%
27/12/2025 12:48;67,80%
27/12/2025 12:49;68,80%
27/12/2025 12:49;67%
27/12/2025 12:50;68%
27/12/2025 12:50;67,30%
27/12/2025 12:51;68,30%
27/12/2025 12:51;67,80%
27/12/2025 12:52;68,80%
27/12/2025 12:52;67,80%
27/12/2025 12:53;67,50%
27/12/2025 12:53;66,50%
27/12/2025 12:54;66,80%
27/12/2025 12:54;66,30%
27/12/2025 12:55;66%
27/12/2025 12:55;69,50%
27/12/2025 12:56;72,50%
27/12/2025 12:56;68,50%
27/12/2025 12:57;69,50%
27/12/2025 12:57;67,80%
27/12/2025 12:58;66,50%
27/12/2025 12:58;69,50%
27/12/2025 12:59;68,50%
27/12/2025 12:59;66%
27/12/2025 13:00;66,50%
27/12/2025 13:00;67,50%
27/12/2025 13:01;66,50%
27/12/2025 13:01;69%
27/12/2025 13:02;76,50%
27/12/2025 13:02;76%
27/12/2025 13:03;66,50%
27/12/2025 13:03;66,50%
27/12/2025 13:04;68%
27/12/2025 13:04;68,80%
27/12/2025 13:05;65%
27/12/2025 13:05;67,50%
27/12/2025 13:06;69,30%
27/12/2025 13:06;75,50%
27/12/2025 13:07;68,30%
27/12/2025 13:07;74,30%
27/12/2025 13:08;68%
27/12/2025 13:08;68%
27/12/2025 13:09;67%
27/12/2025 13:09;66%
27/12/2025 13:10;69,50%
27/12/2025 13:10;68%
27/12/2025 13:11;68,80%
27/12/2025 13:11;68,80%
27/12/2025 13:12;69%
27/12/2025 13:12;69%
27/12/2025 13:13;70,30%
27/12/2025 13:13;67,50%
27/12/2025 13:14;68,30%
27/12/2025 13:14;69,30%
27/12/2025 13:15;67%
27/12/2025 13:15;71%
27/12/2025 13:16;72,50%
27/12/2025 13:16;68,30%
27/12/2025 13:17;68%
27/12/2025 13:17;67%
27/12/2025 13:18;66,80%
27/12/2025 13:18;68,80%
27/12/2025 13:19;66,30%
27/12/2025 13:19;67,50%
27/12/2025 13:20;68,50%
27/12/2025 13:20;68,80%
27/12/2025 13:21;66,80%
27/12/2025 13:21;67,80%
27/12/2025 13:22;71,30%
27/12/2025 13:22;67,50%
27/12/2025 13:23;67%
27/12/2025 13:23;67%
27/12/2025 13:24;66,30%
27/12/2025 13:24;72,50%
27/12/2025 13:25;70,30%
27/12/2025 13:25;67,30%
27/12/2025 13:26;70%
27/12/2025 13:26;69%
27/12/2025 13:27;68,80%
27/12/2025 13:27;69,50%
27/12/2025 13:28;68%
27/12/2025 13:28;67,50%
27/12/2025 13:29;67,80%
27/12/2025 13:29;70%
27/12/2025 13:30;67,80%
27/12/2025 13:30;64,50%
27/12/2025 13:31;67,30%
27/12/2025 13:31;67,50%
27/12/2025 13:32;68,30%
27/12/2025 13:32;65,30%
27/12/2025 13:33;67%
27/12/2025 13:33;69%
27/12/2025 13:34;68,80%
27/12/2025 13:34;70,50%
27/12/2025 13:35;66%
27/12/2025 13:35;65,80%
27/12/2025 13:36;66,80%
27/12/2025 13:36;68,50%
27/12/2025 13:37;67,80%
27/12/2025 13:37;66,80%
27/12/2025 13:38;70%
27/12/2025 13:38;69,30%
27/12/2025 13:39;68,50%
27/12/2025 13:39;67%
27/12/2025 13:40;70,50%
27/12/2025 13:40;68,30%
27/12/2025 13:41;69,80%
27/12/2025 13:41;70,80%
27/12/2025 13:42;64,80%
27/12/2025 13:42;68%
27/12/2025 13:43;68,80%
27/12/2025 13:43;64,50%
27/12/2025 13:44;68,80%
27/12/2025 13:44;68,50%
27/12/2025 13:45;65,50%
27/12/2025 13:45;67,80%
27/12/2025 13:46;67,80%
27/12/2025 13:46;68,50%
27/12/2025 13:47;67,30%
27/12/2025 13:47;67,50%
27/12/2025 13:48;69%
27/12/2025 13:48;69%
27/12/2025 13:49;68,30%
27/12/2025 13:49;65,80%
27/12/2025 13:50;68,30%
27/12/2025 13:50;68,50%
27/12/2025 13:51;64,80%
27/12/2025 13:51;68,30%
27/12/2025 13:52;69,30%
27/12/2025 13:52;68%
27/12/2025 13:53;67,50%
27/12/2025 13:53;68%
27/12/2025 13:54;68%
27/12/2025 13:54;68,80%
27/12/2025 13:55;70%
27/12/2025 13:55;71,30%
27/12/2025 13:56;68%
27/12/2025 13:56;68%
27/12/2025 13:57;68,50%
27/12/2025 13:57;67,30%
27/12/2025 13:58;67,30%
27/12/2025 13:58;67,50%
27/12/2025 13:59;66%
27/12/2025 13:59;70,30%
27/12/2025 14:00;65,50%
27/12/2025 14:00;66,80%
27/12/2025 14:01;67,30%
27/12/2025 14:01;69%
27/12/2025 14:02;74,50%
27/12/2025 14:02;75,30%
27/12/2025 14:03;68%
27/12/2025 14:03;68,30%
27/12/2025 14:04;80%
27/12/2025 14:04;66,50%
27/12/2025 14:05;67%
27/12/2025 14:05;67%
27/12/2025 14:06;67,50%
27/12/2025 14:06;66%
27/12/2025 14:07;65,30%
27/12/2025 14:07;67,30%
27/12/2025 14:08;68%
27/12/2025 14:08;71,80%
27/12/2025 14:09;68,30%
27/12/2025 14:09;69,50%
27/12/2025 14:10;68,30%
27/12/2025 14:10;69,50%
27/12/2025 14:11;67,50%
27/12/2025 14:11;67,30%
27/12/2025 14:12;66%
27/12/2025 14:12;66%
27/12/2025 14:13;67%
27/12/2025 14:13;68,80%
27/12/2025 14:14;68,50%
27/12/2025 14:14;73%
27/12/2025 14:15;66,30%
27/12/2025 14:15;68%
27/12/2025 14:16;71,80%
27/12/2025 14:16;67,80%
27/12/2025 14:17;66%
27/12/2025 14:17;66,30%
27/12/2025 14:18;70%
27/12/2025 14:18;66,30%
27/12/2025 14:19;67%
27/12/2025 14:19;68,50%
27/12/2025 14:20;67,80%
27/12/2025 14:20;66,50%
27/12/2025 14:21;70,50%
27/12/2025 14:21;65,80%
27/12/2025 14:22;65,80%
27/12/2025 14:22;68,50%
27/12/2025 14:23;68,50%
27/12/2025 14:23;66,50%
27/12/2025 14:24;67,80%
27/12/2025 14:24;68%
27/12/2025 14:25;68%
27/12/2025 14:25;70,30%
27/12/2025 14:26;67,30%
27/12/2025 14:26;66,80%
27/12/2025 14:27;66,30%
27/12/2025 14:27;67,30%
27/12/2025 14:28;67,30%
27/12/2025 14:28;64,80%
27/12/2025 14:29;66,80%
27/12/2025 14:29;67%
27/12/2025 14:30;74,30%
27/12/2025 14:30;67,80%
27/12/2025 14:31;69%
27/12/2025 14:31;70,30%
27/12/2025 14:32;68%
27/12/2025 14:32;69,30%
27/12/2025 14:33;68,80%
27/12/2025 14:33;69,50%
27/12/2025 14:34;66,50%
27/12/2025 14:34;75,50%
27/12/2025 14:35;69%
27/12/2025 14:35;68,80%
27/12/2025 14:36;66,80%
27/12/2025 14:36;66,80%
27/12/2025 14:37;66,80%
27/12/2025 14:37;68,80%
27/12/2025 14:38;68,80%
27/12/2025 14:38;67,80%
27/12/2025 14:39;68,80%
27/12/2025 14:39;66,50%
27/12/2025 14:40;68,30%
27/12/2025 14:40;65%
27/12/2025 14:41;68,30%
27/12/2025 14:41;64,80%
27/12/2025 14:42;68%
27/12/2025 14:42;67,30%
27/12/2025 14:43;66,80%
27/12/2025 14:43;66,30%
27/12/2025 14:44;66,50%
27/12/2025 14:44;68,50%
27/12/2025 14:45;71,80%
27/12/2025 14:45;68,30%
27/12/2025 14:46;68%
27/12/2025 14:46;66,50%
27/12/2025 14:47;67,50%
27/12/2025 14:47;66,80%
27/12/2025 14:48;70%
27/12/2025 14:48;69%
27/12/2025 14:49;67,50%
27/12/2025 14:49;64,80%
27/12/2025 14:50;68%
27/12/2025 14:50;68,30%
27/12/2025 14:51;77%
27/12/2025 14:51;66%
27/12/2025 14:52;69%
27/12/2025 14:52;68%
27/12/2025 14:53;65%
27/12/2025 14:53;64,30%
27/12/2025 14:54;70,30%
27/12/2025 14:54;67,80%
27/12/2025 14:55;69%
27/12/2025 14:55;67,50%
27/12/2025 14:56;68,80%
27/12/2025 14:56;75%
27/12/2025 14:57;65,30%
27/12/2025 14:57;66%
27/12/2025 14:58;66,30%
27/12/2025 14:58;66,80%
27/12/2025 14:59;65,50%
27/12/2025 14:59;77%
27/12/2025 15:00;68,30%
27/12/2025 15:00;66%
27/12/2025 15:01;68,80%
27/12/2025 15:01;68,80%
27/12/2025 15:02;66%
27/12/2025 15:02;67,50%
27/12/2025 15:03;56,30%
27/12/2025 15:03;72%
27/12/2025 15:04;75,50%
27/12/2025 15:04;68,30%
27/12/2025 15:05;69,80%
27/12/2025 15:05;72%
27/12/2025 15:06;69,50%
27/12/2025 15:06;67,50%
27/12/2025 15:07;65,30%
27/12/2025 15:07;68,50%
27/12/2025 15:08;77,30%
27/12/2025 15:08;82%
27/12/2025 15:09;70,80%
27/12/2025 15:09;66,80%
27/12/2025 15:10;68%
27/12/2025 15:10;64,80%
27/12/2025 15:11;79,50%
27/12/2025 15:11;75%
;72%
