"Time","GPU Temperature"
2025-12-27 11:56:00,85.3 °C
2025-12-27 11:56:30,85.5 °C
2025-12-27 11:57:00,85.5 °C
2025-12-27 11:57:30,85.3 °C
2025-12-27 11:58:00,85.8 °C
2025-12-27 11:58:30,85 °C
2025-12-27 11:59:00,85.5 °C
2025-12-27 11:59:30,84.8 °C
2025-12-27 12:00:00,85.5 °C
2025-12-27 12:00:30,85.3 °C
2025-12-27 12:01:00,85 °C
2025-12-27 12:01:30,85.3 °C
2025-12-27 12:02:00,85.5 °C
2025-12-27 12:02:30,85 °C
2025-12-27 12:03:00,85.3 °C
2025-12-27 12:03:30,85.3 °C
2025-12-27 12:04:00,84.8 °C
2025-12-27 12:04:30,84.8 °C
2025-12-27 12:05:00,85.3 °C
2025-12-27 12:05:30,85.5 °C
2025-12-27 12:06:00,85.5 °C
2025-12-27 12:06:30,85.5 °C
2025-12-27 12:07:00,85.3 °C
2025-12-27 12:07:30,85.5 °C
2025-12-27 12:08:00,84.8 °C
2025-12-27 12:08:30,84.5 °C
2025-12-27 12:09:00,85.5 °C
2025-12-27 12:09:30,85.3 °C
2025-12-27 12:10:00,85 °C
2025-12-27 12:10:30,84.3 °C
2025-12-27 12:11:00,84 °C
2025-12-27 12:11:30,84.8 °C
2025-12-27 12:12:00,84.8 °C
2025-12-27 12:12:30,84.8 °C
2025-12-27 12:13:00,84.8 °C
2025-12-27 12:13:30,84.8 °C
2025-12-27 12:14:00,85 °C
2025-12-27 12:14:30,85.8 °C
2025-12-27 12:15:00,85.5 °C
2025-12-27 12:15:30,84.5 °C
2025-12-27 12:16:00,84.3 °C
2025-12-27 12:16:30,84.5 °C
2025-12-27 12:17:00,85.3 °C
2025-12-27 12:17:30,85.5 °C
2025-12-27 12:18:00,85.3 °C
2025-12-27 12:18:30,84.8 °C
2025-12-27 12:19:00,85.3 °C
2025-12-27 12:19:30,85.5 °C
2025-12-27 12:20:00,85 °C
2025-12-27 12:20:30,84.5 °C
2025-12-27 12:21:00,85.5 °C
2025-12-27 12:21:30,84.3 °C
2025-12-27 12:22:00,85.5 °C
2025-12-27 12:22:30,85.3 °C
2025-12-27 12:23:00,85.3 °C
2025-12-27 12:23:30,85.5 °C
2025-12-27 12:24:00,86 °C
2025-12-27 12:24:30,85.3 °C
2025-12-27 12:25:00,85.5 °C
2025-12-27 12:25:30,85.5 °C
2025-12-27 12:26:00,84.5 °C
2025-12-27 12:26:30,84.3 °C
2025-12-27 12:27:00,85 °C
2025-12-27 12:27:30,84.5 °C
2025-12-27 12:28:00,84.3 °C
2025-12-27 12:28:30,85.3 °C
2025-12-27 12:29:00,84.3 °C
2025-12-27 12:29:30,85.8 °C
2025-12-27 12:30:00,85.8 °C
2025-12-27 12:30:30,85.5 °C
2025-12-27 12:31:00,85.5 °C
2025-12-27 12:31:30,85 °C
2025-12-27 12:32:00,84.5 °C
2025-12-27 12:32:30,84 °C
2025-12-27 12:33:00,84 °C
2025-12-27 12:33:30,84.3 °C
2025-12-27 12:34:00,85.3 °C
2025-12-27 12:34:30,85.5 °C
2025-12-27 12:35:00,85 °C
2025-12-27 12:35:30,85.3 °C
2025-12-27 12:36:00,84.5 °C
2025-12-27 12:36:30,84 °C
2025-12-27 12:37:00,85 °C
2025-12-27 12:37:30,84.8 °C
2025-12-27 12:38:00,85.8 °C
2025-12-27 12:38:30,85.5 °C
2025-12-27 12:39:00,85.5 °C
2025-12-27 12:39:30,85.3 °C
2025-12-27 12:40:00,84.3 °C
2025-12-27 12:40:30,85 °C
2025-12-27 12:41:00,85 °C
2025-12-27 12:41:30,84.3 °C
2025-12-27 12:42:00,84 °C
2025-12-27 12:42:30,84 °C
2025-12-27 12:43:00,85.8 °C
2025-12-27 12:43:30,85.8 °C
2025-12-27 12:44:00,85.5 °C
2025-12-27 12:44:30,84.5 °C
2025-12-27 12:45:00,84.8 °C
2025-12-27 12:45:30,84.5 °C
2025-12-27 12:46:00,84.3 °C
2025-12-27 12:46:30,85.3 °C
2025-12-27 12:47:00,85.5 °C
2025-12-27 12:47:30,85 °C
2025-12-27 12:48:00,85.3 °C
2025-12-27 12:48:30,84.8 °C
2025-12-27 12:49:00,84.8 °C
2025-12-27 12:49:30,84.3 °C
2025-12-27 12:50:00,84.8 °C
2025-12-27 12:50:30,84.8 °C
2025-12-27 12:51:00,84.3 °C
2025-12-27 12:51:30,84.3 °C
2025-12-27 12:52:00,84.5 °C
2025-12-27 12:52:30,85.3 °C
2025-12-27 12:53:00,85 °C
2025-12-27 12:53:30,84.3 °C
2025-12-27 12:54:00,84.5 °C
2025-12-27 12:54:30,84.3 °C
2025-12-27 12:55:00,84 °C
2025-12-27 12:55:30,85.3 °C
2025-12-27 12:56:00,85.3 °C
2025-12-27 12:56:30,85.3 °C
2025-12-27 12:57:00,84.8 °C
2025-12-27 12:57:30,84.5 °C
2025-12-27 12:58:00,84.8 °C
2025-12-27 12:58:30,84.8 °C
2025-12-27 12:59:00,84.8 °C
2025-12-27 12:59:30,84.5 °C
2025-12-27 13:00:00,84.5 °C
2025-12-27 13:00:30,83.8 °C
2025-12-27 13:01:00,84.3 °C
2025-12-27 13:01:30,85 °C
2025-12-27 13:02:00,85.5 °C
2025-12-27 13:02:30,85.5 °C
2025-12-27 13:03:00,84.8 °C
2025-12-27 13:03:30,84 °C
2025-12-27 13:04:00,83.8 °C
2025-12-27 13:04:30,84.8 °C
2025-12-27 13:05:00,84.3 °C
2025-12-27 13:05:30,84.3 °C
2025-12-27 13:06:00,84.3 °C
2025-12-27 13:06:30,85.5 °C
2025-12-27 13:07:00,85 °C
2025-12-27 13:07:30,85.5 °C
2025-12-27 13:08:00,85.5 °C
2025-12-27 13:08:30,85.3 °C
2025-12-27 13:09:00,84 °C
2025-12-27 13:09:30,84.3 °C
2025-12-27 13:10:00,84.8 °C
2025-12-27 13:10:30,84.5 °C
2025-12-27 13:11:00,85.3 °C
2025-12-27 13:11:30,85 °C
2025-12-27 13:12:00,84.5 °C
2025-12-27 13:12:30,84.3 °C
2025-12-27 13:13:00,84.8 °C
2025-12-27 13:13:30,85.3 °C
2025-12-27 13:14:00,84.8 °C
2025-12-27 13:14:30,84.5 °C
2025-12-27 13:15:00,84 °C
2025-12-27 13:15:30,84.8 °C
2025-12-27 13:16:00,85.3 °C
2025-12-27 13:16:30,85.3 °C
2025-12-27 13:17:00,84.8 °C
2025-12-27 13:17:30,84 °C
2025-12-27 13:18:00,83.8 °C
2025-12-27 13:18:30,84 °C
2025-12-27 13:19:00,83.8 °C
2025-12-27 13:19:30,84.3 °C
2025-12-27 13:20:00,84.3 °C
2025-12-27 13:20:30,83.8 °C
2025-12-27 13:21:00,84.3 °C
2025-12-27 13:21:30,84.5 °C
2025-12-27 13:22:00,85.8 °C
2025-12-27 13:22:30,85.5 °C
2025-12-27 13:23:00,84.3 °C
2025-12-27 13:23:30,84.3 °C
2025-12-27 13:24:00,84 °C
2025-12-27 13:24:30,85 °C
2025-12-27 13:25:00,85 °C
2025-12-27 13:25:30,85.3 °C
2025-12-27 13:26:00,85 °C
2025-12-27 13:26:30,85 °C
2025-12-27 13:27:00,85 °C
2025-12-27 13:27:30,85 °C
2025-12-27 13:28:00,84.8 °C
2025-12-27 13:28:30,85 °C
2025-12-27 13:29:00,84.8 °C
2025-12-27 13:29:30,84.5 °C
2025-12-27 13:30:00,84.5 °C
2025-12-27 13:30:30,84 °C
2025-12-27 13:31:00,85 °C
2025-12-27 13:31:30,85.3 °C
2025-12-27 13:32:00,84.5 °C
2025-12-27 13:32:30,84.3 °C
2025-12-27 13:33:00,84.8 °C
2025-12-27 13:33:30,85 °C
2025-12-27 13:34:00,84.8 °C
2025-12-27 13:34:30,84.8 °C
2025-12-27 13:35:00,84.8 °C
2025-12-27 13:35:30,85 °C
2025-12-27 13:36:00,84 °C
2025-12-27 13:36:30,85 °C
2025-12-27 13:37:00,84.3 °C
2025-12-27 13:37:30,84.3 °C
2025-12-27 13:38:00,85 °C
2025-12-27 13:38:30,85.3 °C
2025-12-27 13:39:00,85.3 °C
2025-12-27 13:39:30,84.8 °C
2025-12-27 13:40:00,85 °C
2025-12-27 13:40:30,84.8 °C
2025-12-27 13:41:00,85.8 °C
2025-12-27 13:41:30,85.3 °C
2025-12-27 13:42:00,84.3 °C
2025-12-27 13:42:30,84.8 °C
2025-12-27 13:43:00,85 °C
2025-12-27 13:43:30,84 °C
2025-12-27 13:44:00,84.3 °C
2025-12-27 13:44:30,84.8 °C
2025-12-27 13:45:00,84.3 °C
2025-12-27 13:45:30,84.5 °C
2025-12-27 13:46:00,84.5 °C
2025-12-27 13:46:30,84.5 °C
2025-12-27 13:47:00,84.8 °C
2025-12-27 13:47:30,85.3 °C
2025-12-27 13:48:00,85 °C
2025-12-27 13:48:30,85 °C
2025-12-27 13:49:00,85 °C
2025-12-27 13:49:30,84.8 °C
2025-12-27 13:50:00,85.3 °C
2025-12-27 13:50:30,84.5 °C
2025-12-27 13:51:00,84.3 °C
2025-12-27 13:51:30,84.3 °C
2025-12-27 13:52:00,85 °C
2025-12-27 13:52:30,85 °C
2025-12-27 13:53:00,84.5 °C
2025-12-27 13:53:30,84.3 °C
2025-12-27 13:54:00,84.8 °C
2025-12-27 13:54:30,85.3 °C
2025-12-27 13:55:00,84.5 °C
2025-12-27 13:55:30,84.8 °C
2025-12-27 13:56:00,84.8 °C
2025-12-27 13:56:30,84.8 °C
2025-12-27 13:57:00,84.8 °C
2025-12-27 13:57:30,84 °C
2025-12-27 13:58:00,84 °C
2025-12-27 13:58:30,84 °C
2025-12-27 13:59:00,85 °C
2025-12-27 13:59:30,84.8 °C
2025-12-27 14:00:00,84 °C
2025-12-27 14:00:30,84.8 °C
2025-12-27 14:01:00,85.3 °C
2025-12-27 14:01:30,85 °C
2025-12-27 14:02:00,85.3 °C
2025-12-27 14:02:30,85.5 °C
2025-12-27 14:03:00,84.3 °C
2025-12-27 14:03:30,84.8 °C
2025-12-27 14:04:00,85.8 °C
2025-12-27 14:04:30,85 °C
2025-12-27 14:05:00,84.3 °C
2025-12-27 14:05:30,84 °C
2025-12-27 14:06:00,84 °C
2025-12-27 14:06:30,84 °C
2025-12-27 14:07:00,84 °C
2025-12-27 14:07:30,84 °C
2025-12-27 14:08:00,84.3 °C
2025-12-27 14:08:30,85.5 °C
2025-12-27 14:09:00,84.8 °C
2025-12-27 14:09:30,85.3 °C
2025-12-27 14:10:00,85.3 °C
2025-12-27 14:10:30,85 °C
2025-12-27 14:11:00,84.5 °C
2025-12-27 14:11:30,84 °C
2025-12-27 14:12:00,84.8 °C
2025-12-27 14:12:30,85 °C
2025-12-27 14:13:00,85.3 °C
2025-12-27 14:13:30,84.5 °C
2025-12-27 14:14:00,84.8 °C
2025-12-27 14:14:30,85 °C
2025-12-27 14:15:00,84.3 °C
2025-12-27 14:15:30,85 °C
2025-12-27 14:16:00,85.5 °C
2025-12-27 14:16:30,84.5 °C
2025-12-27 14:17:00,84.3 °C
2025-12-27 14:17:30,84.3 °C
2025-12-27 14:18:00,84.5 °C
2025-12-27 14:18:30,84.3 °C
2025-12-27 14:19:00,84 °C
2025-12-27 14:19:30,84.5 °C
2025-12-27 14:20:00,84.5 °C
2025-12-27 14:20:30,84.3 °C
2025-12-27 14:21:00,84.8 °C
2025-12-27 14:21:30,84.3 °C
2025-12-27 14:22:00,84.5 °C
2025-12-27 14:22:30,84.8 °C
2025-12-27 14:23:00,85 °C
2025-12-27 14:23:30,84.3 °C
2025-12-27 14:24:00,84.3 °C
2025-12-27 14:24:30,84.8 °C
2025-12-27 14:25:00,84 °C
2025-12-27 14:25:30,85 °C
2025-12-27 14:26:00,85 °C
2025-12-27 14:26:30,84.5 °C
2025-12-27 14:27:00,83.8 °C
2025-12-27 14:27:30,83.8 °C
2025-12-27 14:28:00,84.5 °C
2025-12-27 14:28:30,84.8 °C
2025-12-27 14:29:00,84.8 °C
2025-12-27 14:29:30,84.8 °C
2025-12-27 14:30:00,84.5 °C
2025-12-27 14:30:30,84.3 °C
2025-12-27 14:31:00,84.8 °C
2025-12-27 14:31:30,84.5 °C
2025-12-27 14:32:00,84.8 °C
2025-12-27 14:32:30,84.8 °C
2025-12-27 14:33:00,84.5 °C
2025-12-27 14:33:30,84.8 °C
2025-12-27 14:34:00,84 °C
2025-12-27 14:34:30,85.3 °C
2025-12-27 14:35:00,84.8 °C
2025-12-27 14:35:30,85 °C
2025-12-27 14:36:00,84.3 °C
2025-12-27 14:36:30,84.8 °C
2025-12-27 14:37:00,84 °C
2025-12-27 14:37:30,84.5 °C
2025-12-27 14:38:00,85 °C
2025-12-27 14:38:30,85.3 °C
2025-12-27 14:39:00,84.8 °C
2025-12-27 14:39:30,84.5 °C
2025-12-27 14:40:00,84.5 °C
2025-12-27 14:40:30,84 °C
2025-12-27 14:41:00,84.5 °C
2025-12-27 14:41:30,84.3 °C
2025-12-27 14:42:00,85 °C
2025-12-27 14:42:30,84 °C
2025-12-27 14:43:00,84 °C
2025-12-27 14:43:30,84 °C
2025-12-27 14:44:00,84.8 °C
2025-12-27 14:44:30,85.3 °C
2025-12-27 14:45:00,85 °C
2025-12-27 14:45:30,84.8 °C
2025-12-27 14:46:00,84.8 °C
2025-12-27 14:46:30,83.5 °C
2025-12-27 14:47:00,83.8 °C
2025-12-27 14:47:30,84.3 °C
2025-12-27 14:48:00,85.3 °C
2025-12-27 14:48:30,85 °C
2025-12-27 14:49:00,85 °C
2025-12-27 14:49:30,84.5 °C
2025-12-27 14:50:00,84.8 °C
2025-12-27 14:50:30,84.8 °C
2025-12-27 14:51:00,85.5 °C
2025-12-27 14:51:30,84.5 °C
2025-12-27 14:52:00,85.3 °C
2025-12-27 14:52:30,84.5 °C
2025-12-27 14:53:00,84.3 °C
2025-12-27 14:53:30,84 °C
2025-12-27 14:54:00,85 °C
2025-12-27 14:54:30,84.3 °C
2025-12-27 14:55:00,84.8 °C
2025-12-27 14:55:30,83.8 °C
2025-12-27 14:56:00,85 °C
2025-12-27 14:56:30,85.8 °C
2025-12-27 14:57:00,85 °C
2025-12-27 14:57:30,84.3 °C
2025-12-27 14:58:00,83.8 °C
2025-12-27 14:58:30,83.8 °C
2025-12-27 14:59:00,83.8 °C
2025-12-27 14:59:30,85.3 °C
2025-12-27 15:00:00,85.3 °C
2025-12-27 15:00:30,85 °C
2025-12-27 15:01:00,85.3 °C
2025-12-27 15:01:30,84.8 °C
2025-12-27 15:02:00,83.5 °C
2025-12-27 15:02:30,84.3 °C
2025-12-27 15:03:00,82.8 °C
2025-12-27 15:03:30,84.3 °C
2025-12-27 15:04:00,85.3 °C
2025-12-27 15:04:30,84.8 °C
2025-12-27 15:05:00,84.8 °C
2025-12-27 15:05:30,85 °C
2025-12-27 15:06:00,84.8 °C
2025-12-27 15:06:30,83.3 °C
2025-12-27 15:07:00,83.8 °C
2025-12-27 15:07:30,83.8 °C
2025-12-27 15:08:00,85.5 °C
2025-12-27 15:08:30,85.5 °C
2025-12-27 15:09:00,85 °C
2025-12-27 15:09:30,83.8 °C
2025-12-27 15:10:00,83.8 °C
2025-12-27 15:10:30,82.8 °C
2025-12-27 15:11:00,85.3 °C
2025-12-27 15:11:30,84.8 °C
