Time;Memory Usage
27/12/2025 12:02;6,72%
27/12/2025 12:03;6,70%
27/12/2025 12:03;6,70%
27/12/2025 12:04;6,70%
27/12/2025 12:04;6,69%
27/12/2025 12:05;6,72%
27/12/2025 12:05;6,73%
27/12/2025 12:06;6,75%
27/12/2025 12:06;6,76%
27/12/2025 12:07;6,75%
27/12/2025 12:07;6,70%
27/12/2025 12:08;6,73%
27/12/2025 12:08;6,73%
27/12/2025 12:09;6,72%
27/12/2025 12:09;6,73%
27/12/2025 12:10;6,74%
27/12/2025 12:10;6,70%
27/12/2025 12:11;6,73%
27/12/2025 12:11;6,79%
27/12/2025 12:12;6,76%
27/12/2025 12:12;6,69%
27/12/2025 12:13;6,70%
27/12/2025 12:13;6,70%
27/12/2025 12:14;6,71%
27/12/2025 12:14;6,73%
27/12/2025 12:15;6,72%
27/12/2025 12:15;6,72%
27/12/2025 12:16;6,72%
27/12/2025 12:16;6,72%
27/12/2025 12:17;6,74%
27/12/2025 12:17;6,72%
27/12/2025 12:18;6,72%
27/12/2025 12:18;6,70%
27/12/2025 12:19;6,71%
27/12/2025 12:19;6,72%
27/12/2025 12:20;6,70%
27/12/2025 12:20;6,72%
27/12/2025 12:21;6,72%
27/12/2025 12:21;6,77%
27/12/2025 12:22;6,73%
27/12/2025 12:22;6,74%
27/12/2025 12:23;6,73%
27/12/2025 12:23;6,73%
27/12/2025 12:24;6,73%
27/12/2025 12:24;6,73%
27/12/2025 12:25;6,76%
27/12/2025 12:25;6,76%
27/12/2025 12:26;6,74%
27/12/2025 12:26;6,75%
27/12/2025 12:27;6,76%
27/12/2025 12:27;6,76%
27/12/2025 12:28;6,75%
27/12/2025 12:28;6,77%
27/12/2025 12:29;6,79%
27/12/2025 12:29;6,76%
27/12/2025 12:30;6,73%
27/12/2025 12:30;6,74%
27/12/2025 12:31;6,73%
27/12/2025 12:31;6,74%
27/12/2025 12:32;6,72%
27/12/2025 12:32;6,70%
27/12/2025 12:33;6,73%
27/12/2025 12:33;6,71%
27/12/2025 12:34;6,75%
27/12/2025 12:34;6,78%
27/12/2025 12:35;6,81%
27/12/2025 12:35;6,80%
27/12/2025 12:36;6,78%
27/12/2025 12:36;6,78%
27/12/2025 12:37;6,80%
27/12/2025 12:37;6,79%
27/12/2025 12:38;6,78%
27/12/2025 12:38;6,79%
27/12/2025 12:39;6,80%
27/12/2025 12:39;6,79%
27/12/2025 12:40;6,78%
27/12/2025 12:40;6,79%
27/12/2025 12:41;6,81%
27/12/2025 12:41;6,80%
27/12/2025 12:42;6,78%
27/12/2025 12:42;6,78%
27/12/2025 12:43;6,76%
27/12/2025 12:43;6,76%
27/12/2025 12:44;6,77%
27/12/2025 12:44;6,76%
27/12/2025 12:45;6,79%
27/12/2025 12:45;6,79%
27/12/2025 12:46;6,78%
27/12/2025 12:46;6,78%
27/12/2025 12:47;6,77%
27/12/2025 12:47;6,79%
27/12/2025 12:48;6,79%
27/12/2025 12:48;6,78%
27/12/2025 12:49;6,78%
27/12/2025 12:49;6,77%
27/12/2025 12:50;6,75%
27/12/2025 12:50;6,75%
27/12/2025 12:51;6,74%
27/12/2025 12:51;6,76%
27/12/2025 12:52;6,76%
27/12/2025 12:52;6,75%
27/12/2025 12:53;6,76%
27/12/2025 12:53;6,77%
27/12/2025 12:54;6,76%
27/12/2025 12:54;6,77%
27/12/2025 12:55;6,76%
27/12/2025 12:55;6,77%
27/12/2025 12:56;6,77%
27/12/2025 12:56;6,78%
27/12/2025 12:57;6,79%
27/12/2025 12:57;6,77%
27/12/2025 12:58;6,78%
27/12/2025 12:58;6,78%
27/12/2025 12:59;6,77%
27/12/2025 12:59;6,77%
27/12/2025 13:00;6,79%
27/12/2025 13:00;6,79%
27/12/2025 13:01;6,79%
27/12/2025 13:01;6,76%
27/12/2025 13:02;6,77%
27/12/2025 13:02;6,76%
27/12/2025 13:03;6,78%
27/12/2025 13:03;6,77%
27/12/2025 13:04;6,77%
27/12/2025 13:04;6,77%
27/12/2025 13:05;6,80%
27/12/2025 13:05;6,76%
27/12/2025 13:06;6,75%
27/12/2025 13:06;6,75%
27/12/2025 13:07;6,77%
27/12/2025 13:07;6,77%
27/12/2025 13:08;6,76%
27/12/2025 13:08;6,75%
27/12/2025 13:09;6,78%
27/12/2025 13:09;6,79%
27/12/2025 13:10;6,80%
27/12/2025 13:10;6,80%
27/12/2025 13:11;6,79%
27/12/2025 13:11;6,80%
27/12/2025 13:12;6,80%
27/12/2025 13:12;6,79%
27/12/2025 13:13;6,77%
27/12/2025 13:13;6,80%
27/12/2025 13:14;6,79%
27/12/2025 13:14;6,78%
27/12/2025 13:15;6,77%
27/12/2025 13:15;6,76%
27/12/2025 13:16;6,77%
27/12/2025 13:16;6,77%
27/12/2025 13:17;6,79%
27/12/2025 13:17;6,80%
27/12/2025 13:18;6,82%
27/12/2025 13:18;6,80%
27/12/2025 13:19;6,79%
27/12/2025 13:19;6,83%
27/12/2025 13:20;6,86%
27/12/2025 13:20;6,90%
27/12/2025 13:21;6,88%
27/12/2025 13:21;6,87%
27/12/2025 13:22;6,84%
27/12/2025 13:22;6,83%
27/12/2025 13:23;6,81%
27/12/2025 13:23;6,80%
27/12/2025 13:24;6,81%
27/12/2025 13:24;6,79%
27/12/2025 13:25;6,77%
27/12/2025 13:25;6,79%
27/12/2025 13:26;6,79%
27/12/2025 13:26;6,81%
27/12/2025 13:27;6,79%
27/12/2025 13:27;6,80%
27/12/2025 13:28;6,82%
27/12/2025 13:28;6,82%
27/12/2025 13:29;6,79%
27/12/2025 13:29;6,83%
27/12/2025 13:30;6,82%
27/12/2025 13:30;6,82%
27/12/2025 13:31;6,82%
27/12/2025 13:31;6,83%
27/12/2025 13:32;6,82%
27/12/2025 13:32;6,82%
27/12/2025 13:33;6,86%
27/12/2025 13:33;6,83%
27/12/2025 13:34;6,85%
27/12/2025 13:34;6,83%
27/12/2025 13:35;6,83%
27/12/2025 13:35;6,81%
27/12/2025 13:36;6,81%
27/12/2025 13:36;6,83%
27/12/2025 13:37;6,82%
27/12/2025 13:37;6,82%
27/12/2025 13:38;6,81%
27/12/2025 13:38;6,82%
27/12/2025 13:39;6,82%
27/12/2025 13:39;6,82%
27/12/2025 13:40;6,82%
27/12/2025 13:40;6,79%
27/12/2025 13:41;6,80%
27/12/2025 13:41;6,79%
27/12/2025 13:42;6,77%
27/12/2025 13:42;6,82%
27/12/2025 13:43;6,83%
27/12/2025 13:43;6,84%
27/12/2025 13:44;6,84%
27/12/2025 13:44;6,85%
27/12/2025 13:45;6,84%
27/12/2025 13:45;6,81%
27/12/2025 13:46;6,83%
27/12/2025 13:46;6,82%
27/12/2025 13:47;6,83%
27/12/2025 13:47;6,82%
27/12/2025 13:48;6,82%
27/12/2025 13:48;6,83%
27/12/2025 13:49;6,84%
27/12/2025 13:49;6,84%
27/12/2025 13:50;6,84%
27/12/2025 13:50;6,79%
27/12/2025 13:51;6,80%
27/12/2025 13:51;6,80%
27/12/2025 13:52;6,79%
27/12/2025 13:52;6,81%
27/12/2025 13:53;6,81%
27/12/2025 13:53;6,83%
27/12/2025 13:54;6,86%
27/12/2025 13:54;6,83%
27/12/2025 13:55;6,82%
27/12/2025 13:55;6,83%
27/12/2025 13:56;6,86%
27/12/2025 13:56;6,81%
27/12/2025 13:57;6,81%
27/12/2025 13:57;6,84%
27/12/2025 13:58;6,88%
27/12/2025 13:58;6,84%
27/12/2025 13:59;6,83%
27/12/2025 13:59;6,83%
27/12/2025 14:00;6,81%
27/12/2025 14:00;6,82%
27/12/2025 14:01;6,85%
27/12/2025 14:01;6,84%
27/12/2025 14:02;6,83%
27/12/2025 14:02;6,81%
27/12/2025 14:03;6,81%
27/12/2025 14:03;6,81%
27/12/2025 14:04;6,83%
27/12/2025 14:04;6,83%
27/12/2025 14:05;6,81%
27/12/2025 14:05;6,86%
27/12/2025 14:06;6,82%
27/12/2025 14:06;6,81%
27/12/2025 14:07;6,80%
27/12/2025 14:07;6,82%
27/12/2025 14:08;6,83%
27/12/2025 14:08;6,80%
27/12/2025 14:09;6,80%
27/12/2025 14:09;6,81%
27/12/2025 14:10;6,83%
27/12/2025 14:10;6,81%
27/12/2025 14:11;6,84%
27/12/2025 14:11;6,83%
27/12/2025 14:12;6,86%
27/12/2025 14:12;6,87%
27/12/2025 14:13;6,87%
27/12/2025 14:13;6,86%
27/12/2025 14:14;6,88%
27/12/2025 14:14;6,89%
27/12/2025 14:15;6,82%
27/12/2025 14:15;6,83%
27/12/2025 14:16;6,82%
27/12/2025 14:16;6,84%
27/12/2025 14:17;6,84%
27/12/2025 14:17;6,82%
27/12/2025 14:18;6,83%
27/12/2025 14:18;6,84%
27/12/2025 14:19;6,83%
27/12/2025 14:19;6,84%
27/12/2025 14:20;6,83%
27/12/2025 14:20;6,84%
27/12/2025 14:21;6,83%
27/12/2025 14:21;6,86%
27/12/2025 14:22;6,85%
27/12/2025 14:22;6,86%
27/12/2025 14:23;6,86%
27/12/2025 14:23;6,86%
27/12/2025 14:24;6,86%
27/12/2025 14:24;6,84%
27/12/2025 14:25;6,84%
27/12/2025 14:25;6,81%
27/12/2025 14:26;6,86%
27/12/2025 14:26;6,83%
27/12/2025 14:27;6,86%
27/12/2025 14:27;6,82%
27/12/2025 14:28;6,81%
27/12/2025 14:28;6,82%
27/12/2025 14:29;6,85%
27/12/2025 14:29;6,90%
27/12/2025 14:30;6,88%
27/12/2025 14:30;6,86%
27/12/2025 14:31;6,86%
27/12/2025 14:31;6,88%
27/12/2025 14:32;6,90%
27/12/2025 14:32;6,89%
27/12/2025 14:33;6,89%
27/12/2025 14:33;6,88%
27/12/2025 14:34;6,88%
27/12/2025 14:34;6,82%
27/12/2025 14:35;6,84%
27/12/2025 14:35;6,85%
27/12/2025 14:36;6,82%
27/12/2025 14:36;6,83%
27/12/2025 14:37;6,84%
27/12/2025 14:37;6,85%
27/12/2025 14:38;6,87%
27/12/2025 14:38;6,83%
27/12/2025 14:39;6,82%
27/12/2025 14:39;6,81%
27/12/2025 14:40;6,84%
27/12/2025 14:40;6,82%
27/12/2025 14:41;6,86%
27/12/2025 14:41;6,86%
27/12/2025 14:42;6,85%
27/12/2025 14:42;6,87%
27/12/2025 14:43;6,87%
27/12/2025 14:43;6,84%
27/12/2025 14:44;6,84%
27/12/2025 14:44;6,86%
27/12/2025 14:45;6,85%
27/12/2025 14:45;6,85%
27/12/2025 14:46;6,87%
27/12/2025 14:46;6,85%
27/12/2025 14:47;6,85%
27/12/2025 14:47;6,85%
27/12/2025 14:48;6,85%
27/12/2025 14:48;6,85%
27/12/2025 14:49;6,84%
27/12/2025 14:49;6,87%
27/12/2025 14:50;6,86%
27/12/2025 14:50;6,84%
27/12/2025 14:51;6,84%
27/12/2025 14:51;6,85%
27/12/2025 14:52;6,85%
27/12/2025 14:52;6,83%
27/12/2025 14:53;6,83%
27/12/2025 14:53;6,85%
27/12/2025 14:54;6,84%
27/12/2025 14:54;6,84%
27/12/2025 14:55;6,86%
27/12/2025 14:55;6,86%
27/12/2025 14:56;6,89%
27/12/2025 14:56;6,88%
27/12/2025 14:57;6,86%
27/12/2025 14:57;6,87%
27/12/2025 14:58;6,89%
27/12/2025 14:58;6,85%
27/12/2025 14:59;6,87%
27/12/2025 14:59;6,83%
27/12/2025 15:00;6,87%
27/12/2025 15:00;6,83%
27/12/2025 15:01;6,83%
27/12/2025 15:01;6,85%
27/12/2025 15:02;6,89%
27/12/2025 15:02;6,87%
27/12/2025 15:03;6,87%
27/12/2025 15:03;6,87%
27/12/2025 15:04;6,88%
27/12/2025 15:04;6,85%
27/12/2025 15:05;6,89%
27/12/2025 15:05;6,87%
27/12/2025 15:06;6,88%
27/12/2025 15:06;6,89%
27/12/2025 15:07;6,88%
27/12/2025 15:07;6,89%
27/12/2025 15:08;6,90%
27/12/2025 15:08;6,88%
27/12/2025 15:09;6,88%
27/12/2025 15:09;6,87%
27/12/2025 15:10;6,91%
27/12/2025 15:10;6,90%
27/12/2025 15:11;6,91%
27/12/2025 15:11;6,88%
;6,77%
