Time;GPU Memory Used (%)
27/12/2025 12:15;22,80%
27/12/2025 12:15;22,80%
27/12/2025 12:16;22,80%
27/12/2025 12:16;22,80%
27/12/2025 12:17;22,80%
27/12/2025 12:17;22,80%
27/12/2025 12:18;22,80%
27/12/2025 12:18;22,80%
27/12/2025 12:19;22,80%
27/12/2025 12:19;22,80%
27/12/2025 12:20;22,80%
27/12/2025 12:20;22,80%
27/12/2025 12:21;22,80%
27/12/2025 12:21;22,80%
27/12/2025 12:22;22,80%
27/12/2025 12:22;22,80%
27/12/2025 12:23;22,80%
27/12/2025 12:23;22,80%
27/12/2025 12:24;22,80%
27/12/2025 12:24;22,80%
27/12/2025 12:25;22,80%
27/12/2025 12:25;22,80%
27/12/2025 12:26;22,80%
27/12/2025 12:26;22,80%
27/12/2025 12:27;22,80%
27/12/2025 12:27;22,80%
27/12/2025 12:28;22,80%
27/12/2025 12:28;22,80%
27/12/2025 12:29;22,80%
27/12/2025 12:29;22,80%
27/12/2025 12:30;22,80%
27/12/2025 12:30;22,80%
27/12/2025 12:31;22,80%
27/12/2025 12:31;22,80%
27/12/2025 12:32;22,80%
27/12/2025 12:32;22,80%
27/12/2025 12:33;22,80%
27/12/2025 12:33;22,80%
27/12/2025 12:34;22,80%
27/12/2025 12:34;22,80%
27/12/2025 12:35;22,80%
27/12/2025 12:35;22,80%
27/12/2025 12:36;22,80%
27/12/2025 12:36;22,80%
27/12/2025 12:37;22,80%
27/12/2025 12:37;22,80%
27/12/2025 12:38;22,80%
27/12/2025 12:38;22,80%
27/12/2025 12:39;22,80%
27/12/2025 12:39;22,80%
27/12/2025 12:40;22,80%
27/12/2025 12:40;22,80%
27/12/2025 12:41;22,80%
27/12/2025 12:41;22,80%
27/12/2025 12:42;22,80%
27/12/2025 12:42;22,80%
27/12/2025 12:43;22,80%
27/12/2025 12:43;22,80%
27/12/2025 12:44;22,80%
27/12/2025 12:44;22,80%
27/12/2025 12:45;22,80%
27/12/2025 12:45;22,80%
27/12/2025 12:46;22,80%
27/12/2025 12:46;22,80%
27/12/2025 12:47;22,80%
27/12/2025 12:47;22,80%
27/12/2025 12:48;22,80%
27/12/2025 12:48;22,80%
27/12/2025 12:49;22,80%
27/12/2025 12:49;22,80%
27/12/2025 12:50;22,80%
27/12/2025 12:50;22,80%
27/12/2025 12:51;22,80%
27/12/2025 12:51;22,80%
27/12/2025 12:52;22,80%
27/12/2025 12:52;22,80%
27/12/2025 12:53;22,80%
27/12/2025 12:53;22,80%
27/12/2025 12:54;22,80%
27/12/2025 12:54;22,80%
27/12/2025 12:55;22,80%
27/12/2025 12:55;22,80%
27/12/2025 12:56;22,80%
27/12/2025 12:56;22,80%
27/12/2025 12:57;22,80%
27/12/2025 12:57;22,80%
27/12/2025 12:58;22,80%
27/12/2025 12:58;22,80%
27/12/2025 12:59;22,80%
27/12/2025 12:59;22,80%
27/12/2025 13:00;22,80%
27/12/2025 13:00;22,80%
27/12/2025 13:01;22,80%
27/12/2025 13:01;22,80%
27/12/2025 13:02;22,80%
27/12/2025 13:02;22,80%
27/12/2025 13:03;22,80%
27/12/2025 13:03;22,80%
27/12/2025 13:04;22,80%
27/12/2025 13:04;22,80%
27/12/2025 13:05;22,80%
27/12/2025 13:05;22,80%
27/12/2025 13:06;22,80%
27/12/2025 13:06;22,80%
27/12/2025 13:07;22,80%
27/12/2025 13:07;22,80%
27/12/2025 13:08;22,80%
27/12/2025 13:08;22,80%
27/12/2025 13:09;22,80%
27/12/2025 13:09;22,80%
27/12/2025 13:10;22,80%
27/12/2025 13:10;22,80%
27/12/2025 13:11;22,80%
27/12/2025 13:11;22,80%
27/12/2025 13:12;22,80%
27/12/2025 13:12;22,80%
27/12/2025 13:13;22,80%
27/12/2025 13:13;22,80%
27/12/2025 13:14;22,80%
27/12/2025 13:14;22,80%
27/12/2025 13:15;22,80%
27/12/2025 13:15;22,80%
27/12/2025 13:16;22,80%
27/12/2025 13:16;22,80%
27/12/2025 13:17;22,80%
27/12/2025 13:17;22,80%
27/12/2025 13:18;22,80%
27/12/2025 13:18;22,80%
27/12/2025 13:19;22,80%
27/12/2025 13:19;22,80%
27/12/2025 13:20;22,80%
27/12/2025 13:20;22,80%
27/12/2025 13:21;22,80%
27/12/2025 13:21;22,80%
27/12/2025 13:22;22,80%
27/12/2025 13:22;22,80%
27/12/2025 13:23;22,80%
27/12/2025 13:23;22,80%
27/12/2025 13:24;22,80%
27/12/2025 13:24;22,80%
27/12/2025 13:25;22,80%
27/12/2025 13:25;22,80%
27/12/2025 13:26;22,80%
27/12/2025 13:26;22,80%
27/12/2025 13:27;22,80%
27/12/2025 13:27;22,80%
27/12/2025 13:28;22,80%
27/12/2025 13:28;22,80%
27/12/2025 13:29;22,80%
27/12/2025 13:29;22,80%
27/12/2025 13:30;22,80%
27/12/2025 13:30;22,80%
27/12/2025 13:31;22,80%
27/12/2025 13:31;22,80%
27/12/2025 13:32;22,80%
27/12/2025 13:32;22,80%
27/12/2025 13:33;22,80%
27/12/2025 13:33;22,80%
27/12/2025 13:34;22,80%
27/12/2025 13:34;22,80%
27/12/2025 13:35;22,80%
27/12/2025 13:35;22,80%
27/12/2025 13:36;22,80%
27/12/2025 13:36;22,80%
27/12/2025 13:37;22,80%
27/12/2025 13:37;22,80%
27/12/2025 13:38;22,80%
27/12/2025 13:38;22,80%
27/12/2025 13:39;22,80%
27/12/2025 13:39;22,80%
27/12/2025 13:40;22,80%
27/12/2025 13:40;22,80%
27/12/2025 13:41;22,80%
27/12/2025 13:41;22,80%
27/12/2025 13:42;22,80%
27/12/2025 13:42;22,80%
27/12/2025 13:43;22,80%
27/12/2025 13:43;22,80%
27/12/2025 13:44;22,80%
27/12/2025 13:44;22,80%
27/12/2025 13:45;22,80%
27/12/2025 13:45;22,80%
27/12/2025 13:46;22,80%
27/12/2025 13:46;22,80%
27/12/2025 13:47;22,80%
27/12/2025 13:47;22,80%
27/12/2025 13:48;22,80%
27/12/2025 13:48;22,80%
27/12/2025 13:49;22,80%
27/12/2025 13:49;22,80%
27/12/2025 13:50;22,80%
27/12/2025 13:50;22,80%
27/12/2025 13:51;22,80%
27/12/2025 13:51;22,80%
27/12/2025 13:52;22,80%
27/12/2025 13:52;22,80%
27/12/2025 13:53;22,80%
27/12/2025 13:53;22,80%
27/12/2025 13:54;22,80%
27/12/2025 13:54;22,80%
27/12/2025 13:55;22,80%
27/12/2025 13:55;22,80%
27/12/2025 13:56;22,80%
27/12/2025 13:56;22,80%
27/12/2025 13:57;22,80%
27/12/2025 13:57;22,80%
27/12/2025 13:58;22,80%
27/12/2025 13:58;22,80%
27/12/2025 13:59;22,80%
27/12/2025 13:59;22,80%
27/12/2025 14:00;22,80%
27/12/2025 14:00;22,80%
27/12/2025 14:01;22,80%
27/12/2025 14:01;22,80%
27/12/2025 14:02;22,80%
27/12/2025 14:02;22,80%
27/12/2025 14:03;22,80%
27/12/2025 14:03;22,80%
27/12/2025 14:04;22,80%
27/12/2025 14:04;22,80%
27/12/2025 14:05;22,80%
27/12/2025 14:05;22,80%
27/12/2025 14:06;22,80%
27/12/2025 14:06;22,80%
27/12/2025 14:07;22,80%
27/12/2025 14:07;22,80%
27/12/2025 14:08;22,80%
27/12/2025 14:08;22,80%
27/12/2025 14:09;22,80%
27/12/2025 14:09;22,80%
27/12/2025 14:10;22,80%
27/12/2025 14:10;22,80%
27/12/2025 14:11;22,80%
27/12/2025 14:11;22,80%
27/12/2025 14:12;22,80%
27/12/2025 14:12;22,80%
27/12/2025 14:13;22,80%
27/12/2025 14:13;22,80%
27/12/2025 14:14;22,80%
27/12/2025 14:14;22,80%
27/12/2025 14:15;22,80%
27/12/2025 14:15;22,80%
27/12/2025 14:16;22,80%
27/12/2025 14:16;22,80%
27/12/2025 14:17;22,80%
27/12/2025 14:17;22,80%
27/12/2025 14:18;22,80%
27/12/2025 14:18;22,80%
27/12/2025 14:19;22,80%
27/12/2025 14:19;22,80%
27/12/2025 14:20;22,80%
27/12/2025 14:20;22,80%
27/12/2025 14:21;22,80%
27/12/2025 14:21;22,80%
27/12/2025 14:22;22,80%
27/12/2025 14:22;22,80%
27/12/2025 14:23;22,80%
27/12/2025 14:23;22,80%
27/12/2025 14:24;22,80%
27/12/2025 14:24;22,80%
27/12/2025 14:25;22,80%
27/12/2025 14:25;22,80%
27/12/2025 14:26;22,80%
27/12/2025 14:26;22,80%
27/12/2025 14:27;22,80%
27/12/2025 14:27;22,80%
27/12/2025 14:28;22,80%
27/12/2025 14:28;22,80%
27/12/2025 14:29;22,80%
27/12/2025 14:29;22,80%
27/12/2025 14:30;22,80%
27/12/2025 14:30;22,80%
27/12/2025 14:31;22,80%
27/12/2025 14:31;22,80%
27/12/2025 14:32;22,80%
27/12/2025 14:32;22,80%
27/12/2025 14:33;22,80%
27/12/2025 14:33;22,80%
27/12/2025 14:34;22,80%
27/12/2025 14:34;22,80%
27/12/2025 14:35;22,80%
27/12/2025 14:35;22,80%
27/12/2025 14:36;22,80%
27/12/2025 14:36;22,80%
27/12/2025 14:37;22,80%
27/12/2025 14:37;22,80%
27/12/2025 14:38;22,80%
27/12/2025 14:38;22,80%
27/12/2025 14:39;22,80%
27/12/2025 14:39;22,80%
27/12/2025 14:40;22,80%
27/12/2025 14:40;22,80%
27/12/2025 14:41;22,80%
27/12/2025 14:41;22,80%
27/12/2025 14:42;22,80%
27/12/2025 14:42;22,80%
27/12/2025 14:43;22,80%
27/12/2025 14:43;22,80%
27/12/2025 14:44;22,80%
27/12/2025 14:44;22,80%
27/12/2025 14:45;22,80%
27/12/2025 14:45;22,80%
27/12/2025 14:46;22,80%
27/12/2025 14:46;22,80%
27/12/2025 14:47;22,80%
27/12/2025 14:47;22,80%
27/12/2025 14:48;22,80%
27/12/2025 14:48;22,80%
27/12/2025 14:49;22,80%
27/12/2025 14:49;22,80%
27/12/2025 14:50;22,80%
27/12/2025 14:50;22,80%
27/12/2025 14:51;22,80%
27/12/2025 14:51;22,80%
27/12/2025 14:52;22,80%
27/12/2025 14:52;22,80%
27/12/2025 14:53;22,80%
27/12/2025 14:53;22,80%
27/12/2025 14:54;22,80%
27/12/2025 14:54;22,80%
27/12/2025 14:55;22,80%
27/12/2025 14:55;22,80%
27/12/2025 14:56;22,80%
27/12/2025 14:56;22,80%
27/12/2025 14:57;22,80%
27/12/2025 14:57;22,80%
27/12/2025 14:58;22,80%
27/12/2025 14:58;22,80%
27/12/2025 14:59;22,80%
27/12/2025 14:59;22,80%
27/12/2025 15:00;22,80%
27/12/2025 15:00;22,80%
27/12/2025 15:01;22,80%
27/12/2025 15:01;22,80%
27/12/2025 15:02;22,80%
27/12/2025 15:02;22,80%
27/12/2025 15:03;22,80%
27/12/2025 15:03;22,80%
27/12/2025 15:04;22,80%
27/12/2025 15:04;22,80%
27/12/2025 15:05;22,80%
27/12/2025 15:05;22,80%
27/12/2025 15:06;22,80%
27/12/2025 15:06;22,80%
27/12/2025 15:07;22,80%
27/12/2025 15:07;22,80%
27/12/2025 15:08;22,80%
27/12/2025 15:08;22,80%
27/12/2025 15:09;22,80%
27/12/2025 15:09;22,80%
27/12/2025 15:10;22,80%
27/12/2025 15:10;22,80%
27/12/2025 15:11;22,80%
27/12/2025 15:11;22,80%
;23%
