Time;CPU Usage
27/12/2025 13:54;4,80%
27/12/2025 13:54;4,77%
27/12/2025 13:55;4,86%
27/12/2025 13:55;4,67%
27/12/2025 13:56;4,71%
27/12/2025 13:56;4,59%
27/12/2025 13:57;4,86%
27/12/2025 13:57;4,94%
27/12/2025 13:58;5,33%
27/12/2025 13:58;4,85%
27/12/2025 13:59;4,83%
27/12/2025 13:59;4,84%
27/12/2025 14:00;4,73%
27/12/2025 14:00;4,85%
27/12/2025 14:01;4,94%
27/12/2025 14:01;4,90%
27/12/2025 14:02;4,93%
27/12/2025 14:02;4,55%
27/12/2025 14:03;4,70%
27/12/2025 14:03;4,76%
27/12/2025 14:04;4,67%
27/12/2025 14:04;4,52%
27/12/2025 14:05;4,95%
27/12/2025 14:05;4,93%
27/12/2025 14:06;4,81%
27/12/2025 14:06;4,70%
27/12/2025 14:07;4,96%
27/12/2025 14:07;4,95%
27/12/2025 14:08;4,94%
27/12/2025 14:08;4,59%
27/12/2025 14:09;4,89%
27/12/2025 14:09;4,75%
27/12/2025 14:10;4,92%
27/12/2025 14:10;4,50%
27/12/2025 14:11;5,07%
27/12/2025 14:11;4,84%
27/12/2025 14:12;5,45%
27/12/2025 14:12;4,81%
27/12/2025 14:13;5,46%
27/12/2025 14:13;4,75%
27/12/2025 14:14;5,51%
27/12/2025 14:14;5,21%
27/12/2025 14:15;4,54%
27/12/2025 14:15;4,64%
27/12/2025 14:16;4,91%
27/12/2025 14:16;4,66%
27/12/2025 14:17;4,89%
27/12/2025 14:17;4,74%
27/12/2025 14:18;4,80%
27/12/2025 14:18;4,42%
27/12/2025 14:19;5,32%
27/12/2025 14:19;4,87%
27/12/2025 14:20;5,06%
27/12/2025 14:20;5,02%
27/12/2025 14:21;4,87%
27/12/2025 14:21;4,85%
27/12/2025 14:22;4,97%
27/12/2025 14:22;4,85%
27/12/2025 14:23;4,96%
27/12/2025 14:23;4,97%
27/12/2025 14:24;5,03%
27/12/2025 14:24;4,96%
27/12/2025 14:25;5,08%
27/12/2025 14:25;4,79%
27/12/2025 14:26;5,04%
27/12/2025 14:26;4,62%
27/12/2025 14:27;4,84%
27/12/2025 14:27;4,78%
27/12/2025 14:28;4,91%
27/12/2025 14:28;4,85%
27/12/2025 14:29;5,14%
27/12/2025 14:29;5,24%
27/12/2025 14:30;4,97%
27/12/2025 14:30;5,01%
27/12/2025 14:31;4,90%
27/12/2025 14:31;4,83%
27/12/2025 14:32;5,16%
27/12/2025 14:32;5,10%
27/12/2025 14:33;5,05%
27/12/2025 14:33;5,13%
27/12/2025 14:34;4,97%
27/12/2025 14:34;4,68%
27/12/2025 14:35;5,06%
27/12/2025 14:35;4,75%
27/12/2025 14:36;4,90%
27/12/2025 14:36;4,67%
27/12/2025 14:37;4,72%
27/12/2025 14:37;4,75%
27/12/2025 14:38;4,91%
27/12/2025 14:38;4,54%
27/12/2025 14:39;4,97%
27/12/2025 14:39;4,62%
27/12/2025 14:40;5,02%
27/12/2025 14:40;4,85%
27/12/2025 14:41;4,78%
27/12/2025 14:41;4,50%
27/12/2025 14:42;4,87%
27/12/2025 14:42;4,90%
27/12/2025 14:43;5,10%
27/12/2025 14:43;4,85%
27/12/2025 14:44;4,76%
27/12/2025 14:44;4,86%
27/12/2025 14:45;4,98%
27/12/2025 14:45;4,77%
27/12/2025 14:46;5,05%
27/12/2025 14:46;4,82%
27/12/2025 14:47;4,82%
27/12/2025 14:47;4,79%
27/12/2025 14:48;4,68%
27/12/2025 14:48;4,57%
27/12/2025 14:49;4,87%
27/12/2025 14:49;4,97%
27/12/2025 14:50;4,71%
27/12/2025 14:50;4,63%
27/12/2025 14:51;4,75%
27/12/2025 14:51;4,49%
27/12/2025 14:52;4,66%
27/12/2025 14:52;4,73%
27/12/2025 14:53;4,94%
27/12/2025 14:53;4,75%
27/12/2025 14:54;4,90%
27/12/2025 14:54;4,64%
27/12/2025 14:55;5,08%
27/12/2025 14:55;4,86%
27/12/2025 14:56;5,02%
27/12/2025 14:56;4,21%
27/12/2025 14:57;4,47%
27/12/2025 14:57;4,92%
27/12/2025 14:58;4,87%
27/12/2025 14:58;4,87%
27/12/2025 14:59;5,01%
27/12/2025 14:59;4,57%
27/12/2025 15:00;4,32%
27/12/2025 15:00;4,13%
27/12/2025 15:01;4,59%
27/12/2025 15:01;4,88%
27/12/2025 15:02;4,87%
27/12/2025 15:02;4,78%
27/12/2025 15:03;4,96%
27/12/2025 15:03;4,72%
27/12/2025 15:04;4,68%
27/12/2025 15:04;4,69%
27/12/2025 15:05;4,46%
27/12/2025 15:05;4,48%
27/12/2025 15:06;4,62%
27/12/2025 15:06;4,80%
27/12/2025 15:07;4,89%
27/12/2025 15:07;5,01%
27/12/2025 15:08;4,54%
27/12/2025 15:08;4,00%
27/12/2025 15:09;4,42%
27/12/2025 15:09;4,91%
27/12/2025 15:10;5,09%
27/12/2025 15:10;4,93%
27/12/2025 15:11;4,75%
27/12/2025 15:11;4,15%
;4,59%
